Player,Pos,Age,G,MP,PER,TS%,AST%,TRB%,BLK%,STL%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Rodney Hood,SG,23.0,79.0,2541.0,14.1,0.542,14.4,6.1,0.5,1.5,10.5,21.5,3.4,2.5,6.0,0.112,0.7,0.0,0.7,1.7,2016
P.J. Tucker,SF,30.0,82.0,2540.0,10.8,0.506,10.2,10.9,0.6,2.0,14.7,12.7,1.5,1.9,3.5,0.066,-1.5,0.4,-1.2,0.5,2016
Rajon Rondo,PG,29.0,72.0,2537.0,16.9,0.506,48.0,9.3,0.3,2.7,24.7,18.8,2.3,2.3,4.6,0.087,1.0,0.0,1.0,1.9,2016
Avery Bradley,SG,25.0,76.0,2536.0,13.2,0.538,9.8,4.6,0.6,2.2,9.2,19.8,2.0,2.8,4.8,0.09,-0.4,0.3,-0.1,1.2,2016
Carmelo Anthony,SF,31.0,72.0,2530.0,20.3,0.53,21.9,12.0,1.1,1.3,10.6,29.7,3.9,2.5,6.4,0.121,3.8,-0.5,3.3,3.4,2016
George Hill,PG,29.0,74.0,2524.0,13.2,0.555,15.5,6.5,0.5,1.6,11.1,15.8,3.4,2.8,6.2,0.118,0.1,0.7,0.7,1.7,2016
Tobias Harris,PF,23.0,76.0,2513.0,16.2,0.56,10.6,11.2,1.3,1.3,9.8,19.3,4.1,2.5,6.6,0.126,1.2,0.3,1.5,2.2,2016
Tobias Harris,PF,23.0,49.0,1610.0,15.0,0.55,9.3,11.8,1.4,1.5,11.4,18.9,1.7,1.6,3.3,0.099,0.5,0.1,0.6,1.0,2016
Tobias Harris,PF,23.0,27.0,903.0,18.2,0.577,12.9,10.2,1.0,1.0,7.2,20.2,2.3,0.9,3.3,0.174,2.4,0.7,3.1,1.2,2016
Serge Ibaka,PF,26.0,78.0,2500.0,13.9,0.533,3.9,11.6,4.5,0.8,10.5,17.6,2.5,3.0,5.5,0.105,-0.6,0.0,-0.6,0.8,2016
Jimmy Butler,SG,26.0,67.0,2474.0,21.3,0.562,21.4,7.6,1.3,2.2,9.6,24.4,6.5,2.7,9.1,0.177,3.2,1.2,4.4,3.9,2016
Brook Lopez,C,27.0,73.0,2457.0,21.7,0.562,10.8,13.1,4.1,1.2,11.6,27.3,4.5,1.7,6.2,0.121,1.9,-0.5,1.3,2.1,2016
Nicolas Batum,SF,27.0,70.0,2448.0,15.6,0.546,26.9,9.6,1.4,1.3,17.6,21.4,2.0,2.9,5.0,0.097,1.1,0.1,1.2,2.0,2016
Gary Harris,SG,21.0,76.0,2439.0,12.7,0.566,9.5,5.0,0.6,2.0,10.6,16.5,2.8,1.2,4.0,0.079,-0.6,-0.2,-0.9,0.7,2016
Reggie Jackson,PG,25.0,79.0,2424.0,19.6,0.535,36.3,5.7,0.3,1.2,13.8,29.1,4.9,1.9,6.9,0.136,3.4,-0.6,2.7,2.8,2016
Kevin Love,PF,27.0,77.0,2424.0,19.0,0.553,12.2,17.8,1.4,1.2,11.3,23.4,4.7,3.8,8.5,0.169,3.0,0.3,3.3,3.3,2016
Chris Paul,PG,30.0,74.0,2420.0,26.2,0.575,52.7,7.0,0.4,3.1,13.4,27.1,9.2,3.5,12.7,0.253,5.9,2.0,7.9,6.0,2016
Jabari Parker,PF,20.0,76.0,2408.0,14.8,0.535,8.9,9.4,1.0,1.5,10.4,20.9,2.4,1.2,3.6,0.072,-0.4,-1.6,-2.0,0.0,2016
Thaddeus Young,PF,27.0,73.0,2407.0,17.5,0.533,9.6,15.4,1.2,2.3,11.6,21.6,1.9,2.2,4.1,0.081,0.1,-0.1,0.0,1.2,2016
Kyle Korver,SG,34.0,80.0,2401.0,9.7,0.578,9.9,5.9,1.1,1.2,13.3,13.7,1.2,2.9,4.1,0.082,-1.5,0.6,-1.0,0.6,2016
Luol Deng,PF,30.0,74.0,2394.0,15.0,0.549,9.0,10.5,0.9,1.6,8.9,17.4,3.5,2.8,6.4,0.128,0.7,0.2,0.8,1.7,2016
Kawhi Leonard,SF,24.0,72.0,2380.0,26.0,0.616,13.0,11.8,2.3,2.8,7.8,25.8,8.3,5.5,13.7,0.277,6.1,3.0,9.1,6.7,2016
Victor Oladipo,SG,23.0,72.0,2379.0,16.7,0.534,18.6,8.0,1.9,2.4,12.4,22.9,2.2,2.7,4.9,0.099,0.9,0.9,1.7,2.3,2016
Rudy Gay,SF,29.0,70.0,2379.0,15.5,0.538,8.0,10.4,1.7,2.0,11.1,22.4,1.8,2.1,3.8,0.078,-0.1,-0.3,-0.3,1.0,2016
Arron Afflalo,SG,30.0,71.0,2371.0,10.9,0.531,9.9,6.1,0.3,0.5,8.7,17.9,1.8,0.9,2.7,0.055,-1.3,-1.6,-2.9,-0.5,2016
Dirk Nowitzki,PF,37.0,75.0,2364.0,19.0,0.555,10.1,11.4,1.8,1.1,6.4,25.5,4.2,2.6,6.8,0.138,2.4,0.1,2.5,2.7,2016
Goran Dragić,PG,29.0,72.0,2363.0,15.5,0.537,28.7,6.6,0.6,1.5,16.3,21.9,2.4,2.3,4.7,0.096,0.1,-0.5,-0.4,1.0,2016
J.R. Smith,SG,30.0,77.0,2362.0,12.4,0.542,8.5,5.2,0.7,1.8,6.3,18.0,3.0,2.5,5.5,0.111,0.2,0.3,0.5,1.5,2016
Will Barton,SG,25.0,82.0,2353.0,16.0,0.535,14.4,11.2,1.3,1.5,11.2,23.0,2.4,1.9,4.3,0.088,1.2,-0.4,0.8,1.7,2016
Al-Farouq Aminu,SF,25.0,82.0,2341.0,12.7,0.533,8.8,11.5,1.8,1.5,13.2,16.9,1.7,2.3,4.0,0.082,-0.2,0.2,0.1,1.2,2016
Marvin Williams,PF,29.0,81.0,2338.0,16.9,0.585,7.6,12.2,2.7,1.2,7.1,16.8,4.7,3.2,7.8,0.161,2.1,0.5,2.7,2.7,2016
Courtney Lee,SG,30.0,79.0,2334.0,11.5,0.551,9.1,4.9,1.1,1.9,9.4,14.7,2.1,1.7,3.9,0.08,-1.3,0.3,-1.0,0.6,2016
Courtney Lee,SG,30.0,51.0,1489.0,11.7,0.556,8.1,4.5,1.0,1.8,9.6,15.3,1.5,0.8,2.2,0.072,-0.9,-0.1,-0.9,0.4,2016
Courtney Lee,SG,30.0,28.0,845.0,11.2,0.54,10.9,5.6,1.2,2.0,9.0,13.6,0.7,1.0,1.6,0.093,-2.1,1.1,-1.0,0.2,2016
Ricky Rubio,PG,25.0,76.0,2323.0,17.6,0.529,41.4,8.2,0.4,3.5,21.0,17.7,3.6,2.2,5.8,0.119,1.0,0.8,1.8,2.3,2016
Greg Monroe,C,25.0,79.0,2314.0,21.8,0.562,13.2,17.2,2.5,1.6,10.7,23.5,5.0,2.4,7.5,0.155,2.7,-0.6,2.1,2.4,2016
Jae Crowder,SF,25.0,73.0,2308.0,15.8,0.565,8.9,8.6,1.2,2.7,8.3,18.5,3.8,3.5,7.3,0.152,0.8,1.4,2.2,2.5,2016
Zach LaVine,SG,20.0,82.0,2294.0,14.3,0.548,18.6,5.8,0.6,1.5,12.9,23.5,1.9,0.7,2.6,0.054,0.2,-1.6,-1.5,0.3,2016
Pau Gasol,C,35.0,72.0,2291.0,21.7,0.529,21.7,18.2,4.7,0.9,12.8,24.6,3.2,3.9,7.1,0.149,2.7,2.3,4.9,4.0,2016
Julius Randle,PF,21.0,81.0,2286.0,13.9,0.482,11.0,19.5,1.0,1.2,13.5,21.2,-0.3,1.9,1.6,0.035,-1.9,-1.3,-3.2,-0.7,2016
Dwight Howard,C,30.0,71.0,2280.0,18.9,0.604,7.0,20.2,4.1,1.5,17.0,18.4,3.5,3.1,6.6,0.138,0.3,-0.2,0.1,1.2,2016
Otto Porter Jr.,SF,22.0,75.0,2276.0,14.5,0.564,7.9,9.6,1.1,2.2,8.3,16.2,3.0,2.7,5.6,0.119,0.3,0.8,1.1,1.8,2016
Evan Turner,SG,27.0,81.0,2271.0,13.6,0.513,23.9,9.3,1.0,1.7,16.9,18.8,1.0,3.0,4.0,0.085,-0.9,0.9,0.0,1.1,2016
Tristan Thompson,PF,24.0,82.0,2269.0,15.9,0.611,4.0,18.4,1.8,0.9,10.4,11.7,5.6,3.1,8.7,0.185,0.5,-0.3,0.2,1.2,2016
LaMarcus Aldridge,PF,30.0,74.0,2261.0,22.4,0.565,8.1,15.9,2.8,0.9,7.8,25.9,5.6,4.5,10.1,0.215,2.0,0.3,2.3,2.5,2016
D'Angelo Russell,PG,19.0,80.0,2259.0,13.2,0.507,21.2,6.5,0.5,2.1,15.9,24.1,-0.7,0.7,0.0,0.001,-0.7,-1.6,-2.3,-0.1,2016
Dwyane Wade,SG,34.0,74.0,2258.0,20.3,0.517,27.4,7.6,1.4,1.8,13.0,31.6,2.4,2.6,4.9,0.105,2.3,-0.4,1.9,2.2,2016
Marcin Gortat,C,31.0,75.0,2256.0,19.0,0.592,7.5,18.4,3.4,1.0,12.4,18.9,4.2,3.1,7.3,0.156,0.5,0.1,0.6,1.5,2016
Jeff Teague,PG,27.0,79.0,2255.0,17.9,0.551,34.4,5.2,0.8,2.1,16.2,26.6,2.8,3.0,5.9,0.125,1.5,-0.2,1.3,1.9,2016
Jeff Green,SF,29.0,80.0,2253.0,13.0,0.51,10.0,8.3,1.5,1.3,9.2,20.2,1.3,1.7,3.1,0.065,-0.8,-0.9,-1.8,0.1,2016
Jeff Green,SF,29.0,53.0,1544.0,13.4,0.517,10.5,8.9,1.1,1.3,9.9,20.2,1.2,1.0,2.2,0.067,-0.4,-1.0,-1.4,0.2,2016
Jeff Green,SF,29.0,27.0,709.0,12.0,0.496,8.9,7.0,2.3,1.3,7.5,20.4,0.1,0.8,0.9,0.061,-1.8,-0.7,-2.5,-0.1,2016
DeMarcus Cousins,C,25.0,65.0,2246.0,23.6,0.538,17.0,18.0,3.3,2.2,13.3,35.4,2.4,3.3,5.7,0.122,2.7,0.6,3.3,3.0,2016
Ish Smith,PG,27.0,77.0,2239.0,14.9,0.465,38.3,7.5,0.8,1.9,14.4,23.9,0.0,1.3,1.3,0.027,-0.3,-1.3,-1.6,0.2,2016
Ish Smith,PG,27.0,27.0,617.0,16.3,0.484,39.1,8.3,0.8,1.9,15.4,20.9,0.5,0.4,0.9,0.07,0.9,-0.5,0.3,0.4,2016
Ish Smith,PG,27.0,50.0,1622.0,14.4,0.46,37.9,7.1,0.8,1.9,14.0,25.0,-0.6,0.9,0.4,0.011,-0.7,-1.6,-2.3,-0.1,2016
Justise Winslow,SF,19.0,78.0,2232.0,8.4,0.489,7.4,10.2,0.9,1.6,15.6,12.5,-0.2,2.7,2.5,0.054,-3.3,0.7,-2.6,-0.3,2016
Gorgui Dieng,C,26.0,82.0,2220.0,17.1,0.601,10.1,15.3,3.5,2.1,16.9,16.7,3.4,2.5,5.9,0.127,-0.1,0.8,0.8,1.5,2016
Robin Lopez,C,27.0,82.0,2219.0,17.6,0.574,8.5,14.8,4.4,0.4,15.4,17.7,3.7,2.1,5.8,0.126,0.4,-0.5,-0.2,1.0,2016
Darren Collison,PG,28.0,74.0,2219.0,15.9,0.591,21.7,4.1,0.1,1.6,12.9,19.2,4.5,0.7,5.2,0.113,0.9,-0.8,0.1,1.2,2016
Raymond Felton,PG,31.0,80.0,2192.0,11.9,0.502,20.3,6.5,0.6,1.6,13.7,18.4,1.0,1.7,2.7,0.059,-1.7,0.1,-1.6,0.2,2016
Matt Barnes,SF,35.0,76.0,2190.0,11.7,0.503,11.6,10.9,2.4,1.8,13.8,17.9,0.4,2.2,2.6,0.056,-1.1,0.2,-0.9,0.6,2016
Anthony Davis,C,22.0,61.0,2164.0,25.0,0.559,10.0,16.1,4.7,1.8,8.4,29.6,4.4,2.8,7.2,0.16,3.6,0.4,3.9,3.2,2016
Hollis Thompson,SG,24.0,77.0,2154.0,9.2,0.525,7.4,6.9,0.8,0.8,9.5,16.2,0.7,0.5,1.2,0.026,-1.6,-1.7,-3.4,-0.7,2016
Dion Waiters,SG,24.0,78.0,2152.0,9.4,0.492,10.0,5.1,0.5,1.9,13.4,17.7,0.3,1.8,2.1,0.046,-2.4,-0.4,-2.8,-0.4,2016
Elfrid Payton,PG,21.0,73.0,2145.0,13.9,0.478,32.8,6.7,0.8,2.1,17.9,20.4,0.5,1.7,2.2,0.05,-0.7,-0.6,-1.2,0.4,2016
Jamal Crawford,SG,35.0,79.0,2126.0,14.0,0.529,14.0,3.7,0.4,1.2,9.6,24.9,1.8,1.5,3.3,0.076,0.1,-1.5,-1.4,0.3,2016
Hassan Whiteside,C,26.0,73.0,2125.0,25.6,0.629,2.4,23.1,9.7,1.1,14.2,20.7,5.0,5.3,10.3,0.233,1.7,2.4,4.1,3.3,2016
Bojan Bogdanović,SF,26.0,79.0,2115.0,10.7,0.55,7.3,6.8,0.2,0.7,12.5,19.4,0.9,0.0,0.9,0.021,-1.0,-2.6,-3.5,-0.8,2016
Devin Booker,SG,19.0,76.0,2108.0,11.9,0.535,15.8,4.8,0.8,1.0,14.0,23.0,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,2016
Deron Williams,PG,31.0,65.0,2106.0,14.6,0.53,29.3,5.0,0.6,1.5,14.8,22.0,2.2,1.4,3.7,0.083,0.4,-0.7,-0.3,0.9,2016
Allen Crabbe,SG,23.0,81.0,2105.0,12.2,0.572,7.2,5.6,0.6,1.5,8.1,16.4,3.1,1.2,4.3,0.098,-0.9,-0.1,-1.0,0.5,2016
Jared Dudley,PF,30.0,81.0,2098.0,11.7,0.602,11.4,7.6,0.7,1.7,13.1,12.7,2.6,2.0,4.6,0.105,-0.8,0.7,-0.1,1.0,2016
JJ Redick,SG,31.0,75.0,2097.0,17.5,0.632,8.6,3.6,0.2,1.0,7.4,22.6,5.3,1.4,6.7,0.154,3.3,-1.1,2.2,2.2,2016
Derrick Rose,PG,27.0,66.0,2097.0,13.4,0.479,25.5,5.6,0.5,1.1,13.4,27.3,-0.8,1.2,0.4,0.009,-0.6,-1.9,-2.5,-0.3,2016
Mason Plumlee,C,25.0,82.0,2084.0,17.2,0.564,16.2,16.3,3.2,1.6,18.8,17.1,3.4,2.7,6.1,0.14,0.0,1.6,1.5,1.9,2016
Kent Bazemore,SF,26.0,75.0,2083.0,13.4,0.551,12.7,9.9,1.4,2.3,14.8,20.0,0.3,3.8,4.1,0.094,-1.2,1.5,0.3,1.2,2016
Emmanuel Mudiay,PG,19.0,68.0,2068.0,9.9,0.437,29.0,6.2,1.4,1.6,17.9,25.7,-3.3,1.2,-2.1,-0.049,-2.3,-1.9,-4.2,-1.2,2016
Jerami Grant,PF,21.0,77.0,2066.0,12.6,0.506,10.4,9.5,4.7,1.3,12.9,18.0,0.5,1.6,2.1,0.05,-2.1,0.4,-1.7,0.1,2016
Danny Green,SG,28.0,79.0,2062.0,10.5,0.492,9.3,8.4,2.4,2.0,11.4,14.6,0.2,4.1,4.2,0.099,-1.0,2.1,1.1,1.6,2016
Jeremy Lin,SG,27.0,78.0,2048.0,13.8,0.534,18.6,6.8,1.7,1.4,14.9,22.2,1.3,2.3,3.5,0.082,-1.0,0.0,-0.9,0.5,2016
Kristaps Porziņģis,PF,20.0,72.0,2047.0,17.7,0.518,7.9,14.0,5.0,1.3,10.9,24.6,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5,2016
Cory Joseph,SG,24.0,80.0,2046.0,12.4,0.512,19.3,5.9,0.8,1.6,13.4,17.0,1.8,1.7,3.5,0.082,-1.1,-0.1,-1.2,0.4,2016
Harrison Barnes,SF,23.0,66.0,2042.0,12.3,0.559,7.8,8.6,0.4,1.0,7.6,15.9,3.1,1.9,4.9,0.116,-0.2,-1.1,-1.3,0.3,2016
Patrick Beverley,PG,27.0,71.0,2041.0,13.0,0.553,17.9,6.8,1.1,2.3,12.6,15.3,3.1,1.3,4.4,0.103,0.0,0.1,0.2,1.1,2016
Nikola Vučević,C,25.0,65.0,2037.0,21.1,0.531,15.9,15.7,2.8,1.3,10.0,26.8,2.8,2.4,5.2,0.122,1.9,0.0,1.9,2.0,2016
Langston Galloway,PG,24.0,82.0,2033.0,11.7,0.49,15.7,7.7,0.8,1.9,8.7,15.6,1.4,1.8,3.3,0.077,-1.7,0.7,-1.0,0.5,2016
José Calderón,PG,34.0,72.0,2024.0,12.3,0.571,22.3,6.2,0.3,1.6,15.4,12.6,2.7,1.4,4.0,0.096,-0.8,0.1,-0.6,0.7,2016
Patrick Patterson,PF,26.0,79.0,2020.0,10.6,0.534,7.1,9.7,1.3,1.4,11.3,12.9,1.6,2.0,3.6,0.086,-0.1,0.0,-0.1,1.0,2016
Zach Randolph,PF,34.0,68.0,2016.0,18.3,0.519,12.9,15.0,0.6,1.1,9.5,24.6,2.8,1.5,4.3,0.103,1.4,-1.7,-0.3,0.9,2016
Steven Adams,C,22.0,80.0,2014.0,15.5,0.621,4.3,14.4,3.3,1.0,14.1,12.6,4.2,2.3,6.5,0.155,0.0,0.2,0.2,1.1,2016
Ryan Anderson,PF,27.0,66.0,2008.0,17.2,0.546,6.1,10.9,1.0,0.9,8.0,24.7,3.1,0.8,3.9,0.092,2.2,-2.4,-0.2,0.9,2016
Zaza Pachulia,C,31.0,76.0,2004.0,16.2,0.55,9.7,19.7,0.9,1.6,16.8,16.2,3.4,2.7,6.0,0.145,-0.3,0.1,-0.2,0.9,2016
Derrick Favors,PF,24.0,62.0,1983.0,21.6,0.551,8.9,14.8,3.9,2.0,10.1,23.9,3.8,3.4,7.1,0.173,2.1,1.2,3.3,2.6,2016
Tony Parker,PG,33.0,72.0,1980.0,16.2,0.546,29.1,5.1,0.4,1.4,14.3,21.2,2.9,2.9,5.8,0.142,0.2,0.2,0.4,1.2,2016
Dante Cunningham,SF,28.0,80.0,1971.0,8.6,0.54,5.6,6.6,1.4,1.1,8.4,11.0,1.5,0.7,2.1,0.052,-2.3,-0.5,-2.8,-0.4,2016
Isaiah Canaan,SG,24.0,77.0,1966.0,11.1,0.528,11.3,4.8,0.5,1.4,10.2,19.9,0.9,0.5,1.4,0.035,-0.8,-1.6,-2.4,-0.2,2016
Nerlens Noel,C,21.0,67.0,1965.0,16.2,0.544,10.5,15.0,3.9,2.9,18.7,18.8,0.3,2.8,3.0,0.074,-1.7,1.5,-0.2,0.9,2016
Garrett Temple,SF,29.0,80.0,1951.0,9.3,0.52,10.0,6.1,0.7,1.7,10.3,14.0,1.0,1.7,2.7,0.066,-2.5,0.4,-2.1,0.0,2016
Taj Gibson,PF,30.0,73.0,1936.0,15.7,0.556,8.3,13.7,2.9,1.2,12.1,14.6,3.2,2.2,5.4,0.133,-0.4,0.4,0.0,1.0,2016
Rudy Gobert,C,23.0,61.0,1932.0,17.5,0.582,7.4,20.2,5.9,1.2,19.2,14.2,2.6,3.8,6.4,0.16,0.0,2.2,2.2,2.0,2016
Jared Sullinger,PF,23.0,81.0,1915.0,16.7,0.476,15.5,18.7,1.9,1.9,10.4,21.8,1.3,3.6,4.8,0.121,0.0,0.7,0.6,1.3,2016
Lou Williams,SG,29.0,67.0,1907.0,17.7,0.584,15.1,4.8,0.8,1.6,10.8,22.8,4.5,0.3,4.7,0.119,2.4,-1.1,1.3,1.6,2016
Robert Covington,SF,25.0,67.0,1903.0,13.2,0.543,8.4,12.0,1.6,2.7,15.3,21.5,-0.1,2.1,2.0,0.05,-1.1,0.1,-0.9,0.5,2016
Ersan İlyasova,PF,28.0,74.0,1881.0,14.2,0.526,5.6,11.7,1.4,1.4,8.9,18.6,2.4,2.0,4.4,0.113,0.2,-0.4,-0.2,0.9,2016
Ersan İlyasova,PF,28.0,52.0,1434.0,14.1,0.53,6.1,10.7,1.4,1.3,9.6,18.7,1.8,1.5,3.3,0.111,0.4,0.1,0.5,0.9,2016
Ersan İlyasova,PF,28.0,22.0,447.0,14.7,0.515,4.0,15.0,1.1,1.6,6.5,18.3,0.6,0.5,1.1,0.117,-0.5,-1.9,-2.4,0.0,2016
Omri Casspi,PF,27.0,69.0,1880.0,13.9,0.587,7.5,11.8,0.7,1.4,12.0,17.8,2.1,1.5,3.6,0.092,0.4,-0.2,0.1,1.0,2016
Roy Hibbert,C,29.0,81.0,1878.0,11.2,0.507,8.0,11.4,4.6,0.9,13.8,12.9,1.1,1.0,2.2,0.056,-3.5,0.2,-3.2,-0.6,2016
Brandon Knight,SG,24.0,52.0,1870.0,14.7,0.522,24.4,5.9,0.9,1.6,15.4,26.2,0.7,0.9,1.7,0.043,0.9,-1.5,-0.6,0.6,2016
Matthew Dellavedova,PG,25.0,76.0,1867.0,11.3,0.527,26.2,4.9,0.4,1.2,17.7,15.9,2.2,1.6,3.8,0.098,-0.7,-0.5,-1.2,0.4,2016
Aaron Gordon,PF,20.0,78.0,1863.0,17.0,0.541,10.3,15.1,2.4,1.6,9.0,17.3,3.2,2.2,5.4,0.139,0.9,0.1,1.0,1.4,2016
Kobe Bryant,SF,37.0,66.0,1863.0,14.9,0.469,19.1,7.1,0.5,1.7,9.4,32.2,-0.9,0.5,-0.4,-0.01,0.9,-2.4,-1.6,0.2,2016
Doug McDermott,SF,24.0,81.0,1861.0,10.9,0.561,5.0,5.5,0.2,0.4,7.2,17.3,2.1,0.7,2.8,0.073,-1.0,-1.9,-2.9,-0.4,2016
Danilo Gallinari,SF,27.0,53.0,1839.0,19.0,0.582,11.8,8.5,0.8,1.1,8.0,23.0,5.5,0.9,6.3,0.165,3.4,-0.7,2.7,2.2,2016
