Player,Pos,Age,G,MP,PER,TS%,AST%,TRB%,BLK%,STL%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Gorgui Dieng,PF,27.0,82.0,2653.0,14.2,0.555,8.6,14.2,3.1,1.7,12.7,14.0,3.2,2.5,5.7,0.103,-0.8,0.6,-0.1,1.3,2017
Klay Thompson,SG,26.0,78.0,2649.0,17.4,0.592,9.3,5.9,1.2,1.2,8.0,26.1,4.2,2.9,7.1,0.129,2.4,-1.6,0.8,1.9,2017
Stephen Curry,PG,28.0,79.0,2638.0,24.6,0.624,31.2,7.3,0.5,2.6,13.0,30.1,8.7,3.9,12.6,0.229,6.7,0.3,6.9,5.9,2017
DeMar DeRozan,SG,27.0,74.0,2620.0,24.0,0.552,20.6,8.3,0.4,1.5,9.0,34.3,6.7,2.4,9.0,0.166,4.1,-1.0,3.0,3.3,2017
Nicolas Batum,SG,28.0,77.0,2617.0,15.8,0.529,27.7,10.1,1.0,1.6,15.0,22.3,1.7,2.8,4.6,0.084,0.6,0.2,0.8,1.9,2017
Otto Porter Jr.,SF,23.0,80.0,2605.0,17.3,0.628,6.7,11.1,1.3,2.2,4.9,15.1,6.4,3.0,9.4,0.173,2.4,0.9,3.3,3.5,2017
DeAndre Jordan,C,28.0,81.0,2570.0,21.8,0.673,5.7,24.2,4.3,1.0,13.1,15.3,7.2,4.6,11.8,0.221,2.5,0.9,3.3,3.5,2017
Isaiah Thomas,PG,27.0,76.0,2569.0,26.5,0.625,32.5,4.4,0.4,1.4,10.7,34.0,10.9,1.6,12.5,0.234,7.8,-1.1,6.7,5.6,2017
Tobias Harris,PF,24.0,82.0,2567.0,16.9,0.568,8.8,8.8,1.3,1.2,7.6,21.7,4.0,2.8,6.8,0.128,1.3,0.3,1.6,2.3,2017
Marcus Morris,SF,27.0,79.0,2565.0,12.4,0.508,9.4,7.8,0.8,1.0,7.4,20.3,1.4,2.4,3.9,0.072,-0.8,-0.3,-1.1,0.6,2017
Marcin Gortat,C,32.0,82.0,2556.0,15.4,0.593,6.8,18.7,2.0,0.8,13.8,14.7,3.9,2.9,6.8,0.127,-0.3,-0.5,-0.8,0.8,2017
Myles Turner,C,20.0,81.0,2541.0,18.5,0.585,6.6,13.0,5.9,1.5,9.5,19.5,4.3,3.7,8.0,0.151,-0.1,1.1,1.1,2.0,2017
Carmelo Anthony,SF,32.0,74.0,2538.0,17.9,0.535,14.5,9.3,1.1,1.2,9.0,29.1,3.2,1.5,4.7,0.089,2.3,-1.6,0.7,1.7,2017
Marc Gasol,C,32.0,74.0,2531.0,20.3,0.554,24.8,10.5,3.7,1.4,11.3,26.4,4.2,3.5,7.7,0.145,3.8,1.4,5.2,4.6,2017
Kentavious Caldwell-Pope,SG,23.0,76.0,2529.0,12.8,0.519,11.2,5.3,0.4,1.8,7.9,19.2,2.0,2.5,4.5,0.086,-0.6,0.4,-0.2,1.1,2017
Kyrie Irving,PG,24.0,72.0,2525.0,23.0,0.58,29.7,5.0,0.8,1.6,10.3,30.8,7.4,1.5,8.9,0.17,4.7,-1.3,3.4,3.4,2017
Gordon Hayward,SF,26.0,73.0,2516.0,22.2,0.595,18.2,9.0,0.6,1.5,9.4,27.6,7.1,3.3,10.4,0.199,4.6,0.5,5.0,4.5,2017
Hassan Whiteside,C,27.0,77.0,2513.0,22.6,0.579,3.8,24.0,5.0,1.1,12.0,22.7,4.2,5.3,9.5,0.181,0.9,0.5,1.5,2.2,2017
Wesley Matthews,SG,30.0,73.0,2495.0,11.9,0.533,13.6,6.0,0.5,1.6,9.9,19.4,1.0,2.1,3.1,0.06,-0.8,0.0,-0.8,0.8,2017
Dennis Schröder,PG,23.0,79.0,2485.0,16.1,0.533,35.5,5.5,0.6,1.5,16.3,27.8,1.2,2.5,3.7,0.071,1.1,-1.0,0.0,1.3,2017
Kawhi Leonard,SF,25.0,74.0,2474.0,27.6,0.61,18.9,9.8,1.8,2.7,9.1,31.1,8.9,4.7,13.6,0.264,7.1,2.2,9.4,7.1,2017
Draymond Green,PF,26.0,76.0,2471.0,16.5,0.522,27.6,13.3,3.4,3.0,19.8,16.2,2.8,5.4,8.2,0.16,1.0,3.9,4.9,4.3,2017
Ricky Rubio,PG,26.0,75.0,2469.0,16.8,0.539,38.9,7.2,0.3,2.6,20.1,17.4,4.5,1.7,6.1,0.119,1.2,-0.2,0.9,1.8,2017
DeMarcus Cousins,C,26.0,72.0,2465.0,25.8,0.562,25.8,18.2,3.4,2.0,13.5,36.5,3.9,3.8,7.6,0.149,5.0,1.8,6.8,5.5,2017
DeMarcus Cousins,C,26.0,55.0,1891.0,26.5,0.562,27.4,17.8,3.6,2.0,13.2,37.5,3.4,2.6,6.0,0.153,5.6,1.6,7.2,4.4,2017
Courtney Lee,SG,31.0,77.0,2459.0,12.2,0.559,10.6,5.7,0.8,1.6,8.5,14.4,3.1,1.1,4.2,0.081,-0.7,-0.2,-0.9,0.7,2017
Goran Dragić,PG,30.0,73.0,2459.0,19.8,0.575,29.0,6.3,0.4,1.8,14.1,27.1,5.0,2.6,7.5,0.147,2.7,-0.1,2.6,2.9,2017
Serge Ibaka,PF,27.0,79.0,2422.0,16.4,0.566,5.2,12.2,4.2,0.8,9.2,20.9,2.5,2.6,5.1,0.101,0.4,-0.3,0.1,1.2,2017
Serge Ibaka,PF,27.0,56.0,1710.0,17.5,0.569,5.9,12.2,4.3,1.0,8.2,20.8,2.1,1.7,3.8,0.108,0.9,-0.2,0.7,1.2,2017
Serge Ibaka,PF,27.0,23.0,712.0,13.8,0.556,3.3,12.4,4.0,0.5,11.7,20.9,0.4,0.8,1.3,0.085,-0.8,-0.6,-1.5,0.1,2017
Elfrid Payton,PG,22.0,82.0,2412.0,17.2,0.52,35.7,8.7,1.3,1.8,15.0,21.6,2.4,2.0,4.4,0.088,0.8,0.0,0.8,1.7,2017
Andre Drummond,C,23.0,81.0,2409.0,20.9,0.518,6.0,25.2,3.1,2.6,12.5,22.4,1.4,5.3,6.7,0.133,0.1,0.8,1.0,1.8,2017
Marcus Smart,SG,22.0,79.0,2399.0,12.0,0.486,22.0,7.1,1.2,2.6,15.6,18.8,0.5,2.7,3.2,0.064,-1.9,0.6,-1.3,0.4,2017
Jordan Clarkson,SG,24.0,82.0,2397.0,13.2,0.526,14.4,5.6,0.3,1.8,12.5,23.3,0.5,0.7,1.2,0.024,-0.9,-1.6,-2.5,-0.3,2017
Steven Adams,C,23.0,80.0,2389.0,16.5,0.589,5.4,14.2,2.6,1.8,16.0,16.2,3.3,3.1,6.5,0.13,-0.2,0.0,-0.2,1.1,2017
Andre Roberson,SF,25.0,79.0,2376.0,9.6,0.51,4.6,9.4,2.7,1.9,9.1,10.1,1.1,3.1,4.2,0.085,-2.5,1.4,-1.0,0.6,2017
Solomon Hill,SF,25.0,80.0,2374.0,8.0,0.527,8.1,6.8,1.1,1.5,13.3,11.5,0.4,2.3,2.7,0.055,-3.5,0.8,-2.7,-0.4,2017
Markieff Morris,PF,27.0,76.0,2374.0,13.7,0.54,7.8,11.7,1.5,1.7,11.6,20.5,1.6,2.5,4.1,0.083,-1.4,-0.1,-1.5,0.3,2017
Michael Kidd-Gilchrist,SF,23.0,81.0,2349.0,14.3,0.528,7.4,13.2,2.9,1.7,7.4,14.6,2.7,3.1,5.8,0.119,-1.6,0.9,-0.7,0.7,2017
Paul Millsap,PF,31.0,69.0,2343.0,17.9,0.542,17.9,12.5,2.3,1.9,12.1,24.4,2.6,3.8,6.4,0.132,0.8,1.3,2.1,2.4,2017
Tony Snell,SG,25.0,80.0,2336.0,9.7,0.603,5.9,6.2,0.5,1.2,8.8,12.1,2.1,1.3,3.4,0.071,-1.0,-0.7,-1.7,0.2,2017
Tristan Thompson,C,25.0,78.0,2336.0,15.3,0.594,4.6,16.9,2.9,0.8,10.8,11.3,5.0,2.3,7.3,0.149,0.0,-0.7,-0.7,0.7,2017
LaMarcus Aldridge,PF,31.0,72.0,2335.0,18.6,0.532,9.9,12.7,3.0,1.0,7.7,24.5,3.5,3.7,7.2,0.149,0.7,0.1,0.8,1.7,2017
Jae Crowder,SF,26.0,72.0,2335.0,14.9,0.613,10.1,9.9,0.8,1.6,8.9,17.0,4.1,2.5,6.7,0.137,1.0,-0.1,0.9,1.7,2017
Eric Gordon,SG,28.0,75.0,2323.0,13.2,0.557,12.3,4.7,1.4,1.0,10.0,22.1,2.5,1.4,3.8,0.079,1.3,-1.4,-0.1,1.1,2017
Aaron Gordon,SF,21.0,80.0,2298.0,14.5,0.53,10.5,9.6,1.4,1.4,8.5,20.1,2.0,1.7,3.7,0.077,-0.3,-0.7,-1.0,0.6,2017
Marvin Williams,PF,30.0,76.0,2295.0,13.7,0.551,7.1,12.0,2.0,1.3,7.2,16.3,2.4,2.6,5.0,0.105,-0.1,0.1,0.0,1.1,2017
Mike Conley,PG,29.0,69.0,2292.0,23.2,0.604,34.5,6.0,0.8,2.1,11.8,26.3,7.5,2.5,10.0,0.209,6.0,0.8,6.8,5.1,2017
Brandon Ingram,SF,19.0,79.0,2279.0,8.5,0.474,10.5,7.6,1.3,1.1,12.9,16.8,-1.0,0.7,-0.3,-0.007,-3.0,-1.4,-4.4,-1.4,2017
Robin Lopez,C,28.0,81.0,2271.0,14.4,0.511,5.6,12.3,4.1,0.4,10.0,17.5,1.8,2.4,4.3,0.09,-1.4,-0.8,-2.2,-0.1,2017
Allen Crabbe,SG,24.0,79.0,2254.0,11.6,0.602,6.1,5.6,0.7,1.2,8.1,14.9,3.1,1.0,4.2,0.089,-0.7,-0.6,-1.3,0.4,2017
Kyle Lowry,PG,30.0,60.0,2244.0,22.9,0.623,29.9,7.2,0.7,2.0,13.8,24.9,7.8,2.3,10.1,0.216,5.8,0.4,6.1,4.6,2017
Thaddeus Young,PF,28.0,74.0,2237.0,14.9,0.562,8.4,11.2,1.1,2.5,11.6,16.4,2.0,2.7,4.6,0.1,-0.3,0.8,0.5,1.4,2017
P.J. Tucker,SF,31.0,81.0,2236.0,10.5,0.516,6.0,11.6,0.7,2.5,11.2,11.2,1.4,2.2,3.6,0.078,-1.5,1.2,-0.3,1.0,2017
P.J. Tucker,SF,31.0,57.0,1627.0,10.6,0.517,6.1,11.4,0.7,2.5,11.8,11.3,1.0,1.3,2.4,0.069,-1.5,0.9,-0.6,0.6,2017
P.J. Tucker,SF,31.0,24.0,609.0,10.4,0.515,5.9,12.0,0.7,2.6,9.4,10.9,0.4,0.9,1.3,0.099,-1.4,1.9,0.5,0.4,2017
Evan Fournier,SG,24.0,68.0,2234.0,13.9,0.555,14.8,5.1,0.1,1.5,11.8,23.5,1.7,1.1,2.8,0.059,-0.2,-1.1,-1.3,0.4,2017
Maurice Harkless,SF,23.0,77.0,2223.0,13.1,0.57,5.9,8.5,2.5,1.9,11.2,15.2,2.3,1.9,4.2,0.091,-0.8,0.1,-0.6,0.8,2017
Brook Lopez,C,28.0,75.0,2222.0,20.4,0.578,14.8,9.6,4.2,0.8,12.1,29.2,3.1,1.8,4.9,0.105,2.9,-0.6,2.3,2.4,2017
Victor Oladipo,SG,24.0,67.0,2222.0,13.6,0.534,12.5,7.2,0.8,1.7,10.6,21.4,1.7,2.3,4.0,0.085,-0.3,-0.1,-0.5,0.8,2017
Dwight Howard,C,31.0,74.0,2199.0,20.8,0.627,7.8,23.5,3.6,1.4,17.5,19.2,3.8,4.5,8.3,0.181,0.6,0.8,1.4,1.9,2017
JJ Redick,SG,32.0,78.0,2198.0,14.8,0.599,7.8,4.4,0.5,1.2,9.1,22.0,3.3,1.5,4.8,0.105,1.6,-1.2,0.4,1.4,2017
Wilson Chandler,SF,29.0,71.0,2197.0,14.9,0.545,9.8,11.6,1.1,1.1,10.0,22.0,2.4,1.1,3.5,0.077,0.5,-1.5,-1.0,0.5,2017
Al Horford,C,30.0,68.0,2193.0,17.7,0.553,24.4,11.8,3.2,1.2,11.8,19.7,3.6,2.7,6.3,0.138,2.3,1.1,3.4,3.0,2017
Jrue Holiday,PG,26.0,67.0,2190.0,17.1,0.532,35.9,6.4,1.6,2.2,16.7,23.5,1.3,2.6,3.8,0.084,1.0,0.2,1.3,1.8,2017
Nik Stauskas,SG,23.0,80.0,2188.0,9.0,0.54,12.9,5.7,1.2,1.0,15.5,16.4,0.1,1.4,1.4,0.031,-2.1,-0.8,-2.8,-0.5,2017
Tyler Johnson,PG,24.0,73.0,2178.0,15.9,0.535,16.6,7.4,1.6,1.9,8.8,20.9,3.1,2.7,5.8,0.128,0.4,1.0,1.4,1.8,2017
Eric Bledsoe,PG,27.0,66.0,2176.0,20.5,0.563,31.1,8.0,1.2,2.0,15.3,28.1,4.0,1.4,5.3,0.118,3.7,-0.1,3.6,3.1,2017
Kristaps Porziņģis,PF,21.0,66.0,2164.0,17.4,0.546,7.3,11.8,4.9,1.1,9.7,24.3,2.4,2.1,4.5,0.1,0.7,-0.3,0.3,1.3,2017
Nikola Vučević,C,26.0,75.0,2163.0,19.1,0.498,16.9,19.6,2.8,1.7,9.6,24.8,0.8,3.1,4.0,0.088,0.8,0.6,1.4,1.9,2017
Jamal Crawford,SG,36.0,82.0,2157.0,12.0,0.525,15.2,3.3,0.5,1.4,12.3,22.7,0.5,1.4,1.9,0.043,-0.8,-1.3,-2.1,0.0,2017
Tim Hardaway Jr.,SG,24.0,79.0,2154.0,15.2,0.568,14.3,5.7,0.6,1.3,9.5,22.5,2.7,2.1,4.8,0.107,1.0,-0.4,0.5,1.4,2017
Mason Plumlee,C,26.0,81.0,2148.0,18.1,0.558,19.8,15.6,3.4,1.6,15.1,18.1,3.6,2.4,6.0,0.135,0.6,1.4,2.0,2.2,2017
Mason Plumlee,C,26.0,54.0,1516.0,18.9,0.552,21.4,15.8,3.3,1.6,14.0,18.3,2.8,1.8,4.6,0.147,1.2,1.6,2.8,1.8,2017
Mason Plumlee,C,26.0,27.0,632.0,16.3,0.571,15.9,15.1,3.6,1.5,17.7,17.5,0.8,0.6,1.4,0.107,-1.1,1.0,-0.1,0.3,2017
Ersan İlyasova,PF,29.0,82.0,2142.0,14.6,0.546,11.0,12.4,0.9,1.3,10.6,22.2,1.8,2.3,4.1,0.091,0.4,-0.3,0.1,1.1,2017
Ersan İlyasova,PF,29.0,53.0,1447.0,15.4,0.553,11.5,12.0,0.8,1.1,9.9,23.6,1.4,1.3,2.6,0.088,1.3,-0.8,0.4,0.9,2017
Ersan İlyasova,PF,29.0,26.0,633.0,13.5,0.53,10.6,13.1,1.1,1.7,11.8,19.9,0.5,0.9,1.4,0.106,-1.0,0.6,-0.4,0.3,2017
Danilo Gallinari,SF,28.0,63.0,2134.0,17.4,0.622,9.1,8.4,0.5,0.9,8.2,20.0,6.2,0.7,6.8,0.154,2.8,-1.4,1.4,1.9,2017
T.J. McConnell,PG,24.0,81.0,2133.0,13.7,0.504,37.5,6.5,0.4,3.1,22.4,14.4,1.4,2.4,3.8,0.084,-2.0,1.0,-1.0,0.5,2017
Julius Randle,PF,22.0,74.0,2132.0,16.3,0.543,19.3,16.3,1.4,1.1,16.2,21.4,2.0,1.5,3.5,0.08,-0.6,-0.3,-0.9,0.6,2017
Dario Šarić,PF,22.0,81.0,2129.0,12.8,0.508,14.3,13.3,1.1,1.3,15.2,24.6,-1.2,2.2,1.0,0.023,-1.3,-0.9,-2.3,-0.2,2017
Robert Covington,SF,26.0,67.0,2119.0,13.2,0.534,7.5,11.3,2.6,2.9,13.9,19.2,0.0,3.2,3.1,0.071,-1.2,1.4,0.2,1.1,2017
Ryan Anderson,PF,28.0,72.0,2116.0,13.5,0.583,4.7,8.5,0.5,0.7,6.2,17.9,4.0,1.1,5.2,0.117,1.7,-2.0,-0.4,0.9,2017
JaMychal Green,PF,26.0,77.0,2101.0,13.5,0.601,6.3,14.8,1.5,1.2,14.1,14.4,3.2,2.6,5.8,0.132,-0.9,0.2,-0.8,0.6,2017
James Johnson,PF,29.0,76.0,2085.0,17.0,0.564,20.9,10.0,3.2,1.8,16.5,22.0,1.9,3.2,5.1,0.117,1.1,1.7,2.8,2.5,2017
Bojan Bogdanović,SF,27.0,81.0,2083.0,13.5,0.585,8.7,7.2,0.3,0.8,12.1,22.4,2.0,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1,2017
Bojan Bogdanović,SF,27.0,55.0,1482.0,13.0,0.572,10.1,7.0,0.2,0.8,12.0,22.5,1.0,0.6,1.6,0.052,-0.5,-2.1,-2.6,-0.2,2017
Bojan Bogdanović,SF,27.0,26.0,601.0,14.7,0.617,5.2,7.5,0.6,0.8,12.4,22.2,0.9,0.3,1.3,0.103,0.8,-2.0,-1.2,0.1,2017
Derrick Rose,PG,28.0,64.0,2082.0,17.0,0.53,22.8,6.4,0.7,1.1,11.9,25.7,2.4,0.6,3.0,0.068,1.0,-2.0,-1.0,0.5,2017
Blake Griffin,PF,27.0,61.0,2076.0,22.6,0.569,24.5,13.4,0.9,1.4,10.9,28.0,5.4,2.4,7.7,0.179,4.2,0.5,4.7,3.5,2017
Kevin Durant,PF,28.0,62.0,2070.0,27.6,0.651,23.1,13.6,3.8,1.5,10.4,27.8,8.0,4.0,12.0,0.278,6.7,2.2,8.9,5.7,2017
Jonas Valančiūnas,C,24.0,80.0,2066.0,20.1,0.601,4.4,20.8,2.6,0.9,11.7,19.5,4.9,3.0,7.9,0.183,1.1,-0.8,0.3,1.2,2017
Darren Collison,PG,29.0,68.0,2063.0,15.3,0.57,24.5,4.3,0.4,1.6,12.6,19.8,3.1,0.8,3.9,0.091,0.3,-1.2,-0.9,0.6,2017
Patrick Beverley,SG,28.0,67.0,2058.0,13.0,0.546,18.8,10.4,1.0,2.3,14.6,14.1,2.9,2.4,5.3,0.123,-0.2,1.4,1.1,1.6,2017
Austin Rivers,SG,24.0,74.0,2054.0,11.4,0.545,15.0,4.4,0.4,1.2,12.4,20.3,1.2,1.3,2.5,0.059,-1.2,-1.0,-2.2,-0.1,2017
T.J. Warren,SF,23.0,66.0,2048.0,15.6,0.539,5.8,9.0,1.5,1.8,6.1,19.2,3.0,1.1,4.1,0.096,0.1,-0.7,-0.6,0.7,2017
Jameer Nelson,PG,34.0,75.0,2045.0,11.5,0.544,26.0,5.2,0.3,1.3,16.8,15.8,2.3,0.5,2.8,0.066,-0.8,-1.2,-2.0,0.0,2017
Nikola Jokić,C,21.0,73.0,2038.0,26.3,0.64,28.8,19.5,2.1,1.5,15.2,23.5,7.7,2.0,9.7,0.228,5.9,1.4,7.3,4.8,2017
Seth Curry,PG,26.0,70.0,2029.0,15.5,0.601,16.0,5.1,0.3,2.0,11.0,19.5,2.9,1.7,4.6,0.11,0.8,0.4,1.2,1.7,2017
Cory Joseph,PG,25.0,80.0,2003.0,13.2,0.518,20.0,6.6,0.6,1.7,13.1,18.4,1.7,1.7,3.4,0.082,-0.9,-0.4,-1.3,0.4,2017
Andre Iguodala,SF,33.0,76.0,1998.0,14.3,0.624,16.7,8.3,1.5,1.8,11.2,11.2,4.1,2.9,6.9,0.167,0.8,1.7,2.5,2.3,2017
Monta Ellis,SG,31.0,74.0,1998.0,9.9,0.514,17.2,5.7,1.2,2.0,18.0,16.8,-0.7,1.7,1.1,0.026,-3.1,0.2,-2.9,-0.5,2017
Lou Williams,SG,30.0,81.0,1994.0,21.4,0.593,19.9,5.5,0.8,1.9,11.8,29.1,5.1,1.0,6.1,0.148,4.6,-0.7,3.9,3.0,2017
Lou Williams,SG,30.0,58.0,1403.0,23.9,0.609,22.3,5.1,0.6,2.3,11.9,30.6,4.3,0.6,4.9,0.169,6.2,-0.4,5.8,2.8,2017
Lou Williams,SG,30.0,23.0,591.0,15.4,0.547,14.3,6.5,1.2,1.2,11.3,25.3,0.8,0.4,1.2,0.096,1.0,-1.5,-0.5,0.2,2017
Taj Gibson,PF,31.0,78.0,1989.0,15.0,0.543,5.9,13.2,2.6,1.0,11.9,19.3,1.6,2.5,4.0,0.097,-1.1,-0.4,-1.5,0.2,2017
Taj Gibson,PF,31.0,55.0,1502.0,15.4,0.549,6.5,13.7,2.6,0.9,11.7,19.2,1.4,1.9,3.3,0.104,-1.0,-0.2,-1.2,0.3,2017
Taj Gibson,PF,31.0,23.0,487.0,13.8,0.528,4.2,11.7,2.5,1.4,12.5,19.5,0.2,0.6,0.8,0.076,-1.7,-0.9,-2.5,-0.1,2017
Matthew Dellavedova,PG,26.0,76.0,1986.0,9.4,0.501,25.7,4.3,0.0,1.4,18.8,16.3,0.3,0.9,1.2,0.029,-2.5,-1.8,-4.2,-1.1,2017
Malcolm Brogdon,SG,24.0,75.0,1982.0,14.9,0.555,24.3,6.3,0.5,2.2,14.1,18.5,2.6,1.5,4.1,0.1,0.0,-0.4,-0.4,0.8,2017
Joe Ingles,SF,29.0,82.0,1972.0,12.4,0.604,17.2,7.6,0.3,2.6,18.2,13.9,2.0,3.0,5.0,0.123,-0.7,2.3,1.6,1.8,2017
Rodney McGruder,SG,25.0,78.0,1966.0,9.1,0.506,8.8,7.2,0.7,1.2,10.2,12.3,1.2,1.7,2.9,0.072,-1.8,-0.1,-1.9,0.0,2017
Kent Bazemore,SF,27.0,73.0,1963.0,11.6,0.504,14.2,6.5,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052,-2.1,1.1,-1.0,0.5,2017
Ish Smith,PG,28.0,81.0,1955.0,14.7,0.477,32.5,6.6,1.4,1.6,12.4,20.5,0.9,2.2,3.1,0.076,-0.5,0.8,0.3,1.1,2017
Terrence Ross,SF,25.0,78.0,1955.0,13.4,0.55,7.1,5.9,1.4,2.2,8.0,19.3,1.5,2.0,3.5,0.086,-0.3,0.1,-0.2,0.9,2017
Terrence Ross,SF,25.0,54.0,1207.0,14.9,0.558,5.9,6.5,1.4,2.2,6.2,19.8,1.6,1.3,2.9,0.116,1.1,0.2,1.2,1.0,2017
Terrence Ross,SF,25.0,24.0,748.0,11.1,0.536,9.0,5.0,1.4,2.3,11.2,18.5,0.0,0.6,0.6,0.037,-2.5,0.0,-2.5,-0.1,2017
Frank Kaminsky,C,23.0,75.0,1954.0,13.0,0.502,13.5,9.5,1.5,1.2,8.0,21.8,0.4,1.9,2.3,0.056,-0.5,-0.6,-1.2,0.4,2017
Jon Leuer,PF,27.0,75.0,1944.0,14.2,0.551,8.6,11.3,1.1,0.8,8.7,17.3,2.5,2.0,4.5,0.112,-0.4,0.3,-0.1,1.0,2017
Iman Shumpert,SG,26.0,76.0,1937.0,9.0,0.536,7.8,6.2,1.1,1.6,12.9,14.0,0.7,1.4,2.0,0.05,-2.3,0.1,-2.3,-0.1,2017
Chris Paul,PG,31.0,61.0,1921.0,26.2,0.614,46.8,8.8,0.3,3.1,14.0,24.4,7.9,2.6,10.6,0.264,6.3,2.5,8.7,5.2,2017
Tony Allen,SG,35.0,71.0,1914.0,13.3,0.493,8.4,11.7,1.4,3.1,13.3,17.9,0.2,2.9,3.1,0.077,-2.0,1.1,-1.0,0.5,2017
Buddy Hield,SG,24.0,82.0,1888.0,11.8,0.541,10.3,7.8,0.4,1.0,11.2,21.3,0.0,1.3,1.3,0.032,-0.6,-1.4,-2.0,0.0,2017
Buddy Hield,SG,24.0,57.0,1161.0,9.9,0.503,10.3,7.5,0.5,0.8,9.0,20.4,-0.4,0.9,0.5,0.02,-1.7,-1.1,-2.8,-0.2,2017
Buddy Hield,SG,24.0,25.0,727.0,14.9,0.6,10.3,8.2,0.3,1.4,14.4,22.9,0.4,0.4,0.8,0.053,1.1,-1.9,-0.8,0.2,2017
Kevin Love,PF,28.0,60.0,1885.0,21.1,0.573,9.8,19.5,0.9,1.4,10.9,26.4,4.0,2.4,6.4,0.163,3.3,-1.2,2.1,1.9,2017
DeMarre Carroll,SF,30.0,72.0,1882.0,11.9,0.53,5.7,8.3,1.2,2.2,8.2,15.6,1.7,2.1,3.8,0.097,-0.4,0.4,0.0,1.0,2017
Joe Johnson,SF,35.0,78.0,1843.0,12.8,0.542,12.6,7.6,0.8,1.0,9.5,18.5,1.7,2.1,3.8,0.099,0.4,0.1,0.4,1.1,2017
