Player,Pos,Age,G,MP,PER,TS%,AST%,TRB%,BLK%,STL%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Tobias Harris,PF,31.0,70.0,2368.0,16.5,0.576,13.8,10.6,1.8,1.5,8.2,20.7,3.2,2.7,5.9,0.121,1.0,-0.1,0.9,1.7,2024
Donte DiVincenzo,SG,27.0,81.0,2360.0,16.0,0.597,13.7,7.1,1.4,2.3,9.7,21.3,3.6,3.0,6.6,0.135,2.5,0.9,3.4,3.2,2024
Jordan Poole,SG,24.0,78.0,2346.0,12.1,0.529,21.4,4.8,0.9,1.7,12.8,26.4,-1.5,0.8,-0.6,-0.013,-2.0,-1.9,-3.9,-1.2,2024
Jaylen Brown,SF,27.0,70.0,2343.0,18.6,0.58,16.6,8.9,1.4,1.8,10.7,28.9,2.7,3.2,5.9,0.121,0.9,-0.1,0.7,1.6,2024
Malik Beasley,SG,27.0,79.0,2337.0,10.3,0.603,6.1,6.8,0.3,1.2,6.8,14.6,1.9,1.6,3.5,0.073,-1.0,-0.8,-1.8,0.1,2024
Franz Wagner,SF,22.0,72.0,2337.0,17.6,0.575,18.8,9.6,1.1,1.6,10.0,25.7,3.1,3.2,6.4,0.131,0.9,0.3,1.2,1.9,2024
Kawhi Leonard,SF,32.0,68.0,2330.0,23.2,0.626,16.9,10.1,2.3,2.4,8.5,26.5,6.0,2.9,8.9,0.184,4.8,0.6,5.5,4.4,2024
Herbert Jones,SF,25.0,76.0,2321.0,13.2,0.636,11.3,6.5,2.6,2.2,12.4,14.1,3.3,3.0,6.3,0.131,-0.9,1.5,0.6,1.6,2024
Aaron Gordon,PF,28.0,73.0,2297.0,16.8,0.607,15.2,11.4,1.7,1.2,11.2,17.8,4.5,2.6,7.1,0.148,1.2,0.1,1.3,1.9,2024
Klay Thompson,SF,33.0,77.0,2284.0,13.9,0.576,11.2,6.0,1.4,1.1,8.9,24.2,1.8,1.7,3.6,0.075,1.1,-1.5,-0.4,0.9,2024
Kyle Kuzma,PF,28.0,70.0,2281.0,15.7,0.547,20.7,10.9,1.8,0.8,11.9,29.7,-1.0,1.1,0.2,0.004,0.5,-1.6,-1.1,0.5,2024
Jrue Holiday,PG,33.0,69.0,2263.0,14.4,0.597,19.3,8.9,2.1,1.3,14.7,16.3,3.3,3.0,6.3,0.133,1.0,1.1,2.1,2.4,2024
Deni Avdija,SF,23.0,75.0,2257.0,14.9,0.597,17.8,12.8,1.3,1.2,14.8,20.2,1.7,1.5,3.2,0.068,-0.7,-0.2,-0.9,0.6,2024
Devin Vassell,SG,23.0,68.0,2248.0,15.7,0.578,19.1,6.3,0.8,1.5,8.6,23.5,2.0,1.6,3.6,0.077,0.9,-0.9,0.0,1.1,2024
Luguentz Dort,SF,24.0,79.0,2246.0,11.1,0.593,6.3,7.0,1.9,1.5,9.3,15.4,2.0,2.5,4.6,0.097,-1.4,-0.2,-1.6,0.2,2024
Max Strus,SF,27.0,70.0,2239.0,11.7,0.553,17.3,8.5,1.2,1.4,12.7,17.4,1.2,2.6,3.9,0.083,-1.1,0.5,-0.6,0.8,2024
Dillon Brooks,SF,28.0,72.0,2227.0,9.4,0.549,7.5,5.9,0.4,1.4,9.6,17.6,0.6,2.1,2.7,0.058,-3.3,-0.3,-3.6,-0.9,2024
Tyrese Haliburton,PG,23.0,69.0,2224.0,23.3,0.605,44.9,6.9,1.7,1.8,12.2,24.6,7.6,1.5,9.0,0.195,7.3,-0.4,6.9,5.0,2024
Jalen Williams,PF,22.0,71.0,2223.0,19.1,0.621,21.3,7.1,1.9,1.7,10.1,23.7,4.5,2.7,7.3,0.157,2.0,0.3,2.3,2.4,2024
P.J. Washington,PF,25.0,73.0,2221.0,12.2,0.537,9.3,10.3,2.4,1.6,9.9,19.1,0.0,1.9,1.9,0.04,-1.7,-0.4,-2.1,-0.1,2024
P.J. Washington,PF,25.0,44.0,1286.0,13.0,0.545,11.5,10.1,2.3,1.5,10.7,21.2,0.0,0.8,0.8,0.028,-1.7,-1.1,-2.8,-0.3,2024
P.J. Washington,PF,25.0,29.0,935.0,11.0,0.522,6.2,10.5,2.5,1.7,8.5,16.3,0.0,1.1,1.1,0.056,-1.8,0.7,-1.2,0.2,2024
Jaden Ivey,SG,21.0,77.0,2217.0,12.4,0.536,20.2,6.6,1.6,1.2,14.7,24.9,-0.5,1.0,0.5,0.01,-1.4,-1.7,-3.1,-0.6,2024
Ayo Dosunmu,SG,24.0,76.0,2212.0,13.4,0.604,15.6,5.5,1.7,1.5,11.9,17.2,2.6,1.5,4.1,0.089,-0.6,-0.2,-0.8,0.7,2024
Zion Williamson,PF,23.0,70.0,2207.0,22.8,0.61,26.5,10.2,2.1,1.7,12.8,29.7,4.7,2.8,7.5,0.164,3.3,0.6,3.8,3.3,2024
Mike Conley,PG,36.0,76.0,2193.0,15.8,0.627,28.4,5.6,0.7,2.0,12.8,16.0,5.0,3.3,8.2,0.18,2.0,1.4,3.4,3.0,2024
Jeremy Sochan,PF,20.0,74.0,2193.0,11.4,0.513,16.0,11.7,1.5,1.3,14.3,18.8,-0.5,1.9,1.4,0.03,-2.8,-0.6,-3.4,-0.8,2024
Buddy Hield,SF,31.0,84.0,2160.0,13.3,0.578,14.5,7.0,1.6,1.6,10.5,19.2,1.9,1.6,3.5,0.077,1.0,-0.6,0.4,1.3,2024
Buddy Hield,SF,31.0,52.0,1336.0,13.1,0.586,12.9,7.1,1.8,1.5,10.4,18.6,1.2,0.8,2.0,0.07,1.0,-0.8,0.2,0.7,2024
Buddy Hield,SG,31.0,32.0,824.0,13.6,0.566,17.1,6.8,1.2,1.6,10.6,20.2,0.7,0.8,1.5,0.088,1.0,-0.3,0.8,0.6,2024
CJ McCollum,PG,32.0,66.0,2159.0,17.9,0.592,21.4,7.4,1.9,1.4,9.0,24.7,3.5,2.4,5.9,0.132,3.3,-0.3,3.1,2.8,2024
Spencer Dinwiddie,PG,30.0,76.0,2152.0,11.7,0.543,22.7,5.2,0.9,1.2,11.1,16.6,2.3,1.3,3.6,0.081,-1.3,-0.6,-1.9,0.1,2024
Spencer Dinwiddie,PG,30.0,48.0,1474.0,13.5,0.53,27.5,5.9,0.6,1.3,9.8,18.6,2.0,0.9,2.9,0.095,-0.5,-0.8,-1.3,0.3,2024
Spencer Dinwiddie,PG,30.0,28.0,678.0,8.0,0.586,12.2,3.9,1.7,0.9,15.1,12.2,0.3,0.4,0.7,0.052,-3.2,-0.1,-3.2,-0.2,2024
Tre Jones,PG,24.0,77.0,2138.0,14.7,0.591,30.8,7.3,0.3,1.7,15.1,15.2,3.4,1.6,4.9,0.111,-0.4,0.1,-0.4,0.9,2024
Grant Williams,PF,25.0,76.0,2130.0,10.6,0.588,11.3,8.3,1.6,1.0,14.1,15.9,1.3,1.3,2.6,0.059,-1.9,-0.7,-2.6,-0.3,2024
Grant Williams,PF,25.0,47.0,1242.0,8.3,0.56,8.2,7.4,1.9,0.9,13.4,13.6,0.4,1.0,1.3,0.052,-2.7,-0.7,-3.4,-0.4,2024
Grant Williams,PF,25.0,29.0,888.0,13.9,0.618,15.7,9.4,1.3,1.1,14.7,19.0,0.9,0.3,1.3,0.07,-0.8,-0.7,-1.5,0.1,2024
Jaren Jackson Jr.,C,24.0,66.0,2124.0,17.4,0.552,13.1,9.4,4.7,1.8,10.6,30.4,0.2,2.8,3.0,0.067,0.0,0.4,0.4,1.3,2024
Tim Hardaway Jr.,SF,31.0,79.0,2120.0,12.1,0.542,9.2,6.5,0.2,1.0,6.2,22.6,0.8,1.4,2.2,0.05,-0.8,-2.1,-2.9,-0.5,2024
Nic Claxton,C,24.0,71.0,2116.0,18.7,0.629,10.4,18.2,6.2,1.1,12.2,15.6,3.5,3.2,6.7,0.152,-0.3,1.5,1.2,1.7,2024
Jaime Jaquez Jr.,SF,22.0,75.0,2113.0,12.9,0.574,13.9,7.6,0.9,1.8,12.4,18.7,1.4,2.7,4.0,0.092,-2.2,0.3,-1.9,0.1,2024
Taurean Prince,PF,29.0,78.0,2108.0,8.8,0.579,7.2,6.1,1.4,1.3,10.8,13.8,0.3,1.7,1.9,0.043,-2.6,-0.2,-2.8,-0.4,2024
Victor Wembanyama,C,20.0,71.0,2106.0,23.1,0.565,21.5,19.4,10.0,2.0,16.2,32.2,-0.7,4.4,3.7,0.085,1.9,3.3,5.2,3.8,2024
Jaden McDaniels,SF,23.0,72.0,2105.0,9.4,0.571,6.8,6.0,1.8,1.5,11.6,15.7,0.3,3.1,3.4,0.077,-3.3,0.7,-2.6,-0.3,2024
Brandon Ingram,SF,26.0,64.0,2103.0,18.2,0.578,26.7,8.6,1.9,1.2,12.4,27.2,2.7,2.4,5.1,0.117,1.4,-0.3,1.2,1.7,2024
Scottie Barnes,SG,22.0,60.0,2094.0,19.5,0.566,26.2,13.0,3.7,1.7,13.6,24.8,2.3,2.0,4.3,0.098,2.9,0.8,3.7,3.0,2024
Jusuf Nurkić,C,29.0,76.0,2078.0,17.4,0.559,19.9,22.8,3.4,1.9,19.1,19.1,2.0,3.8,5.8,0.133,-1.0,2.1,1.1,1.6,2024
Myles Turner,C,27.0,77.0,2076.0,19.3,0.626,6.4,14.5,5.5,0.9,9.4,23.4,3.6,2.2,5.8,0.134,1.0,-0.1,0.9,1.5,2024
Collin Sexton,SG,25.0,78.0,2075.0,19.9,0.607,29.5,5.4,0.8,1.4,12.1,27.5,5.2,0.3,5.5,0.127,3.8,-1.9,1.9,2.0,2024
Cam Thomas,SG,22.0,66.0,2075.0,16.1,0.554,15.7,5.6,0.7,1.1,8.5,30.5,1.3,1.2,2.5,0.058,0.7,-1.9,-1.2,0.4,2024
Cade Cunningham,PG,22.0,62.0,2074.0,17.1,0.546,37.5,7.2,0.9,1.3,14.1,30.8,0.7,1.0,1.8,0.041,2.0,-1.6,0.3,1.2,2024
Corey Kispert,SF,24.0,80.0,2067.0,12.8,0.62,10.7,5.8,0.6,0.9,10.2,19.6,1.7,0.4,2.1,0.048,-0.2,-2.0,-2.1,-0.1,2024
Saddiq Bey,SF,24.0,63.0,2062.0,13.1,0.549,6.0,10.9,0.5,1.2,6.4,17.0,2.8,0.7,3.5,0.081,0.1,-2.0,-1.8,0.1,2024
Kelly Oubre Jr.,SF,28.0,68.0,2055.0,13.5,0.535,7.3,9.2,2.1,1.8,8.2,22.4,0.6,2.4,3.0,0.07,-1.5,-0.7,-2.3,-0.1,2024
Alperen Şengün,C,21.0,63.0,2046.0,22.0,0.585,25.2,15.4,2.1,1.8,12.5,27.0,3.8,3.1,6.9,0.163,3.1,1.7,4.9,3.5,2024
Jimmy Butler,PF,34.0,60.0,2042.0,22.0,0.626,23.1,8.8,0.8,1.9,9.3,24.0,6.4,2.7,9.1,0.214,3.9,0.7,4.6,3.4,2024
Alex Caruso,SG,29.0,71.0,2040.0,14.5,0.613,16.4,7.5,3.5,2.9,14.9,14.7,2.3,2.6,4.9,0.115,0.2,2.3,2.5,2.3,2024
Terry Rozier,SG,29.0,61.0,2040.0,17.3,0.555,27.5,6.8,1.0,1.5,8.9,25.9,2.3,1.6,3.9,0.091,2.2,-0.7,1.5,1.8,2024
Terry Rozier,SG,29.0,30.0,1065.0,19.2,0.574,31.3,6.2,1.1,1.5,9.7,27.8,1.6,0.4,2.0,0.09,3.8,-1.5,2.3,1.1,2024
Terry Rozier,PG,29.0,31.0,975.0,15.1,0.531,23.4,7.6,0.9,1.6,7.9,23.8,0.6,1.2,1.9,0.092,0.4,0.3,0.7,0.7,2024
Keldon Johnson,SF,24.0,69.0,2038.0,14.2,0.565,14.2,10.0,0.8,1.2,9.4,21.9,1.5,1.5,3.0,0.071,-0.3,-1.4,-1.7,0.2,2024
Kyrie Irving,SG,31.0,58.0,2030.0,21.9,0.608,23.8,7.8,1.2,1.7,8.0,28.1,4.9,2.0,6.9,0.163,4.8,0.1,4.9,3.6,2024
Karl-Anthony Towns,PF,28.0,62.0,2026.0,18.8,0.625,15.1,14.4,1.8,1.0,14.1,27.4,2.6,3.6,6.3,0.148,1.6,0.9,2.5,2.3,2024
Jalen Suggs,SG,22.0,75.0,2025.0,14.1,0.602,15.0,6.6,2.2,2.6,14.4,19.7,1.5,3.2,4.7,0.112,-0.6,1.6,1.0,1.5,2024
Keyonte George,PG,20.0,75.0,2023.0,10.4,0.533,23.1,5.7,0.3,0.9,17.1,22.8,-0.4,0.1,-0.3,-0.008,-1.5,-2.9,-4.4,-1.2,2024
Josh Giddey,SG,21.0,80.0,2011.0,16.6,0.547,26.6,14.2,2.0,1.2,15.7,23.1,1.4,2.9,4.3,0.102,1.0,0.4,1.5,1.8,2024
Bobby Portis,PF,28.0,82.0,2008.0,17.5,0.581,7.8,16.6,1.4,1.6,8.6,22.9,2.1,2.6,4.7,0.112,0.0,-0.8,-0.8,0.6,2024
Aaron Nesmith,SF,24.0,72.0,1995.0,12.8,0.631,6.6,7.8,2.0,1.5,8.4,16.0,2.8,1.3,4.1,0.098,-0.3,-0.2,-0.5,0.8,2024
Gary Trent Jr.,SG,25.0,71.0,1994.0,12.0,0.548,8.6,5.2,0.4,1.9,5.0,20.0,0.8,0.9,1.7,0.04,-1.2,-1.4,-2.6,-0.3,2024
Norman Powell,SG,30.0,76.0,1990.0,13.9,0.626,5.9,5.5,1.0,1.1,7.3,20.0,2.8,1.3,4.1,0.099,0.4,-1.2,-0.8,0.6,2024
Immanuel Quickley,SG,24.0,68.0,1985.0,16.7,0.577,24.6,7.2,0.5,1.2,9.2,23.8,3.5,1.2,4.7,0.115,2.2,-0.9,1.3,1.7,2024
Immanuel Quickley,SG,24.0,30.0,720.0,17.1,0.598,15.9,6.0,0.4,1.1,7.6,24.4,1.6,0.6,2.2,0.149,2.7,-0.2,2.5,0.8,2024
Immanuel Quickley,PG,24.0,38.0,1265.0,16.5,0.564,29.5,7.9,0.5,1.3,10.1,23.5,1.9,0.6,2.5,0.095,1.9,-1.3,0.6,0.8,2024
Brandin Podziemski,SG,20.0,74.0,1968.0,13.0,0.54,18.1,11.7,0.6,1.5,12.2,15.4,2.1,2.0,4.1,0.1,-0.5,0.4,-0.1,0.9,2024
Naz Reid,PF,24.0,81.0,1964.0,16.0,0.595,8.3,12.2,3.3,1.6,10.8,23.1,1.1,3.8,4.9,0.12,0.4,1.1,1.5,1.7,2024
Caris LeVert,SG,29.0,68.0,1958.0,14.6,0.524,25.7,8.0,1.6,1.9,11.4,23.1,1.0,2.6,3.6,0.088,-0.6,0.8,0.2,1.1,2024
Royce O'Neale,SF,30.0,79.0,1954.0,11.1,0.548,15.0,10.7,2.0,1.5,11.6,13.9,1.3,2.1,3.4,0.085,-1.0,1.0,0.0,1.0,2024
Royce O'Neale,SF,30.0,49.0,1202.0,10.4,0.544,15.5,10.1,2.2,1.3,13.2,13.9,0.6,1.2,1.8,0.07,-1.6,0.8,-0.7,0.4,2024
Royce O'Neale,SF,30.0,30.0,752.0,12.3,0.555,14.3,11.7,1.8,1.8,9.1,13.9,0.8,0.9,1.7,0.108,-0.2,1.4,1.3,0.6,2024
Jonathan Kuminga,PF,21.0,74.0,1949.0,17.0,0.598,12.5,9.8,1.7,1.4,10.9,24.1,2.7,1.9,4.6,0.113,0.0,-0.4,-0.4,0.8,2024
Donovan Mitchell,SG,27.0,55.0,1942.0,22.1,0.595,28.3,8.1,1.4,2.6,11.1,31.4,3.6,2.9,6.4,0.159,4.6,1.2,5.8,3.9,2024
Trae Young,PG,25.0,54.0,1942.0,20.3,0.585,45.1,4.2,0.5,1.8,16.5,30.5,4.0,0.6,4.6,0.114,4.9,-2.3,2.6,2.2,2024
Dorian Finney-Smith,PF,30.0,68.0,1934.0,10.1,0.546,7.6,9.0,1.8,1.4,10.0,13.2,1.0,1.6,2.6,0.065,-2.0,-0.1,-2.0,0.0,2024
Tyus Jones,PG,27.0,66.0,1933.0,16.5,0.578,34.6,5.0,0.8,1.7,8.8,16.3,3.9,0.7,4.5,0.113,1.5,-0.9,0.7,1.3,2024
Jonas Valančiūnas,C,31.0,82.0,1925.0,19.8,0.619,13.3,20.9,3.5,0.8,12.1,20.8,3.9,3.1,7.1,0.177,0.7,0.5,1.2,1.6,2024
Nickeil Alexander-Walker,SG,25.0,82.0,1921.0,10.9,0.578,14.5,4.9,1.9,1.6,11.8,14.8,1.5,2.8,4.3,0.107,-1.1,1.3,0.2,1.1,2024
Andrew Wiggins,SF,28.0,71.0,1920.0,12.7,0.544,8.6,9.0,1.9,1.1,9.2,20.9,1.2,1.6,2.8,0.07,-1.4,-1.2,-2.5,-0.3,2024
Duncan Robinson,SF,29.0,68.0,1905.0,12.2,0.612,15.1,5.1,0.8,1.2,11.7,19.0,1.6,2.0,3.6,0.091,-0.5,-0.4,-0.9,0.6,2024
John Collins,PF,26.0,68.0,1901.0,17.5,0.621,6.1,16.7,2.9,1.0,10.6,20.4,3.1,1.3,4.4,0.11,0.5,-1.4,-0.9,0.5,2024
Darius Garland,PG,24.0,57.0,1901.0,14.5,0.56,29.4,4.5,0.3,1.9,16.1,25.3,0.7,2.0,2.7,0.067,0.2,-1.2,-1.0,0.5,2024
Isaiah Hartenstein,C,25.0,75.0,1896.0,18.9,0.67,13.5,18.5,4.2,2.3,17.6,12.0,4.6,3.5,8.1,0.204,0.7,2.8,3.5,2.6,2024
Eric Gordon,SG,35.0,68.0,1893.0,10.8,0.58,10.0,3.6,1.4,1.7,10.2,16.5,1.0,1.5,2.5,0.063,-1.3,-0.5,-1.7,0.1,2024
Jalen Johnson,SF,22.0,56.0,1889.0,16.3,0.584,15.4,14.1,2.2,1.7,11.6,19.1,2.1,1.7,3.8,0.098,0.4,0.8,1.2,1.5,2024
Isaac Okoro,SF,23.0,69.0,1887.0,11.4,0.599,9.5,6.1,1.6,1.5,9.1,13.9,2.1,2.0,4.2,0.106,-1.8,0.7,-1.1,0.4,2024
Clint Capela,C,29.0,73.0,1883.0,20.7,0.59,6.9,22.4,5.1,1.1,9.5,17.3,4.4,1.9,6.3,0.161,1.0,-1.0,0.1,1.0,2024
Terance Mann,SG,27.0,75.0,1873.0,12.0,0.615,8.5,7.7,0.7,1.1,8.2,13.6,3.0,1.2,4.2,0.106,-0.8,-0.7,-1.5,0.2,2024
Malik Monk,SG,25.0,72.0,1872.0,16.0,0.564,28.9,6.3,1.9,1.2,13.2,25.9,1.9,1.6,3.5,0.09,1.5,-1.0,0.6,1.2,2024
