Player,Pos,Age,G,MP,PER,TS%,AST%,TRB%,BLK%,STL%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
CJ McCollum,SG,27.0,70.0,2375.0,17.0,0.553,13.8,6.3,0.9,1.1,7.4,25.5,4.0,1.7,5.6,0.114,2.1,-1.0,1.0,1.8,2019
Giannis Antetokounmpo,PF,24.0,72.0,2358.0,30.9,0.644,30.3,19.3,3.9,1.8,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,2019
Nicolas Batum,SF,30.0,75.0,2354.0,11.9,0.581,14.5,8.9,1.6,1.5,16.3,13.2,2.0,1.7,3.7,0.076,-0.7,0.4,-0.3,1.0,2019
Trevor Ariza,SF,33.0,69.0,2349.0,12.1,0.534,14.8,8.6,0.7,1.8,11.6,16.6,1.3,1.2,2.5,0.052,-0.7,-0.6,-1.3,0.4,2019
Trevor Ariza,SF,33.0,26.0,884.0,10.5,0.525,13.5,9.1,0.8,2.1,13.7,13.8,0.2,0.5,0.6,0.035,-1.1,0.0,-1.1,0.2,2019
Trevor Ariza,SF,33.0,43.0,1465.0,13.0,0.538,15.5,8.4,0.7,1.7,10.6,18.2,1.1,0.8,1.9,0.062,-0.5,-0.9,-1.4,0.2,2019
Mike Conley,PG,31.0,70.0,2342.0,21.4,0.569,33.4,5.7,0.9,2.0,9.1,27.3,5.7,2.3,8.0,0.164,4.6,0.1,4.7,3.9,2019
Stephen Curry,PG,30.0,69.0,2331.0,24.4,0.641,24.2,8.4,0.9,1.9,11.6,30.4,7.2,2.5,9.7,0.199,7.1,-0.5,6.6,5.1,2019
Brook Lopez,C,30.0,81.0,2322.0,14.6,0.597,5.7,8.7,6.5,1.0,8.9,16.7,2.3,4.3,6.7,0.138,0.4,1.8,2.2,2.4,2019
Luka Dončić,SG,19.0,72.0,2318.0,19.6,0.545,31.6,13.0,0.9,1.6,15.0,30.5,2.1,2.8,4.9,0.101,3.6,0.3,3.9,3.4,2019
Dennis Schröder,PG,25.0,79.0,2314.0,12.7,0.508,20.4,6.3,0.4,1.3,12.5,24.2,0.4,2.4,2.9,0.06,-1.3,-0.7,-2.0,0.0,2019
Kyle Kuzma,PF,23.0,70.0,2314.0,14.0,0.546,11.5,8.5,0.9,0.8,10.0,23.8,1.2,1.9,3.1,0.065,-0.2,-1.2,-1.4,0.4,2019
Bryn Forbes,SG,25.0,82.0,2293.0,12.0,0.586,10.6,5.7,0.1,1.0,8.8,17.4,2.5,1.3,3.8,0.079,-0.3,-0.9,-1.2,0.5,2019
Joe Harris,SG,27.0,76.0,2293.0,13.5,0.645,11.9,6.7,0.6,0.8,13.0,17.0,3.8,1.7,5.5,0.116,0.8,-0.3,0.5,1.4,2019
Al-Farouq Aminu,PF,28.0,81.0,2292.0,13.2,0.568,6.0,14.2,1.2,1.4,9.7,13.7,3.0,2.8,5.8,0.121,0.1,0.6,0.7,1.5,2019
Reggie Jackson,PG,28.0,82.0,2289.0,15.2,0.547,24.7,5.2,0.3,1.2,11.4,24.5,3.1,1.9,5.0,0.105,1.3,-0.9,0.4,1.4,2019
Eric Bledsoe,PG,29.0,78.0,2272.0,19.3,0.577,27.4,8.1,1.1,2.4,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9,2019
D.J. Augustin,PG,31.0,81.0,2269.0,15.7,0.616,26.9,4.8,0.1,1.1,14.3,17.2,5.0,1.9,6.9,0.146,1.1,-0.7,0.5,1.4,2019
Jeremy Lamb,SG,26.0,79.0,2250.0,17.3,0.552,11.9,10.4,1.2,1.9,6.8,22.5,3.3,2.0,5.3,0.113,1.2,0.0,1.2,1.8,2019
Clint Capela,C,24.0,67.0,2249.0,23.8,0.658,7.1,20.8,3.9,1.0,10.0,18.2,7.8,3.0,10.8,0.23,3.3,-0.3,3.0,2.8,2019
Devin Booker,SG,22.0,64.0,2242.0,20.2,0.584,34.1,6.5,0.5,1.2,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1.0,1.7,2019
Julius Randle,PF,24.0,73.0,2232.0,20.9,0.6,15.8,14.7,1.6,1.1,13.8,27.8,4.2,1.9,6.1,0.131,2.1,-0.6,1.5,2.0,2019
Danny Green,SG,31.0,80.0,2216.0,13.0,0.632,7.7,7.7,2.0,1.6,10.4,14.1,3.0,2.9,5.9,0.128,1.1,0.8,2.0,2.2,2019
Jordan Clarkson,SG,26.0,81.0,2214.0,16.8,0.539,15.6,6.8,0.5,1.3,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8,2019
Kyrie Irving,PG,26.0,67.0,2214.0,24.3,0.592,35.0,8.1,1.4,2.2,11.3,29.6,6.2,2.9,9.1,0.197,6.0,1.1,7.2,5.1,2019
Willie Cauley-Stein,C,25.0,81.0,2213.0,18.0,0.566,12.3,15.8,2.0,2.0,9.0,17.5,3.8,2.9,6.7,0.146,0.2,1.1,1.2,1.8,2019
Kyle Lowry,PG,32.0,65.0,2213.0,16.5,0.562,34.8,7.6,1.2,2.0,18.1,19.6,3.6,3.0,6.6,0.144,1.7,0.6,2.3,2.4,2019
Marcus Smart,SG,24.0,80.0,2200.0,13.1,0.568,19.1,5.7,1.1,3.1,16.5,14.6,2.2,3.1,5.3,0.116,-1.2,2.0,0.8,1.5,2019
Jimmy Butler,SG,29.0,65.0,2185.0,20.2,0.571,18.0,8.3,1.4,2.7,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2,2019
Jimmy Butler,SF,29.0,55.0,1824.0,19.8,0.569,18.0,8.4,1.2,2.6,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.7,3.1,2.4,2019
Deandre Ayton,C,20.0,71.0,2183.0,20.5,0.608,9.6,18.5,2.6,1.3,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2,2019
Shai Gilgeous-Alexander,PG,20.0,82.0,2174.0,13.4,0.554,17.8,5.7,1.6,2.1,15.0,18.3,1.5,1.9,3.3,0.074,-0.9,0.4,-0.5,0.8,2019
Zach LaVine,SG,23.0,63.0,2171.0,18.7,0.574,22.6,7.4,1.0,1.3,14.2,30.5,1.7,1.1,2.8,0.062,2.4,-1.6,0.8,1.5,2019
Jae Crowder,SF,28.0,80.0,2166.0,12.1,0.538,8.9,9.6,1.1,1.4,8.8,19.1,1.3,3.1,4.4,0.097,-0.3,0.6,0.3,1.2,2019
Tomáš Satoranský,PG,27.0,80.0,2164.0,14.1,0.59,24.6,7.0,0.5,1.8,16.7,14.1,3.8,0.9,4.7,0.104,-0.4,-0.3,-0.7,0.7,2019
Montrezl Harrell,C,25.0,82.0,2158.0,23.4,0.636,12.5,13.1,4.0,1.6,11.0,23.5,6.1,2.6,8.7,0.193,2.6,0.7,3.3,2.9,2019
Kevin Knox,PF,19.0,75.0,2158.0,8.7,0.475,6.0,8.1,0.9,1.0,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.4,-2.3,-5.7,-2.0,2019
Eric Gordon,SG,30.0,68.0,2158.0,12.2,0.549,9.4,3.8,1.1,0.9,8.2,22.0,1.7,1.0,2.6,0.059,0.5,-1.8,-1.3,0.4,2019
Joel Embiid,C,24.0,64.0,2154.0,26.1,0.593,18.4,21.4,4.4,1.0,13.2,33.3,4.9,3.8,8.7,0.194,4.0,0.9,4.9,3.8,2019
Terrence Ross,SG,27.0,81.0,2150.0,15.4,0.561,9.9,7.0,1.1,1.6,7.6,23.9,1.7,2.6,4.3,0.095,1.1,-0.3,0.8,1.5,2019
Darren Collison,PG,31.0,76.0,2143.0,16.7,0.574,29.9,6.0,0.4,2.5,14.4,17.7,3.9,2.9,6.8,0.153,0.8,1.0,1.8,2.1,2019
Patrick Beverley,PG,30.0,78.0,2137.0,11.8,0.561,18.4,9.6,1.6,1.5,13.8,12.2,2.8,2.0,4.8,0.108,-0.3,1.2,0.9,1.5,2019
Marvin Williams,PF,32.0,75.0,2133.0,12.6,0.548,6.1,10.3,2.5,1.6,6.4,14.9,1.9,1.9,3.8,0.086,-0.4,0.2,-0.3,0.9,2019
Myles Turner,C,22.0,74.0,2119.0,18.0,0.567,8.0,13.9,8.4,1.4,10.3,20.0,1.9,4.4,6.3,0.144,0.0,2.4,2.5,2.4,2019
Jeff Green,PF,32.0,77.0,2097.0,13.6,0.608,9.2,8.0,1.6,1.0,11.5,17.8,2.8,0.8,3.6,0.083,0.0,-1.4,-1.4,0.3,2019
Jarrett Allen,C,20.0,80.0,2096.0,18.5,0.632,7.9,16.8,4.5,1.0,13.0,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9,2019
Marcus Morris,PF,29.0,75.0,2091.0,14.2,0.568,7.5,11.7,1.1,1.0,9.1,20.9,2.1,2.5,4.5,0.104,-0.2,-0.7,-0.9,0.6,2019
Wesley Matthews,SF,32.0,69.0,2091.0,10.3,0.546,11.1,4.4,0.7,1.3,10.6,17.8,1.1,1.5,2.7,0.062,-1.4,-0.5,-1.8,0.1,2019
Wesley Matthews,SF,32.0,44.0,1312.0,11.3,0.556,11.6,4.2,0.8,1.2,10.1,18.9,1.0,0.8,1.8,0.066,-0.8,-0.5,-1.3,0.2,2019
Wesley Matthews,SG,32.0,23.0,725.0,9.2,0.543,10.1,5.0,0.5,1.3,11.8,15.8,0.3,0.7,1.0,0.067,-2.0,-0.4,-2.4,-0.1,2019
Draymond Green,PF,28.0,66.0,2065.0,12.9,0.526,26.8,12.4,2.8,2.2,26.8,13.1,1.1,3.2,4.3,0.1,-1.3,2.7,1.4,1.8,2019
Cory Joseph,PG,27.0,82.0,2063.0,11.0,0.474,20.7,7.5,0.9,2.2,12.4,13.7,0.5,2.9,3.5,0.081,-2.1,1.7,-0.4,0.9,2019
Danilo Gallinari,SF,30.0,68.0,2059.0,21.0,0.633,13.2,10.7,0.9,1.1,8.5,23.8,6.4,1.8,8.2,0.191,4.9,-0.5,4.3,3.3,2019
Tim Hardaway Jr.,SG,26.0,65.0,2057.0,13.6,0.527,12.8,5.7,0.3,1.3,8.6,25.4,1.0,0.9,1.8,0.043,-0.1,-2.0,-2.0,0.0,2019
Tim Hardaway Jr.,SG,26.0,46.0,1499.0,14.4,0.531,13.5,5.6,0.3,1.4,8.9,25.9,1.0,0.5,1.5,0.048,0.4,-1.9,-1.6,0.2,2019
Kevin Huerter,SG,20.0,75.0,2048.0,10.1,0.533,14.5,6.3,1.1,1.5,13.8,15.7,0.7,0.7,1.5,0.034,-1.6,-0.8,-2.4,-0.2,2019
DeAndre Jordan,C,30.0,69.0,2047.0,19.0,0.674,11.6,23.5,3.0,1.0,21.4,15.0,4.0,3.1,7.1,0.167,0.8,1.3,2.1,2.1,2019
DeAndre Jordan,C,30.0,50.0,1554.0,18.0,0.672,9.5,23.6,2.9,1.0,21.3,14.4,2.7,2.5,5.3,0.162,0.4,1.3,1.7,1.4,2019
Kawhi Leonard,SF,27.0,60.0,2040.0,25.8,0.606,16.4,11.6,1.0,2.5,8.4,30.3,6.1,3.4,9.5,0.224,6.1,1.1,7.2,4.7,2019
Garrett Temple,SG,32.0,75.0,2040.0,8.5,0.543,7.4,5.8,1.4,1.8,11.5,13.2,0.3,2.0,2.2,0.052,-3.3,0.5,-2.8,-0.4,2019
Garrett Temple,SG,32.0,49.0,1530.0,8.6,0.551,6.7,5.6,1.5,1.6,11.4,13.9,0.1,1.5,1.6,0.05,-3.1,0.4,-2.7,-0.3,2019
Garrett Temple,SG,32.0,26.0,510.0,8.0,0.514,9.4,6.7,0.8,2.4,11.8,11.2,0.2,0.5,0.6,0.061,-4.1,1.0,-3.1,-0.1,2019
Kentavious Caldwell-Pope,SG,25.0,82.0,2035.0,12.9,0.568,7.5,6.0,0.5,1.7,7.3,18.1,2.3,1.8,4.0,0.095,-0.3,-0.1,-0.5,0.8,2019
Austin Rivers,SG,26.0,76.0,2028.0,7.7,0.503,11.5,4.4,1.0,1.1,10.0,14.5,0.4,0.8,1.2,0.028,-3.3,-1.0,-4.3,-1.1,2019
Austin Rivers,SG,26.0,29.0,683.0,6.8,0.49,11.2,5.6,1.2,1.2,14.4,15.5,-0.4,0.2,-0.2,-0.014,-4.1,-1.2,-5.3,-0.6,2019
Austin Rivers,SG,26.0,47.0,1345.0,8.2,0.511,11.7,3.7,0.8,1.1,7.4,13.9,0.8,0.6,1.4,0.05,-2.9,-0.9,-3.8,-0.6,2019
Dario Šarić,PF,24.0,81.0,2023.0,13.1,0.563,8.8,12.1,0.4,1.1,11.3,17.8,2.3,1.2,3.5,0.084,-0.3,-1.3,-1.6,0.2,2019
Dario Šarić,PF,24.0,68.0,1627.0,14.3,0.579,8.8,12.2,0.3,1.2,10.5,17.8,2.4,0.9,3.3,0.099,0.4,-1.3,-0.8,0.5,2019
Serge Ibaka,C,29.0,74.0,2010.0,18.7,0.582,7.7,16.1,4.3,0.7,10.7,22.9,2.8,3.3,6.1,0.146,0.2,0.1,0.2,1.2,2019
Damyean Dotson,SG,24.0,73.0,2004.0,10.8,0.526,10.4,6.8,0.4,1.4,8.7,17.3,0.7,0.9,1.5,0.037,-1.7,-0.8,-2.6,-0.3,2019
Jonathan Isaac,PF,21.0,75.0,1996.0,13.0,0.537,5.7,11.0,4.1,1.4,10.1,16.3,0.9,3.1,4.0,0.096,-1.4,1.0,-0.4,0.8,2019
Lou Williams,SG,32.0,75.0,1993.0,21.2,0.554,33.0,5.9,0.4,1.3,11.8,32.4,3.9,1.2,5.1,0.123,4.3,-2.1,2.2,2.1,2019
Josh Jackson,SG,21.0,79.0,1988.0,10.6,0.487,14.1,9.7,2.3,1.8,15.6,23.9,-2.8,1.1,-1.7,-0.04,-3.3,-1.2,-4.6,-1.3,2019
Dorian Finney-Smith,SF,25.0,81.0,1985.0,11.0,0.53,6.9,10.5,1.5,1.7,11.4,14.0,1.2,2.0,3.3,0.079,-1.8,0.4,-1.4,0.3,2019
Jusuf Nurkić,C,24.0,72.0,1974.0,23.4,0.57,17.9,20.2,4.2,1.7,14.6,24.7,4.4,3.3,7.8,0.189,2.1,1.7,3.7,2.8,2019
Al Horford,C,32.0,68.0,1973.0,20.2,0.605,21.2,12.4,3.9,1.4,11.8,18.9,4.5,2.9,7.5,0.181,3.3,1.9,5.1,3.6,2019
Monte Morris,PG,23.0,82.0,1970.0,16.2,0.577,21.7,5.3,0.2,1.8,6.6,17.1,4.4,1.8,6.2,0.151,1.1,0.3,1.5,1.7,2019
Ryan Arcidiacono,PG,24.0,81.0,1961.0,11.6,0.588,18.9,6.1,0.2,1.6,12.0,11.7,2.8,0.9,3.7,0.09,-2.0,0.1,-1.9,0.1,2019
Justise Winslow,SF,22.0,66.0,1959.0,12.8,0.513,21.9,9.6,0.9,1.8,14.9,20.8,0.2,2.6,2.8,0.067,-1.3,0.6,-0.6,0.7,2019
Bogdan Bogdanović,SG,26.0,70.0,1947.0,14.1,0.53,19.3,6.4,0.7,1.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7,2019
LeBron James,SF,34.0,55.0,1937.0,25.6,0.588,39.4,12.4,1.4,1.7,13.3,31.6,4.7,2.6,7.2,0.179,6.4,1.7,8.0,4.9,2019
Kelly Oubre Jr.,SF,23.0,69.0,1935.0,15.2,0.551,6.8,9.2,2.5,2.1,9.8,23.2,0.9,1.3,2.2,0.054,-0.3,-0.9,-1.2,0.4,2019
Kelly Oubre Jr.,SF,23.0,29.0,755.0,13.3,0.545,3.8,9.3,2.2,1.7,8.1,20.9,0.3,0.5,0.8,0.053,-1.4,-1.2,-2.6,-0.1,2019
Kelly Oubre Jr.,SF,23.0,40.0,1180.0,16.4,0.555,8.7,9.2,2.8,2.3,10.7,24.7,0.5,0.8,1.3,0.054,0.4,-0.8,-0.4,0.5,2019
DeAndre' Bembry,SG,24.0,82.0,1931.0,10.8,0.508,14.7,9.7,1.8,2.5,17.4,17.2,-0.9,1.7,0.9,0.022,-3.3,0.8,-2.4,-0.2,2019
Terrance Ferguson,SG,20.0,74.0,1931.0,6.4,0.566,4.8,3.8,0.7,1.0,9.4,10.6,1.2,1.6,2.8,0.07,-3.9,0.1,-3.8,-0.9,2019
Spencer Dinwiddie,PG,25.0,68.0,1914.0,16.3,0.58,25.6,4.6,0.7,1.0,13.4,24.9,3.5,1.4,4.8,0.121,1.4,-0.8,0.6,1.3,2019
Bam Adebayo,C,21.0,82.0,1913.0,17.9,0.623,14.2,16.6,3.0,1.8,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8,2019
Jaylen Brown,SG,22.0,74.0,1913.0,13.5,0.547,7.7,8.7,1.5,1.7,10.1,22.1,0.7,2.4,3.0,0.076,-1.6,-0.4,-2.1,0.0,2019
Patty Mills,PG,30.0,82.0,1908.0,13.2,0.572,17.6,5.2,0.4,1.3,11.6,18.5,2.2,1.2,3.5,0.087,0.4,-0.8,-0.3,0.8,2019
Avery Bradley,SG,28.0,63.0,1905.0,7.6,0.496,11.8,4.9,0.7,1.0,12.4,16.2,-0.6,1.0,0.3,0.009,-2.8,-0.9,-3.7,-0.8,2019
Avery Bradley,SG,28.0,49.0,1463.0,5.5,0.464,8.8,4.7,0.9,0.9,12.4,14.2,-1.0,0.6,-0.3,-0.011,-3.7,-0.9,-4.6,-1.0,2019
Ricky Rubio,PG,28.0,68.0,1899.0,14.0,0.52,32.1,6.9,0.4,2.3,17.8,22.7,0.9,2.8,3.7,0.095,-1.0,0.8,-0.2,0.9,2019
Paul Millsap,PF,33.0,70.0,1895.0,17.9,0.57,10.6,14.4,2.5,2.2,10.9,19.6,3.2,2.9,6.1,0.155,0.7,1.0,1.7,1.8,2019
Rodney Hood,SG,26.0,72.0,1893.0,12.3,0.545,10.0,4.6,0.5,1.5,6.9,18.1,2.1,0.5,2.6,0.065,-1.2,-0.8,-2.0,0.0,2019
