Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Thomas Bryant,C,25.0,59.0,26.0,18.3,9.8,5.7,0.5,0.3,0.5,0.6,0.623,0.441,0.738,2023
Thomas Bryant,C,25.0,41.0,25.0,21.4,12.1,6.8,0.7,0.3,0.6,0.7,0.654,0.44,0.741,2023
Josh Hart,SF,27.0,76.0,52.0,32.3,9.8,7.8,3.8,1.2,0.3,1.5,0.529,0.372,0.75,2023
Josh Hart,SF,27.0,51.0,51.0,33.4,9.5,8.2,3.9,1.1,0.2,1.5,0.504,0.304,0.731,2023
Josh Hart,SF,27.0,25.0,1.0,30.0,10.2,7.0,3.6,1.4,0.5,1.5,0.586,0.519,0.789,2023
Al Horford,C,36.0,63.0,63.0,30.5,9.8,6.2,3.0,0.5,1.0,0.6,0.476,0.446,0.714,2023
Herbert Jones,PF,24.0,66.0,66.0,29.6,9.8,4.1,2.5,1.6,0.6,1.3,0.469,0.335,0.764,2023
Cam Reddish,SF,23.0,40.0,20.0,24.8,9.7,2.2,1.4,1.0,0.4,1.2,0.446,0.313,0.853,2023
Cam Reddish,SF,23.0,20.0,8.0,21.9,8.4,1.6,1.0,0.8,0.4,0.8,0.449,0.304,0.879,2023
Cam Reddish,SF,23.0,20.0,12.0,27.6,11.0,2.9,1.9,1.2,0.3,1.6,0.443,0.318,0.833,2023
Keita Bates-Diop,PF,27.0,67.0,42.0,21.7,9.7,3.7,1.5,0.7,0.3,0.8,0.508,0.394,0.793,2023
Coby White,SG,22.0,74.0,2.0,23.4,9.7,2.9,2.8,0.7,0.1,1.0,0.443,0.372,0.871,2023
Caleb Martin,SF,27.0,71.0,49.0,29.3,9.6,4.8,1.6,1.0,0.4,1.1,0.464,0.356,0.805,2023
Isaiah Joe,SG,23.0,73.0,10.0,19.1,9.5,2.4,1.2,0.7,0.1,0.5,0.441,0.409,0.82,2023
Andrew Nembhard,SG,23.0,75.0,63.0,27.6,9.5,2.7,4.5,0.9,0.2,1.7,0.441,0.35,0.79,2023
Jalen McDaniels,SF,25.0,80.0,24.0,23.9,9.4,4.3,1.6,1.0,0.4,1.2,0.455,0.332,0.841,2023
Jalen McDaniels,SF,25.0,56.0,21.0,26.7,10.6,4.8,2.0,1.2,0.5,1.4,0.447,0.322,0.846,2023
Jalen McDaniels,SF,25.0,24.0,3.0,17.5,6.7,3.2,0.8,0.7,0.2,0.5,0.488,0.4,0.824,2023
Kyle Anderson,PF,29.0,69.0,46.0,28.4,9.4,5.3,4.9,1.1,0.9,1.5,0.509,0.41,0.735,2023
Chris Boucher,PF,30.0,76.0,0.0,20.0,9.4,5.5,0.4,0.6,0.8,0.5,0.493,0.328,0.762,2023
Donte DiVincenzo,SG,26.0,72.0,36.0,26.3,9.4,4.5,3.5,1.3,0.1,1.6,0.435,0.397,0.817,2023
Jalen Smith,C,22.0,68.0,31.0,18.8,9.4,5.8,1.0,0.3,0.9,1.1,0.476,0.283,0.759,2023
Gabe Vincent,PG,26.0,68.0,34.0,25.9,9.4,2.1,2.5,0.9,0.1,1.4,0.402,0.334,0.872,2023
Luke Kennard,SG,26.0,59.0,14.0,22.3,9.3,2.7,1.5,0.5,0.1,0.8,0.492,0.494,0.949,2023
Luke Kennard,SG,26.0,35.0,11.0,20.7,7.8,2.4,1.1,0.5,0.1,0.9,0.464,0.447,0.95,2023
Luke Kennard,SG,26.0,24.0,3.0,24.6,11.3,3.1,2.3,0.5,0.0,0.7,0.526,0.54,0.947,2023
Hamidou Diallo,SF,24.0,56.0,0.0,17.8,9.3,3.5,1.0,0.9,0.3,1.3,0.573,0.238,0.588,2023
Tari Eason,PF,21.0,82.0,5.0,21.5,9.3,6.0,1.1,1.2,0.6,1.2,0.448,0.343,0.752,2023
Precious Achiuwa,C,23.0,55.0,12.0,20.7,9.2,6.0,0.9,0.6,0.5,1.1,0.485,0.269,0.702,2023
Deni Avdija,SF,22.0,76.0,40.0,26.6,9.2,6.4,2.8,0.9,0.4,1.6,0.437,0.297,0.739,2023
Seth Curry,SG,32.0,61.0,7.0,19.9,9.2,1.6,1.6,0.6,0.1,0.8,0.463,0.405,0.927,2023
Walker Kessler,C,21.0,74.0,40.0,23.0,9.2,8.4,0.9,0.4,2.3,0.8,0.72,0.333,0.516,2023
Bol Bol,PF,23.0,70.0,33.0,21.5,9.1,5.8,1.0,0.4,1.2,1.6,0.546,0.265,0.759,2023
Jalen Duren,C,19.0,67.0,31.0,24.9,9.1,8.9,1.1,0.7,0.9,1.4,0.648,0.0,0.611,2023
Josh Green,SG,22.0,60.0,21.0,25.7,9.1,3.0,1.7,0.7,0.1,1.2,0.537,0.402,0.723,2023
Naji Marshall,SF,25.0,77.0,21.0,23.3,9.1,3.6,2.5,0.7,0.2,1.3,0.433,0.303,0.789,2023
Taurean Prince,PF,28.0,54.0,4.0,22.1,9.1,2.4,1.6,0.5,0.3,1.3,0.467,0.381,0.844,2023
Jae'Sean Tate,SF,27.0,31.0,7.0,21.8,9.1,3.8,2.7,0.7,0.2,1.5,0.48,0.283,0.725,2023
Santi Aldama,PF,22.0,77.0,20.0,21.8,9.0,4.8,1.3,0.6,0.6,0.8,0.47,0.353,0.75,2023
Jose Alvarado,PG,24.0,61.0,10.0,21.5,9.0,2.3,3.0,1.1,0.2,1.3,0.411,0.336,0.813,2023
Daniel Gafford,C,24.0,78.0,47.0,20.6,9.0,5.6,1.1,0.4,1.3,1.1,0.732,,0.679,2023
Mark Williams,C,21.0,43.0,17.0,19.3,9.0,7.1,0.4,0.7,1.0,0.9,0.637,,0.691,2023
AJ Griffin,SF,19.0,72.0,12.0,19.5,8.9,2.1,1.0,0.6,0.2,0.6,0.465,0.39,0.894,2023
Jaden Hardy,SG,20.0,48.0,5.0,14.8,8.8,1.9,1.4,0.4,0.1,1.0,0.438,0.404,0.823,2023
Terance Mann,SG,26.0,81.0,36.0,23.1,8.8,3.4,2.3,0.5,0.3,1.0,0.519,0.389,0.78,2023
Royce O'Neale,SF,29.0,76.0,53.0,31.7,8.8,5.1,3.7,0.9,0.6,1.5,0.386,0.389,0.725,2023
Dennis Smith Jr.,PG,25.0,54.0,15.0,25.7,8.8,3.1,4.8,1.4,0.5,1.5,0.412,0.216,0.736,2023
Jordan Nwora,SF,24.0,62.0,14.0,19.2,8.7,3.7,1.4,0.4,0.2,1.1,0.436,0.408,0.791,2023
Jordan Nwora,SF,24.0,38.0,3.0,15.7,6.0,3.1,1.0,0.3,0.2,0.9,0.386,0.392,0.86,2023
Jordan Nwora,SF,24.0,24.0,11.0,24.6,13.0,4.7,2.1,0.5,0.3,1.3,0.476,0.422,0.721,2023
T.J. McConnell,PG,30.0,75.0,6.0,20.3,8.7,3.1,5.3,1.1,0.1,1.9,0.543,0.441,0.853,2023
Cedi Osman,SF,27.0,77.0,2.0,20.1,8.7,2.3,1.5,0.5,0.1,0.7,0.451,0.372,0.694,2023
Landry Shamet,SG,25.0,40.0,9.0,20.2,8.7,1.7,2.3,0.7,0.1,0.9,0.377,0.377,0.882,2023
Steven Adams,C,29.0,42.0,42.0,27.0,8.6,11.5,2.3,0.9,1.1,1.9,0.597,0.0,0.364,2023
Ayo Dosunmu,SG,23.0,80.0,51.0,26.2,8.6,2.8,2.6,0.8,0.3,1.2,0.493,0.312,0.805,2023
Draymond Green,PF,32.0,73.0,73.0,31.5,8.5,7.2,6.8,1.0,0.8,2.8,0.527,0.305,0.713,2023
Shake Milton,SG,26.0,76.0,11.0,20.6,8.4,2.5,3.2,0.3,0.2,1.2,0.479,0.378,0.853,2023
Dorian Finney-Smith,PF,29.0,66.0,66.0,30.4,8.3,4.8,1.5,0.8,0.5,0.9,0.391,0.337,0.763,2023
Dorian Finney-Smith,PF,29.0,40.0,40.0,32.2,9.1,4.7,1.5,1.0,0.5,0.9,0.416,0.355,0.75,2023
Dorian Finney-Smith,PF,29.0,26.0,26.0,27.7,7.2,4.9,1.6,0.7,0.6,1.0,0.351,0.306,0.789,2023
Terrence Ross,SG,31.0,63.0,9.0,21.1,8.3,2.4,1.5,0.6,0.2,0.7,0.43,0.368,0.794,2023
Terrence Ross,SG,31.0,42.0,9.0,22.5,8.0,2.0,1.3,0.6,0.2,0.9,0.431,0.381,0.75,2023
Terrence Ross,SG,31.0,21.0,0.0,18.4,9.0,3.3,2.0,0.5,0.1,0.3,0.428,0.347,0.857,2023
Gary Harris,SG,28.0,48.0,42.0,24.7,8.3,2.0,1.2,0.9,0.3,0.6,0.45,0.431,0.9,2023
Kevin Love,PF,34.0,62.0,20.0,20.0,8.2,6.4,1.9,0.3,0.2,1.1,0.389,0.334,0.879,2023
Kevin Love,PF,34.0,41.0,3.0,20.0,8.5,6.8,1.9,0.2,0.2,1.1,0.389,0.354,0.889,2023
Kevin Love,PF,34.0,21.0,17.0,20.0,7.7,5.7,1.9,0.4,0.2,1.1,0.388,0.297,0.857,2023
Damion Lee,SG,30.0,74.0,5.0,20.4,8.2,3.0,1.3,0.4,0.1,1.1,0.442,0.445,0.904,2023
Georges Niang,PF,29.0,78.0,1.0,19.4,8.2,2.4,1.0,0.4,0.2,0.7,0.442,0.401,0.867,2023
Nick Richards,C,25.0,65.0,9.0,18.7,8.2,6.4,0.6,0.2,1.1,0.9,0.629,1.0,0.749,2023
Aleksej Pokusevski,PF,21.0,34.0,25.0,20.6,8.1,4.7,1.9,0.6,1.3,1.3,0.434,0.365,0.629,2023
Grant Williams,PF,24.0,79.0,23.0,25.9,8.1,4.6,1.7,0.5,0.4,1.0,0.454,0.395,0.77,2023
Jevon Carter,PG,27.0,81.0,39.0,22.3,8.0,2.5,2.4,0.8,0.4,1.0,0.423,0.421,0.816,2023
Kenrich Williams,PF,28.0,53.0,10.0,22.8,8.0,4.9,2.0,0.8,0.3,0.6,0.517,0.373,0.436,2023
Robert Williams,C,25.0,35.0,20.0,23.5,8.0,8.3,1.4,0.6,1.4,1.0,0.747,0.0,0.61,2023
Jarred Vanderbilt,PF,23.0,78.0,65.0,24.1,7.9,7.5,2.4,1.1,0.3,1.2,0.548,0.322,0.691,2023
Jarred Vanderbilt,PF,23.0,52.0,41.0,24.1,8.3,7.9,2.7,1.0,0.3,1.3,0.556,0.333,0.657,2023
Jarred Vanderbilt,PF,23.0,26.0,24.0,24.0,7.2,6.7,1.6,1.2,0.2,1.1,0.529,0.303,0.784,2023
Ochai Agbaji,SG,22.0,59.0,22.0,20.5,7.9,2.1,1.1,0.3,0.3,0.7,0.427,0.355,0.812,2023
Chris Duarte,SF,25.0,46.0,12.0,19.5,7.9,2.5,1.4,0.5,0.2,0.9,0.369,0.316,0.847,2023
Duane Washington Jr.,SG,22.0,31.0,3.0,12.7,7.9,1.2,2.0,0.2,0.1,1.1,0.367,0.36,0.667,2023
Jeff Green,PF,36.0,56.0,4.0,19.5,7.8,2.6,1.2,0.3,0.3,0.8,0.488,0.288,0.744,2023
Tre Mann,PG,21.0,67.0,5.0,17.7,7.7,2.3,1.8,0.6,0.2,0.9,0.393,0.315,0.764,2023
Pat Connaughton,SF,30.0,61.0,33.0,23.7,7.6,4.6,1.3,0.6,0.2,0.5,0.392,0.339,0.659,2023
Joe Harris,SF,31.0,74.0,33.0,20.6,7.6,2.2,1.4,0.5,0.2,0.6,0.457,0.426,0.643,2023
Trey Lyles,PF,27.0,74.0,0.0,16.9,7.6,4.1,0.9,0.4,0.4,0.9,0.458,0.363,0.815,2023
T.J. Warren,PF,29.0,42.0,0.0,16.4,7.5,2.9,1.0,0.5,0.3,0.5,0.489,0.328,0.8,2023
T.J. Warren,PF,29.0,26.0,0.0,18.8,9.5,2.8,1.1,0.6,0.3,0.7,0.51,0.333,0.818,2023
Devonte' Graham,PG,27.0,73.0,8.0,18.3,7.4,1.7,2.7,0.6,0.2,0.7,0.374,0.352,0.748,2023
Devonte' Graham,PG,27.0,53.0,0.0,15.3,5.3,1.4,2.2,0.6,0.2,0.5,0.368,0.347,0.746,2023
Devonte' Graham,PG,27.0,20.0,8.0,26.4,13.0,2.5,4.0,0.8,0.3,1.3,0.38,0.358,0.75,2023
Torrey Craig,PF,32.0,79.0,60.0,24.7,7.4,5.4,1.5,0.6,0.8,0.9,0.456,0.395,0.711,2023
Mitchell Robinson,C,24.0,59.0,58.0,27.0,7.4,9.4,0.9,0.9,1.8,0.7,0.671,,0.484,2023
Obi Toppin,PF,24.0,67.0,5.0,15.7,7.4,2.8,1.0,0.3,0.2,0.6,0.446,0.344,0.809,2023
Trendon Watford,PF,22.0,62.0,12.0,19.1,7.4,3.8,2.1,0.5,0.2,1.1,0.56,0.391,0.72,2023
Delon Wright,PG,30.0,50.0,14.0,24.4,7.4,3.6,3.9,1.8,0.3,0.9,0.474,0.345,0.867,2023
Josh Okogie,SG,24.0,72.0,26.0,18.8,7.3,3.5,1.5,0.8,0.5,0.9,0.391,0.335,0.724,2023
Reggie Bullock,SF,31.0,78.0,55.0,30.3,7.2,3.6,1.4,0.7,0.2,0.5,0.409,0.38,0.703,2023
Isaiah Jackson,C,21.0,63.0,12.0,16.5,7.2,4.5,0.8,0.5,1.5,0.8,0.563,0.143,0.651,2023
Kendrick Nunn,SG,27.0,70.0,2.0,13.8,7.1,1.6,1.3,0.4,0.1,0.9,0.424,0.354,0.854,2023
Kendrick Nunn,SG,27.0,39.0,2.0,13.5,6.7,1.4,0.9,0.3,0.1,0.8,0.406,0.325,0.81,2023
Kendrick Nunn,SG,27.0,31.0,0.0,14.1,7.5,1.7,1.8,0.5,0.1,1.1,0.447,0.392,0.9,2023
Troy Brown Jr.,SF,23.0,76.0,45.0,24.5,7.1,4.1,1.3,0.8,0.2,0.6,0.43,0.381,0.872,2023
Edmond Sumner,SG,27.0,53.0,12.0,13.9,7.1,1.5,1.3,0.6,0.2,0.9,0.461,0.356,0.917,2023
Eugene Omoruyi,SF,25.0,40.0,6.0,16.1,7.0,2.8,0.7,0.7,0.1,0.9,0.443,0.281,0.68,2023
Eugene Omoruyi,SF,25.0,23.0,2.0,11.8,4.9,2.3,0.5,0.6,0.0,0.7,0.468,0.258,0.607,2023
Kevon Looney,C,26.0,82.0,70.0,23.9,7.0,9.3,2.5,0.6,0.6,0.5,0.63,0.0,0.606,2023
Xavier Tillman Sr.,C,24.0,61.0,29.0,19.3,7.0,5.0,1.6,1.0,0.5,0.7,0.614,0.267,0.551,2023
Svi Mykhailiuk,SF,25.0,32.0,8.0,14.6,6.9,1.7,1.7,0.5,0.1,0.8,0.445,0.424,0.667,2023
Willy Hernangómez,C,28.0,38.0,2.0,12.1,6.9,4.7,0.9,0.4,0.3,1.0,0.527,0.273,0.779,2023
Joe Ingles,SF,35.0,46.0,0.0,22.7,6.9,2.8,3.3,0.7,0.1,1.2,0.435,0.409,0.857,2023
Ty Jerome,SG,25.0,45.0,2.0,18.1,6.9,1.7,3.0,0.5,0.1,0.7,0.488,0.389,0.927,2023
Cory Joseph,PG,31.0,62.0,2.0,19.8,6.9,1.7,3.5,0.5,0.1,0.9,0.427,0.389,0.792,2023
Romeo Langford,SG,23.0,43.0,21.0,19.6,6.9,2.7,1.2,0.6,0.3,0.7,0.467,0.262,0.696,2023
Ben Simmons,PG,26.0,42.0,33.0,26.3,6.9,6.3,6.1,1.3,0.6,2.3,0.566,0.0,0.439,2023
Will Barton,SG,32.0,56.0,2.0,17.7,6.8,2.4,2.0,0.5,0.2,0.9,0.379,0.367,0.787,2023
Will Barton,SG,32.0,40.0,0.0,19.6,7.7,2.8,2.4,0.4,0.3,1.1,0.386,0.377,0.778,2023
Larry Nance Jr.,C,30.0,65.0,1.0,21.2,6.8,5.4,1.8,0.9,0.6,0.6,0.61,0.333,0.696,2023
Jeremiah Robinson-Earl,PF,22.0,43.0,20.0,18.9,6.8,4.2,1.0,0.6,0.3,0.4,0.444,0.333,0.833,2023
Aaron Wiggins,SG,24.0,70.0,14.0,18.5,6.8,3.0,1.1,0.6,0.2,0.8,0.512,0.393,0.831,2023
Justise Winslow,PF,26.0,29.0,11.0,26.8,6.8,5.0,3.4,1.0,0.4,1.5,0.409,0.311,0.714,2023
Terence Davis,SG,25.0,64.0,5.0,13.1,6.7,2.2,1.0,0.7,0.2,0.8,0.423,0.366,0.791,2023
Anthony Lamb,SF,25.0,62.0,4.0,19.3,6.7,3.5,1.5,0.5,0.3,0.9,0.471,0.367,0.767,2023
Isaiah Livers,PF,24.0,52.0,22.0,23.1,6.7,2.8,0.8,0.5,0.5,0.6,0.417,0.365,0.821,2023
Théo Maledon,PG,21.0,44.0,7.0,19.4,6.7,2.8,3.5,0.8,0.3,1.3,0.402,0.295,0.851,2023
Dwight Powell,C,31.0,76.0,64.0,19.2,6.7,4.1,0.9,0.6,0.3,0.9,0.732,0.0,0.667,2023
David Roddy,PF,21.0,70.0,4.0,18.0,6.7,2.8,0.8,0.4,0.3,0.8,0.429,0.307,0.631,2023
Kevin Knox,SF,23.0,63.0,5.0,15.1,6.6,2.8,0.5,0.4,0.2,0.8,0.458,0.349,0.767,2023
Kevin Knox,SF,23.0,42.0,1.0,14.1,5.6,2.6,0.4,0.3,0.3,0.8,0.469,0.371,0.788,2023
Kevin Knox,PF,23.0,21.0,4.0,17.1,8.5,3.3,0.9,0.5,0.0,0.9,0.444,0.314,0.741,2023
Mo Bamba,C,24.0,49.0,7.0,15.7,6.6,4.6,0.9,0.3,0.9,0.6,0.485,0.387,0.661,2023
Mo Bamba,C,24.0,40.0,6.0,17.0,7.3,4.6,1.1,0.3,1.0,0.6,0.495,0.398,0.686,2023
Drew Eubanks,C,25.0,78.0,28.0,20.3,6.6,5.4,1.3,0.5,1.3,0.9,0.641,0.389,0.664,2023
Jordan Goodwin,PG,24.0,62.0,7.0,17.8,6.6,3.3,2.7,0.9,0.4,0.9,0.448,0.322,0.768,2023
Jock Landale,C,27.0,69.0,4.0,14.2,6.6,4.1,1.0,0.2,0.4,0.9,0.528,0.25,0.752,2023
Nassir Little,SF,22.0,54.0,4.0,18.1,6.6,2.6,0.9,0.4,0.4,0.7,0.442,0.367,0.717,2023
Brandon Boston Jr.,SF,21.0,22.0,1.0,11.3,6.5,1.4,0.9,0.4,0.0,0.5,0.418,0.414,0.763,2023
Luka Garza,C,24.0,28.0,0.0,8.7,6.5,2.3,0.6,0.1,0.1,0.5,0.543,0.359,0.788,2023
Dario Šarić,C,28.0,57.0,12.0,14.1,6.4,3.6,1.3,0.4,0.1,1.0,0.458,0.391,0.829,2023
Dario Šarić,PF,28.0,37.0,12.0,14.4,5.8,3.8,1.5,0.4,0.1,1.0,0.427,0.391,0.818,2023
Dario Šarić,C,28.0,20.0,0.0,13.7,7.4,3.3,0.9,0.4,0.1,1.0,0.515,0.391,0.844,2023
R.J. Hampton,SG,21.0,47.0,3.0,16.0,6.4,1.9,1.1,0.6,0.2,0.9,0.43,0.353,0.75,2023
R.J. Hampton,SG,21.0,26.0,0.0,13.9,5.7,1.5,1.3,0.6,0.2,0.8,0.439,0.34,0.838,2023
R.J. Hampton,SG,21.0,21.0,3.0,18.5,7.3,2.3,1.0,0.5,0.2,1.0,0.423,0.365,0.667,2023
JaMychal Green,PF,32.0,57.0,1.0,14.0,6.4,3.6,0.9,0.4,0.4,0.9,0.54,0.378,0.776,2023
Sam Hauser,SF,25.0,80.0,8.0,16.1,6.4,2.6,0.9,0.4,0.3,0.4,0.455,0.418,0.706,2023
Isaac Okoro,SF,22.0,76.0,46.0,21.7,6.4,2.5,1.1,0.7,0.4,0.6,0.494,0.363,0.757,2023
Duncan Robinson,SF,28.0,42.0,1.0,16.5,6.4,1.6,1.1,0.3,0.0,0.7,0.371,0.328,0.906,2023
Goran Dragić,PG,36.0,58.0,0.0,15.0,6.3,1.4,2.6,0.2,0.1,1.1,0.421,0.359,0.689,2023
Goran Dragić,PG,36.0,51.0,0.0,15.4,6.4,1.4,2.7,0.2,0.1,1.1,0.425,0.352,0.659,2023
Simone Fontecchio,SF,27.0,52.0,6.0,14.7,6.3,1.7,0.8,0.3,0.2,0.8,0.369,0.33,0.795,2023
Patrick Beverley,SG,34.0,67.0,67.0,27.1,6.2,3.7,2.9,0.9,0.6,0.9,0.4,0.335,0.723,2023
Patrick Beverley,SG,34.0,45.0,45.0,26.9,6.4,3.1,2.6,0.9,0.6,0.9,0.402,0.348,0.78,2023
Patrick Beverley,PG,34.0,22.0,22.0,27.5,5.8,4.9,3.5,1.0,0.7,0.8,0.395,0.309,0.533,2023
Nickeil Alexander-Walker,SG,24.0,59.0,3.0,15.0,6.2,1.7,1.8,0.5,0.4,0.9,0.444,0.384,0.667,2023
Nickeil Alexander-Walker,SG,24.0,36.0,3.0,14.7,6.3,1.6,2.1,0.7,0.4,1.3,0.488,0.402,0.692,2023
Nickeil Alexander-Walker,SG,24.0,23.0,0.0,15.5,5.9,1.8,1.4,0.3,0.3,0.4,0.384,0.361,0.619,2023
Patty Mills,PG,34.0,40.0,2.0,14.2,6.2,1.1,1.4,0.4,0.1,0.8,0.411,0.366,0.833,2023
Sandro Mamukelashvili,C,23.0,43.0,7.0,15.3,6.1,4.3,1.4,0.3,0.3,0.8,0.422,0.303,0.684,2023
Sandro Mamukelashvili,C,23.0,24.0,0.0,9.0,2.4,2.3,0.7,0.2,0.2,0.4,0.328,0.219,0.667,2023
Mike Muscala,C,31.0,63.0,9.0,15.0,6.1,3.2,0.8,0.2,0.4,0.4,0.449,0.391,0.769,2023
Mike Muscala,C,31.0,43.0,5.0,14.5,6.2,3.1,0.9,0.3,0.4,0.3,0.438,0.394,0.795,2023
Mike Muscala,C,31.0,20.0,4.0,16.2,5.9,3.4,0.6,0.2,0.3,0.5,0.472,0.385,0.692,2023
Nicolas Batum,PF,34.0,78.0,19.0,21.9,6.1,3.8,1.6,0.7,0.6,0.6,0.42,0.391,0.708,2023
Oshae Brissett,PF,24.0,65.0,2.0,16.7,6.1,3.4,0.7,0.5,0.2,0.5,0.386,0.31,0.717,2023
Evan Fournier,SG,30.0,27.0,7.0,17.0,6.1,1.8,1.3,0.6,0.1,0.8,0.337,0.307,0.857,2023
Saben Lee,PG,23.0,25.0,1.0,14.9,6.0,1.8,2.7,0.8,0.0,1.0,0.405,0.367,0.737,2023
Saben Lee,PG,23.0,23.0,1.0,15.8,6.3,2.0,2.8,0.8,0.0,0.9,0.393,0.379,0.737,2023
Robert Covington,PF,32.0,48.0,0.0,16.2,6.0,3.5,1.2,0.8,0.7,0.7,0.445,0.397,0.75,2023
Andre Drummond,C,29.0,67.0,0.0,12.7,6.0,6.6,0.5,0.7,0.4,1.1,0.606,0.0,0.536,2023
Maxi Kleber,PF,31.0,37.0,5.0,25.1,5.9,3.6,1.4,0.3,0.8,0.7,0.456,0.348,0.711,2023
Jaylin Williams,C,20.0,49.0,36.0,18.7,5.9,4.9,1.6,0.6,0.2,0.8,0.436,0.407,0.704,2023
Josh Christopher,SG,21.0,64.0,2.0,12.3,5.8,1.1,1.1,0.5,0.2,0.9,0.465,0.236,0.75,2023
Johnny Davis,SG,20.0,28.0,5.0,15.1,5.8,2.3,1.0,0.4,0.3,0.6,0.386,0.243,0.519,2023
Stanley Johnson,SF,26.0,30.0,0.0,15.6,5.8,3.2,2.2,0.5,0.2,1.1,0.533,0.45,0.667,2023
Charles Bassey,C,22.0,35.0,2.0,14.5,5.7,5.5,1.4,0.5,0.9,1.2,0.644,0.375,0.595,2023
Rodney McGruder,SG,31.0,32.0,12.0,16.4,5.7,2.3,0.9,0.5,0.0,0.3,0.408,0.423,0.818,2023
Ziaire Williams,SF,21.0,37.0,4.0,15.2,5.7,2.1,0.9,0.4,0.2,1.0,0.429,0.258,0.773,2023
James Bouknight,SG,22.0,34.0,0.0,15.1,5.6,2.1,1.2,0.4,0.1,0.9,0.358,0.303,0.667,2023
Alex Caruso,PG,28.0,67.0,36.0,23.5,5.6,2.9,2.9,1.5,0.7,1.1,0.455,0.364,0.808,2023
Montrezl Harrell,C,29.0,57.0,7.0,11.9,5.6,2.8,0.6,0.3,0.4,0.6,0.598,0.0,0.693,2023
Jalen Johnson,SF,21.0,70.0,6.0,14.9,5.6,4.0,1.2,0.5,0.5,0.6,0.491,0.288,0.628,2023
Davion Mitchell,PG,24.0,80.0,9.0,18.1,5.6,1.3,2.3,0.6,0.2,0.8,0.454,0.32,0.806,2023
Payton Pritchard,PG,25.0,48.0,3.0,13.4,5.6,1.8,1.3,0.3,0.0,0.8,0.412,0.364,0.75,2023
Derrick Rose,PG,34.0,27.0,0.0,12.5,5.6,1.5,1.7,0.3,0.2,0.8,0.384,0.302,0.917,2023
Yuta Watanabe,SF,28.0,58.0,1.0,16.0,5.6,2.4,0.8,0.4,0.3,0.4,0.491,0.444,0.723,2023
Wenyen Gabriel,C,25.0,68.0,2.0,15.1,5.5,4.2,0.5,0.4,0.5,0.7,0.596,0.278,0.619,2023
Bryce McGowens,SG,20.0,46.0,7.0,17.1,5.3,2.0,1.2,0.3,0.1,0.9,0.396,0.325,0.75,2023
Lamar Stevens,SF,25.0,62.0,25.0,18.1,5.3,3.3,0.5,0.4,0.3,0.4,0.448,0.316,0.702,2023
Dewayne Dedmon,C,33.0,38.0,1.0,11.2,5.2,3.5,0.7,0.2,0.5,0.7,0.51,0.308,0.673,2023
Dewayne Dedmon,C,33.0,30.0,0.0,11.7,5.7,3.6,0.5,0.2,0.5,0.6,0.496,0.297,0.727,2023
Darius Bazley,C,22.0,43.0,1.0,14.3,5.2,3.2,0.9,0.5,0.8,0.6,0.454,0.377,0.543,2023
Darius Bazley,C,22.0,36.0,1.0,15.4,5.4,3.4,0.9,0.5,0.8,0.6,0.449,0.4,0.554,2023
Rudy Gay,PF,36.0,56.0,0.0,14.6,5.2,2.9,1.0,0.3,0.3,0.7,0.38,0.254,0.857,2023
Javonte Green,SF,29.0,32.0,1.0,15.0,5.2,2.8,0.7,0.8,0.7,0.6,0.565,0.371,0.667,2023
Zeke Nnaji,PF,22.0,53.0,5.0,13.7,5.2,2.6,0.3,0.3,0.4,0.6,0.561,0.262,0.645,2023
Ricky Rubio,PG,32.0,33.0,2.0,17.2,5.2,2.1,3.5,0.8,0.2,0.9,0.343,0.256,0.8,2023
Lindy Waters III,SG,25.0,41.0,0.0,13.0,5.2,1.8,0.7,0.3,0.3,0.2,0.393,0.358,0.8,2023
MarJon Beauchamp,SF,22.0,52.0,11.0,13.5,5.1,2.2,0.7,0.4,0.1,0.9,0.395,0.331,0.73,2023
DeAndre Jordan,C,34.0,39.0,8.0,15.0,5.1,5.2,0.9,0.3,0.6,1.2,0.765,1.0,0.458,2023
John Konchar,SF,26.0,72.0,23.0,20.8,5.1,4.3,1.4,1.1,0.3,0.5,0.431,0.339,0.778,2023
George Hill,SG,36.0,46.0,1.0,18.1,5.0,1.8,2.4,0.6,0.1,0.7,0.47,0.358,0.764,2023
George Hill,PG,36.0,35.0,0.0,19.1,5.0,1.9,2.5,0.5,0.1,0.8,0.447,0.311,0.739,2023
Vlatko Čančar,PF,25.0,60.0,9.0,14.8,5.0,2.1,1.3,0.4,0.2,0.6,0.476,0.374,0.927,2023
Isaiah Hartenstein,C,24.0,82.0,8.0,19.8,5.0,6.5,1.2,0.6,0.8,0.8,0.535,0.216,0.676,2023
Jaxson Hayes,C,22.0,47.0,2.0,13.0,5.0,2.8,0.7,0.4,0.4,0.7,0.551,0.103,0.699,2023
Derrick Jones Jr.,PF,25.0,64.0,0.0,14.0,5.0,2.4,0.5,0.5,0.6,0.4,0.5,0.338,0.738,2023
Kenneth Lofton Jr.,PF,20.0,24.0,1.0,7.3,5.0,2.1,0.8,0.2,0.1,0.5,0.527,0.353,0.593,2023
Blake Wesley,SG,19.0,37.0,1.0,18.1,5.0,2.2,2.6,0.7,0.1,1.8,0.321,0.385,0.591,2023
