Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Joel Embiid,C,25.0,51.0,51.0,29.5,23.0,11.6,3.0,0.9,1.3,3.1,0.477,0.331,0.807,2020
Pascal Siakam,PF,25.0,60.0,60.0,35.2,22.9,7.3,3.5,1.0,0.9,2.5,0.453,0.359,0.792,2020
Zion Williamson,PF,19.0,24.0,24.0,27.8,22.5,6.3,2.1,0.7,0.4,2.5,0.583,0.429,0.64,2020
CJ McCollum,SG,28.0,70.0,70.0,36.5,22.2,4.2,4.4,0.8,0.6,1.8,0.451,0.379,0.757,2020
DeMar DeRozan,SF,30.0,68.0,68.0,34.1,22.1,5.5,5.6,1.0,0.3,2.4,0.531,0.257,0.845,2020
Andrew Wiggins,SF,24.0,54.0,54.0,34.4,21.8,5.1,3.7,0.8,1.0,2.4,0.447,0.332,0.709,2020
Andrew Wiggins,SF,24.0,42.0,42.0,34.6,22.4,5.2,3.7,0.7,0.9,2.5,0.444,0.331,0.72,2020
John Collins,PF,22.0,41.0,41.0,33.2,21.6,10.1,1.5,0.8,1.6,1.8,0.583,0.401,0.8,2020
Paul George,SF,29.0,48.0,48.0,29.6,21.5,5.7,3.9,1.4,0.4,2.6,0.439,0.412,0.876,2020
De'Aaron Fox,PG,22.0,51.0,49.0,32.0,21.1,3.8,6.8,1.5,0.5,3.1,0.48,0.292,0.705,2020
Khris Middleton,SF,28.0,62.0,59.0,29.9,20.9,6.2,4.3,0.9,0.1,2.2,0.497,0.415,0.916,2020
Collin Sexton,PG,21.0,65.0,65.0,33.0,20.8,3.1,3.0,1.0,0.1,2.4,0.472,0.38,0.846,2020
Spencer Dinwiddie,PG,26.0,64.0,49.0,31.2,20.6,3.5,6.8,0.6,0.3,2.7,0.415,0.308,0.778,2020
Kristaps Porziņģis,C,24.0,57.0,57.0,31.8,20.4,9.5,1.8,0.7,2.0,1.6,0.427,0.352,0.799,2020
Kemba Walker,PG,29.0,56.0,56.0,31.1,20.4,3.9,4.8,0.9,0.5,2.1,0.425,0.381,0.864,2020
Jaylen Brown,SG,23.0,57.0,57.0,33.9,20.3,6.4,2.1,1.1,0.4,2.2,0.481,0.382,0.724,2020
Bojan Bogdanović,SF,30.0,63.0,63.0,33.1,20.2,4.1,2.1,0.5,0.1,2.5,0.447,0.414,0.903,2020
Jimmy Butler,SF,30.0,58.0,58.0,33.8,19.9,6.7,6.0,1.8,0.6,2.2,0.455,0.244,0.834,2020
Nikola Jokić,C,24.0,73.0,73.0,32.0,19.9,9.7,7.0,1.2,0.6,3.1,0.528,0.314,0.817,2020
T.J. Warren,SF,26.0,67.0,67.0,32.9,19.8,4.2,1.5,1.2,0.5,1.3,0.536,0.403,0.819,2020
Tobias Harris,PF,27.0,72.0,72.0,34.3,19.6,6.9,3.2,0.7,0.6,1.4,0.471,0.367,0.806,2020
Nikola Vučević,C,29.0,62.0,62.0,32.2,19.6,10.9,3.6,0.9,0.8,1.4,0.477,0.339,0.784,2020
Julius Randle,PF,25.0,64.0,64.0,32.5,19.5,9.7,3.1,0.8,0.3,3.0,0.46,0.277,0.733,2020
Kyle Lowry,PG,33.0,58.0,58.0,36.2,19.4,5.0,7.5,1.4,0.4,3.1,0.416,0.352,0.857,2020
Buddy Hield,SG,27.0,72.0,44.0,30.8,19.2,4.6,3.0,0.9,0.2,2.3,0.429,0.394,0.846,2020
Jrue Holiday,SG,29.0,61.0,61.0,34.7,19.1,4.8,6.7,1.6,0.8,3.0,0.455,0.353,0.709,2020
Shai Gilgeous-Alexander,SG,21.0,70.0,70.0,34.7,19.0,5.9,3.3,1.1,0.7,1.9,0.471,0.347,0.807,2020
LaMarcus Aldridge,C,34.0,53.0,53.0,33.1,18.9,7.4,2.4,0.7,1.6,1.4,0.493,0.389,0.827,2020
Dennis Schröder,PG,26.0,65.0,2.0,30.8,18.9,3.6,4.0,0.7,0.2,2.6,0.469,0.385,0.839,2020
Danilo Gallinari,PF,31.0,62.0,62.0,29.6,18.7,5.2,1.9,0.7,0.1,1.2,0.438,0.405,0.893,2020
Caris LeVert,SG,25.0,45.0,31.0,29.6,18.7,4.2,4.4,1.2,0.2,2.6,0.425,0.364,0.711,2020
Kelly Oubre Jr.,SF,24.0,56.0,55.0,34.5,18.7,6.4,1.5,1.3,0.7,1.5,0.452,0.352,0.78,2020
Montrezl Harrell,C,26.0,63.0,2.0,27.8,18.6,7.1,1.7,0.6,1.1,1.7,0.58,0.0,0.658,2020
Evan Fournier,SF,27.0,66.0,66.0,31.5,18.5,2.6,3.2,1.1,0.2,1.9,0.467,0.399,0.818,2020
Jamal Murray,PG,22.0,59.0,59.0,32.3,18.5,4.0,4.8,1.1,0.3,2.2,0.456,0.346,0.881,2020
Domantas Sabonis,PF,23.0,62.0,62.0,34.8,18.5,12.4,5.0,0.8,0.5,2.7,0.54,0.254,0.723,2020
Deandre Ayton,C,21.0,38.0,32.0,32.5,18.2,11.5,1.9,0.7,1.5,2.1,0.546,0.231,0.753,2020
Devonte' Graham,PG,24.0,63.0,53.0,35.1,18.2,3.4,7.5,1.0,0.2,2.9,0.382,0.373,0.82,2020
Lou Williams,PG,33.0,65.0,8.0,28.7,18.2,3.1,5.6,0.7,0.2,2.8,0.418,0.352,0.861,2020
Derrick Rose,PG,31.0,50.0,15.0,26.0,18.1,2.4,5.6,0.8,0.3,2.5,0.49,0.306,0.871,2020
Terry Rozier,PG,25.0,63.0,63.0,34.3,18.0,4.4,4.1,1.0,0.2,2.2,0.423,0.407,0.874,2020
Ja Morant,PG,20.0,67.0,67.0,31.0,17.8,3.9,7.3,0.9,0.3,3.3,0.477,0.335,0.776,2020
Andre Drummond,C,26.0,57.0,56.0,33.0,17.7,15.2,2.7,1.9,1.6,3.6,0.533,0.143,0.575,2020
Andre Drummond,C,26.0,49.0,48.0,33.8,17.8,15.8,2.8,2.0,1.7,3.6,0.53,0.048,0.584,2020
Kevin Love,PF,31.0,56.0,56.0,31.8,17.6,9.8,3.2,0.6,0.3,2.5,0.45,0.374,0.854,2020
Chris Paul,PG,34.0,70.0,70.0,31.5,17.6,5.0,6.7,1.6,0.2,2.3,0.489,0.365,0.907,2020
Fred VanVleet,SG,25.0,54.0,54.0,35.7,17.6,3.8,6.6,1.9,0.3,2.2,0.413,0.39,0.848,2020
Gordon Hayward,SF,29.0,52.0,52.0,33.5,17.5,6.7,4.1,0.7,0.4,1.8,0.5,0.383,0.855,2020
Jaren Jackson Jr.,C,20.0,57.0,57.0,28.5,17.4,4.6,1.4,0.7,1.6,1.7,0.469,0.394,0.747,2020
Marcus Morris,PF,30.0,62.0,62.0,31.2,16.7,5.0,1.4,0.8,0.5,1.6,0.438,0.408,0.823,2020
Marcus Morris,SF,30.0,43.0,43.0,32.3,19.6,5.4,1.4,0.8,0.4,1.7,0.442,0.439,0.823,2020
Malcolm Brogdon,PG,27.0,54.0,54.0,30.9,16.5,4.9,7.1,0.6,0.2,2.4,0.438,0.326,0.892,2020
Ben Simmons,PG,23.0,57.0,57.0,35.4,16.4,7.8,8.0,2.1,0.6,3.5,0.58,0.286,0.621,2020
Dillon Brooks,SG,24.0,73.0,73.0,28.9,16.2,3.3,2.1,0.9,0.4,1.7,0.407,0.358,0.808,2020
Goran Dragić,PG,33.0,59.0,3.0,28.2,16.2,3.2,5.1,0.7,0.2,2.4,0.441,0.367,0.776,2020
Norman Powell,SG,26.0,52.0,26.0,28.4,16.0,3.7,1.8,1.2,0.4,1.5,0.495,0.399,0.843,2020
Bam Adebayo,PF,22.0,72.0,72.0,33.6,15.9,10.2,5.1,1.1,1.3,2.8,0.557,0.143,0.691,2020
Tim Hardaway Jr.,SG,27.0,71.0,58.0,29.5,15.8,3.3,1.9,0.6,0.1,1.0,0.434,0.398,0.819,2020
Luke Kennard,SG,23.0,28.0,25.0,32.9,15.8,3.5,4.1,0.4,0.2,1.5,0.442,0.399,0.893,2020
Hassan Whiteside,C,30.0,67.0,61.0,30.0,15.5,13.5,1.2,0.4,2.9,1.8,0.621,0.571,0.686,2020
Carmelo Anthony,PF,35.0,58.0,58.0,32.8,15.4,6.3,1.5,0.8,0.5,1.7,0.43,0.385,0.845,2020
Dāvis Bertāns,PF,27.0,54.0,4.0,29.3,15.4,4.5,1.7,0.7,0.6,1.1,0.434,0.424,0.852,2020
Serge Ibaka,C,30.0,55.0,27.0,27.0,15.4,8.2,1.4,0.5,0.8,2.0,0.512,0.385,0.718,2020
Kendrick Nunn,PG,24.0,67.0,67.0,29.3,15.3,2.7,3.3,0.8,0.2,1.7,0.439,0.35,0.85,2020
JJ Redick,SG,35.0,60.0,36.0,26.4,15.3,2.5,2.0,0.3,0.2,1.3,0.453,0.453,0.892,2020
Jordan Clarkson,SG,27.0,71.0,2.0,24.0,15.2,2.6,1.9,0.6,0.2,1.4,0.454,0.368,0.836,2020
Jordan Clarkson,SG,27.0,29.0,0.0,23.0,14.6,2.4,2.4,0.6,0.3,1.3,0.442,0.371,0.884,2020
Jordan Clarkson,SG,27.0,42.0,2.0,24.7,15.6,2.8,1.6,0.7,0.2,1.4,0.462,0.366,0.785,2020
Will Barton,SF,29.0,58.0,58.0,33.0,15.1,6.3,3.7,1.1,0.5,1.5,0.45,0.375,0.767,2020
Bogdan Bogdanović,SG,27.0,61.0,28.0,29.0,15.1,3.4,3.4,1.0,0.2,1.7,0.44,0.372,0.741,2020
Rudy Gobert,C,27.0,68.0,68.0,34.3,15.1,13.5,1.5,0.8,2.0,1.9,0.693,,0.63,2020
Alec Burks,SF,28.0,66.0,19.0,26.6,15.0,4.3,2.9,0.9,0.3,1.4,0.418,0.385,0.887,2020
Alec Burks,SF,28.0,48.0,18.0,29.0,16.1,4.7,3.1,1.0,0.4,1.6,0.406,0.375,0.897,2020
Eric Bledsoe,PG,30.0,61.0,61.0,27.0,14.9,4.6,5.4,0.9,0.4,2.4,0.475,0.344,0.79,2020
Jonas Valančiūnas,C,27.0,70.0,70.0,26.4,14.9,11.3,1.9,0.4,1.1,1.8,0.585,0.352,0.74,2020
Lauri Markkanen,PF,22.0,50.0,50.0,29.8,14.7,6.3,1.5,0.8,0.5,1.6,0.425,0.344,0.824,2020
Terrence Ross,SG,28.0,69.0,0.0,27.4,14.7,3.2,1.2,1.1,0.3,1.0,0.403,0.351,0.853,2020
Harrison Barnes,PF,27.0,72.0,72.0,34.5,14.5,4.9,2.2,0.6,0.2,1.2,0.46,0.381,0.801,2020
Joe Harris,SF,28.0,69.0,69.0,30.8,14.5,4.3,2.1,0.6,0.2,1.5,0.486,0.424,0.719,2020
Mike Conley,PG,32.0,47.0,41.0,29.0,14.4,3.2,4.4,0.8,0.1,2.0,0.409,0.375,0.827,2020
Aaron Gordon,PF,24.0,62.0,62.0,32.5,14.4,7.7,3.7,0.8,0.6,1.6,0.437,0.308,0.674,2020
Eric Gordon,SF,31.0,36.0,15.0,28.2,14.4,2.0,1.5,0.6,0.4,1.2,0.369,0.317,0.766,2020
RJ Barrett,SG,19.0,56.0,55.0,30.4,14.3,5.0,2.6,1.0,0.3,2.2,0.402,0.32,0.614,2020
Jabari Parker,PF,24.0,38.0,23.0,24.1,14.0,5.6,1.8,1.2,0.4,1.7,0.51,0.269,0.753,2020
Jabari Parker,PF,24.0,32.0,23.0,26.2,15.0,6.0,1.8,1.3,0.5,1.9,0.504,0.27,0.736,2020
Eric Paschall,PF,23.0,60.0,26.0,27.6,14.0,4.6,2.1,0.5,0.2,1.6,0.497,0.287,0.774,2020
Clint Capela,C,25.0,39.0,39.0,32.8,13.9,13.8,1.2,0.8,1.8,1.6,0.629,,0.529,2020
Josh Richardson,SG,26.0,55.0,53.0,30.8,13.7,3.2,2.9,0.9,0.7,1.9,0.43,0.341,0.809,2020
Rui Hachimura,PF,21.0,48.0,48.0,30.1,13.5,6.1,1.8,0.8,0.2,1.1,0.466,0.287,0.829,2020
Tyler Herro,SG,20.0,55.0,8.0,27.4,13.5,4.1,2.2,0.6,0.2,1.6,0.428,0.389,0.87,2020
Duncan Robinson,SG,25.0,73.0,68.0,29.7,13.5,3.2,1.4,0.5,0.3,1.0,0.47,0.446,0.931,2020
Thomas Bryant,C,22.0,46.0,36.0,24.9,13.2,7.2,1.8,0.5,1.1,1.2,0.581,0.407,0.741,2020
Coby White,PG,19.0,65.0,1.0,25.8,13.2,3.5,2.7,0.8,0.1,1.7,0.394,0.354,0.791,2020
Christian Wood,PF,24.0,62.0,12.0,21.4,13.1,6.3,1.0,0.5,0.9,1.4,0.567,0.386,0.744,2020
Miles Bridges,SF,21.0,65.0,64.0,30.7,13.0,5.6,1.8,0.6,0.7,1.5,0.424,0.33,0.809,2020
Ricky Rubio,PG,29.0,65.0,65.0,31.0,13.0,4.7,8.8,1.4,0.2,2.7,0.415,0.361,0.863,2020
Marcus Smart,SG,25.0,60.0,40.0,32.0,12.9,3.8,4.9,1.7,0.5,1.7,0.375,0.347,0.836,2020
Kyle Kuzma,PF,24.0,61.0,9.0,25.0,12.8,4.5,1.3,0.5,0.4,1.5,0.436,0.316,0.735,2020
Damion Lee,SG,27.0,49.0,36.0,29.0,12.7,4.9,2.7,1.0,0.1,1.4,0.417,0.356,0.873,2020
Jeremy Lamb,SG,27.0,46.0,42.0,28.1,12.5,4.3,2.1,1.2,0.5,1.1,0.451,0.335,0.836,2020
Robert Covington,C,29.0,70.0,68.0,30.5,12.4,6.6,1.3,1.6,1.3,1.5,0.422,0.335,0.798,2020
Robert Covington,PF,29.0,48.0,47.0,29.4,12.8,6.0,1.2,1.7,0.9,1.5,0.435,0.346,0.798,2020
Robert Covington,C,29.0,22.0,21.0,33.0,11.6,8.0,1.5,1.6,2.2,1.4,0.392,0.315,0.8,2020
Seth Curry,SG,29.0,64.0,25.0,24.6,12.4,2.3,1.9,0.6,0.1,1.0,0.495,0.452,0.825,2020
Darius Garland,SG,20.0,59.0,59.0,30.9,12.3,1.9,3.9,0.7,0.1,2.6,0.401,0.355,0.875,2020
Richaun Holmes,C,26.0,44.0,38.0,28.2,12.3,8.1,1.0,0.9,1.3,1.2,0.648,,0.788,2020
De'Andre Hunter,SF,22.0,63.0,62.0,32.0,12.3,4.5,1.8,0.7,0.3,1.6,0.41,0.355,0.764,2020
Kevin Huerter,SG,21.0,56.0,48.0,31.4,12.2,4.1,3.8,0.9,0.5,1.6,0.413,0.38,0.828,2020
Isaiah Thomas,PG,30.0,40.0,37.0,23.1,12.2,1.7,3.7,0.3,0.2,1.9,0.408,0.413,0.816,2020
P.J. Washington,PF,21.0,58.0,57.0,30.3,12.2,5.4,2.1,0.9,0.8,1.6,0.455,0.374,0.647,2020
Brandon Clarke,PF,23.0,58.0,4.0,22.4,12.1,5.9,1.4,0.6,0.8,0.9,0.618,0.359,0.759,2020
Markelle Fultz,PG,21.0,72.0,60.0,27.7,12.1,3.3,5.1,1.3,0.2,2.0,0.465,0.267,0.73,2020
Taurean Prince,PF,25.0,64.0,61.0,29.0,12.1,6.0,1.8,0.9,0.4,2.0,0.376,0.339,0.798,2020
Myles Turner,C,23.0,62.0,62.0,29.5,12.1,6.6,1.2,0.7,2.1,1.4,0.457,0.344,0.751,2020
Jerami Grant,PF,25.0,71.0,24.0,26.6,12.0,3.5,1.2,0.7,0.8,0.9,0.478,0.389,0.75,2020
Brook Lopez,C,31.0,68.0,67.0,26.7,12.0,4.6,1.5,0.7,2.4,1.0,0.435,0.314,0.836,2020
Tristan Thompson,C,28.0,57.0,51.0,30.2,12.0,10.1,2.1,0.6,0.9,1.8,0.512,0.391,0.615,2020
Reggie Jackson,PG,29.0,31.0,16.0,24.0,11.9,3.0,4.1,0.4,0.2,1.6,0.411,0.393,0.833,2020
Al Horford,C,33.0,67.0,61.0,30.2,11.9,6.8,4.0,0.8,0.9,1.2,0.45,0.35,0.763,2020
Jonathan Isaac,PF,22.0,34.0,32.0,28.8,11.9,6.8,1.4,1.6,2.3,1.4,0.47,0.34,0.779,2020
Lonzo Ball,PG,22.0,63.0,54.0,32.1,11.8,6.1,7.0,1.4,0.6,3.1,0.403,0.375,0.566,2020
Glenn Robinson III,SF,26.0,62.0,52.0,28.8,11.7,4.4,1.5,0.9,0.3,0.9,0.486,0.391,0.86,2020
Glenn Robinson III,SF,26.0,48.0,48.0,31.6,12.9,4.7,1.8,0.9,0.3,1.0,0.481,0.4,0.851,2020
Patty Mills,PG,31.0,66.0,1.0,22.5,11.6,1.6,1.8,0.8,0.1,0.8,0.431,0.382,0.866,2020
Paul Millsap,PF,34.0,51.0,48.0,24.3,11.6,5.7,1.6,0.9,0.6,1.4,0.482,0.435,0.816,2020
Jordan McRae,SG,28.0,37.0,4.0,21.2,11.5,3.4,2.5,0.6,0.4,1.2,0.407,0.357,0.761,2020
Jordan McRae,SG,28.0,29.0,4.0,22.6,12.8,3.6,2.8,0.7,0.5,1.3,0.42,0.377,0.771,2020
Aron Baynes,C,33.0,42.0,28.0,22.2,11.5,5.6,1.6,0.2,0.5,1.2,0.48,0.351,0.747,2020
Nemanja Bjelica,PF,31.0,72.0,67.0,27.9,11.5,6.4,2.8,0.9,0.6,1.4,0.481,0.419,0.821,2020
Wendell Carter Jr.,C,20.0,43.0,43.0,29.2,11.3,9.4,1.2,0.8,0.8,1.7,0.534,0.207,0.737,2020
Derrick White,SG,25.0,68.0,20.0,24.7,11.3,3.3,3.5,0.6,0.9,1.3,0.458,0.366,0.853,2020
Malik Beasley,SG,23.0,55.0,14.0,22.0,11.2,2.7,1.4,0.7,0.1,1.0,0.425,0.388,0.818,2020
Malik Beasley,SG,23.0,41.0,0.0,18.2,7.9,1.9,1.2,0.8,0.1,0.9,0.389,0.36,0.868,2020
Bryn Forbes,SG,26.0,63.0,62.0,25.1,11.2,2.0,1.7,0.5,0.0,0.9,0.417,0.388,0.833,2020
Jarrett Allen,C,21.0,70.0,64.0,26.5,11.1,9.6,1.6,0.6,1.3,1.1,0.649,0.0,0.633,2020
Cody Zeller,C,27.0,58.0,39.0,23.1,11.1,7.1,1.5,0.7,0.4,1.3,0.524,0.24,0.682,2020
Rodney Hood,SF,27.0,21.0,21.0,29.5,11.0,3.4,1.5,0.8,0.2,0.9,0.506,0.493,0.778,2020
Cedi Osman,SF,24.0,65.0,65.0,29.4,11.0,3.6,2.4,0.8,0.2,1.4,0.437,0.383,0.67,2020
Jeff Teague,PG,31.0,59.0,17.0,24.8,10.9,2.4,5.2,0.7,0.3,2.0,0.436,0.368,0.873,2020
Jeff Teague,PG,31.0,34.0,13.0,27.8,13.2,2.6,6.1,0.7,0.4,2.2,0.448,0.379,0.868,2020
Jeff Teague,PG,31.0,25.0,4.0,20.8,7.7,2.2,4.0,0.8,0.2,1.6,0.412,0.333,0.887,2020
Steven Adams,C,26.0,63.0,63.0,26.7,10.9,9.3,2.3,0.8,1.1,1.5,0.592,0.333,0.582,2020
Dejounte Murray,PG,23.0,66.0,58.0,25.6,10.9,5.8,4.1,1.7,0.3,1.9,0.462,0.369,0.798,2020
Ish Smith,PG,31.0,68.0,23.0,26.3,10.9,3.2,4.9,0.9,0.4,1.4,0.447,0.367,0.721,2020
Rudy Gay,PF,33.0,67.0,5.0,21.8,10.8,5.4,1.7,0.5,0.5,1.3,0.446,0.336,0.882,2020
Dario Šarić,PF,25.0,66.0,51.0,24.7,10.7,6.2,1.9,0.6,0.2,1.3,0.476,0.357,0.844,2020
OG Anunoby,SF,22.0,69.0,68.0,29.9,10.6,5.3,1.6,1.4,0.7,1.1,0.505,0.39,0.706,2020
Jae Crowder,SF,29.0,65.0,53.0,28.8,10.5,5.9,2.5,1.1,0.4,1.1,0.401,0.343,0.776,2020
Jae Crowder,SF,29.0,45.0,45.0,29.4,9.9,6.2,2.8,1.0,0.3,1.2,0.368,0.293,0.789,2020
Jae Crowder,PF,29.0,20.0,8.0,27.7,11.9,5.4,1.8,1.3,0.5,0.8,0.482,0.445,0.733,2020
D.J. Augustin,PG,32.0,57.0,13.0,24.9,10.5,2.1,4.6,0.6,0.0,1.5,0.399,0.348,0.89,2020
Danuel House Jr.,SF,26.0,63.0,52.0,30.4,10.5,4.2,1.3,1.1,0.5,0.9,0.427,0.363,0.811,2020
Cam Reddish,SF,20.0,58.0,34.0,26.7,10.5,3.7,1.5,1.1,0.5,1.7,0.384,0.332,0.802,2020
Troy Brown Jr.,SF,20.0,69.0,22.0,25.8,10.4,5.6,2.6,1.2,0.1,1.1,0.439,0.341,0.784,2020
Gary Harris,SG,25.0,56.0,55.0,31.8,10.4,2.9,2.1,1.4,0.3,1.1,0.42,0.333,0.815,2020
Shabazz Napier,PG,28.0,56.0,32.0,24.0,10.3,2.8,4.7,1.2,0.2,2.3,0.412,0.317,0.824,2020
Shabazz Napier,PG,28.0,36.0,22.0,23.8,9.6,3.1,5.2,1.1,0.2,2.1,0.403,0.296,0.818,2020
Shabazz Napier,PG,28.0,20.0,10.0,24.4,11.6,2.4,3.8,1.5,0.2,2.6,0.428,0.358,0.831,2020
Langston Galloway,SG,28.0,66.0,6.0,25.8,10.3,2.3,1.5,0.7,0.2,0.6,0.435,0.399,0.859,2020
Doug McDermott,PF,28.0,69.0,0.0,19.9,10.3,2.5,1.1,0.2,0.1,0.6,0.488,0.435,0.828,2020
Malik Monk,SG,21.0,55.0,1.0,21.3,10.3,2.9,2.1,0.5,0.3,1.4,0.434,0.284,0.82,2020
Garrett Temple,SG,33.0,62.0,35.0,27.9,10.3,3.5,2.5,0.8,0.5,1.0,0.378,0.329,0.805,2020
Thaddeus Young,PF,31.0,64.0,16.0,24.9,10.3,4.9,1.8,1.4,0.4,1.6,0.448,0.356,0.583,2020
Josh Hart,SF,24.0,65.0,16.0,27.0,10.1,6.5,1.7,1.0,0.4,1.2,0.423,0.342,0.739,2020
Ben McLemore,SF,26.0,71.0,23.0,22.8,10.1,2.2,0.8,0.6,0.2,0.7,0.444,0.4,0.746,2020
Larry Nance Jr.,PF,27.0,56.0,10.0,26.3,10.1,7.3,2.2,1.0,0.4,1.1,0.531,0.352,0.676,2020
Bobby Portis,PF,24.0,66.0,5.0,21.1,10.1,5.1,1.5,0.5,0.3,1.1,0.45,0.358,0.763,2020
Elfrid Payton,PG,25.0,45.0,36.0,27.7,10.0,4.7,7.2,1.6,0.4,2.1,0.439,0.203,0.57,2020
Kevin Porter Jr.,SF,19.0,50.0,3.0,23.2,10.0,3.2,2.2,0.9,0.3,1.9,0.442,0.335,0.723,2020
Tomáš Satoranský,SG,28.0,65.0,64.0,28.9,9.9,3.9,5.4,1.2,0.1,2.0,0.43,0.322,0.876,2020
Joe Ingles,PF,32.0,72.0,45.0,29.7,9.8,3.9,5.2,0.9,0.2,2.0,0.445,0.399,0.787,2020
Furkan Korkmaz,SG,22.0,72.0,12.0,21.7,9.8,2.3,1.1,0.6,0.2,0.8,0.43,0.402,0.755,2020
Markieff Morris,PF,30.0,58.0,17.0,20.5,9.7,3.8,1.3,0.5,0.3,1.3,0.443,0.386,0.776,2020
Markieff Morris,PF,30.0,44.0,16.0,22.5,11.0,3.9,1.6,0.6,0.3,1.6,0.45,0.397,0.772,2020
Frank Kaminsky,C,26.0,39.0,13.0,19.9,9.7,4.5,1.9,0.4,0.3,0.9,0.45,0.331,0.678,2020
Mitchell Robinson,C,21.0,61.0,7.0,23.1,9.7,7.0,0.6,0.9,2.0,0.6,0.742,,0.568,2020
Dorian Finney-Smith,PF,26.0,71.0,68.0,29.9,9.5,5.7,1.6,0.6,0.5,1.0,0.466,0.376,0.722,2020
Aaron Holiday,PG,23.0,66.0,33.0,24.5,9.5,2.4,3.4,0.8,0.2,1.3,0.414,0.394,0.851,2020
Jeff Green,C,33.0,48.0,4.0,20.0,9.4,2.8,1.0,0.5,0.4,0.9,0.462,0.339,0.802,2020
Jeff Green,PF,33.0,30.0,2.0,18.4,7.8,2.7,0.7,0.4,0.3,0.9,0.385,0.327,0.778,2020
George Hill,PG,33.0,59.0,2.0,21.5,9.4,3.0,3.1,0.8,0.1,1.0,0.516,0.46,0.842,2020
Shake Milton,SG,23.0,40.0,24.0,20.1,9.4,2.2,2.6,0.5,0.2,1.2,0.484,0.43,0.785,2020
Dwight Powell,C,28.0,40.0,37.0,26.5,9.4,5.7,1.5,0.9,0.6,0.9,0.638,0.256,0.667,2020
Kentavious Caldwell-Pope,SG,26.0,69.0,26.0,25.5,9.3,2.1,1.6,0.8,0.2,0.9,0.467,0.385,0.775,2020
Marquese Chriss,PF,22.0,59.0,21.0,20.3,9.3,6.2,1.9,0.7,1.1,1.3,0.545,0.205,0.769,2020
Michael Porter Jr.,SF,21.0,55.0,8.0,16.4,9.3,4.7,0.8,0.5,0.5,0.9,0.509,0.422,0.833,2020
Landry Shamet,SG,22.0,53.0,30.0,27.4,9.3,1.9,1.9,0.4,0.2,0.8,0.404,0.375,0.855,2020
Jarrett Culver,SG,20.0,63.0,35.0,23.9,9.2,3.4,1.7,0.9,0.6,1.3,0.404,0.299,0.462,2020
Donte DiVincenzo,SG,23.0,66.0,24.0,23.0,9.2,4.8,2.3,1.3,0.3,1.4,0.455,0.336,0.733,2020
