Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Karl-Anthony Towns,C,20.0,82.0,82.0,32.0,18.3,10.5,2.0,0.7,1.7,2.2,0.542,0.341,0.811,2016
Khris Middleton,SG,24.0,79.0,79.0,36.1,18.2,3.8,4.2,1.7,0.2,2.3,0.444,0.396,0.888,2016
Nikola Vučević,C,25.0,65.0,60.0,31.3,18.2,8.9,2.8,0.8,1.1,1.9,0.51,0.222,0.753,2016
LaMarcus Aldridge,PF,30.0,74.0,74.0,30.6,18.0,8.5,1.5,0.5,1.1,1.3,0.513,0.0,0.858,2016
Kobe Bryant,SF,37.0,66.0,66.0,28.2,17.6,3.7,2.8,0.9,0.2,2.0,0.358,0.285,0.826,2016
Jahlil Okafor,C,20.0,53.0,48.0,30.0,17.5,7.0,1.2,0.4,1.2,2.3,0.508,0.167,0.686,2016
Bradley Beal,SG,22.0,55.0,35.0,31.1,17.4,3.4,2.9,1.0,0.2,2.0,0.449,0.387,0.767,2016
Rudy Gay,SF,29.0,70.0,70.0,34.0,17.2,6.5,1.7,1.4,0.7,2.0,0.463,0.344,0.78,2016
Paul Millsap,PF,30.0,81.0,81.0,32.7,17.1,9.0,3.3,1.8,1.7,2.4,0.47,0.319,0.757,2016
Ryan Anderson,PF,27.0,66.0,7.0,30.4,17.0,6.0,1.1,0.6,0.4,1.4,0.427,0.366,0.873,2016
Giannis Antetokounmpo,PG,21.0,80.0,79.0,35.3,16.9,7.7,4.3,1.2,1.4,2.6,0.506,0.257,0.724,2016
Jrue Holiday,PG,25.0,65.0,23.0,28.2,16.8,3.0,6.0,1.4,0.3,2.6,0.439,0.336,0.843,2016
Marc Gasol,C,31.0,52.0,52.0,34.4,16.6,7.0,3.8,1.0,1.3,2.3,0.464,0.667,0.829,2016
Pau Gasol,C,35.0,72.0,72.0,31.8,16.5,11.0,4.1,0.6,2.0,2.3,0.469,0.348,0.792,2016
Derrick Favors,PF,24.0,62.0,59.0,32.0,16.4,8.1,1.5,1.2,1.5,1.7,0.515,0.0,0.709,2016
Derrick Rose,PG,27.0,66.0,66.0,31.8,16.4,3.4,4.7,0.7,0.2,2.7,0.427,0.293,0.793,2016
JJ Redick,SG,31.0,75.0,75.0,28.0,16.3,1.9,1.4,0.6,0.1,1.0,0.48,0.475,0.888,2016
Andre Drummond,C,22.0,81.0,81.0,32.9,16.2,14.8,0.8,1.5,1.4,1.9,0.521,0.333,0.355,2016
Kevin Love,PF,27.0,77.0,77.0,31.5,16.0,9.9,2.4,0.8,0.5,1.8,0.419,0.36,0.822,2016
Victor Oladipo,SG,23.0,72.0,52.0,33.0,16.0,4.8,3.9,1.6,0.8,2.1,0.438,0.348,0.83,2016
Jeff Teague,PG,27.0,79.0,78.0,28.5,15.7,2.7,5.9,1.2,0.3,2.8,0.439,0.401,0.837,2016
Jordan Clarkson,SG,23.0,79.0,79.0,32.3,15.5,4.0,2.4,1.1,0.1,1.7,0.433,0.347,0.804,2016
Evan Fournier,SF,23.0,79.0,71.0,32.5,15.4,2.8,2.7,1.2,0.0,1.7,0.462,0.4,0.836,2016
Mike Conley,PG,28.0,56.0,56.0,31.4,15.3,2.9,6.1,1.2,0.3,1.5,0.422,0.363,0.834,2016
Greg Monroe,C,25.0,79.0,67.0,29.3,15.3,8.8,2.3,0.9,0.8,1.6,0.522,0.0,0.74,2016
Zach Randolph,PF,34.0,68.0,53.0,29.6,15.3,7.8,2.1,0.6,0.2,1.5,0.475,0.231,0.796,2016
Lou Williams,SG,29.0,67.0,35.0,28.5,15.3,2.5,2.5,0.9,0.3,1.6,0.408,0.344,0.83,2016
Avery Bradley,SG,25.0,76.0,72.0,33.4,15.2,2.9,2.1,1.5,0.3,1.4,0.447,0.361,0.78,2016
Tyreke Evans,SG,26.0,25.0,25.0,30.6,15.2,5.2,6.6,1.3,0.3,2.9,0.433,0.388,0.796,2016
Eric Gordon,SG,27.0,45.0,44.0,32.9,15.2,2.2,2.7,1.0,0.3,1.6,0.418,0.384,0.888,2016
Al Horford,C,29.0,82.0,82.0,32.1,15.2,7.3,3.2,0.8,1.5,1.3,0.505,0.344,0.798,2016
Thaddeus Young,PF,27.0,73.0,73.0,33.0,15.1,9.0,1.9,1.5,0.5,1.9,0.514,0.233,0.644,2016
Nicolas Batum,SF,27.0,70.0,70.0,35.0,14.9,6.1,5.8,0.9,0.6,2.9,0.426,0.348,0.849,2016
Tobias Harris,PF,23.0,76.0,74.0,33.1,14.7,6.7,2.2,0.9,0.5,1.4,0.469,0.335,0.831,2016
Tobias Harris,PF,23.0,49.0,49.0,32.9,13.7,7.0,2.0,1.0,0.6,1.6,0.464,0.311,0.784,2016
Tobias Harris,PF,23.0,27.0,25.0,33.4,16.6,6.2,2.6,0.7,0.4,1.1,0.477,0.375,0.911,2016
Kentavious Caldwell-Pope,SG,22.0,76.0,76.0,36.7,14.5,3.7,1.8,1.4,0.2,1.4,0.42,0.309,0.811,2016
Rodney Hood,SG,23.0,79.0,79.0,32.2,14.5,3.4,2.7,0.9,0.2,1.6,0.42,0.359,0.86,2016
Will Barton,SG,25.0,82.0,1.0,28.7,14.4,5.8,2.5,0.9,0.5,1.7,0.432,0.345,0.806,2016
Kristaps Porziņģis,PF,20.0,72.0,72.0,28.4,14.3,7.3,1.3,0.7,1.9,1.7,0.421,0.333,0.838,2016
Jamal Crawford,SG,35.0,79.0,5.0,26.9,14.2,1.8,2.3,0.7,0.2,1.4,0.404,0.34,0.904,2016
Jae Crowder,SF,25.0,73.0,73.0,31.6,14.2,5.1,1.8,1.7,0.5,1.1,0.443,0.336,0.82,2016
Hassan Whiteside,C,26.0,73.0,43.0,29.1,14.2,11.8,0.4,0.6,3.7,1.9,0.606,,0.65,2016
Goran Dragić,PG,29.0,72.0,72.0,32.8,14.1,3.8,5.8,1.0,0.2,2.6,0.477,0.312,0.727,2016
Marcus Morris,SF,26.0,80.0,80.0,35.7,14.1,5.1,2.5,0.8,0.3,1.8,0.434,0.362,0.749,2016
Jabari Parker,PF,20.0,76.0,72.0,31.7,14.1,5.2,1.7,0.9,0.4,1.5,0.493,0.257,0.768,2016
Deron Williams,PG,31.0,65.0,63.0,32.4,14.1,2.9,5.8,0.9,0.2,2.3,0.414,0.344,0.869,2016
Darren Collison,PG,28.0,74.0,15.0,30.0,14.0,2.3,4.3,1.0,0.1,1.8,0.486,0.401,0.858,2016
Draymond Green,PF,25.0,81.0,81.0,34.7,14.0,9.5,7.4,1.5,1.4,3.2,0.49,0.388,0.696,2016
Zach LaVine,SG,20.0,82.0,33.0,28.0,14.0,2.8,3.1,0.8,0.2,1.9,0.452,0.389,0.793,2016
Devin Booker,SG,19.0,76.0,51.0,27.7,13.8,2.5,2.6,0.6,0.3,2.1,0.423,0.343,0.84,2016
Monta Ellis,SG,30.0,81.0,81.0,33.8,13.8,3.3,4.7,1.9,0.5,2.5,0.427,0.309,0.786,2016
Dwight Howard,C,30.0,71.0,71.0,32.1,13.7,11.8,1.4,1.0,1.6,2.3,0.62,0.0,0.489,2016
Chandler Parsons,SF,27.0,61.0,51.0,29.5,13.7,4.7,2.8,0.8,0.3,1.6,0.492,0.414,0.684,2016
Marcin Gortat,C,31.0,75.0,74.0,30.1,13.5,9.9,1.4,0.6,1.3,1.6,0.567,0.0,0.705,2016
Alec Burks,SG,24.0,31.0,3.0,25.7,13.3,3.5,2.0,0.6,0.1,1.6,0.41,0.405,0.752,2016
D'Angelo Russell,PG,19.0,80.0,48.0,28.2,13.2,3.4,3.3,1.2,0.2,2.5,0.41,0.351,0.737,2016
Arron Afflalo,SG,30.0,71.0,57.0,33.4,12.8,3.7,2.0,0.4,0.1,1.2,0.443,0.382,0.84,2016
Michael Beasley,PF,27.0,20.0,0.0,18.2,12.8,4.9,0.8,0.6,0.5,1.2,0.522,0.333,0.776,2016
Robert Covington,SF,25.0,67.0,49.0,28.4,12.8,6.3,1.4,1.6,0.6,2.1,0.385,0.353,0.791,2016
Jarrett Jack,PG,32.0,32.0,32.0,32.1,12.8,4.3,7.4,1.1,0.2,2.9,0.391,0.304,0.893,2016
Emmanuel Mudiay,PG,19.0,68.0,66.0,30.4,12.8,3.4,5.5,1.0,0.5,3.2,0.364,0.319,0.67,2016
Jonas Valančiūnas,C,23.0,60.0,59.0,26.0,12.8,9.1,0.7,0.4,1.3,1.4,0.565,,0.761,2016
Trevor Ariza,SF,30.0,81.0,81.0,35.3,12.7,4.5,2.3,2.0,0.3,1.4,0.416,0.371,0.783,2016
Enes Freedom,C,23.0,82.0,1.0,21.0,12.7,8.1,0.4,0.3,0.4,1.4,0.576,0.476,0.797,2016
DeAndre Jordan,C,27.0,77.0,77.0,33.7,12.7,13.8,1.2,0.7,2.3,1.4,0.703,0.0,0.43,2016
Ish Smith,PG,27.0,77.0,53.0,29.1,12.6,4.0,6.5,1.1,0.3,2.3,0.411,0.329,0.693,2016
Ish Smith,PG,27.0,27.0,3.0,22.9,8.9,3.4,5.7,0.9,0.2,1.7,0.43,0.303,0.767,2016
Ish Smith,PG,27.0,50.0,50.0,32.4,14.7,4.3,7.0,1.3,0.4,2.6,0.405,0.336,0.669,2016
Serge Ibaka,PF,26.0,78.0,78.0,32.1,12.6,6.8,0.8,0.5,1.9,1.4,0.479,0.326,0.752,2016
Kenneth Faried,PF,26.0,67.0,64.0,25.3,12.5,8.7,1.2,0.5,0.9,1.4,0.558,0.5,0.613,2016
Wesley Matthews,SF,29.0,78.0,78.0,33.9,12.5,3.1,1.9,1.0,0.2,1.0,0.388,0.36,0.863,2016
J.R. Smith,SG,30.0,77.0,77.0,30.7,12.4,2.8,1.7,1.1,0.3,0.8,0.415,0.4,0.634,2016
Luol Deng,PF,30.0,74.0,73.0,32.4,12.3,6.0,1.9,1.0,0.4,1.1,0.455,0.344,0.755,2016
Gary Harris,SG,21.0,76.0,76.0,32.1,12.3,2.9,1.9,1.3,0.2,1.3,0.469,0.354,0.82,2016
Joe Johnson,SF,34.0,81.0,81.0,33.4,12.2,3.6,3.9,0.8,0.0,2.0,0.439,0.383,0.831,2016
Joe Johnson,SF,34.0,57.0,57.0,33.9,11.8,3.9,4.1,0.7,0.0,2.0,0.406,0.371,0.852,2016
Joe Johnson,SF,34.0,24.0,24.0,32.0,13.4,2.8,3.6,0.9,0.1,1.8,0.518,0.417,0.765,2016
Mirza Teletović,PF,30.0,79.0,1.0,21.3,12.2,3.8,1.1,0.4,0.3,1.1,0.427,0.393,0.774,2016
George Hill,PG,29.0,74.0,73.0,34.1,12.1,4.0,3.5,1.1,0.2,1.4,0.441,0.408,0.76,2016
Markieff Morris,PF,26.0,64.0,45.0,25.5,12.0,5.5,1.9,0.9,0.5,2.1,0.425,0.303,0.735,2016
Markieff Morris,PF,26.0,37.0,24.0,24.8,11.6,5.2,2.4,0.9,0.5,2.4,0.397,0.289,0.717,2016
Markieff Morris,PF,26.0,27.0,21.0,26.4,12.4,5.9,1.4,0.9,0.6,1.7,0.467,0.316,0.764,2016
Al Jefferson,C,31.0,47.0,18.0,23.3,12.0,6.4,1.5,0.6,0.9,0.7,0.485,,0.649,2016
Tony Parker,PG,33.0,72.0,72.0,27.5,11.9,2.4,5.3,0.8,0.2,1.8,0.493,0.415,0.76,2016
Rajon Rondo,PG,29.0,72.0,72.0,35.2,11.9,6.0,11.7,2.0,0.1,3.9,0.454,0.365,0.58,2016
Omri Casspi,PF,27.0,69.0,21.0,27.2,11.8,5.9,1.4,0.8,0.2,1.4,0.481,0.409,0.648,2016
C.J. Miles,SF,28.0,64.0,24.0,22.9,11.8,2.7,1.0,0.8,0.5,1.1,0.409,0.367,0.75,2016
Nikola Mirotić,PF,24.0,66.0,38.0,24.9,11.8,5.5,1.5,0.9,0.7,1.5,0.407,0.39,0.807,2016
Jeff Green,SF,29.0,80.0,41.0,28.2,11.7,4.2,1.7,0.7,0.5,1.2,0.43,0.315,0.745,2016
Jeff Green,SF,29.0,53.0,31.0,29.1,12.2,4.5,1.8,0.8,0.4,1.3,0.431,0.309,0.8,2016
Jeff Green,SF,29.0,27.0,10.0,26.3,10.9,3.4,1.5,0.7,0.8,0.9,0.427,0.325,0.615,2016
Harrison Barnes,SF,23.0,66.0,59.0,30.9,11.7,4.9,1.8,0.6,0.2,0.9,0.466,0.383,0.761,2016
Jeremy Lin,SG,27.0,78.0,13.0,26.3,11.7,3.2,3.0,0.7,0.5,1.9,0.412,0.336,0.815,2016
Marvin Williams,PF,29.0,81.0,81.0,28.9,11.7,6.4,1.4,0.7,1.0,0.8,0.452,0.402,0.833,2016
Kent Bazemore,SF,26.0,75.0,68.0,27.8,11.6,5.1,2.3,1.3,0.5,1.8,0.441,0.357,0.815,2016
Otto Porter Jr.,SF,22.0,75.0,73.0,30.3,11.6,5.2,1.6,1.4,0.4,0.9,0.473,0.367,0.754,2016
Michael Carter-Williams,PG,24.0,54.0,37.0,30.5,11.5,5.1,5.2,1.5,0.8,2.8,0.452,0.273,0.654,2016
Julius Randle,PF,21.0,81.0,60.0,28.2,11.3,10.2,1.8,0.7,0.4,1.8,0.429,0.278,0.715,2016
Bojan Bogdanović,SF,26.0,79.0,39.0,26.8,11.2,3.2,1.3,0.4,0.1,1.5,0.433,0.382,0.833,2016
Sean Kilpatrick,SG,26.0,31.0,0.0,19.9,11.1,1.8,0.9,0.4,0.1,1.0,0.456,0.342,0.896,2016
Sean Kilpatrick,SG,26.0,23.0,0.0,23.2,13.8,2.2,1.1,0.4,0.1,1.2,0.462,0.361,0.898,2016
Nerlens Noel,C,21.0,67.0,62.0,29.3,11.1,8.1,1.8,1.8,1.5,2.4,0.521,0.5,0.59,2016
Isaiah Canaan,SG,24.0,77.0,39.0,25.5,11.0,2.3,1.8,0.7,0.2,1.2,0.36,0.363,0.833,2016
DeMarre Carroll,SF,29.0,26.0,22.0,30.2,11.0,4.7,1.0,1.7,0.2,1.1,0.389,0.39,0.6,2016
Dennis Schröder,PG,22.0,80.0,6.0,20.3,11.0,2.6,4.4,0.9,0.1,2.3,0.421,0.322,0.791,2016
T.J. Warren,SF,22.0,47.0,4.0,22.8,11.0,3.1,0.9,0.8,0.3,0.7,0.501,0.4,0.703,2016
J.J. Barea,PG,31.0,74.0,16.0,22.5,10.9,2.1,4.1,0.4,0.0,1.5,0.446,0.385,0.771,2016
Elfrid Payton,PG,21.0,73.0,69.0,29.4,10.7,3.6,6.4,1.2,0.3,2.4,0.436,0.326,0.589,2016
Trey Burke,PG,23.0,64.0,0.0,21.3,10.6,1.8,2.3,0.5,0.1,1.3,0.413,0.344,0.817,2016
Norris Cole,PG,27.0,45.0,23.0,26.6,10.6,3.4,3.7,0.8,0.1,1.7,0.405,0.324,0.8,2016
Shabazz Muhammad,SF,23.0,82.0,0.0,20.5,10.5,3.3,0.6,0.3,0.1,0.9,0.465,0.289,0.764,2016
Evan Turner,SG,27.0,81.0,12.0,28.0,10.5,4.9,4.4,1.0,0.3,2.1,0.456,0.241,0.827,2016
Ersan İlyasova,PF,28.0,74.0,56.0,25.4,10.4,5.4,0.9,0.7,0.4,1.0,0.424,0.371,0.721,2016
Ersan İlyasova,PF,28.0,52.0,52.0,27.6,11.3,5.4,1.1,0.7,0.5,1.1,0.425,0.363,0.725,2016
Ersan İlyasova,PF,28.0,22.0,4.0,20.3,8.1,5.5,0.5,0.6,0.3,0.5,0.418,0.409,0.711,2016
Jerryd Bayless,SG,27.0,52.0,18.0,28.9,10.4,2.7,3.1,0.9,0.2,1.4,0.423,0.437,0.778,2016
Mario Chalmers,PG,29.0,61.0,7.0,22.5,10.3,2.6,3.8,1.4,0.2,1.8,0.41,0.309,0.832,2016
Mario Chalmers,PG,29.0,55.0,7.0,22.8,10.8,2.6,3.8,1.5,0.2,1.8,0.417,0.326,0.827,2016
Allen Crabbe,SG,23.0,81.0,8.0,26.0,10.3,2.7,1.2,0.8,0.2,0.8,0.459,0.393,0.867,2016
Robin Lopez,C,27.0,82.0,82.0,27.1,10.3,7.3,1.4,0.2,1.6,1.6,0.539,0.0,0.795,2016
Jared Sullinger,PF,23.0,81.0,73.0,23.6,10.3,8.3,2.3,0.9,0.6,1.3,0.435,0.282,0.64,2016
Myles Turner,C,19.0,60.0,30.0,22.8,10.3,5.5,0.7,0.4,1.4,1.1,0.498,0.214,0.727,2016
Al-Farouq Aminu,SF,25.0,82.0,82.0,28.5,10.2,6.1,1.7,0.9,0.6,1.5,0.416,0.361,0.737,2016
Marco Belinelli,SG,29.0,68.0,7.0,24.6,10.2,1.7,1.9,0.5,0.0,1.2,0.386,0.306,0.833,2016
Gorgui Dieng,C,26.0,82.0,39.0,27.1,10.1,7.1,1.7,1.1,1.2,1.7,0.532,0.3,0.827,2016
Ricky Rubio,PG,25.0,76.0,76.0,30.6,10.1,4.3,8.7,2.1,0.1,2.5,0.374,0.326,0.847,2016
Matt Barnes,SF,35.0,76.0,45.0,28.8,10.0,5.5,2.1,1.0,0.8,1.6,0.381,0.322,0.804,2016
Nikola Jokić,C,20.0,80.0,55.0,21.7,10.0,7.0,2.4,1.0,0.6,1.3,0.512,0.333,0.811,2016
Kelly Olynyk,C,24.0,69.0,8.0,20.2,10.0,4.1,1.5,0.8,0.5,1.1,0.455,0.405,0.75,2016
Patrick Beverley,PG,27.0,71.0,63.0,28.7,9.9,3.5,3.4,1.3,0.4,1.3,0.434,0.4,0.682,2016
Terrence Ross,SF,24.0,73.0,7.0,23.9,9.9,2.5,0.8,0.7,0.3,0.6,0.431,0.386,0.79,2016
Ramon Sessions,PG,29.0,82.0,5.0,20.3,9.9,2.5,2.9,0.6,0.1,1.4,0.473,0.324,0.756,2016
Carl Landry,PF,32.0,36.0,12.0,15.8,9.8,4.1,0.9,0.3,0.3,0.6,0.556,0.462,0.736,2016
Gary Neal,SG,31.0,40.0,2.0,20.2,9.8,2.1,1.2,0.5,0.0,0.7,0.465,0.41,0.855,2016
Hollis Thompson,SG,24.0,77.0,17.0,28.0,9.8,3.5,1.3,0.5,0.3,1.0,0.397,0.38,0.719,2016
Dion Waiters,SG,24.0,78.0,15.0,27.6,9.8,2.6,2.0,1.0,0.2,1.5,0.399,0.358,0.713,2016
Marcus Thornton,SG,28.0,61.0,8.0,18.2,9.7,2.5,1.4,0.8,0.1,0.8,0.399,0.337,0.848,2016
Marcus Thornton,SG,28.0,47.0,6.0,18.8,10.0,2.4,1.4,0.7,0.1,0.9,0.4,0.338,0.879,2016
Jerami Grant,PF,21.0,77.0,52.0,26.8,9.7,4.7,1.8,0.7,1.6,1.4,0.419,0.24,0.658,2016
Courtney Lee,SG,30.0,79.0,65.0,29.5,9.6,2.6,1.7,1.1,0.4,0.9,0.454,0.378,0.839,2016
Courtney Lee,SG,30.0,51.0,37.0,29.2,10.0,2.3,1.5,1.0,0.3,1.0,0.458,0.37,0.826,2016
Courtney Lee,SG,30.0,28.0,28.0,30.2,8.9,3.1,2.1,1.2,0.4,0.8,0.445,0.392,0.885,2016
Manu Ginóbili,SG,38.0,58.0,0.0,19.6,9.6,2.5,3.1,1.1,0.2,1.7,0.453,0.391,0.813,2016
Raymond Felton,PG,31.0,80.0,31.0,27.4,9.5,3.2,3.6,0.9,0.2,1.5,0.406,0.282,0.847,2016
Doug McDermott,SF,24.0,81.0,4.0,23.0,9.4,2.4,0.7,0.2,0.1,0.7,0.452,0.425,0.857,2016
Kevin Martin,SG,32.0,55.0,13.0,19.9,9.3,2.0,1.1,0.5,0.1,1.0,0.372,0.36,0.89,2016
Kevin Martin,SG,32.0,39.0,12.0,21.4,10.6,2.1,1.2,0.4,0.0,1.1,0.377,0.369,0.88,2016
Ian Mahinmi,C,29.0,71.0,71.0,25.6,9.3,7.1,1.5,0.9,1.1,1.4,0.589,,0.587,2016
Derrick Williams,SF,24.0,80.0,9.0,17.9,9.3,3.7,0.9,0.4,0.1,0.8,0.45,0.293,0.758,2016
Aaron Gordon,PF,20.0,78.0,37.0,23.9,9.2,6.5,1.6,0.8,0.7,0.8,0.473,0.296,0.668,2016
Nenê,PF,33.0,57.0,11.0,19.2,9.2,4.5,1.7,0.9,0.5,1.3,0.544,0.0,0.578,2016
Kyle Korver,SG,34.0,80.0,80.0,30.0,9.2,3.3,2.1,0.8,0.4,1.2,0.435,0.398,0.833,2016
Rudy Gobert,C,23.0,61.0,60.0,31.7,9.1,11.0,1.5,0.7,2.2,1.9,0.559,,0.569,2016
Mason Plumlee,C,25.0,82.0,82.0,25.4,9.1,7.7,2.8,0.8,1.0,1.9,0.516,0.0,0.642,2016
Marcus Smart,PG,21.0,61.0,10.0,27.3,9.1,4.2,3.0,1.5,0.3,1.3,0.348,0.253,0.777,2016
Alex Len,C,22.0,78.0,46.0,23.3,9.0,7.6,1.2,0.5,0.8,1.9,0.423,0.143,0.728,2016
Archie Goodwin,PG,21.0,57.0,13.0,19.5,8.9,2.5,2.1,0.5,0.2,1.8,0.417,0.232,0.674,2016
Gerald Green,SG,30.0,69.0,14.0,22.6,8.9,2.4,0.8,0.6,0.3,0.7,0.392,0.323,0.783,2016
Austin Rivers,SG,23.0,67.0,7.0,21.9,8.9,1.9,1.5,0.7,0.1,0.9,0.438,0.335,0.681,2016
Rodney Stuckey,PG,29.0,58.0,1.0,22.0,8.9,2.7,2.4,0.7,0.1,1.3,0.413,0.241,0.829,2016
Jordan Hill,C,28.0,73.0,11.0,20.7,8.8,6.2,1.2,0.5,0.5,1.3,0.506,0.0,0.712,2016
Jeremy Lamb,SG,23.0,66.0,0.0,18.6,8.8,3.8,1.2,0.6,0.5,0.8,0.451,0.309,0.727,2016
Toney Douglas,PG,29.0,61.0,18.0,20.7,8.7,2.3,2.6,1.1,0.1,1.0,0.411,0.399,0.848,2016
Gerald Henderson,SG,28.0,72.0,0.0,19.9,8.7,2.9,1.0,0.5,0.3,0.9,0.439,0.353,0.767,2016
Tyler Johnson,SG,23.0,36.0,5.0,24.0,8.7,3.0,2.2,0.7,0.4,1.3,0.486,0.38,0.797,2016
Terrence Jones,PF,24.0,50.0,11.0,20.9,8.7,4.2,0.8,0.5,0.8,1.0,0.452,0.316,0.664,2016
Luis Scola,PF,35.0,76.0,76.0,21.5,8.7,4.7,0.9,0.6,0.4,0.9,0.45,0.404,0.726,2016
Cody Zeller,C,23.0,73.0,60.0,24.3,8.7,6.2,1.0,0.8,0.9,0.9,0.529,0.1,0.754,2016
Shelvin Mack,PG,25.0,52.0,27.0,20.3,8.6,2.5,3.6,0.7,0.1,1.8,0.439,0.312,0.738,2016
Shelvin Mack,PG,25.0,24.0,0.0,7.5,3.9,0.9,1.6,0.3,0.0,0.6,0.421,0.148,0.75,2016
Shelvin Mack,PG,25.0,28.0,27.0,31.4,12.7,3.8,5.3,0.9,0.1,2.9,0.444,0.357,0.735,2016
Tim Duncan,C,39.0,61.0,60.0,25.2,8.6,7.3,2.7,0.8,1.3,1.5,0.488,0.0,0.702,2016
Taj Gibson,PF,30.0,73.0,55.0,26.5,8.6,6.9,1.5,0.6,1.1,1.1,0.526,0.0,0.692,2016
Zaza Pachulia,C,31.0,76.0,69.0,26.4,8.6,9.4,1.7,0.8,0.3,1.6,0.466,0.0,0.768,2016
Cory Joseph,SG,24.0,80.0,4.0,25.6,8.5,2.6,3.1,0.8,0.3,1.3,0.439,0.273,0.764,2016
Jon Leuer,PF,26.0,67.0,27.0,18.7,8.5,5.6,1.1,0.6,0.4,1.1,0.481,0.382,0.762,2016
