Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Blake Griffin,PF,28.0,25.0,25.0,33.2,19.8,6.6,6.2,0.4,0.4,2.6,0.433,0.348,0.784,2018
CJ McCollum,SG,26.0,81.0,81.0,36.1,21.4,4.0,3.4,1.0,0.4,1.9,0.443,0.397,0.836,2018
Karl-Anthony Towns,C,22.0,82.0,82.0,35.6,21.3,12.3,2.4,0.8,1.4,1.9,0.545,0.421,0.858,2018
Donovan Mitchell,SG,21.0,79.0,71.0,33.4,20.5,3.7,3.7,1.5,0.3,2.7,0.437,0.34,0.805,2018
Khris Middleton,SF,26.0,82.0,82.0,36.4,20.1,5.2,4.0,1.5,0.3,2.3,0.466,0.359,0.884,2018
Klay Thompson,SG,27.0,73.0,73.0,34.3,20.0,3.8,2.5,0.8,0.5,1.8,0.488,0.44,0.837,2018
T.J. Warren,SF,24.0,65.0,65.0,33.0,19.6,5.1,1.3,1.0,0.6,1.3,0.498,0.222,0.757,2018
Tyreke Evans,PG,28.0,52.0,32.0,30.9,19.4,5.1,5.2,1.1,0.3,2.3,0.452,0.399,0.785,2018
Dennis Schröder,PG,24.0,67.0,67.0,31.0,19.4,3.1,6.2,1.1,0.1,2.7,0.436,0.29,0.849,2018
John Wall,PG,27.0,41.0,41.0,34.4,19.4,3.7,9.6,1.4,1.1,3.9,0.42,0.371,0.726,2018
Jrue Holiday,SG,27.0,81.0,81.0,36.1,19.0,4.5,6.0,1.5,0.8,2.6,0.494,0.337,0.786,2018
Harrison Barnes,PF,25.0,77.0,77.0,34.2,18.9,6.1,2.0,0.6,0.2,1.5,0.445,0.357,0.827,2018
Tobias Harris,PF,25.0,80.0,80.0,33.4,18.6,5.5,2.4,0.9,0.4,1.3,0.46,0.411,0.829,2018
Tobias Harris,PF,25.0,48.0,48.0,32.6,18.1,5.1,2.0,0.7,0.3,1.1,0.451,0.409,0.846,2018
Tobias Harris,PF,25.0,32.0,32.0,34.5,19.3,6.0,3.1,1.2,0.6,1.7,0.473,0.414,0.8,2018
Chris Paul,PG,32.0,58.0,58.0,31.8,18.6,5.4,7.9,1.7,0.2,2.2,0.46,0.38,0.919,2018
Nikola Jokić,C,22.0,75.0,73.0,32.6,18.5,10.7,6.1,1.2,0.8,2.8,0.499,0.396,0.85,2018
Eric Gordon,SG,29.0,69.0,30.0,31.2,18.0,2.5,2.2,0.6,0.4,1.9,0.428,0.359,0.809,2018
Evan Fournier,SF,25.0,57.0,57.0,32.2,17.8,3.2,2.9,0.8,0.3,1.7,0.459,0.379,0.867,2018
Eric Bledsoe,PG,28.0,74.0,74.0,31.4,17.7,3.8,5.0,2.0,0.6,2.9,0.473,0.347,0.795,2018
Eric Bledsoe,PG,28.0,71.0,71.0,31.5,17.8,3.9,5.1,2.0,0.6,2.9,0.476,0.349,0.795,2018
Andrew Wiggins,SF,22.0,82.0,82.0,36.3,17.7,4.4,2.0,1.1,0.6,1.7,0.438,0.331,0.643,2018
Aaron Gordon,PF,22.0,58.0,57.0,32.9,17.6,7.9,2.3,1.0,0.8,1.8,0.434,0.336,0.698,2018
Kevin Love,C,29.0,59.0,59.0,28.0,17.6,9.3,1.7,0.7,0.4,1.5,0.458,0.415,0.88,2018
Tim Hardaway Jr.,SG,25.0,57.0,54.0,33.1,17.5,3.9,2.7,1.1,0.2,1.6,0.421,0.317,0.816,2018
Gary Harris,SG,23.0,67.0,65.0,34.4,17.5,2.6,2.9,1.8,0.2,1.8,0.485,0.396,0.827,2018
Goran Dragić,PG,31.0,75.0,75.0,31.7,17.3,4.1,4.8,0.8,0.2,2.2,0.45,0.37,0.801,2018
Marc Gasol,C,33.0,73.0,73.0,33.0,17.2,8.1,4.2,0.7,1.4,2.7,0.42,0.341,0.834,2018
JJ Redick,SG,33.0,70.0,70.0,30.2,17.1,2.5,3.0,0.5,0.1,1.5,0.46,0.42,0.904,2018
Zach LaVine,SG,22.0,24.0,24.0,27.3,16.7,3.9,3.0,1.0,0.2,1.8,0.383,0.341,0.813,2018
Jamal Murray,PG,20.0,81.0,80.0,31.7,16.7,3.7,3.4,1.0,0.3,2.1,0.451,0.378,0.905,2018
Dwight Howard,C,32.0,81.0,81.0,30.4,16.6,12.5,1.3,0.6,1.6,2.6,0.555,0.143,0.574,2018
Nikola Vučević,C,27.0,57.0,57.0,29.5,16.5,9.2,3.4,1.0,1.1,1.9,0.475,0.314,0.819,2018
Carmelo Anthony,PF,33.0,78.0,78.0,32.1,16.2,5.8,1.3,0.6,0.6,1.3,0.404,0.357,0.767,2018
Kyle Lowry,PG,31.0,78.0,78.0,32.2,16.2,5.6,6.9,1.1,0.2,2.3,0.427,0.399,0.854,2018
Brandon Ingram,SF,20.0,59.0,59.0,33.5,16.1,5.3,3.9,0.8,0.7,2.5,0.47,0.39,0.681,2018
Kyle Kuzma,PF,22.0,77.0,37.0,31.2,16.1,6.3,1.8,0.6,0.4,1.8,0.45,0.366,0.707,2018
Julius Randle,C,23.0,82.0,49.0,26.7,16.1,8.0,2.6,0.5,0.5,2.6,0.558,0.222,0.718,2018
Ben Simmons,PG,21.0,81.0,81.0,33.7,15.8,8.1,8.2,1.7,0.9,3.4,0.545,0.0,0.56,2018
Will Barton,SG,27.0,81.0,40.0,33.1,15.7,5.0,4.1,1.0,0.6,1.8,0.452,0.37,0.805,2018
Nikola Mirotić,PF,26.0,55.0,14.0,27.2,15.6,7.4,1.5,0.8,0.7,1.1,0.447,0.377,0.818,2018
Nikola Mirotić,PF,26.0,25.0,3.0,24.9,16.8,6.4,1.6,0.6,0.5,1.2,0.474,0.429,0.823,2018
Nikola Mirotić,PF,26.0,30.0,11.0,29.1,14.6,8.2,1.4,1.0,0.9,1.0,0.427,0.335,0.81,2018
D'Angelo Russell,PG,21.0,48.0,35.0,25.7,15.5,3.9,5.2,0.8,0.4,3.1,0.414,0.324,0.74,2018
Danilo Gallinari,SF,29.0,21.0,21.0,32.0,15.3,4.8,2.0,0.6,0.5,1.2,0.398,0.324,0.931,2018
Isaiah Thomas,PG,28.0,32.0,15.0,26.9,15.2,2.1,4.8,0.5,0.1,3.0,0.373,0.293,0.893,2018
Lauri Markkanen,PF,20.0,68.0,68.0,29.7,15.2,7.5,1.2,0.6,0.6,1.2,0.434,0.362,0.843,2018
Dennis Smith Jr.,PG,20.0,69.0,69.0,29.7,15.2,3.8,5.2,1.0,0.3,2.8,0.395,0.313,0.694,2018
Austin Rivers,SG,25.0,61.0,59.0,33.7,15.1,2.4,4.0,1.2,0.3,1.8,0.424,0.378,0.642,2018
Andre Drummond,C,24.0,78.0,78.0,33.7,15.0,16.0,3.0,1.5,1.6,2.6,0.529,0.0,0.605,2018
Rodney Hood,SG,25.0,60.0,23.0,26.9,14.7,2.8,1.6,0.8,0.2,1.2,0.429,0.381,0.86,2018
Rodney Hood,SG,25.0,39.0,12.0,27.8,16.8,2.8,1.7,0.8,0.2,1.6,0.424,0.389,0.876,2018
Rodney Hood,SG,25.0,21.0,11.0,25.3,10.8,2.6,1.4,0.7,0.2,0.3,0.442,0.352,0.813,2018
Otto Porter Jr.,SF,24.0,77.0,77.0,31.6,14.7,6.4,2.0,1.5,0.5,1.0,0.503,0.441,0.828,2018
Reggie Jackson,PG,27.0,45.0,45.0,26.7,14.6,2.8,5.3,0.6,0.1,2.2,0.426,0.308,0.836,2018
Paul Millsap,PF,32.0,38.0,37.0,30.1,14.6,6.4,2.8,1.0,1.2,1.9,0.464,0.345,0.696,2018
Dario Šarić,PF,23.0,78.0,73.0,29.6,14.6,6.7,2.6,0.7,0.3,1.9,0.453,0.393,0.86,2018
Jaylen Brown,SG,21.0,70.0,70.0,30.7,14.5,4.9,1.6,1.0,0.4,1.8,0.465,0.395,0.644,2018
Zach Randolph,PF,36.0,59.0,58.0,25.6,14.5,6.7,2.2,0.7,0.2,2.0,0.473,0.347,0.785,2018
Avery Bradley,SG,27.0,46.0,46.0,31.2,14.3,2.5,2.0,1.1,0.2,2.2,0.414,0.369,0.768,2018
Avery Bradley,SG,27.0,40.0,40.0,31.7,15.0,2.4,2.1,1.2,0.2,2.3,0.409,0.381,0.763,2018
Bojan Bogdanović,SF,28.0,80.0,80.0,30.8,14.3,3.4,1.5,0.7,0.1,1.3,0.474,0.402,0.868,2018
Jusuf Nurkić,C,23.0,79.0,79.0,26.4,14.3,9.0,1.8,0.8,1.4,2.3,0.505,0.0,0.63,2018
Dion Waiters,SG,26.0,30.0,30.0,30.6,14.3,2.6,3.8,0.8,0.3,2.3,0.398,0.306,0.739,2018
Jeff Teague,PG,29.0,70.0,70.0,33.0,14.2,3.0,7.0,1.5,0.3,2.5,0.446,0.368,0.845,2018
Enes Freedom,C,25.0,71.0,71.0,25.8,14.1,11.0,1.5,0.5,0.5,1.7,0.592,0.0,0.848,2018
Taurean Prince,SF,23.0,82.0,82.0,30.0,14.1,4.7,2.6,1.0,0.5,2.3,0.426,0.385,0.844,2018
Hassan Whiteside,C,28.0,54.0,54.0,25.3,14.0,11.4,1.0,0.7,1.7,1.7,0.54,1.0,0.703,2018
Jordan Clarkson,SG,25.0,81.0,2.0,23.3,13.9,2.7,2.7,0.7,0.1,1.6,0.451,0.352,0.8,2018
Jordan Clarkson,SG,25.0,53.0,2.0,23.7,14.5,3.0,3.3,0.7,0.1,1.8,0.448,0.324,0.795,2018
Jordan Clarkson,SG,25.0,28.0,0.0,22.6,12.6,2.1,1.7,0.7,0.1,1.1,0.456,0.407,0.81,2018
Steven Adams,C,24.0,76.0,76.0,32.7,13.9,9.0,1.2,1.2,1.0,1.7,0.629,0.0,0.559,2018
Clint Capela,C,23.0,74.0,74.0,27.5,13.9,10.8,0.9,0.8,1.9,1.4,0.652,0.0,0.56,2018
Rondae Hollis-Jefferson,SF,23.0,68.0,59.0,28.2,13.9,6.8,2.5,1.0,0.7,1.8,0.472,0.241,0.788,2018
Jonathon Simmons,SG,28.0,69.0,50.0,29.4,13.9,3.5,2.5,0.8,0.2,2.1,0.465,0.338,0.768,2018
Jayson Tatum,SF,19.0,80.0,80.0,30.5,13.9,5.0,1.6,1.0,0.7,1.4,0.475,0.434,0.826,2018
Marcus Morris,PF,28.0,54.0,21.0,26.7,13.6,5.4,1.3,0.6,0.2,1.2,0.429,0.368,0.805,2018
DeMarre Carroll,PF,31.0,73.0,73.0,29.9,13.5,6.6,2.0,0.8,0.4,1.4,0.414,0.371,0.764,2018
Rudy Gobert,C,25.0,56.0,56.0,32.4,13.5,10.7,1.4,0.8,2.3,1.9,0.622,,0.682,2018
Buddy Hield,SG,25.0,80.0,13.0,25.3,13.5,3.8,1.9,1.1,0.3,1.6,0.446,0.431,0.877,2018
Kentavious Caldwell-Pope,SG,24.0,74.0,74.0,33.2,13.4,5.2,2.2,1.4,0.2,1.3,0.426,0.383,0.789,2018
Kris Dunn,PG,23.0,52.0,43.0,29.3,13.4,4.3,6.0,2.0,0.5,2.9,0.429,0.321,0.737,2018
Michael Beasley,PF,29.0,74.0,30.0,22.3,13.2,5.6,1.7,0.5,0.6,1.9,0.507,0.395,0.78,2018
Allen Crabbe,SG,25.0,75.0,68.0,29.3,13.2,4.3,1.6,0.6,0.5,1.0,0.407,0.378,0.852,2018
Bobby Portis,PF,22.0,73.0,4.0,22.5,13.2,6.8,1.7,0.7,0.3,1.4,0.471,0.359,0.769,2018
Josh Jackson,SF,20.0,77.0,35.0,25.4,13.1,4.6,1.5,1.0,0.5,1.9,0.417,0.263,0.634,2018
Ricky Rubio,PG,27.0,77.0,77.0,29.3,13.1,4.6,5.3,1.6,0.1,2.7,0.418,0.352,0.866,2018
Malcolm Brogdon,PG,25.0,48.0,20.0,29.9,13.0,3.3,3.2,0.9,0.3,1.4,0.485,0.385,0.882,2018
Brook Lopez,C,29.0,74.0,72.0,23.4,13.0,4.0,1.7,0.4,1.3,1.3,0.465,0.345,0.703,2018
Kent Bazemore,SG,28.0,65.0,65.0,27.5,12.9,3.8,3.5,1.5,0.7,2.4,0.42,0.394,0.796,2018
Al Horford,C,31.0,72.0,72.0,31.6,12.9,7.4,4.7,0.6,1.1,1.8,0.489,0.429,0.783,2018
Jeremy Lamb,SG,25.0,80.0,18.0,24.6,12.9,4.1,2.3,0.8,0.4,1.2,0.457,0.37,0.861,2018
Josh Richardson,SF,24.0,81.0,81.0,33.2,12.9,3.5,2.9,1.5,0.9,1.7,0.451,0.378,0.845,2018
Trey Burke,PG,25.0,36.0,9.0,21.8,12.8,2.0,4.7,0.7,0.1,1.2,0.503,0.362,0.649,2018
Willie Cauley-Stein,C,24.0,73.0,57.0,28.0,12.8,7.0,2.4,1.1,0.9,1.5,0.502,0.25,0.619,2018
Elfrid Payton,PG,23.0,63.0,63.0,28.7,12.7,4.3,6.2,1.3,0.3,2.7,0.493,0.326,0.649,2018
Elfrid Payton,PG,23.0,44.0,44.0,28.6,13.0,4.0,6.3,1.5,0.4,2.6,0.52,0.373,0.632,2018
Wesley Matthews,SF,31.0,63.0,63.0,33.8,12.7,3.1,2.7,1.2,0.3,1.3,0.406,0.381,0.822,2018
Myles Turner,C,21.0,65.0,62.0,28.2,12.7,6.4,1.3,0.6,1.8,1.5,0.479,0.357,0.777,2018
Jonas Valančiūnas,C,25.0,77.0,77.0,22.4,12.7,8.6,1.1,0.4,0.9,1.5,0.568,0.405,0.806,2018
Robert Covington,SF,27.0,80.0,80.0,31.7,12.6,5.4,2.0,1.7,0.9,1.6,0.413,0.369,0.853,2018
Spencer Dinwiddie,PG,24.0,80.0,58.0,28.8,12.6,3.2,6.6,0.9,0.3,1.6,0.387,0.326,0.813,2018
Serge Ibaka,PF,28.0,76.0,76.0,27.5,12.6,6.3,0.8,0.4,1.3,1.2,0.483,0.36,0.797,2018
Jabari Parker,PF,22.0,31.0,3.0,24.0,12.6,4.9,1.9,0.8,0.3,1.5,0.482,0.383,0.741,2018
E'Twaun Moore,SG,28.0,82.0,80.0,31.5,12.5,2.9,2.3,1.0,0.1,1.2,0.508,0.425,0.706,2018
Darren Collison,PG,30.0,69.0,64.0,29.2,12.4,2.6,5.3,1.3,0.2,1.2,0.495,0.468,0.882,2018
Derrick Favors,C,26.0,77.0,77.0,28.0,12.3,7.2,1.3,0.7,1.1,1.1,0.563,0.222,0.651,2018
Taj Gibson,PF,32.0,82.0,82.0,33.2,12.2,7.1,1.2,0.8,0.7,1.1,0.577,0.2,0.768,2018
Justin Holiday,SG,28.0,72.0,72.0,31.5,12.2,4.0,2.1,1.1,0.4,1.3,0.371,0.359,0.823,2018
Marco Belinelli,SG,31.0,80.0,2.0,24.3,12.1,1.9,1.9,0.8,0.2,1.2,0.441,0.377,0.908,2018
Marco Belinelli,SG,31.0,52.0,1.0,23.3,11.4,1.9,2.0,0.9,0.1,1.0,0.41,0.372,0.927,2018
Marco Belinelli,SG,31.0,28.0,1.0,26.3,13.6,1.8,1.6,0.7,0.3,1.4,0.495,0.385,0.87,2018
Gerald Green,SG,32.0,41.0,2.0,22.7,12.1,3.2,0.6,0.6,0.4,0.8,0.407,0.369,0.85,2018
Caris LeVert,SF,23.0,71.0,10.0,26.3,12.1,3.7,4.2,1.2,0.3,2.2,0.435,0.347,0.711,2018
DeAndre Jordan,C,29.0,77.0,77.0,31.5,12.0,15.2,1.5,0.5,0.9,1.8,0.645,,0.58,2018
Courtney Lee,SG,32.0,76.0,69.0,30.4,12.0,2.9,2.4,1.1,0.2,1.1,0.454,0.406,0.919,2018
Dirk Nowitzki,C,39.0,77.0,77.0,24.7,12.0,5.7,1.6,0.6,0.6,0.7,0.456,0.409,0.898,2018
Bogdan Bogdanović,SG,25.0,78.0,52.0,27.9,11.8,2.9,3.3,0.9,0.2,1.6,0.446,0.392,0.84,2018
Robin Lopez,C,29.0,64.0,64.0,26.4,11.8,4.5,1.9,0.2,0.8,1.7,0.53,0.286,0.756,2018
Kelly Oubre Jr.,SF,22.0,81.0,11.0,27.5,11.8,4.5,1.2,1.0,0.4,1.1,0.403,0.341,0.82,2018
Thaddeus Young,PF,29.0,81.0,81.0,32.2,11.8,6.3,1.9,1.7,0.4,1.3,0.487,0.32,0.598,2018
Trevor Ariza,SF,32.0,67.0,67.0,33.9,11.7,4.4,1.6,1.5,0.2,0.8,0.412,0.368,0.854,2018
Tyler Johnson,PG,25.0,72.0,39.0,28.5,11.7,3.4,2.3,0.8,0.5,1.1,0.435,0.367,0.822,2018
J.J. Barea,PG,33.0,69.0,11.0,23.2,11.6,2.9,6.3,0.5,0.0,2.1,0.439,0.367,0.784,2018
Nicolas Batum,SG,29.0,64.0,64.0,31.0,11.6,4.8,5.5,1.0,0.4,2.0,0.415,0.336,0.831,2018
De'Aaron Fox,PG,20.0,73.0,61.0,27.8,11.6,2.8,4.4,1.0,0.3,2.4,0.412,0.307,0.723,2018
Domantas Sabonis,C,21.0,74.0,19.0,24.5,11.6,7.7,2.0,0.5,0.4,1.9,0.514,0.351,0.75,2018
Rudy Gay,PF,31.0,57.0,6.0,21.6,11.5,5.1,1.3,0.8,0.7,1.4,0.471,0.314,0.772,2018
Joe Ingles,SF,30.0,82.0,81.0,31.4,11.5,4.2,4.8,1.1,0.2,1.9,0.467,0.44,0.795,2018
Markieff Morris,PF,28.0,73.0,73.0,27.0,11.5,5.6,1.9,0.8,0.5,1.7,0.48,0.367,0.82,2018
Kelly Olynyk,PF,26.0,76.0,22.0,23.4,11.5,5.7,2.7,0.8,0.5,1.9,0.497,0.379,0.77,2018
Dwyane Wade,SG,36.0,67.0,3.0,22.9,11.4,3.8,3.4,0.9,0.7,2.1,0.438,0.288,0.714,2018
Dwyane Wade,SG,36.0,46.0,3.0,23.2,11.2,3.9,3.5,0.9,0.7,2.0,0.455,0.329,0.701,2018
Dwyane Wade,SG,36.0,21.0,0.0,22.2,12.0,3.4,3.1,0.9,0.7,2.3,0.409,0.22,0.745,2018
Reggie Bullock,SF,26.0,62.0,52.0,27.9,11.3,2.5,1.5,0.8,0.2,0.8,0.489,0.445,0.796,2018
Terry Rozier,PG,23.0,80.0,16.0,25.9,11.3,4.7,2.9,1.0,0.2,1.0,0.395,0.381,0.772,2018
Wayne Ellington,SG,30.0,77.0,2.0,26.5,11.2,2.8,1.0,0.7,0.1,0.7,0.407,0.392,0.859,2018
Frank Kaminsky,PF,24.0,79.0,4.0,23.2,11.1,3.6,1.6,0.5,0.2,0.8,0.429,0.38,0.799,2018
Dillon Brooks,SF,22.0,82.0,74.0,28.7,11.0,3.1,1.6,0.9,0.2,1.5,0.44,0.356,0.747,2018
Draymond Green,PF,27.0,70.0,70.0,32.7,11.0,7.6,7.3,1.4,1.3,2.9,0.454,0.301,0.775,2018
Montrezl Harrell,C,24.0,76.0,3.0,17.0,11.0,4.0,1.0,0.5,0.7,0.9,0.635,0.143,0.626,2018
Ersan İlyasova,PF,30.0,69.0,43.0,25.1,10.9,5.9,1.3,0.9,0.4,1.0,0.452,0.36,0.778,2018
Ersan İlyasova,PF,30.0,46.0,40.0,25.5,10.9,5.5,1.1,1.0,0.4,0.9,0.459,0.359,0.8,2018
Ersan İlyasova,PF,30.0,23.0,3.0,24.1,10.8,6.7,1.7,0.7,0.4,1.3,0.439,0.361,0.733,2018
Ish Smith,PG,29.0,82.0,35.0,24.9,10.9,2.7,4.4,0.8,0.2,1.3,0.486,0.347,0.698,2018
Jeff Green,PF,31.0,78.0,14.0,23.4,10.8,3.2,1.3,0.5,0.4,1.0,0.477,0.312,0.868,2018
Joe Harris,SG,26.0,78.0,14.0,25.3,10.8,3.3,1.6,0.4,0.3,1.2,0.491,0.419,0.827,2018
James Johnson,PF,30.0,73.0,41.0,26.6,10.8,4.9,3.8,1.0,0.7,1.9,0.503,0.308,0.698,2018
John Collins,PF,20.0,74.0,26.0,24.1,10.5,7.3,1.3,0.6,1.1,1.4,0.576,0.34,0.715,2018
Greg Monroe,C,27.0,51.0,14.0,20.4,10.3,6.9,2.2,0.9,0.5,1.8,0.565,,0.739,2018
Greg Monroe,C,27.0,20.0,14.0,23.3,11.3,8.0,2.5,0.8,0.3,2.0,0.626,,0.674,2018
Greg Monroe,C,27.0,26.0,0.0,19.1,10.2,6.3,2.3,1.1,0.7,1.8,0.53,,0.797,2018
Jamal Crawford,SG,37.0,80.0,0.0,20.7,10.3,1.2,2.3,0.5,0.1,1.2,0.415,0.331,0.903,2018
JaMychal Green,PF,27.0,55.0,54.0,28.0,10.3,8.4,1.4,0.6,0.5,1.4,0.457,0.339,0.721,2018
D.J. Augustin,PG,30.0,75.0,36.0,23.5,10.2,2.1,3.8,0.7,0.0,1.6,0.452,0.419,0.868,2018
Lonzo Ball,PG,20.0,52.0,50.0,34.2,10.2,6.9,7.2,1.7,0.8,2.6,0.36,0.305,0.451,2018
Yogi Ferrell,SG,24.0,82.0,21.0,27.8,10.2,3.0,2.5,0.8,0.1,1.0,0.426,0.373,0.796,2018
Marcus Smart,SG,23.0,54.0,11.0,29.9,10.2,3.5,4.8,1.3,0.4,2.4,0.367,0.301,0.729,2018
Denzel Valentine,SG,24.0,77.0,37.0,27.2,10.2,5.1,3.2,0.8,0.1,1.3,0.417,0.386,0.745,2018
Pau Gasol,C,37.0,77.0,63.0,23.5,10.1,8.0,3.1,0.3,1.0,1.4,0.458,0.358,0.756,2018
George Hill,PG,31.0,67.0,60.0,27.0,10.0,2.7,2.8,0.9,0.4,1.3,0.46,0.415,0.786,2018
George Hill,PG,31.0,43.0,36.0,26.6,10.3,2.7,2.8,0.9,0.3,1.4,0.469,0.453,0.778,2018
George Hill,PG,31.0,24.0,24.0,27.9,9.4,2.7,2.8,0.9,0.6,1.2,0.444,0.351,0.805,2018
Wilson Chandler,SF,30.0,74.0,71.0,31.7,10.0,5.4,2.1,0.6,0.5,1.2,0.445,0.358,0.772,2018
Dewayne Dedmon,C,28.0,62.0,46.0,24.9,10.0,7.9,1.5,0.6,0.8,1.4,0.524,0.355,0.779,2018
C.J. Miles,SF,30.0,70.0,3.0,19.1,10.0,2.2,0.8,0.5,0.3,0.6,0.379,0.361,0.835,2018
Patty Mills,PG,29.0,82.0,36.0,25.7,10.0,1.9,2.8,0.7,0.1,1.3,0.411,0.372,0.89,2018
Trey Lyles,PF,22.0,73.0,2.0,19.1,9.9,4.8,1.2,0.4,0.5,0.8,0.491,0.381,0.706,2018
Jae Crowder,SF,27.0,80.0,47.0,26.1,9.7,3.4,1.2,0.8,0.3,0.9,0.404,0.323,0.818,2018
Jae Crowder,SF,27.0,53.0,47.0,25.4,8.6,3.3,1.1,0.8,0.2,0.8,0.418,0.328,0.848,2018
Jae Crowder,SF,27.0,27.0,0.0,27.6,11.8,3.8,1.5,0.9,0.3,1.2,0.386,0.316,0.768,2018
Tyrone Wallace,PG,23.0,30.0,19.0,28.4,9.7,3.5,2.4,0.9,0.4,1.5,0.445,0.25,0.782,2018
Mario Hezonja,SF,22.0,75.0,30.0,22.1,9.6,3.7,1.4,1.1,0.4,1.1,0.442,0.337,0.819,2018
Quinn Cook,PG,24.0,33.0,18.0,22.4,9.5,2.5,2.7,0.4,0.0,1.0,0.484,0.442,0.88,2018
Andrew Harrison,PG,23.0,56.0,46.0,23.7,9.5,2.3,3.2,0.7,0.5,1.4,0.422,0.331,0.78,2018
Miloš Teodosić,PG,30.0,45.0,36.0,25.2,9.5,2.8,4.6,0.5,0.1,2.2,0.419,0.379,0.848,2018
Marvin Williams,PF,31.0,78.0,78.0,25.7,9.5,4.7,1.2,0.7,0.5,0.8,0.458,0.413,0.829,2018
Mike James,PG,27.0,36.0,10.0,19.1,9.3,2.5,3.5,0.8,0.2,1.4,0.383,0.265,0.762,2018
Mike James,PG,27.0,32.0,10.0,20.9,10.4,2.8,3.8,0.8,0.2,1.5,0.388,0.268,0.762,2018
Al-Farouq Aminu,PF,27.0,69.0,67.0,30.0,9.3,7.6,1.2,1.1,0.6,1.1,0.395,0.369,0.738,2018
Ryan Anderson,PF,29.0,66.0,50.0,26.1,9.3,5.0,0.9,0.4,0.3,0.6,0.431,0.386,0.774,2018
Wayne Selden,SG,23.0,35.0,9.0,19.8,9.3,1.6,1.9,0.5,0.1,1.5,0.431,0.402,0.746,2018
Michael Kidd-Gilchrist,SF,24.0,74.0,74.0,25.0,9.2,4.1,1.0,0.7,0.4,0.7,0.504,0.0,0.684,2018
Kyle Korver,SG,36.0,73.0,4.0,21.6,9.2,2.3,1.2,0.4,0.4,0.8,0.459,0.436,0.889,2018
Lance Stephenson,SG,27.0,82.0,7.0,22.6,9.2,5.2,2.9,0.6,0.2,1.6,0.427,0.289,0.661,2018
