Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Pat Connaughton,SF,29.0,65.0,19.0,26.0,9.9,4.2,1.3,0.9,0.2,0.5,0.458,0.395,0.833,2022
Duane Washington Jr.,PG,21.0,48.0,7.0,20.2,9.9,1.7,1.8,0.5,0.1,1.2,0.405,0.377,0.754,2022
Nassir Little,SF,21.0,42.0,23.0,25.9,9.8,5.6,1.3,0.6,0.9,1.0,0.46,0.331,0.734,2022
Alperen Şengün,C,19.0,72.0,13.0,20.7,9.6,5.5,2.6,0.8,0.9,2.0,0.474,0.248,0.711,2022
Terry Taylor,PF,22.0,33.0,7.0,21.6,9.6,5.2,1.2,0.4,0.2,0.7,0.614,0.316,0.706,2022
Herbert Jones,PF,23.0,78.0,69.0,29.9,9.5,3.8,2.1,1.7,0.8,1.3,0.476,0.337,0.84,2022
Chris Boucher,SF,29.0,80.0,9.0,21.1,9.4,6.2,0.3,0.6,0.9,0.5,0.464,0.297,0.777,2022
Jae Crowder,PF,31.0,67.0,67.0,28.1,9.4,5.3,1.9,1.4,0.4,0.8,0.399,0.348,0.789,2022
Daniel Gafford,C,23.0,72.0,53.0,20.1,9.4,5.7,0.9,0.4,1.4,0.9,0.693,0.0,0.699,2022
Jaxson Hayes,C,21.0,70.0,28.0,20.0,9.3,4.5,0.6,0.5,0.8,0.8,0.616,0.351,0.766,2022
Jonathan Kuminga,SF,19.0,70.0,12.0,16.9,9.3,3.3,0.9,0.4,0.3,1.1,0.513,0.336,0.684,2022
Jalen Smith,PF,21.0,51.0,8.0,18.1,9.2,6.0,0.5,0.3,0.8,0.8,0.503,0.328,0.765,2022
Jalen Smith,PF,21.0,29.0,4.0,13.2,6.0,4.8,0.2,0.2,0.6,0.8,0.46,0.231,0.769,2022
Jalen Smith,PF,21.0,22.0,4.0,24.7,13.4,7.6,0.8,0.4,1.0,0.9,0.531,0.373,0.76,2022
Patrick Beverley,PG,33.0,58.0,54.0,25.4,9.2,4.1,4.6,1.2,0.9,1.3,0.406,0.343,0.722,2022
Caleb Martin,SF,26.0,60.0,12.0,22.9,9.2,3.8,1.1,1.0,0.5,0.9,0.507,0.413,0.763,2022
Jaden McDaniels,PF,21.0,70.0,31.0,25.8,9.2,4.2,1.1,0.7,0.8,1.1,0.46,0.317,0.803,2022
JaVale McGee,C,34.0,74.0,17.0,15.8,9.2,6.7,0.6,0.3,1.1,1.3,0.629,0.222,0.699,2022
Georges Niang,PF,28.0,76.0,7.0,22.8,9.2,2.7,1.3,0.4,0.2,0.8,0.437,0.403,0.881,2022
Precious Achiuwa,C,22.0,73.0,28.0,23.6,9.1,6.5,1.1,0.5,0.6,1.2,0.439,0.359,0.595,2022
Oshae Brissett,SF,23.0,67.0,25.0,23.3,9.1,5.3,1.1,0.7,0.4,0.8,0.411,0.35,0.695,2022
Willy Hernangómez,C,27.0,50.0,8.0,16.8,9.1,6.8,1.3,0.4,0.4,1.0,0.52,0.333,0.773,2022
Kelly Olynyk,C,30.0,40.0,1.0,19.1,9.1,4.4,2.8,0.8,0.5,1.5,0.448,0.336,0.775,2022
Donte DiVincenzo,SG,25.0,42.0,1.0,24.0,9.0,4.0,2.8,1.1,0.2,1.7,0.351,0.339,0.843,2022
Donte DiVincenzo,SG,25.0,25.0,1.0,26.6,10.3,4.4,3.6,1.5,0.2,1.8,0.362,0.368,0.839,2022
DeMarcus Cousins,C,31.0,48.0,7.0,15.0,9.0,5.6,1.5,0.7,0.4,1.8,0.46,0.303,0.76,2022
DeMarcus Cousins,C,31.0,31.0,2.0,13.9,8.9,5.5,1.7,0.6,0.4,2.2,0.456,0.324,0.736,2022
Bruce Brown,SF,25.0,72.0,45.0,24.6,9.0,4.8,2.1,1.1,0.7,0.8,0.506,0.404,0.758,2022
Amir Coffey,SG,24.0,69.0,30.0,22.7,9.0,2.9,1.8,0.6,0.2,0.7,0.453,0.378,0.863,2022
Obi Toppin,PF,23.0,72.0,10.0,17.1,9.0,3.7,1.1,0.3,0.5,0.8,0.531,0.308,0.758,2022
Moritz Wagner,C,24.0,63.0,3.0,15.2,9.0,3.7,1.4,0.3,0.2,0.9,0.497,0.328,0.806,2022
Chimezie Metu,C,24.0,60.0,20.0,21.3,8.9,5.6,1.0,0.9,0.5,1.0,0.452,0.306,0.78,2022
Bryn Forbes,SG,28.0,75.0,2.0,17.1,8.8,1.2,1.0,0.3,0.1,0.7,0.429,0.414,0.908,2022
Bryn Forbes,SG,28.0,40.0,1.0,16.9,9.1,1.6,1.0,0.4,0.1,0.8,0.432,0.417,0.898,2022
Bryn Forbes,SG,28.0,35.0,1.0,17.4,8.6,0.9,1.0,0.2,0.1,0.7,0.424,0.41,0.921,2022
Ayo Dosunmu,SG,22.0,77.0,40.0,27.4,8.8,2.8,3.3,0.8,0.4,1.4,0.52,0.376,0.679,2022
KJ Martin,SF,21.0,79.0,2.0,21.0,8.8,3.8,1.3,0.4,0.5,0.8,0.533,0.357,0.634,2022
Isaac Okoro,SF,21.0,67.0,61.0,29.6,8.8,3.0,1.8,0.8,0.3,0.9,0.48,0.35,0.768,2022
Nic Claxton,C,22.0,47.0,19.0,20.7,8.7,5.6,0.9,0.5,1.1,0.8,0.674,,0.581,2022
Tyus Jones,PG,25.0,73.0,23.0,21.2,8.7,2.4,4.4,0.9,0.0,0.6,0.451,0.39,0.818,2022
Dwight Powell,C,30.0,82.0,71.0,21.9,8.7,4.9,1.2,0.5,0.5,0.8,0.671,0.351,0.783,2022
Gabe Vincent,PG,25.0,68.0,27.0,23.4,8.7,1.9,3.1,0.9,0.2,1.4,0.417,0.368,0.815,2022
Reggie Bullock,SF,30.0,68.0,37.0,28.0,8.6,3.5,1.2,0.6,0.2,0.6,0.401,0.36,0.833,2022
Chuma Okeke,PF,23.0,70.0,20.0,25.0,8.6,5.0,1.7,1.4,0.6,0.8,0.376,0.318,0.846,2022
Robert Covington,PF,31.0,71.0,42.0,27.3,8.5,5.5,1.3,1.5,1.3,1.1,0.42,0.378,0.841,2022
Robert Covington,PF,31.0,48.0,40.0,29.8,7.6,5.7,1.4,1.5,1.3,1.2,0.381,0.343,0.833,2022
Robert Covington,PF,31.0,23.0,2.0,22.1,10.4,5.1,1.0,1.3,1.2,0.7,0.5,0.45,0.848,2022
T.J. McConnell,PG,29.0,27.0,8.0,24.1,8.5,3.3,4.9,1.1,0.4,1.1,0.481,0.303,0.826,2022
Jaylen Nowell,SG,22.0,62.0,1.0,15.7,8.5,2.0,2.1,0.4,0.2,0.6,0.475,0.394,0.783,2022
Mitchell Robinson,C,23.0,72.0,62.0,25.7,8.5,8.6,0.5,0.8,1.8,0.8,0.761,,0.486,2022
Cam Thomas,SG,20.0,67.0,2.0,17.6,8.5,2.4,1.2,0.5,0.1,0.8,0.433,0.27,0.829,2022
Isaiah Thomas,PG,32.0,22.0,1.0,15.1,8.4,1.3,1.5,0.3,0.2,0.7,0.401,0.337,0.846,2022
Deni Avdija,SF,21.0,82.0,8.0,24.2,8.4,5.2,2.0,0.7,0.5,1.1,0.432,0.317,0.757,2022
Lance Stephenson,SG,31.0,46.0,1.0,17.7,8.3,2.8,3.6,0.5,0.1,1.6,0.455,0.3,0.788,2022
Lance Stephenson,PG,31.0,40.0,1.0,18.6,9.3,2.8,3.9,0.6,0.1,1.7,0.458,0.31,0.795,2022
Nicolas Batum,PF,33.0,59.0,54.0,24.8,8.3,4.3,1.7,1.0,0.7,0.7,0.463,0.4,0.658,2022
Isaiah Hartenstein,C,23.0,68.0,0.0,17.9,8.3,4.9,2.4,0.7,1.1,1.2,0.626,0.467,0.689,2022
Isaiah Jackson,C,20.0,36.0,15.0,15.0,8.3,4.1,0.3,0.7,1.4,1.1,0.563,0.313,0.682,2022
Naz Reid,C,22.0,77.0,6.0,15.8,8.3,3.9,0.9,0.5,0.9,1.1,0.489,0.343,0.765,2022
Landry Shamet,SG,24.0,69.0,14.0,20.8,8.3,1.8,1.6,0.4,0.1,0.6,0.394,0.368,0.84,2022
Isaiah Stewart,C,20.0,71.0,71.0,25.6,8.3,8.7,1.2,0.3,1.1,1.2,0.51,0.326,0.718,2022
Aaron Wiggins,SG,23.0,50.0,35.0,24.2,8.3,3.6,1.4,0.6,0.2,1.1,0.463,0.304,0.729,2022
Daniel Theis,C,29.0,47.0,27.0,20.8,8.2,4.9,0.9,0.4,0.7,1.0,0.519,0.308,0.681,2022
Daniel Theis,C,29.0,26.0,21.0,22.5,8.4,5.0,0.8,0.4,0.7,1.2,0.469,0.291,0.675,2022
Daniel Theis,C,29.0,21.0,6.0,18.7,7.9,4.7,1.0,0.4,0.7,0.7,0.598,0.357,0.688,2022
Corey Kispert,SF,22.0,77.0,36.0,23.4,8.2,2.7,1.1,0.5,0.3,0.6,0.455,0.35,0.871,2022
Shake Milton,SG,25.0,55.0,6.0,21.4,8.2,2.6,2.5,0.5,0.3,0.8,0.429,0.323,0.836,2022
Onyeka Okongwu,C,21.0,48.0,6.0,20.7,8.2,5.9,1.1,0.6,1.3,0.9,0.69,,0.727,2022
Otto Porter Jr.,PF,28.0,63.0,15.0,22.2,8.2,5.7,1.5,1.1,0.5,0.6,0.464,0.37,0.803,2022
Hassan Whiteside,C,32.0,65.0,8.0,17.9,8.2,7.6,0.4,0.3,1.6,0.8,0.652,,0.623,2022
Rudy Gay,PF,35.0,55.0,1.0,18.9,8.1,4.4,1.0,0.5,0.3,0.9,0.414,0.345,0.785,2022
Damian Jones,C,26.0,56.0,15.0,18.2,8.1,4.4,1.2,0.5,0.8,1.1,0.658,0.345,0.718,2022
Ziaire Williams,SF,20.0,62.0,31.0,21.7,8.1,2.1,1.0,0.6,0.2,0.7,0.45,0.314,0.782,2022
Cory Joseph,PG,30.0,65.0,39.0,24.6,8.0,2.7,3.6,0.6,0.3,1.3,0.445,0.414,0.885,2022
Mike Muscala,C,30.0,43.0,0.0,13.8,8.0,3.0,0.5,0.4,0.6,0.3,0.456,0.429,0.842,2022
Lindy Waters III,SG,24.0,25.0,1.0,18.6,8.0,2.9,1.0,0.8,0.3,0.4,0.406,0.363,0.8,2022
Andre Drummond,C,28.0,73.0,36.0,19.7,7.9,9.3,1.8,1.1,0.9,1.6,0.57,0.0,0.524,2022
Andre Drummond,C,28.0,49.0,12.0,18.4,6.1,8.8,2.0,1.1,0.9,1.6,0.538,0.0,0.512,2022
Andre Drummond,C,28.0,24.0,24.0,22.3,11.8,10.3,1.4,0.9,1.0,1.5,0.61,0.0,0.537,2022
Josh Christopher,SG,20.0,74.0,2.0,18.0,7.9,2.5,2.0,0.9,0.2,1.5,0.448,0.296,0.735,2022
Jordan Nwora,SF,23.0,62.0,13.0,19.1,7.9,3.6,1.0,0.4,0.3,0.9,0.403,0.348,0.837,2022
Zach Collins,C,24.0,28.0,4.0,17.9,7.8,5.5,2.2,0.5,0.8,1.6,0.49,0.341,0.8,2022
Grant Williams,PF,23.0,77.0,21.0,24.4,7.8,3.6,1.0,0.5,0.7,0.8,0.475,0.411,0.905,2022
Drew Eubanks,C,24.0,71.0,31.0,17.5,7.7,5.4,1.2,0.4,0.6,1.1,0.596,0.217,0.762,2022
Drew Eubanks,C,24.0,49.0,9.0,12.1,4.7,4.0,1.0,0.3,0.6,0.9,0.528,0.125,0.747,2022
Drew Eubanks,C,24.0,22.0,22.0,29.5,14.5,8.5,1.6,0.8,0.5,1.6,0.646,0.267,0.784,2022
Cody Martin,SF,26.0,71.0,11.0,26.3,7.7,4.0,2.5,1.2,0.5,0.9,0.482,0.384,0.701,2022
Kyle Anderson,PF,28.0,69.0,11.0,21.5,7.6,5.3,2.7,1.1,0.7,1.0,0.446,0.33,0.638,2022
R.J. Hampton,SG,20.0,64.0,14.0,21.9,7.6,3.0,2.5,0.7,0.2,1.4,0.383,0.35,0.641,2022
Furkan Korkmaz,SG,24.0,67.0,19.0,21.1,7.6,2.6,1.9,0.5,0.1,0.7,0.387,0.289,0.81,2022
Aleksej Pokusevski,PF,20.0,61.0,12.0,20.2,7.6,5.2,2.1,0.6,0.6,1.5,0.408,0.289,0.7,2022
P.J. Tucker,PF,36.0,71.0,70.0,27.9,7.6,5.5,2.1,0.8,0.2,0.9,0.484,0.415,0.738,2022
Trendon Watford,SF,21.0,48.0,10.0,18.1,7.6,4.1,1.7,0.5,0.6,0.9,0.532,0.237,0.755,2022
Goran Dragić,PG,35.0,21.0,8.0,23.7,7.5,3.1,4.1,0.9,0.2,1.6,0.377,0.254,0.818,2022
Draymond Green,PF,31.0,46.0,44.0,28.9,7.5,7.3,7.0,1.3,1.1,3.0,0.525,0.296,0.659,2022
Raul Neto,PG,29.0,70.0,19.0,19.6,7.5,1.9,3.1,0.8,0.0,1.1,0.463,0.292,0.769,2022
Jeremiah Robinson-Earl,C,21.0,49.0,36.0,22.2,7.5,5.6,1.0,0.6,0.3,0.8,0.414,0.352,0.741,2022
Thomas Bryant,C,24.0,27.0,9.0,16.3,7.4,4.0,0.9,0.2,0.8,0.7,0.52,0.286,0.875,2022
Alex Caruso,SG,27.0,41.0,18.0,28.0,7.4,3.6,4.0,1.7,0.4,1.4,0.398,0.333,0.795,2022
Damion Lee,SG,29.0,63.0,5.0,19.9,7.4,3.2,1.0,0.6,0.1,0.6,0.441,0.337,0.88,2022
Royce O'Neale,SF,28.0,77.0,77.0,31.2,7.4,4.8,2.5,1.1,0.4,1.0,0.457,0.389,0.804,2022
Kenrich Williams,SF,27.0,49.0,0.0,21.9,7.4,4.5,2.2,0.9,0.2,0.9,0.461,0.339,0.545,2022
Jeremy Lamb,SF,29.0,56.0,0.0,16.7,7.3,2.8,1.4,0.6,0.4,0.7,0.383,0.324,0.84,2022
Jeremy Lamb,SF,29.0,39.0,0.0,15.7,7.1,2.4,1.3,0.6,0.4,0.6,0.373,0.333,0.838,2022
Taurean Prince,PF,27.0,69.0,8.0,17.1,7.3,2.5,1.0,0.7,0.3,0.8,0.454,0.376,0.756,2022
Austin Reaves,SG,23.0,61.0,19.0,23.2,7.3,3.2,1.8,0.5,0.3,0.7,0.459,0.317,0.839,2022
Keon Johnson,SG,19.0,37.0,12.0,18.8,7.2,2.2,2.1,0.8,0.3,1.2,0.353,0.34,0.804,2022
Keon Johnson,SG,19.0,22.0,12.0,25.5,9.7,2.7,2.9,1.0,0.5,1.8,0.357,0.348,0.833,2022
Javonte Green,SF,28.0,65.0,45.0,23.4,7.2,4.2,0.9,1.0,0.5,0.5,0.542,0.356,0.833,2022
Joe Ingles,SF,34.0,45.0,15.0,24.9,7.2,2.9,3.5,0.5,0.1,1.0,0.404,0.347,0.773,2022
Ty Jerome,SG,24.0,48.0,4.0,16.7,7.1,1.6,2.3,0.6,0.1,0.8,0.378,0.29,0.809,2022
Robin Lopez,C,33.0,36.0,9.0,17.0,7.1,3.5,1.5,0.1,0.5,1.2,0.553,0.333,0.593,2022
Théo Maledon,PG,20.0,51.0,7.0,17.8,7.1,2.6,2.2,0.6,0.2,1.3,0.375,0.293,0.79,2022
Gary Payton II,SG,29.0,71.0,16.0,17.6,7.1,3.5,0.9,1.4,0.3,0.6,0.616,0.358,0.603,2022
Larry Nance Jr.,PF,29.0,46.0,11.0,22.6,7.0,5.4,1.8,0.9,0.4,0.8,0.522,0.329,0.702,2022
Larry Nance Jr.,C,29.0,37.0,11.0,23.2,6.9,5.6,2.0,1.0,0.4,0.7,0.515,0.306,0.653,2022
Goga Bitadze,C,22.0,50.0,16.0,14.6,7.0,3.5,1.1,0.4,0.8,0.9,0.52,0.288,0.681,2022
Maxi Kleber,PF,30.0,59.0,21.0,24.6,7.0,5.9,1.2,0.5,1.0,0.8,0.398,0.325,0.708,2022
Olivier Sarr,C,22.0,22.0,2.0,19.1,7.0,4.2,0.9,0.3,0.7,1.0,0.574,0.448,0.828,2022
Steven Adams,C,28.0,76.0,75.0,26.3,6.9,10.0,3.4,0.9,0.8,1.5,0.547,0.0,0.543,2022
Killian Hayes,PG,20.0,66.0,40.0,25.0,6.9,3.2,4.2,1.2,0.5,1.7,0.383,0.263,0.77,2022
Jarred Vanderbilt,PF,22.0,74.0,67.0,25.4,6.9,8.4,1.3,1.3,0.6,1.0,0.587,0.143,0.656,2022
Serge Ibaka,C,32.0,54.0,12.0,16.2,6.8,4.6,0.9,0.2,0.6,0.8,0.5,0.374,0.727,2022
Serge Ibaka,C,32.0,35.0,10.0,15.4,6.6,4.3,1.0,0.2,0.7,0.9,0.49,0.387,0.69,2022
Brandon Boston Jr.,SG,20.0,51.0,0.0,14.9,6.7,2.2,1.0,0.5,0.3,0.6,0.385,0.306,0.819,2022
Wayne Ellington,SG,34.0,43.0,9.0,18.8,6.7,1.8,0.7,0.5,0.1,0.4,0.414,0.389,0.818,2022
Stanley Johnson,PF,25.0,48.0,27.0,22.8,6.7,3.2,1.7,0.9,0.3,0.7,0.466,0.314,0.716,2022
Torrey Craig,SF,31.0,78.0,16.0,20.5,6.6,4.0,1.2,0.6,0.5,0.9,0.454,0.329,0.75,2022
Torrey Craig,SF,31.0,51.0,14.0,20.3,6.5,3.8,1.1,0.5,0.4,0.8,0.456,0.333,0.771,2022
Torrey Craig,SF,31.0,27.0,2.0,20.8,6.9,4.3,1.2,0.8,0.6,1.0,0.45,0.323,0.706,2022
Zeke Nnaji,PF,21.0,41.0,1.0,17.0,6.6,3.6,0.4,0.4,0.3,0.6,0.516,0.463,0.631,2022
Mason Plumlee,C,31.0,73.0,73.0,24.6,6.5,7.7,3.1,0.8,0.7,1.4,0.641,0.0,0.392,2022
Josh Jackson,SF,24.0,51.0,3.0,16.3,6.4,2.8,1.1,0.5,0.4,0.9,0.4,0.254,0.714,2022
Josh Jackson,SF,24.0,39.0,3.0,18.1,7.1,3.2,1.3,0.5,0.5,1.0,0.41,0.265,0.714,2022
Avery Bradley,SG,31.0,62.0,45.0,22.7,6.4,2.2,0.8,0.9,0.1,0.6,0.423,0.39,0.889,2022
JaMychal Green,PF,31.0,67.0,8.0,16.2,6.4,4.2,0.9,0.6,0.4,0.9,0.486,0.266,0.871,2022
Blake Griffin,C,32.0,56.0,24.0,17.1,6.4,4.1,1.9,0.5,0.3,0.6,0.425,0.262,0.724,2022
Ish Smith,PG,33.0,65.0,1.0,17.3,6.3,2.2,3.8,0.7,0.4,1.2,0.43,0.373,0.625,2022
Ish Smith,PG,33.0,37.0,1.0,13.8,4.5,1.5,2.6,0.5,0.3,1.0,0.395,0.4,0.632,2022
Ish Smith,PG,33.0,28.0,0.0,22.0,8.6,3.0,5.2,1.0,0.5,1.5,0.457,0.357,0.6,2022
Aaron Holiday,PG,25.0,63.0,15.0,16.2,6.3,1.9,2.4,0.7,0.1,1.1,0.447,0.379,0.868,2022
Aaron Holiday,PG,25.0,41.0,14.0,16.2,6.1,1.6,1.9,0.6,0.2,1.0,0.467,0.343,0.8,2022
Aaron Holiday,PG,25.0,22.0,1.0,16.3,6.8,2.5,3.4,0.8,0.0,1.3,0.411,0.444,0.939,2022
Dewayne Dedmon,C,32.0,67.0,15.0,15.9,6.3,5.8,0.7,0.4,0.6,1.0,0.566,0.404,0.75,2022
Lou Williams,PG,35.0,56.0,0.0,14.3,6.3,1.6,1.9,0.5,0.1,0.8,0.391,0.363,0.859,2022
Thaddeus Young,PF,33.0,52.0,1.0,16.3,6.2,4.0,2.0,1.0,0.3,1.0,0.518,0.354,0.469,2022
Thaddeus Young,PF,33.0,26.0,1.0,14.2,6.1,3.6,2.3,0.9,0.3,1.2,0.578,0.0,0.455,2022
Thaddeus Young,PF,33.0,26.0,0.0,18.3,6.3,4.4,1.7,1.2,0.4,0.8,0.465,0.395,0.481,2022
George Hill,PG,35.0,54.0,17.0,23.2,6.2,2.9,2.2,0.8,0.1,0.8,0.429,0.306,0.919,2022
Dwight Howard,C,36.0,60.0,27.0,16.2,6.2,5.9,0.6,0.6,0.6,0.8,0.612,0.533,0.658,2022
Vít Krejčí,SG,21.0,30.0,8.0,23.0,6.2,3.4,1.9,0.6,0.3,1.0,0.407,0.327,0.864,2022
Jalen McDaniels,SF,24.0,55.0,2.0,16.3,6.2,3.1,1.1,0.5,0.4,0.7,0.484,0.38,0.736,2022
Payton Pritchard,PG,24.0,71.0,2.0,14.1,6.2,1.9,2.0,0.4,0.1,0.6,0.429,0.412,1.0,2022
Day'Ron Sharpe,PF,20.0,32.0,8.0,12.2,6.2,5.0,0.5,0.3,0.5,0.9,0.577,0.286,0.585,2022
Jose Alvarado,PG,23.0,54.0,1.0,15.4,6.1,1.9,2.8,1.3,0.1,0.7,0.446,0.291,0.679,2022
Nemanja Bjelica,C,33.0,71.0,0.0,16.1,6.1,4.1,2.2,0.6,0.4,1.2,0.468,0.362,0.728,2022
Lamar Stevens,PF,24.0,63.0,13.0,16.1,6.1,2.6,0.7,0.5,0.3,0.7,0.489,0.277,0.707,2022
Tristan Thompson,C,30.0,57.0,6.0,15.7,6.0,5.1,0.6,0.4,0.4,0.8,0.528,0.333,0.526,2022
Tristan Thompson,C,30.0,30.0,3.0,15.2,6.2,5.4,0.6,0.4,0.4,1.0,0.503,1.0,0.533,2022
Tristan Thompson,C,30.0,23.0,3.0,16.3,5.7,4.7,0.6,0.5,0.3,0.5,0.565,0.0,0.542,2022
Quentin Grimes,SG,21.0,46.0,6.0,17.1,6.0,2.0,1.0,0.7,0.2,0.6,0.404,0.381,0.684,2022
Tre Jones,PG,22.0,69.0,11.0,16.6,6.0,2.2,3.4,0.6,0.1,0.7,0.49,0.196,0.78,2022
Alex Len,C,28.0,39.0,10.0,15.9,6.0,4.1,1.2,0.3,0.6,1.1,0.534,0.286,0.651,2022
Kevon Looney,C,25.0,82.0,80.0,21.1,6.0,7.3,2.0,0.6,0.6,0.8,0.571,0.0,0.6,2022
Austin Rivers,SG,29.0,67.0,18.0,22.1,6.0,1.7,1.3,0.8,0.1,0.8,0.417,0.342,0.727,2022
Danuel House Jr.,SF,28.0,42.0,7.0,17.3,5.9,2.6,1.0,0.5,0.4,0.8,0.404,0.376,0.759,2022
Danuel House Jr.,SF,28.0,25.0,6.0,19.6,6.8,2.7,1.0,0.6,0.5,0.6,0.447,0.415,0.692,2022
Kessler Edwards,SF,21.0,48.0,23.0,20.6,5.9,3.6,0.6,0.6,0.5,0.9,0.412,0.353,0.842,2022
Danny Green,SF,34.0,62.0,28.0,21.8,5.9,2.5,1.0,1.0,0.6,0.7,0.394,0.38,0.786,2022
Kira Lewis Jr.,PG,20.0,24.0,0.0,14.2,5.9,1.6,2.0,0.5,0.0,1.1,0.404,0.224,0.833,2022
Bismack Biyombo,C,29.0,36.0,3.0,14.1,5.8,4.6,0.6,0.3,0.7,0.7,0.593,,0.535,2022
CJ Elleby,SF,21.0,58.0,28.0,20.2,5.8,3.9,1.5,0.6,0.3,1.0,0.393,0.294,0.714,2022
Luka Garza,C,23.0,32.0,5.0,12.2,5.8,3.1,0.6,0.3,0.2,0.6,0.449,0.327,0.623,2022
Eric Paschall,PF,25.0,58.0,3.0,12.7,5.8,1.8,0.6,0.2,0.1,0.5,0.485,0.37,0.767,2022
Joshua Primo,SF,19.0,50.0,16.0,19.3,5.8,2.3,1.6,0.4,0.5,1.1,0.374,0.307,0.746,2022
Justise Winslow,PF,25.0,48.0,11.0,16.1,5.7,4.2,1.8,0.7,0.5,1.0,0.428,0.227,0.591,2022
Justise Winslow,PF,25.0,37.0,1.0,13.0,4.2,3.6,1.4,0.6,0.5,1.0,0.447,0.172,0.61,2022
Kelan Martin,SF,26.0,30.0,1.0,15.0,5.7,1.8,0.7,0.4,0.3,0.5,0.409,0.293,0.692,2022
Kelan Martin,SF,26.0,27.0,1.0,16.4,6.3,2.0,0.8,0.5,0.3,0.5,0.417,0.297,0.692,2022
Keita Bates-Diop,SF,26.0,59.0,14.0,16.2,5.7,3.9,0.7,0.5,0.2,0.8,0.517,0.309,0.754,2022
Naji Marshall,SF,24.0,55.0,4.0,13.4,5.7,2.6,1.1,0.6,0.1,0.8,0.405,0.2,0.796,2022
Matisse Thybulle,SG,24.0,66.0,50.0,25.5,5.7,2.3,1.1,1.7,1.1,0.6,0.5,0.313,0.791,2022
Dāvis Bertāns,PF,29.0,56.0,0.0,14.4,5.6,2.1,0.6,0.3,0.2,0.3,0.36,0.335,0.9,2022
Dāvis Bertāns,PF,29.0,34.0,0.0,14.7,5.7,1.8,0.5,0.3,0.2,0.4,0.351,0.319,0.933,2022
Dāvis Bertāns,PF,29.0,22.0,0.0,13.9,5.3,2.5,0.7,0.3,0.3,0.2,0.375,0.36,0.8,2022
Derrick Jones Jr.,PF,24.0,51.0,8.0,17.6,5.6,3.3,0.6,0.5,0.6,0.6,0.538,0.328,0.8,2022
Saben Lee,PG,22.0,37.0,0.0,16.3,5.6,2.4,2.9,1.0,0.3,1.0,0.39,0.233,0.789,2022
Dennis Smith Jr.,PG,24.0,37.0,4.0,17.2,5.6,2.4,3.6,1.2,0.3,1.4,0.418,0.222,0.656,2022
Keifer Sykes,PG,28.0,32.0,11.0,17.7,5.6,1.4,1.9,0.4,0.1,1.0,0.363,0.3,0.882,2022
James Johnson,PF,34.0,62.0,10.0,19.2,5.5,3.5,2.1,0.5,0.5,0.8,0.469,0.271,0.527,2022
Wenyen Gabriel,PF,24.0,26.0,5.0,13.8,5.4,3.7,0.5,0.2,0.4,0.6,0.491,0.286,0.595,2022
Rodney McGruder,SG,30.0,51.0,2.0,14.8,5.4,2.2,0.9,0.4,0.1,0.5,0.436,0.397,0.731,2022
Trey Murphy III,SF,21.0,62.0,1.0,13.9,5.4,2.4,0.6,0.4,0.1,0.3,0.394,0.382,0.882,2022
Armoni Brooks,SG,23.0,54.0,11.0,15.6,5.3,1.9,1.1,0.5,0.2,0.5,0.339,0.297,0.857,2022
Armoni Brooks,SG,23.0,41.0,8.0,16.8,6.2,2.0,1.2,0.5,0.2,0.6,0.347,0.3,0.842,2022
D.J. Augustin,PG,34.0,55.0,2.0,16.1,5.3,1.2,1.9,0.3,0.0,1.0,0.423,0.415,0.884,2022
D.J. Augustin,PG,34.0,34.0,2.0,15.0,5.4,1.2,2.2,0.3,0.0,1.3,0.404,0.406,0.868,2022
D.J. Augustin,PG,34.0,21.0,0.0,17.8,5.3,1.3,1.6,0.3,0.0,0.5,0.453,0.426,1.0,2022
Derrick Favors,C,30.0,39.0,18.0,16.7,5.3,4.7,0.6,0.4,0.3,0.2,0.516,0.125,0.64,2022
Dean Wade,PF,25.0,51.0,28.0,19.2,5.3,2.9,1.0,0.6,0.1,0.3,0.456,0.359,0.667,2022
Omer Yurtseven,C,23.0,56.0,12.0,12.6,5.3,5.3,0.9,0.3,0.4,0.7,0.526,0.091,0.623,2022
Garrett Temple,SG,35.0,59.0,16.0,18.6,5.2,2.4,1.3,0.7,0.4,0.7,0.376,0.319,0.683,2022
Cody Zeller,C,29.0,27.0,0.0,13.1,5.2,4.6,0.8,0.3,0.2,0.7,0.567,0.0,0.776,2022
DeAndre' Bembry,SF,27.0,56.0,20.0,18.3,5.1,2.9,1.2,0.9,0.4,0.6,0.561,0.417,0.6,2022
DeAndre' Bembry,SF,27.0,48.0,20.0,19.8,5.8,3.2,1.3,1.0,0.5,0.6,0.568,0.417,0.6,2022
Trey Burke,PG,29.0,42.0,0.0,10.5,5.1,0.8,1.4,0.3,0.0,0.6,0.391,0.317,0.87,2022
Facundo Campazzo,PG,30.0,65.0,4.0,18.2,5.1,1.8,3.4,1.0,0.4,1.0,0.361,0.301,0.769,2022
Wesley Matthews,SG,35.0,49.0,14.0,20.4,5.1,1.9,0.7,0.5,0.2,0.4,0.395,0.338,0.786,2022
David Nwaba,SF,29.0,46.0,4.0,13.2,5.1,3.3,0.8,0.6,0.4,0.5,0.483,0.306,0.716,2022
