Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Pascal Siakam,PF,29.0,80.0,80.0,33.2,21.7,7.1,4.3,0.8,0.3,1.8,0.536,0.346,0.732,2024
Pascal Siakam,PF,29.0,39.0,39.0,34.7,22.2,6.3,4.9,0.8,0.3,2.1,0.522,0.317,0.758,2024
Pascal Siakam,PF,29.0,41.0,41.0,31.8,21.3,7.8,3.7,0.8,0.4,1.4,0.549,0.386,0.699,2024
Victor Wembanyama,C,20.0,71.0,71.0,29.7,21.4,10.6,3.9,1.2,3.6,3.7,0.465,0.325,0.796,2024
Jamal Murray,PG,26.0,59.0,59.0,31.5,21.2,4.1,6.5,1.0,0.7,2.1,0.481,0.425,0.853,2024
Alperen Şengün,C,21.0,63.0,63.0,32.5,21.1,9.3,5.0,1.2,0.7,2.6,0.537,0.297,0.693,2024
Miles Bridges,SF,25.0,69.0,67.0,37.4,21.0,7.3,3.3,0.9,0.5,2.0,0.462,0.349,0.825,2024
Jerami Grant,PF,29.0,54.0,54.0,33.9,21.0,3.5,2.8,0.8,0.6,2.1,0.451,0.402,0.817,2024
Jimmy Butler,PF,34.0,60.0,60.0,34.0,20.8,5.3,5.0,1.3,0.3,1.7,0.499,0.414,0.858,2024
Tyler Herro,SG,24.0,42.0,40.0,33.5,20.8,5.3,4.5,0.7,0.1,2.2,0.441,0.396,0.856,2024
Brandon Ingram,SF,26.0,64.0,64.0,32.9,20.8,5.1,5.7,0.8,0.6,2.5,0.492,0.355,0.801,2024
RJ Barrett,SG,23.0,58.0,58.0,31.7,20.2,5.4,3.3,0.5,0.4,2.2,0.495,0.36,0.715,2024
RJ Barrett,SG,23.0,26.0,26.0,29.5,18.2,4.3,2.4,0.5,0.3,1.8,0.423,0.331,0.831,2024
RJ Barrett,SG,23.0,32.0,32.0,33.5,21.8,6.4,4.1,0.6,0.4,2.5,0.553,0.392,0.629,2024
Tyrese Haliburton,PG,23.0,69.0,68.0,32.2,20.1,3.9,10.9,1.2,0.7,2.3,0.477,0.364,0.855,2024
Kristaps Porziņģis,C,28.0,57.0,57.0,29.6,20.1,7.2,2.0,0.7,1.9,1.6,0.516,0.375,0.858,2024
CJ McCollum,PG,32.0,66.0,66.0,32.7,20.0,4.3,4.6,0.9,0.6,1.7,0.459,0.429,0.827,2024
Scottie Barnes,SG,22.0,60.0,60.0,34.9,19.9,8.2,6.1,1.3,1.5,2.8,0.475,0.341,0.781,2024
Terry Rozier,SG,29.0,61.0,60.0,33.4,19.8,4.0,5.6,1.0,0.3,1.7,0.443,0.363,0.869,2024
Terry Rozier,SG,29.0,30.0,30.0,35.5,23.2,3.9,6.6,1.1,0.4,2.2,0.459,0.358,0.845,2024
Terry Rozier,PG,29.0,31.0,30.0,31.5,16.4,4.2,4.6,1.0,0.3,1.3,0.423,0.371,0.913,2024
Franz Wagner,SF,22.0,72.0,72.0,32.5,19.7,5.3,3.7,1.1,0.4,1.9,0.482,0.281,0.85,2024
Mikal Bridges,SF,27.0,82.0,82.0,34.8,19.6,4.5,3.6,1.0,0.4,2.0,0.436,0.372,0.814,2024
Jalen Green,SG,21.0,82.0,82.0,31.7,19.6,5.2,3.5,0.8,0.3,2.3,0.423,0.332,0.804,2024
Zach LaVine,SG,28.0,25.0,23.0,34.9,19.5,5.2,3.9,0.8,0.3,2.1,0.452,0.349,0.854,2024
Devin Vassell,SG,23.0,68.0,62.0,33.1,19.5,3.8,4.1,1.1,0.3,1.6,0.472,0.372,0.801,2024
Domantas Sabonis,C,27.0,82.0,82.0,35.7,19.4,13.7,8.2,0.9,0.6,3.3,0.594,0.379,0.704,2024
Bam Adebayo,C,26.0,71.0,71.0,34.0,19.3,10.4,3.9,1.1,0.9,2.3,0.521,0.357,0.755,2024
Coby White,PG,23.0,79.0,78.0,36.5,19.1,4.5,5.1,0.7,0.2,2.1,0.447,0.376,0.838,2024
Jalen Williams,PF,22.0,71.0,71.0,31.3,19.1,4.0,4.5,1.1,0.6,1.7,0.54,0.427,0.814,2024
Collin Sexton,SG,25.0,78.0,51.0,26.6,18.7,2.6,4.9,0.8,0.2,2.1,0.487,0.394,0.859,2024
Bradley Beal,SG,30.0,53.0,53.0,33.3,18.2,4.4,5.0,1.0,0.5,2.5,0.513,0.43,0.813,2024
Darius Garland,PG,24.0,57.0,57.0,33.4,18.0,2.7,6.5,1.3,0.1,3.1,0.446,0.371,0.834,2024
D'Angelo Russell,PG,27.0,76.0,69.0,32.7,18.0,3.1,6.3,0.9,0.5,2.1,0.456,0.415,0.828,2024
Nikola Vučević,C,33.0,76.0,74.0,34.3,18.0,10.5,3.3,0.7,0.8,1.6,0.484,0.294,0.822,2024
Klay Thompson,SF,33.0,77.0,63.0,29.7,17.9,3.3,2.3,0.6,0.5,1.5,0.432,0.387,0.927,2024
Jordan Poole,SG,24.0,78.0,66.0,30.1,17.4,2.7,4.4,1.1,0.3,2.4,0.413,0.326,0.877,2024
Fred VanVleet,PG,29.0,73.0,73.0,36.8,17.4,3.8,8.1,1.4,0.8,1.7,0.416,0.387,0.86,2024
Brandon Miller,SF,21.0,74.0,68.0,32.2,17.3,4.3,2.4,0.9,0.6,1.8,0.44,0.373,0.827,2024
Tobias Harris,PF,31.0,70.0,70.0,33.8,17.2,6.5,3.1,1.0,0.7,1.3,0.487,0.353,0.878,2024
Jordan Clarkson,SG,31.0,55.0,19.0,30.6,17.1,3.4,5.0,0.6,0.1,2.7,0.413,0.294,0.881,2024
Myles Turner,C,27.0,77.0,77.0,27.0,17.1,6.9,1.3,0.5,1.9,1.4,0.524,0.358,0.773,2024
Immanuel Quickley,SG,24.0,68.0,38.0,29.2,17.0,3.8,4.9,0.7,0.1,1.5,0.434,0.395,0.853,2024
Immanuel Quickley,SG,24.0,30.0,0.0,24.0,15.0,2.6,2.5,0.5,0.1,1.0,0.454,0.395,0.872,2024
Immanuel Quickley,PG,24.0,38.0,38.0,33.3,18.6,4.8,6.8,0.9,0.2,1.8,0.422,0.395,0.841,2024
Bogdan Bogdanović,SG,31.0,79.0,33.0,30.4,16.9,3.4,3.1,1.2,0.3,1.4,0.428,0.374,0.921,2024
Deandre Ayton,C,25.0,55.0,55.0,32.4,16.7,11.1,1.6,1.0,0.8,1.8,0.57,0.1,0.823,2024
Michael Porter Jr.,SF,25.0,81.0,81.0,31.7,16.7,7.0,1.5,0.5,0.7,1.1,0.484,0.397,0.836,2024
James Harden,PG,34.0,72.0,72.0,34.3,16.6,5.1,8.5,1.1,0.8,2.6,0.428,0.381,0.878,2024
Jarrett Allen,C,25.0,77.0,77.0,31.7,16.5,10.5,2.7,0.7,1.1,1.6,0.634,0.0,0.742,2024
Chet Holmgren,C,21.0,82.0,82.0,29.4,16.5,7.9,2.4,0.6,2.3,1.6,0.53,0.37,0.793,2024
Jonathan Kuminga,PF,21.0,74.0,46.0,26.3,16.1,4.8,2.2,0.7,0.5,1.6,0.529,0.321,0.746,2024
Jalen Johnson,SF,22.0,56.0,52.0,33.7,16.0,8.7,3.6,1.2,0.8,1.8,0.511,0.355,0.728,2024
Austin Reaves,SG,25.0,82.0,57.0,32.1,15.9,4.3,5.5,0.8,0.3,2.1,0.486,0.367,0.853,2024
Shaedon Sharpe,SG,20.0,32.0,25.0,33.1,15.9,5.0,2.9,0.9,0.4,2.3,0.406,0.333,0.824,2024
Malcolm Brogdon,PG,31.0,39.0,25.0,28.7,15.7,3.8,5.5,0.7,0.2,1.5,0.44,0.412,0.819,2024
Keldon Johnson,SF,24.0,69.0,27.0,29.5,15.7,5.5,2.8,0.7,0.3,1.4,0.454,0.346,0.792,2024
Evan Mobley,PF,22.0,50.0,50.0,30.6,15.7,9.4,3.2,0.9,1.4,1.8,0.58,0.373,0.719,2024
De'Andre Hunter,SF,26.0,57.0,37.0,29.5,15.6,3.9,1.5,0.7,0.3,1.5,0.459,0.385,0.847,2024
Donte DiVincenzo,SG,27.0,81.0,63.0,29.1,15.5,3.7,2.7,1.3,0.4,1.4,0.443,0.401,0.754,2024
Jaden Ivey,SG,21.0,77.0,61.0,28.8,15.4,3.4,3.8,0.7,0.5,2.5,0.429,0.336,0.749,2024
Malik Monk,SG,25.0,72.0,0.0,26.0,15.4,2.9,5.1,0.6,0.5,2.1,0.443,0.35,0.829,2024
Kelly Oubre Jr.,SF,28.0,68.0,52.0,30.2,15.4,5.0,1.5,1.1,0.7,1.3,0.441,0.311,0.75,2024
Bojan Bogdanović,PF,34.0,57.0,27.0,25.9,15.2,2.7,1.7,0.5,0.1,1.8,0.454,0.398,0.785,2024
Bojan Bogdanović,PF,34.0,28.0,27.0,32.9,20.2,3.4,2.5,0.8,0.1,2.3,0.468,0.415,0.779,2024
Bojan Bogdanović,SF,34.0,29.0,0.0,19.2,10.4,2.0,0.9,0.2,0.0,1.3,0.43,0.37,0.8,2024
Keegan Murray,SF,23.0,77.0,77.0,33.6,15.2,5.5,1.7,1.0,0.8,0.8,0.454,0.358,0.831,2024
Derrick White,SG,29.0,73.0,73.0,32.6,15.2,4.2,5.2,1.0,1.2,1.5,0.461,0.396,0.901,2024
John Collins,PF,26.0,68.0,66.0,28.0,15.1,8.5,1.1,0.6,0.9,1.4,0.532,0.371,0.795,2024
Khris Middleton,SF,32.0,55.0,55.0,27.0,15.1,4.7,5.3,0.9,0.3,2.3,0.493,0.381,0.833,2024
Trey Murphy III,SF,23.0,57.0,23.0,29.6,14.8,4.9,2.2,0.9,0.5,0.6,0.443,0.38,0.815,2024
OG Anunoby,SF,26.0,50.0,50.0,34.0,14.7,4.2,2.1,1.4,0.7,1.6,0.489,0.382,0.753,2024
OG Anunoby,SF,26.0,27.0,27.0,33.3,15.1,3.9,2.7,1.0,0.5,1.6,0.489,0.374,0.717,2024
OG Anunoby,SF,26.0,23.0,23.0,34.9,14.1,4.4,1.5,1.7,1.0,1.7,0.488,0.394,0.791,2024
Deni Avdija,SF,23.0,75.0,75.0,30.1,14.7,7.2,3.8,0.8,0.5,2.1,0.506,0.374,0.74,2024
GG Jackson II,PF,19.0,48.0,18.0,25.7,14.6,4.1,1.2,0.6,0.5,1.4,0.428,0.357,0.752,2024
Bennedict Mathurin,SF,21.0,59.0,19.0,26.1,14.5,4.0,2.0,0.6,0.2,1.6,0.446,0.374,0.821,2024
Marcus Smart,PG,29.0,20.0,20.0,30.3,14.5,2.7,4.3,2.1,0.3,3.1,0.43,0.313,0.768,2024
Tim Hardaway Jr.,SF,31.0,79.0,12.0,26.8,14.4,3.2,1.8,0.5,0.1,0.9,0.402,0.353,0.852,2024
Dennis Schröder,PG,30.0,80.0,58.0,31.1,14.0,3.0,6.1,0.8,0.2,1.9,0.435,0.375,0.836,2024
Dennis Schröder,PG,30.0,51.0,33.0,30.6,13.7,2.7,6.1,0.9,0.2,1.6,0.442,0.35,0.852,2024
Dennis Schröder,PG,30.0,29.0,25.0,32.0,14.6,3.5,6.0,0.6,0.3,2.4,0.424,0.412,0.797,2024
Rudy Gobert,C,31.0,76.0,76.0,34.1,14.0,12.9,1.3,0.7,2.1,1.6,0.661,0.0,0.638,2024
Scoot Henderson,PG,19.0,62.0,32.0,28.5,14.0,3.1,5.4,0.8,0.2,3.4,0.385,0.325,0.819,2024
Caris LeVert,SG,29.0,68.0,10.0,28.8,14.0,4.1,5.1,1.1,0.5,1.7,0.421,0.325,0.766,2024
Aaron Gordon,PF,28.0,73.0,73.0,31.5,13.9,6.5,3.5,0.8,0.6,1.4,0.556,0.29,0.658,2024
Norman Powell,SG,30.0,76.0,3.0,26.2,13.9,2.6,1.1,0.6,0.3,0.9,0.486,0.435,0.831,2024
Jalen Duren,C,20.0,61.0,60.0,29.1,13.8,11.6,2.4,0.5,0.8,2.1,0.619,0.0,0.79,2024
Bobby Portis,PF,28.0,82.0,4.0,24.5,13.8,7.4,1.3,0.8,0.4,1.1,0.508,0.407,0.79,2024
Saddiq Bey,SF,24.0,63.0,51.0,32.7,13.7,6.5,1.5,0.8,0.2,0.9,0.416,0.316,0.837,2024
Jabari Smith Jr.,PF,20.0,76.0,76.0,31.9,13.7,8.1,1.6,0.7,0.8,1.2,0.454,0.363,0.811,2024
Gary Trent Jr.,SG,25.0,71.0,41.0,28.1,13.7,2.6,1.7,1.1,0.1,0.7,0.426,0.393,0.771,2024
Rui Hachimura,PF,25.0,68.0,39.0,26.9,13.6,4.3,1.2,0.6,0.4,0.7,0.537,0.422,0.739,2024
Grayson Allen,SG,28.0,75.0,74.0,33.5,13.5,3.9,3.0,0.9,0.6,1.3,0.499,0.461,0.878,2024
Naz Reid,PF,24.0,81.0,14.0,24.2,13.5,5.2,1.3,0.8,0.9,1.4,0.477,0.414,0.736,2024
Cameron Johnson,PF,27.0,58.0,47.0,27.6,13.4,4.3,2.4,0.8,0.3,1.0,0.446,0.391,0.789,2024
Corey Kispert,SF,24.0,80.0,22.0,25.8,13.4,2.8,2.0,0.5,0.2,1.2,0.486,0.383,0.726,2024
Andrew Wiggins,SF,28.0,71.0,59.0,27.0,13.2,4.5,1.7,0.6,0.6,1.2,0.453,0.358,0.751,2024
Keyonte George,PG,20.0,75.0,44.0,27.0,13.0,2.8,4.4,0.5,0.1,2.5,0.391,0.334,0.848,2024
P.J. Washington,PF,25.0,73.0,45.0,30.4,12.9,5.6,1.9,1.0,0.8,1.3,0.436,0.32,0.683,2024
P.J. Washington,PF,25.0,44.0,17.0,29.2,13.6,5.3,2.2,0.9,0.7,1.5,0.446,0.324,0.713,2024
P.J. Washington,PF,25.0,29.0,28.0,32.2,11.7,6.2,1.5,1.2,0.9,1.0,0.421,0.314,0.627,2024
Scotty Pippen Jr.,PG,23.0,21.0,16.0,25.1,12.9,3.2,4.7,1.7,0.5,2.7,0.493,0.417,0.745,2024
Duncan Robinson,SF,29.0,68.0,36.0,28.0,12.9,2.5,2.8,0.7,0.2,1.4,0.45,0.395,0.889,2024
Dillon Brooks,SF,28.0,72.0,72.0,30.9,12.7,3.4,1.7,0.9,0.1,1.2,0.428,0.359,0.844,2024
Jalen Suggs,SG,22.0,75.0,75.0,27.0,12.6,3.1,2.7,1.4,0.6,1.8,0.471,0.397,0.756,2024
Jrue Holiday,PG,33.0,69.0,69.0,32.8,12.5,5.4,4.8,0.9,0.8,1.8,0.48,0.429,0.833,2024
Brook Lopez,C,35.0,79.0,79.0,30.5,12.5,5.2,1.6,0.5,2.4,1.0,0.485,0.366,0.821,2024
Josh Giddey,SG,21.0,80.0,80.0,25.1,12.3,6.4,4.8,0.6,0.6,2.1,0.475,0.337,0.806,2024
Cam Whitmore,SF,19.0,47.0,2.0,18.7,12.3,3.8,0.7,0.6,0.4,1.0,0.454,0.359,0.679,2024
Harrison Barnes,PF,31.0,82.0,82.0,29.0,12.2,3.0,1.2,0.7,0.1,0.7,0.474,0.387,0.801,2024
Ayo Dosunmu,SG,24.0,76.0,37.0,29.1,12.2,2.8,3.2,0.9,0.5,1.4,0.501,0.403,0.81,2024
Aaron Nesmith,SF,24.0,72.0,47.0,27.7,12.2,3.8,1.5,0.9,0.7,0.9,0.496,0.419,0.781,2024
Max Strus,SF,27.0,70.0,70.0,32.0,12.2,4.8,4.0,0.9,0.4,1.6,0.418,0.351,0.794,2024
Jonas Valančiūnas,C,31.0,82.0,82.0,23.5,12.2,8.8,2.1,0.4,0.8,1.4,0.559,0.308,0.785,2024
Buddy Hield,SF,31.0,84.0,42.0,25.7,12.1,3.2,2.8,0.8,0.5,1.2,0.436,0.386,0.881,2024
Buddy Hield,SF,31.0,52.0,28.0,25.7,12.0,3.2,2.7,0.8,0.6,1.2,0.443,0.384,0.848,2024
Buddy Hield,SG,31.0,32.0,14.0,25.8,12.2,3.2,3.0,0.8,0.3,1.3,0.426,0.389,0.923,2024
Tyus Jones,PG,27.0,66.0,66.0,29.3,12.0,2.7,7.3,1.1,0.3,1.0,0.489,0.414,0.8,2024
Jaime Jaquez Jr.,SF,22.0,75.0,20.0,28.2,11.9,3.8,2.6,1.0,0.3,1.5,0.489,0.322,0.811,2024
Nic Claxton,C,24.0,71.0,71.0,29.8,11.8,9.9,2.1,0.6,2.1,1.3,0.629,0.2,0.551,2024
Marvin Bagley III,C,24.0,50.0,25.0,21.1,11.7,6.2,1.1,0.4,0.7,1.2,0.586,0.391,0.762,2024
Marvin Bagley III,C,24.0,26.0,10.0,18.4,10.2,4.5,1.0,0.2,0.5,1.1,0.591,0.167,0.82,2024
Marvin Bagley III,C,24.0,24.0,15.0,24.0,13.3,8.1,1.2,0.6,0.8,1.3,0.581,0.471,0.708,2024
Ivica Zubac,C,26.0,68.0,68.0,26.4,11.7,9.2,1.4,0.3,1.2,1.2,0.649,,0.723,2024
Cole Anthony,PG,23.0,81.0,0.0,22.4,11.6,3.8,2.9,0.8,0.5,1.6,0.435,0.338,0.826,2024
Jeremy Sochan,PF,20.0,74.0,73.0,29.6,11.6,6.4,3.4,0.8,0.5,1.9,0.438,0.308,0.771,2024
Clint Capela,C,29.0,73.0,73.0,25.8,11.5,10.6,1.2,0.6,1.5,1.0,0.571,0.0,0.631,2024
Mike Conley,PG,36.0,76.0,76.0,28.9,11.4,2.9,5.9,1.2,0.2,1.3,0.457,0.442,0.911,2024
Malik Beasley,SG,27.0,79.0,77.0,29.6,11.3,3.7,1.4,0.7,0.1,0.7,0.443,0.413,0.714,2024
Zach Collins,C,26.0,69.0,29.0,22.1,11.2,5.4,2.8,0.5,0.8,1.9,0.484,0.32,0.753,2024
De'Anthony Melton,SG,25.0,38.0,33.0,26.9,11.1,3.7,3.0,1.6,0.4,1.0,0.386,0.36,0.835,2024
Jakob Poeltl,C,28.0,50.0,50.0,26.4,11.1,8.6,2.5,0.7,1.5,1.5,0.656,,0.551,2024
Russell Westbrook,PG,35.0,68.0,11.0,22.5,11.1,5.0,4.5,1.1,0.3,2.1,0.454,0.273,0.688,2024
Daniel Gafford,C,25.0,74.0,66.0,24.5,11.0,7.6,1.6,0.9,2.1,1.0,0.725,,0.674,2024
Daniel Gafford,C,25.0,45.0,45.0,26.5,10.9,8.0,1.5,1.0,2.2,1.0,0.69,,0.706,2024
Daniel Gafford,PF,25.0,29.0,21.0,21.5,11.2,6.9,1.6,0.7,1.9,1.0,0.78,,0.607,2024
Wendell Carter Jr.,C,24.0,55.0,48.0,25.6,11.0,6.9,1.7,0.6,0.5,1.2,0.525,0.374,0.694,2024
Eric Gordon,SG,35.0,68.0,24.0,27.8,11.0,1.8,2.0,1.0,0.4,1.1,0.443,0.378,0.797,2024
Herbert Jones,SF,25.0,76.0,76.0,30.5,11.0,3.6,2.6,1.4,0.8,1.2,0.498,0.418,0.867,2024
Luke Kennard,SG,27.0,39.0,22.0,25.6,11.0,2.9,3.5,0.5,0.1,1.4,0.448,0.45,0.889,2024
Luguentz Dort,SF,24.0,79.0,79.0,28.4,10.9,3.6,1.4,0.9,0.6,0.9,0.438,0.394,0.826,2024
Jusuf Nurkić,C,29.0,76.0,76.0,27.3,10.9,11.0,4.0,1.1,1.1,2.3,0.51,0.244,0.64,2024
Isaiah Stewart,PF,22.0,46.0,45.0,30.9,10.9,6.6,1.6,0.4,0.8,1.4,0.487,0.383,0.753,2024
Moritz Wagner,C,26.0,80.0,1.0,17.7,10.9,4.3,1.2,0.5,0.3,1.2,0.601,0.33,0.814,2024
Bruce Brown,SG,27.0,67.0,44.0,27.9,10.8,4.2,2.9,0.9,0.3,1.3,0.478,0.323,0.824,2024
Bruce Brown,SG,27.0,33.0,33.0,29.7,12.1,4.7,3.0,1.1,0.2,1.2,0.475,0.327,0.817,2024
Bruce Brown,PG,27.0,34.0,11.0,26.0,9.6,3.8,2.7,0.7,0.3,1.3,0.481,0.317,0.833,2024
Jake LaRavia,PF,22.0,35.0,6.0,23.0,10.8,3.7,1.7,0.8,0.3,1.3,0.389,0.34,0.826,2024
Santi Aldama,PF,23.0,61.0,35.0,26.5,10.7,5.8,2.3,0.7,0.9,1.1,0.435,0.349,0.621,2024
Simone Fontecchio,SF,28.0,66.0,43.0,24.9,10.5,3.7,1.5,0.7,0.3,1.0,0.46,0.401,0.818,2024
Simone Fontecchio,SF,28.0,50.0,34.0,23.2,8.9,3.5,1.5,0.6,0.4,1.0,0.45,0.391,0.8,2024
Spencer Dinwiddie,PG,30.0,76.0,52.0,28.3,10.5,2.7,4.7,0.7,0.3,1.2,0.392,0.337,0.805,2024
Spencer Dinwiddie,PG,30.0,48.0,48.0,30.7,12.6,3.3,6.0,0.8,0.2,1.3,0.391,0.32,0.781,2024
Spencer Dinwiddie,PG,30.0,28.0,4.0,24.2,6.8,1.7,2.4,0.5,0.5,1.0,0.397,0.389,0.88,2024
Jaden McDaniels,SF,23.0,72.0,71.0,29.2,10.5,3.1,1.4,0.9,0.6,1.2,0.489,0.337,0.722,2024
Alec Burks,SG,32.0,66.0,1.0,18.4,10.4,2.3,1.3,0.4,0.2,0.7,0.369,0.376,0.868,2024
Alec Burks,SG,32.0,43.0,0.0,21.0,12.6,2.6,1.6,0.5,0.3,0.7,0.394,0.401,0.903,2024
Alec Burks,SG,32.0,23.0,1.0,13.5,6.5,1.7,0.9,0.3,0.0,0.7,0.307,0.301,0.727,2024
Dalano Banton,PG,24.0,54.0,9.0,19.4,10.3,3.3,2.4,0.6,0.4,1.4,0.404,0.296,0.783,2024
Dalano Banton,PG,24.0,24.0,1.0,7.1,2.3,1.5,0.8,0.2,0.1,0.4,0.373,0.125,0.8,2024
Dalano Banton,PG,24.0,30.0,8.0,29.2,16.7,4.8,3.6,0.9,0.6,2.2,0.408,0.311,0.78,2024
Grant Williams,PF,25.0,76.0,43.0,28.0,10.3,4.2,2.3,0.6,0.5,1.4,0.456,0.375,0.757,2024
Grant Williams,PF,25.0,47.0,33.0,26.4,8.1,3.6,1.7,0.5,0.6,1.1,0.413,0.376,0.745,2024
Grant Williams,PF,25.0,29.0,10.0,30.6,13.9,5.1,3.2,0.7,0.4,1.9,0.503,0.373,0.765,2024
Obi Toppin,PF,25.0,82.0,28.0,21.1,10.3,3.9,1.6,0.6,0.5,0.8,0.573,0.403,0.77,2024
Kevin Huerter,SG,25.0,64.0,59.0,24.4,10.2,3.5,2.6,0.7,0.4,0.8,0.443,0.361,0.766,2024
Reggie Jackson,PG,33.0,82.0,23.0,22.2,10.2,1.9,3.8,0.5,0.2,1.3,0.431,0.359,0.806,2024
T.J. McConnell,PG,31.0,71.0,4.0,18.2,10.2,2.7,5.5,1.0,0.1,1.5,0.556,0.409,0.79,2024
Onyeka Okongwu,C,23.0,55.0,8.0,25.5,10.2,6.8,1.3,0.5,1.1,0.8,0.611,0.333,0.793,2024
Kentavious Caldwell-Pope,SG,30.0,76.0,76.0,31.6,10.1,2.4,2.4,1.3,0.6,1.0,0.46,0.406,0.894,2024
Alex Caruso,SG,29.0,71.0,57.0,28.7,10.1,3.8,3.5,1.7,1.0,1.4,0.468,0.408,0.76,2024
