Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Myles Turner,C,20.0,81.0,81.0,31.4,14.5,7.3,1.3,0.9,2.1,1.3,0.511,0.348,0.809,2017
T.J. Warren,SF,23.0,66.0,59.0,31.0,14.4,5.1,1.1,1.2,0.6,0.9,0.495,0.265,0.773,2017
Enes Freedom,C,24.0,72.0,0.0,21.3,14.3,6.7,0.9,0.4,0.5,1.7,0.545,0.132,0.786,2017
Dirk Nowitzki,PF,38.0,54.0,54.0,26.4,14.2,6.5,1.5,0.6,0.7,0.9,0.437,0.378,0.875,2017
Zach Randolph,PF,35.0,73.0,5.0,24.5,14.1,8.2,1.7,0.5,0.1,1.4,0.449,0.223,0.731,2017
Rudy Gobert,C,24.0,81.0,81.0,33.9,14.0,12.8,1.2,0.6,2.6,1.8,0.661,0.0,0.653,2017
Al Horford,C,30.0,68.0,68.0,32.3,14.0,6.8,5.0,0.8,1.3,1.7,0.473,0.355,0.8,2017
Marcus Morris,SF,27.0,79.0,79.0,32.5,14.0,4.6,2.0,0.7,0.3,1.1,0.418,0.331,0.784,2017
Markieff Morris,PF,27.0,76.0,76.0,31.2,14.0,6.5,1.7,1.1,0.6,1.7,0.457,0.362,0.837,2017
Jae Crowder,SF,26.0,72.0,72.0,32.4,13.9,5.8,2.2,1.0,0.3,1.1,0.463,0.398,0.811,2017
Kentavious Caldwell-Pope,SG,23.0,76.0,75.0,33.3,13.8,3.3,2.5,1.2,0.2,1.1,0.399,0.35,0.832,2017
Bojan Bogdanović,SF,27.0,81.0,54.0,25.7,13.7,3.4,1.4,0.4,0.1,1.6,0.445,0.367,0.893,2017
Bojan Bogdanović,SF,27.0,55.0,54.0,26.9,14.2,3.6,1.6,0.4,0.1,1.7,0.44,0.357,0.874,2017
Bojan Bogdanović,SF,27.0,26.0,0.0,23.1,12.7,3.1,0.8,0.4,0.2,1.5,0.457,0.391,0.934,2017
Will Barton,SG,26.0,60.0,19.0,28.4,13.7,4.3,3.4,0.8,0.5,1.6,0.443,0.37,0.753,2017
Tyler Johnson,PG,24.0,73.0,0.0,29.8,13.7,4.0,3.2,1.2,0.6,1.2,0.433,0.372,0.768,2017
Ryan Anderson,PF,28.0,72.0,72.0,29.4,13.6,4.6,0.9,0.4,0.2,0.8,0.418,0.403,0.86,2017
Andre Drummond,C,23.0,81.0,81.0,29.7,13.6,13.8,1.1,1.5,1.1,1.9,0.53,0.286,0.386,2017
Dwight Howard,C,31.0,74.0,74.0,29.7,13.5,12.7,1.4,0.9,1.2,2.3,0.633,0.0,0.533,2017
Wesley Matthews,SG,30.0,73.0,73.0,34.2,13.5,3.5,2.9,1.1,0.2,1.4,0.393,0.363,0.816,2017
Otto Porter Jr.,SF,23.0,80.0,80.0,32.6,13.4,6.4,1.5,1.5,0.5,0.6,0.516,0.434,0.832,2017
Darren Collison,PG,29.0,68.0,64.0,30.3,13.2,2.2,4.6,1.0,0.1,1.7,0.476,0.417,0.86,2017
Julius Randle,PF,22.0,74.0,73.0,28.8,13.2,8.6,3.6,0.7,0.5,2.3,0.488,0.27,0.723,2017
Nick Young,SG,31.0,60.0,60.0,25.9,13.2,2.3,1.0,0.6,0.2,0.6,0.43,0.404,0.856,2017
Ersan İlyasova,PF,29.0,82.0,52.0,26.1,13.1,5.9,1.7,0.7,0.3,1.4,0.431,0.353,0.778,2017
Ersan İlyasova,PF,29.0,53.0,40.0,27.3,14.8,5.9,1.8,0.6,0.3,1.5,0.44,0.359,0.768,2017
Ersan İlyasova,PF,29.0,26.0,12.0,24.3,10.4,5.8,1.7,0.8,0.3,1.3,0.412,0.348,0.8,2017
Sean Kilpatrick,SG,27.0,70.0,24.0,25.1,13.1,4.0,2.2,0.6,0.1,1.9,0.415,0.341,0.843,2017
Robert Covington,SF,26.0,67.0,67.0,31.6,12.9,6.5,1.5,1.9,1.0,2.0,0.399,0.333,0.822,2017
Seth Curry,PG,26.0,70.0,42.0,29.0,12.8,2.6,2.7,1.1,0.1,1.3,0.481,0.425,0.85,2017
James Johnson,PF,29.0,76.0,5.0,27.4,12.8,4.9,3.6,1.0,1.1,2.3,0.479,0.34,0.707,2017
Elfrid Payton,PG,22.0,82.0,58.0,29.4,12.8,4.7,6.5,1.1,0.5,2.2,0.471,0.274,0.692,2017
Dario Šarić,PF,22.0,81.0,36.0,26.3,12.8,6.3,2.2,0.7,0.4,2.3,0.411,0.311,0.782,2017
Aaron Gordon,SF,21.0,80.0,72.0,28.7,12.7,5.1,1.9,0.8,0.5,1.1,0.454,0.288,0.719,2017
Rodney Hood,SG,24.0,59.0,55.0,27.0,12.7,3.4,1.6,0.6,0.2,1.1,0.408,0.371,0.783,2017
DeAndre Jordan,C,28.0,81.0,81.0,31.7,12.7,13.8,1.2,0.6,1.7,1.4,0.714,0.0,0.482,2017
Clint Capela,C,22.0,65.0,59.0,23.9,12.6,8.1,1.0,0.5,1.2,1.3,0.643,,0.531,2017
Pau Gasol,C,36.0,64.0,39.0,25.4,12.4,7.8,2.3,0.4,1.1,1.3,0.502,0.538,0.707,2017
Jamal Crawford,SG,36.0,82.0,1.0,26.3,12.3,1.6,2.6,0.7,0.2,1.6,0.413,0.36,0.857,2017
Austin Rivers,SG,24.0,74.0,29.0,27.8,12.0,2.2,2.8,0.6,0.1,1.6,0.442,0.371,0.691,2017
Jonas Valančiūnas,C,24.0,80.0,80.0,25.8,12.0,9.5,0.7,0.5,0.8,1.3,0.557,0.5,0.811,2017
Jahlil Okafor,C,21.0,50.0,33.0,22.7,11.8,4.8,1.2,0.4,1.0,1.8,0.514,,0.671,2017
Trevor Ariza,SF,31.0,80.0,80.0,34.7,11.7,5.7,2.2,1.8,0.3,0.9,0.409,0.344,0.738,2017
Frank Kaminsky,C,23.0,75.0,16.0,26.1,11.7,4.5,2.2,0.6,0.5,1.0,0.399,0.328,0.756,2017
Greg Monroe,C,26.0,81.0,0.0,22.5,11.7,6.6,2.3,1.1,0.5,1.7,0.533,0.0,0.741,2017
Steven Adams,C,23.0,80.0,80.0,29.9,11.3,7.7,1.1,1.1,1.0,1.8,0.571,0.0,0.611,2017
Marvin Williams,PF,30.0,76.0,76.0,30.2,11.2,6.6,1.4,0.8,0.7,0.8,0.422,0.35,0.873,2017
Ricky Rubio,PG,26.0,75.0,75.0,32.9,11.1,4.1,9.1,1.7,0.1,2.6,0.402,0.306,0.891,2017
Deron Williams,PG,32.0,64.0,44.0,25.9,11.0,2.3,5.6,0.5,0.1,2.2,0.438,0.363,0.826,2017
Deron Williams,PG,32.0,40.0,40.0,29.3,13.1,2.6,6.9,0.6,0.1,2.5,0.43,0.348,0.821,2017
Deron Williams,PG,32.0,24.0,4.0,20.3,7.5,1.9,3.6,0.3,0.3,1.7,0.463,0.415,0.84,2017
Terrence Ross,SF,25.0,78.0,24.0,25.1,11.0,2.6,1.1,1.1,0.4,0.9,0.437,0.363,0.831,2017
Terrence Ross,SF,25.0,54.0,0.0,22.4,10.4,2.6,0.8,1.0,0.4,0.6,0.441,0.375,0.82,2017
Terrence Ross,SF,25.0,24.0,24.0,31.2,12.5,2.8,1.8,1.4,0.5,1.5,0.431,0.341,0.852,2017
Kent Bazemore,SF,27.0,73.0,64.0,26.9,11.0,3.2,2.4,1.2,0.7,1.7,0.409,0.346,0.708,2017
Brandon Knight,SG,25.0,54.0,5.0,21.1,11.0,2.2,2.4,0.5,0.1,1.6,0.398,0.324,0.857,2017
Emmanuel Mudiay,PG,20.0,55.0,41.0,25.6,11.0,3.2,3.9,0.7,0.2,2.2,0.377,0.315,0.784,2017
Thaddeus Young,PF,28.0,74.0,74.0,30.2,11.0,6.1,1.6,1.5,0.4,1.3,0.527,0.381,0.523,2017
J.J. Barea,PG,32.0,35.0,6.0,22.0,10.9,2.4,5.5,0.4,0.0,1.8,0.414,0.358,0.863,2017
Taj Gibson,PF,31.0,78.0,71.0,25.5,10.8,6.2,0.9,0.5,0.8,1.3,0.515,0.231,0.715,2017
Taj Gibson,PF,31.0,55.0,55.0,27.3,11.6,6.9,1.1,0.5,0.9,1.4,0.521,0.167,0.714,2017
Taj Gibson,PF,31.0,23.0,16.0,21.2,9.0,4.5,0.6,0.6,0.7,1.2,0.497,1.0,0.718,2017
Terrence Jones,PF,25.0,54.0,12.0,23.5,10.8,5.7,1.1,0.7,1.0,0.9,0.47,0.253,0.606,2017
Terrence Jones,PF,25.0,51.0,12.0,24.8,11.5,5.9,1.2,0.8,1.0,0.9,0.472,0.253,0.606,2017
Marcin Gortat,C,32.0,82.0,82.0,31.2,10.8,10.4,1.5,0.5,0.7,1.5,0.579,0.0,0.648,2017
Courtney Lee,SG,31.0,77.0,74.0,31.9,10.8,3.4,2.3,1.1,0.3,0.9,0.456,0.401,0.867,2017
Allen Crabbe,SG,24.0,79.0,7.0,28.5,10.7,2.9,1.2,0.7,0.3,0.8,0.468,0.444,0.847,2017
C.J. Miles,SF,29.0,76.0,29.0,23.4,10.7,3.0,0.6,0.6,0.3,0.5,0.434,0.413,0.903,2017
Buddy Hield,SG,24.0,82.0,55.0,23.0,10.6,3.3,1.5,0.5,0.1,1.2,0.426,0.391,0.842,2017
Buddy Hield,SG,24.0,57.0,37.0,20.4,8.6,2.9,1.4,0.3,0.1,0.8,0.393,0.369,0.879,2017
Buddy Hield,SG,24.0,25.0,18.0,29.1,15.1,4.1,1.8,0.8,0.1,2.1,0.48,0.428,0.814,2017
Nikola Mirotić,PF,25.0,70.0,15.0,24.0,10.6,5.5,1.1,0.8,0.8,1.1,0.413,0.342,0.773,2017
Marcus Smart,SG,22.0,79.0,24.0,30.4,10.6,3.9,4.6,1.6,0.4,2.0,0.359,0.283,0.812,2017
Marco Belinelli,SG,30.0,74.0,0.0,24.0,10.5,2.4,2.0,0.6,0.1,0.9,0.429,0.36,0.893,2017
Wayne Ellington,SG,29.0,62.0,13.0,24.2,10.5,2.1,1.1,0.6,0.1,0.5,0.416,0.378,0.86,2017
Mason Plumlee,C,26.0,81.0,64.0,26.5,10.4,7.5,3.5,0.9,1.1,1.7,0.536,0.0,0.58,2017
Mason Plumlee,C,26.0,54.0,54.0,28.1,11.1,8.0,4.0,0.9,1.2,1.6,0.532,0.0,0.567,2017
Mason Plumlee,C,26.0,27.0,10.0,23.4,9.1,6.4,2.6,0.7,1.1,1.7,0.547,0.0,0.618,2017
Robin Lopez,C,28.0,81.0,81.0,28.0,10.4,6.4,1.0,0.2,1.4,1.1,0.493,0.0,0.721,2017
Tyreke Evans,SF,27.0,40.0,6.0,19.7,10.3,3.4,3.1,0.9,0.2,1.5,0.405,0.356,0.75,2017
Tyreke Evans,SF,27.0,26.0,0.0,18.2,9.5,3.3,3.5,0.9,0.2,1.5,0.401,0.3,0.776,2017
Cody Zeller,C,24.0,62.0,58.0,27.8,10.3,6.5,1.6,1.0,0.9,1.0,0.571,0.0,0.679,2017
Jusuf Nurkić,C,22.0,65.0,48.0,21.4,10.2,7.2,1.9,0.8,1.1,2.2,0.507,0.0,0.571,2017
Jusuf Nurkić,C,22.0,45.0,29.0,17.9,8.0,5.8,1.3,0.6,0.8,1.8,0.507,,0.496,2017
Jusuf Nurkić,C,22.0,20.0,19.0,29.2,15.2,10.4,3.2,1.3,1.9,3.1,0.508,0.0,0.66,2017
Malcolm Brogdon,SG,24.0,75.0,28.0,26.4,10.2,2.8,4.2,1.1,0.2,1.5,0.457,0.404,0.865,2017
Draymond Green,PF,26.0,76.0,76.0,32.5,10.2,7.9,7.0,2.0,1.4,2.4,0.418,0.308,0.709,2017
Jon Leuer,PF,27.0,75.0,34.0,25.9,10.2,5.4,1.5,0.4,0.3,0.9,0.48,0.293,0.867,2017
Josh Richardson,SG,23.0,53.0,34.0,30.5,10.2,3.2,2.6,1.1,0.7,1.2,0.394,0.33,0.779,2017
Kyle Korver,SG,35.0,67.0,22.0,26.2,10.1,2.8,1.6,0.5,0.3,1.0,0.464,0.451,0.905,2017
Kyle Korver,SG,35.0,32.0,21.0,27.9,9.5,2.8,2.3,0.7,0.4,1.3,0.439,0.409,0.889,2017
Kyle Korver,SG,35.0,35.0,1.0,24.5,10.7,2.8,1.0,0.3,0.2,0.8,0.487,0.485,0.933,2017
Tony Parker,PG,34.0,63.0,63.0,25.2,10.1,1.8,4.5,0.5,0.0,1.4,0.466,0.333,0.726,2017
Yogi Ferrell,PG,23.0,46.0,29.0,26.0,10.0,2.4,3.7,0.9,0.2,1.5,0.406,0.386,0.831,2017
Yogi Ferrell,PG,23.0,36.0,29.0,29.1,11.3,2.8,4.3,1.1,0.2,1.6,0.412,0.403,0.877,2017
Trevor Booker,PF,29.0,71.0,43.0,24.7,10.0,8.0,1.9,1.1,0.4,1.8,0.516,0.321,0.673,2017
Gorgui Dieng,PF,27.0,82.0,82.0,32.4,10.0,7.9,1.9,1.1,1.2,1.3,0.502,0.372,0.814,2017
Maurice Harkless,SF,23.0,77.0,69.0,28.9,10.0,4.4,1.1,1.1,0.9,1.1,0.503,0.351,0.621,2017
Ty Lawson,PG,29.0,69.0,24.0,25.1,9.9,2.6,4.8,1.1,0.1,1.9,0.454,0.288,0.797,2017
Shabazz Muhammad,SF,24.0,78.0,1.0,19.4,9.9,2.8,0.4,0.3,0.1,0.7,0.482,0.338,0.774,2017
Jamal Murray,SG,19.0,82.0,10.0,21.5,9.9,2.6,2.1,0.6,0.3,1.4,0.404,0.334,0.883,2017
Richaun Holmes,C,23.0,57.0,17.0,20.9,9.8,5.5,1.0,0.7,1.0,1.0,0.558,0.351,0.699,2017
Jeremy Lamb,SG,24.0,62.0,5.0,18.4,9.7,4.3,1.2,0.4,0.4,0.6,0.46,0.281,0.853,2017
Kenneth Faried,PF,27.0,61.0,34.0,21.2,9.6,7.6,0.9,0.7,0.7,1.0,0.548,0.0,0.693,2017
E'Twaun Moore,SG,27.0,73.0,22.0,24.9,9.6,2.1,2.2,0.7,0.4,0.8,0.457,0.37,0.77,2017
Patrick Beverley,SG,28.0,67.0,67.0,30.7,9.5,5.9,4.2,1.5,0.4,1.5,0.42,0.382,0.768,2017
Derrick Favors,PF,25.0,50.0,39.0,23.7,9.5,6.1,1.1,0.9,0.8,1.2,0.487,0.3,0.615,2017
Patty Mills,PG,28.0,80.0,8.0,21.9,9.5,1.8,3.5,0.8,0.0,1.3,0.44,0.414,0.825,2017
Nik Stauskas,SG,23.0,80.0,27.0,27.4,9.5,2.8,2.4,0.6,0.4,1.6,0.396,0.368,0.813,2017
Michael Beasley,PF,28.0,56.0,6.0,16.7,9.4,3.4,0.9,0.5,0.5,1.2,0.532,0.419,0.743,2017
Brandon Ingram,SF,19.0,79.0,40.0,28.8,9.4,4.0,2.1,0.6,0.5,1.5,0.402,0.294,0.621,2017
Ish Smith,PG,28.0,81.0,32.0,24.1,9.4,2.9,5.2,0.8,0.4,1.4,0.439,0.267,0.706,2017
Cory Joseph,PG,25.0,80.0,22.0,25.0,9.3,2.9,3.3,0.8,0.2,1.4,0.452,0.356,0.77,2017
Marquese Chriss,PF,19.0,82.0,75.0,21.3,9.2,4.2,0.7,0.8,0.9,1.3,0.449,0.321,0.624,2017
Jeff Green,PF,30.0,69.0,11.0,22.2,9.2,3.1,1.2,0.5,0.2,1.1,0.394,0.275,0.863,2017
Gerald Henderson,SG,29.0,72.0,41.0,23.2,9.2,2.6,1.6,0.6,0.2,0.9,0.423,0.353,0.806,2017
Joe Johnson,SF,35.0,78.0,14.0,23.6,9.2,3.1,1.8,0.5,0.2,0.9,0.436,0.411,0.818,2017
Michael Kidd-Gilchrist,SF,23.0,81.0,81.0,29.0,9.2,7.0,1.4,1.0,1.0,0.7,0.477,0.111,0.784,2017
Jameer Nelson,PG,34.0,75.0,39.0,27.3,9.2,2.6,5.1,0.7,0.1,1.7,0.444,0.388,0.714,2017
Tony Allen,SG,35.0,71.0,66.0,27.0,9.1,5.5,1.4,1.6,0.4,1.4,0.461,0.278,0.615,2017
Channing Frye,C,33.0,74.0,15.0,18.9,9.1,3.9,0.6,0.4,0.5,0.7,0.458,0.409,0.851,2017
Montrezl Harrell,C,23.0,58.0,14.0,18.3,9.1,3.8,1.1,0.3,0.7,0.8,0.652,0.143,0.628,2017
Nenê,C,34.0,67.0,8.0,17.9,9.1,4.2,1.0,0.8,0.6,1.1,0.617,0.333,0.589,2017
Jodie Meeks,SG,29.0,36.0,10.0,20.5,9.1,2.1,1.3,0.9,0.1,1.0,0.402,0.409,0.878,2017
Doug McDermott,SF,25.0,66.0,5.0,22.8,9.0,2.7,0.9,0.2,0.1,0.6,0.447,0.37,0.845,2017
Doug McDermott,SF,25.0,44.0,4.0,24.5,10.2,3.0,1.0,0.3,0.1,0.7,0.445,0.373,0.881,2017
Doug McDermott,SF,25.0,22.0,1.0,19.5,6.6,2.2,0.6,0.1,0.0,0.3,0.452,0.362,0.706,2017
Kelly Olynyk,C,25.0,75.0,6.0,20.5,9.0,4.8,2.0,0.6,0.4,1.3,0.512,0.354,0.732,2017
Evan Turner,SF,28.0,65.0,12.0,25.5,9.0,3.8,3.2,0.8,0.4,1.5,0.426,0.263,0.825,2017
DeMarre Carroll,SF,30.0,72.0,72.0,26.1,8.9,3.8,1.0,1.1,0.4,0.8,0.4,0.341,0.761,2017
JaMychal Green,PF,26.0,77.0,75.0,27.3,8.9,7.1,1.1,0.6,0.4,1.2,0.5,0.379,0.802,2017
Skal Labissière,PF,20.0,33.0,12.0,18.5,8.8,4.9,0.8,0.5,0.4,1.1,0.537,0.375,0.703,2017
Nerlens Noel,C,22.0,51.0,19.0,20.5,8.7,5.8,1.0,1.3,1.0,1.0,0.595,0.0,0.694,2017
Nerlens Noel,C,22.0,29.0,7.0,19.4,8.9,5.0,1.0,1.5,0.9,1.0,0.611,0.0,0.683,2017
