Player,Pos,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,season
Julius Randle,PF,26.0,71.0,71.0,37.6,24.1,10.2,6.0,0.9,0.3,3.4,0.456,0.411,0.811,2021
Brandon Ingram,SF,23.0,61.0,61.0,34.3,23.8,4.9,4.9,0.7,0.6,2.5,0.466,0.381,0.878,2021
Shai Gilgeous-Alexander,SG,22.0,35.0,35.0,33.7,23.7,4.7,5.9,0.8,0.7,3.0,0.508,0.418,0.808,2021
Nikola Vučević,C,30.0,70.0,70.0,33.5,23.4,11.7,3.8,0.9,0.7,1.8,0.477,0.4,0.84,2021
Nikola Vučević,C,30.0,44.0,44.0,34.1,24.5,11.8,3.8,1.0,0.6,1.9,0.48,0.406,0.827,2021
Nikola Vučević,C,30.0,26.0,26.0,32.6,21.5,11.5,3.9,0.9,0.8,1.7,0.471,0.388,0.87,2021
Paul George,SF,30.0,54.0,54.0,33.7,23.3,6.6,5.2,1.1,0.4,3.3,0.467,0.411,0.868,2021
CJ McCollum,SG,29.0,47.0,47.0,34.0,23.1,3.9,4.7,0.9,0.4,1.4,0.458,0.402,0.812,2021
Jerami Grant,SF,26.0,54.0,54.0,33.9,22.3,4.6,2.8,0.6,1.1,2.0,0.429,0.35,0.845,2021
Russell Westbrook,PG,32.0,65.0,65.0,36.4,22.2,11.5,11.7,1.4,0.4,4.8,0.439,0.315,0.656,2021
Anthony Davis,PF,27.0,36.0,36.0,32.3,21.8,7.9,3.1,1.3,1.6,2.1,0.491,0.26,0.738,2021
DeMar DeRozan,PF,31.0,61.0,61.0,33.7,21.6,4.2,6.9,0.9,0.2,2.0,0.495,0.257,0.88,2021
Jimmy Butler,SF,31.0,52.0,52.0,33.6,21.5,6.9,7.1,2.1,0.3,2.1,0.497,0.245,0.863,2021
Pascal Siakam,PF,26.0,56.0,56.0,35.8,21.4,7.2,4.5,1.1,0.7,2.3,0.455,0.297,0.827,2021
Malcolm Brogdon,PG,28.0,56.0,56.0,34.5,21.2,5.3,5.9,0.9,0.3,2.1,0.453,0.388,0.864,2021
Jamal Murray,PG,23.0,48.0,48.0,35.5,21.2,4.0,4.8,1.3,0.3,2.3,0.477,0.408,0.869,2021
Christian Wood,C,25.0,41.0,41.0,32.3,21.0,9.6,1.7,0.8,1.2,2.0,0.514,0.374,0.631,2021
John Wall,PG,30.0,40.0,40.0,32.2,20.6,3.2,6.9,1.1,0.8,3.5,0.404,0.317,0.749,2021
Khris Middleton,SF,29.0,68.0,68.0,33.4,20.4,6.0,5.4,1.1,0.1,2.6,0.476,0.414,0.898,2021
Terry Rozier,SG,26.0,69.0,69.0,34.5,20.4,4.4,4.2,1.3,0.4,1.9,0.45,0.389,0.817,2021
Domantas Sabonis,PF,24.0,62.0,62.0,36.0,20.3,12.0,6.7,1.2,0.5,3.4,0.535,0.321,0.732,2021
Caris LeVert,SG,26.0,47.0,39.0,31.6,20.2,4.6,5.2,1.4,0.6,2.2,0.441,0.326,0.811,2021
Caris LeVert,SG,26.0,35.0,35.0,32.9,20.7,4.6,4.9,1.5,0.7,2.2,0.443,0.318,0.822,2021
Kristaps Porziņģis,C,25.0,43.0,43.0,30.9,20.1,8.9,1.6,0.5,1.3,1.2,0.476,0.376,0.855,2021
Victor Oladipo,SG,28.0,33.0,33.0,32.7,19.8,4.8,4.6,1.4,0.4,2.5,0.408,0.326,0.754,2021
Victor Oladipo,SG,28.0,20.0,20.0,33.5,21.2,4.8,5.0,1.2,0.5,2.6,0.407,0.32,0.783,2021
Malik Beasley,SG,24.0,37.0,36.0,32.8,19.6,4.4,2.4,0.8,0.2,1.6,0.44,0.399,0.85,2021
Gordon Hayward,SF,30.0,44.0,44.0,34.0,19.6,5.9,4.1,1.2,0.3,2.1,0.473,0.415,0.843,2021
Fred VanVleet,SG,26.0,52.0,52.0,36.5,19.6,4.2,6.3,1.7,0.7,1.8,0.389,0.366,0.885,2021
Tobias Harris,PF,28.0,62.0,62.0,32.5,19.5,6.8,3.5,0.9,0.8,1.7,0.512,0.394,0.892,2021
Anthony Edwards,SG,19.0,72.0,55.0,32.1,19.3,4.7,2.9,1.1,0.5,2.2,0.417,0.329,0.776,2021
Kemba Walker,PG,30.0,43.0,43.0,31.8,19.3,4.0,4.9,1.1,0.3,2.0,0.42,0.36,0.899,2021
Ja Morant,PG,21.0,63.0,63.0,32.6,19.1,4.0,7.4,0.9,0.2,3.2,0.449,0.303,0.728,2021
Michael Porter Jr.,SF,22.0,61.0,54.0,31.3,19.0,7.3,1.1,0.7,0.9,1.3,0.542,0.445,0.791,2021
D'Angelo Russell,PG,24.0,42.0,26.0,28.5,19.0,2.6,5.8,1.1,0.4,2.7,0.431,0.387,0.765,2021
Bam Adebayo,C,23.0,64.0,64.0,33.5,18.7,9.0,5.4,1.2,1.0,2.6,0.57,0.25,0.799,2021
Norman Powell,SG,27.0,69.0,58.0,32.0,18.6,3.1,1.9,1.2,0.3,1.7,0.477,0.411,0.871,2021
Norman Powell,SG,27.0,42.0,31.0,30.4,19.6,3.0,1.8,1.1,0.2,1.8,0.498,0.439,0.865,2021
Norman Powell,SF,27.0,27.0,27.0,34.4,17.0,3.3,1.9,1.3,0.4,1.6,0.443,0.361,0.88,2021
Andrew Wiggins,PF,25.0,71.0,71.0,33.3,18.6,4.9,2.4,0.9,1.0,1.8,0.477,0.38,0.714,2021
Jordan Clarkson,SG,28.0,68.0,1.0,26.7,18.4,4.0,2.5,0.9,0.1,1.7,0.425,0.347,0.896,2021
Eric Gordon,SG,32.0,27.0,13.0,29.2,17.8,2.1,2.6,0.5,0.5,1.9,0.433,0.329,0.825,2021
Jrue Holiday,PG,30.0,59.0,56.0,32.3,17.7,4.5,6.1,1.6,0.6,2.2,0.503,0.392,0.787,2021
RJ Barrett,SG,20.0,72.0,72.0,34.9,17.6,5.8,3.0,0.7,0.3,1.9,0.441,0.401,0.746,2021
John Collins,PF,23.0,63.0,63.0,29.3,17.6,7.4,1.2,0.5,1.0,1.3,0.556,0.399,0.833,2021
Darius Garland,PG,21.0,54.0,50.0,33.1,17.4,2.4,6.1,1.2,0.1,3.0,0.451,0.395,0.848,2021
Dillon Brooks,SF,25.0,67.0,67.0,29.8,17.2,2.9,2.3,1.2,0.4,1.8,0.419,0.344,0.815,2021
Kyle Lowry,PG,34.0,46.0,46.0,34.8,17.2,5.4,7.3,1.0,0.3,2.7,0.436,0.396,0.875,2021
Evan Fournier,SF,28.0,42.0,36.0,30.0,17.1,3.0,3.4,1.1,0.5,1.7,0.457,0.413,0.788,2021
Evan Fournier,SF,28.0,26.0,26.0,30.3,19.7,2.9,3.7,1.0,0.3,2.1,0.461,0.388,0.797,2021
Jonas Valančiūnas,C,28.0,62.0,61.0,28.3,17.1,12.5,1.8,0.6,0.9,1.6,0.592,0.368,0.773,2021
Bojan Bogdanović,SF,31.0,72.0,72.0,30.8,17.0,3.9,1.9,0.6,0.1,1.8,0.439,0.39,0.879,2021
Tim Hardaway Jr.,SG,28.0,70.0,31.0,28.4,16.6,3.3,1.8,0.4,0.2,0.9,0.447,0.391,0.816,2021
Buddy Hield,SG,28.0,71.0,71.0,34.3,16.6,4.7,3.6,0.9,0.4,1.8,0.406,0.391,0.846,2021
Kevin Porter Jr.,SG,20.0,26.0,23.0,32.1,16.6,3.8,6.3,0.7,0.3,3.5,0.425,0.311,0.734,2021
Bogdan Bogdanović,SG,28.0,44.0,27.0,29.7,16.4,3.6,3.3,1.1,0.3,1.2,0.473,0.438,0.909,2021
Chris Paul,PG,35.0,70.0,70.0,31.4,16.4,4.5,8.9,1.4,0.3,2.2,0.499,0.395,0.934,2021
Mike Conley,PG,33.0,51.0,51.0,29.4,16.2,3.5,6.0,1.4,0.2,1.9,0.444,0.412,0.852,2021
Harrison Barnes,PF,28.0,58.0,58.0,36.2,16.1,6.6,3.5,0.7,0.2,1.6,0.497,0.391,0.83,2021
OG Anunoby,SF,23.0,43.0,43.0,33.3,15.9,5.5,2.2,1.5,0.7,1.7,0.48,0.398,0.784,2021
LaMelo Ball,PG,19.0,51.0,31.0,28.8,15.7,5.9,6.1,1.6,0.4,2.8,0.436,0.352,0.758,2021
Dejounte Murray,PG,24.0,67.0,67.0,31.9,15.7,7.1,5.4,1.5,0.1,1.7,0.453,0.317,0.791,2021
Terrence Ross,SG,29.0,46.0,2.0,29.3,15.6,3.4,2.3,1.0,0.5,1.6,0.412,0.337,0.87,2021
Kelly Oubre Jr.,SF,25.0,55.0,50.0,30.7,15.4,6.0,1.3,1.0,0.8,1.3,0.439,0.316,0.695,2021
Dennis Schröder,SG,27.0,61.0,61.0,32.1,15.4,3.5,5.8,1.1,0.2,2.7,0.437,0.335,0.848,2021
Derrick White,SG,26.0,36.0,32.0,29.6,15.4,3.0,3.5,0.7,1.0,1.3,0.411,0.346,0.851,2021
Gary Trent Jr.,SG,22.0,58.0,38.0,31.1,15.3,2.6,1.4,1.0,0.2,0.7,0.408,0.385,0.783,2021
Gary Trent Jr.,SG,22.0,41.0,23.0,30.8,15.0,2.2,1.4,0.9,0.1,0.8,0.414,0.397,0.773,2021
Clint Capela,C,26.0,63.0,63.0,30.1,15.2,14.3,0.8,0.7,2.0,1.2,0.594,,0.573,2021
Tyler Herro,SG,21.0,54.0,15.0,30.3,15.1,5.0,3.4,0.6,0.3,1.9,0.439,0.36,0.803,2021
Coby White,PG,20.0,69.0,54.0,31.2,15.1,4.1,4.8,0.6,0.2,2.3,0.416,0.359,0.901,2021
De'Andre Hunter,SF,23.0,23.0,19.0,29.5,15.0,4.8,1.9,0.8,0.5,1.3,0.484,0.326,0.859,2021
Andre Drummond,C,27.0,46.0,46.0,27.0,14.9,12.0,2.0,1.4,1.1,2.7,0.493,0.0,0.6,2021
Andre Drummond,C,27.0,25.0,25.0,28.9,17.5,13.5,2.6,1.6,1.2,3.2,0.474,0.0,0.597,2021
Andre Drummond,C,27.0,21.0,21.0,24.8,11.9,10.2,1.4,1.1,1.0,2.0,0.531,,0.605,2021
Devonte' Graham,PG,25.0,55.0,44.0,30.2,14.8,2.7,5.4,0.9,0.1,1.5,0.377,0.375,0.842,2021
Derrick Rose,PG,32.0,50.0,3.0,25.6,14.7,2.6,4.2,1.0,0.4,1.6,0.47,0.388,0.866,2021
Derrick Rose,PG,32.0,35.0,3.0,26.8,14.9,2.9,4.2,0.9,0.4,1.4,0.487,0.411,0.883,2021
Lonzo Ball,PG,23.0,55.0,55.0,31.8,14.6,4.8,5.7,1.5,0.6,2.2,0.414,0.378,0.781,2021
Kendrick Nunn,PG,25.0,56.0,44.0,29.5,14.6,3.2,2.6,0.9,0.3,1.4,0.485,0.381,0.933,2021
Deandre Ayton,C,22.0,69.0,69.0,30.7,14.4,10.5,1.4,0.6,1.2,1.5,0.626,0.2,0.769,2021
Rudy Gobert,C,28.0,71.0,71.0,30.8,14.3,13.5,1.3,0.6,2.7,1.7,0.675,0.0,0.623,2021
Ben Simmons,PG,24.0,58.0,58.0,32.4,14.3,7.2,6.9,1.6,0.6,3.0,0.557,0.3,0.613,2021
Richaun Holmes,C,27.0,61.0,61.0,29.2,14.2,8.3,1.7,0.6,1.6,1.2,0.637,0.182,0.794,2021
Al Horford,C,34.0,28.0,28.0,27.9,14.2,6.7,3.4,0.9,0.9,1.0,0.45,0.368,0.818,2021
Marvin Bagley III,PF,21.0,43.0,42.0,25.9,14.1,7.4,1.0,0.5,0.5,1.4,0.504,0.343,0.575,2021
Joe Harris,SF,29.0,69.0,65.0,31.0,14.1,3.6,1.9,0.7,0.2,0.9,0.505,0.475,0.778,2021
Luguentz Dort,SG,21.0,52.0,52.0,29.7,14.0,3.6,1.7,0.9,0.4,1.5,0.387,0.343,0.744,2021
Rui Hachimura,PF,22.0,57.0,57.0,31.5,13.8,5.5,1.4,0.8,0.1,1.2,0.478,0.328,0.77,2021
Darius Bazley,PF,20.0,55.0,55.0,31.2,13.7,7.2,1.8,0.5,0.5,2.2,0.396,0.29,0.702,2021
Chris Boucher,C,28.0,60.0,14.0,24.2,13.6,6.7,1.1,0.6,1.9,0.8,0.514,0.383,0.788,2021
Lauri Markkanen,PF,23.0,51.0,26.0,25.8,13.6,5.3,0.9,0.5,0.3,1.0,0.48,0.402,0.826,2021
Doug McDermott,PF,29.0,66.0,29.0,24.5,13.6,3.3,1.3,0.3,0.1,0.8,0.532,0.388,0.816,2021
Kelly Olynyk,PF,29.0,70.0,62.0,28.5,13.5,7.0,2.9,1.1,0.6,1.8,0.484,0.342,0.829,2021
Kelly Olynyk,C,29.0,43.0,38.0,26.9,10.0,6.1,2.1,0.9,0.6,1.3,0.431,0.317,0.775,2021
Kelly Olynyk,PF,29.0,27.0,24.0,31.1,19.0,8.4,4.1,1.4,0.6,2.6,0.545,0.392,0.844,2021
LaMarcus Aldridge,C,35.0,26.0,23.0,25.9,13.5,4.5,1.9,0.4,1.1,1.0,0.473,0.388,0.872,2021
LaMarcus Aldridge,C,35.0,21.0,18.0,25.9,13.7,4.5,1.7,0.4,0.9,1.0,0.464,0.36,0.838,2021
Mikal Bridges,SF,24.0,72.0,72.0,32.6,13.5,4.3,2.1,1.1,0.9,0.8,0.543,0.425,0.84,2021
Montrezl Harrell,C,27.0,69.0,1.0,22.9,13.5,6.2,1.1,0.7,0.7,1.1,0.622,0.0,0.707,2021
Carmelo Anthony,PF,36.0,69.0,3.0,24.5,13.4,3.1,1.5,0.7,0.6,0.9,0.421,0.409,0.89,2021
Goran Dragić,PG,34.0,50.0,11.0,26.7,13.4,3.4,4.4,0.7,0.2,2.4,0.432,0.373,0.828,2021
Josh Jackson,SG,23.0,62.0,25.0,25.2,13.4,4.1,2.3,0.9,0.8,2.3,0.419,0.3,0.729,2021
Marcus Morris,PF,31.0,57.0,29.0,26.4,13.4,4.1,1.0,0.6,0.3,1.0,0.473,0.473,0.82,2021
Danilo Gallinari,PF,32.0,51.0,4.0,24.0,13.3,4.1,1.5,0.6,0.2,0.8,0.434,0.406,0.925,2021
Duncan Robinson,SF,26.0,72.0,72.0,31.4,13.1,3.5,1.8,0.6,0.3,1.1,0.439,0.408,0.827,2021
Marcus Smart,PG,26.0,48.0,45.0,32.9,13.1,3.5,5.7,1.5,0.5,2.0,0.398,0.33,0.79,2021
Tyrese Haliburton,PG,20.0,58.0,20.0,30.1,13.0,3.0,5.3,1.3,0.5,1.6,0.472,0.409,0.857,2021
Shake Milton,SG,24.0,63.0,4.0,23.2,13.0,2.3,3.1,0.6,0.3,1.6,0.45,0.35,0.83,2021
Cole Anthony,PG,20.0,47.0,34.0,27.1,12.9,4.7,4.1,0.6,0.4,2.3,0.397,0.337,0.832,2021
Kyle Kuzma,SF,25.0,68.0,32.0,28.7,12.9,6.1,1.9,0.5,0.6,1.7,0.443,0.361,0.691,2021
P.J. Washington,PF,22.0,64.0,61.0,30.5,12.9,6.5,2.5,1.1,1.2,2.0,0.44,0.386,0.745,2021
Jarrett Allen,C,22.0,63.0,45.0,29.6,12.8,10.0,1.7,0.5,1.4,1.6,0.618,0.316,0.703,2021
Jarrett Allen,C,22.0,51.0,40.0,30.3,13.2,9.9,1.7,0.5,1.4,1.5,0.609,0.316,0.69,2021
Keldon Johnson,SF,21.0,69.0,67.0,28.5,12.8,6.0,1.8,0.6,0.3,1.1,0.479,0.331,0.74,2021
Will Barton,SF,30.0,56.0,52.0,31.0,12.7,4.0,3.2,0.9,0.4,1.7,0.426,0.381,0.785,2021
Miles Bridges,PF,22.0,66.0,19.0,29.3,12.7,6.0,2.2,0.7,0.8,1.6,0.503,0.4,0.867,2021
Alec Burks,SG,29.0,49.0,5.0,25.6,12.7,4.6,2.2,0.6,0.3,1.0,0.42,0.415,0.856,2021
Jalen Brunson,PG,24.0,68.0,12.0,25.0,12.6,3.4,3.5,0.5,0.0,1.2,0.523,0.405,0.795,2021
Myles Turner,C,24.0,47.0,47.0,31.0,12.6,6.5,1.0,0.9,3.4,1.4,0.477,0.335,0.782,2021
Seth Curry,SG,30.0,57.0,57.0,28.7,12.5,2.4,2.7,0.8,0.1,1.1,0.467,0.45,0.896,2021
Aaron Gordon,PF,25.0,50.0,50.0,27.7,12.4,5.7,3.2,0.7,0.7,1.9,0.463,0.335,0.651,2021
Aaron Gordon,PF,25.0,25.0,25.0,29.4,14.6,6.6,4.2,0.6,0.8,2.7,0.437,0.375,0.629,2021
Aaron Gordon,PF,25.0,25.0,25.0,25.9,10.2,4.7,2.2,0.7,0.6,1.2,0.5,0.266,0.705,2021
Kyle Anderson,PF,27.0,69.0,69.0,27.3,12.4,5.7,3.6,1.2,0.8,1.2,0.468,0.36,0.783,2021
Brook Lopez,C,32.0,70.0,70.0,27.2,12.3,5.0,0.7,0.6,1.5,0.9,0.503,0.338,0.845,2021
Saddiq Bey,SF,21.0,70.0,53.0,27.3,12.2,4.5,1.4,0.7,0.2,0.9,0.404,0.38,0.844,2021
Eric Bledsoe,SG,31.0,71.0,70.0,29.7,12.2,3.4,3.8,0.8,0.3,1.6,0.421,0.341,0.687,2021
Kevin Love,PF,32.0,25.0,25.0,24.9,12.2,7.4,2.5,0.6,0.1,1.5,0.409,0.365,0.824,2021
Joe Ingles,SF,33.0,67.0,30.0,27.9,12.1,3.6,4.7,0.7,0.2,1.7,0.489,0.451,0.844,2021
Josh Richardson,SG,27.0,59.0,56.0,30.3,12.1,3.3,2.6,1.0,0.4,1.3,0.427,0.33,0.917,2021
Thaddeus Young,PF,32.0,68.0,23.0,24.3,12.1,6.2,4.3,1.1,0.6,2.0,0.559,0.267,0.628,2021
Jordan Poole,SG,21.0,51.0,7.0,19.4,12.0,1.8,1.9,0.5,0.2,1.0,0.432,0.351,0.882,2021
Kevin Huerter,SG,22.0,69.0,49.0,30.8,11.9,3.3,3.5,1.2,0.3,1.1,0.432,0.363,0.781,2021
Malik Monk,SG,22.0,42.0,0.0,20.9,11.7,2.4,2.1,0.5,0.1,1.3,0.434,0.401,0.819,2021
Hamidou Diallo,SF,22.0,52.0,9.0,23.6,11.6,5.2,1.9,0.8,0.5,1.5,0.477,0.341,0.64,2021
Hamidou Diallo,SG,22.0,32.0,5.0,23.8,11.9,5.2,2.4,1.0,0.4,1.5,0.481,0.293,0.629,2021
Hamidou Diallo,SF,22.0,20.0,4.0,23.3,11.2,5.4,1.2,0.5,0.6,1.4,0.468,0.39,0.662,2021
Dāvis Bertāns,PF,28.0,57.0,7.0,25.7,11.5,2.9,0.9,0.6,0.2,0.6,0.404,0.395,0.87,2021
Jusuf Nurkić,C,26.0,37.0,37.0,23.8,11.5,9.0,3.4,1.0,1.1,2.0,0.514,0.4,0.619,2021
James Wiseman,C,19.0,39.0,27.0,21.4,11.5,5.8,0.7,0.3,0.9,1.5,0.519,0.316,0.628,2021
Rudy Gay,PF,34.0,63.0,1.0,21.6,11.4,4.8,1.4,0.7,0.6,1.0,0.42,0.381,0.804,2021
Bobby Portis,C,25.0,66.0,7.0,20.8,11.4,7.1,1.1,0.8,0.4,0.8,0.523,0.471,0.74,2021
Immanuel Quickley,PG,21.0,64.0,3.0,19.4,11.4,2.1,2.0,0.5,0.2,0.9,0.395,0.389,0.891,2021
Lou Williams,PG,34.0,66.0,4.0,21.6,11.3,2.1,3.4,0.7,0.1,1.6,0.41,0.399,0.867,2021
Lou Williams,PG,34.0,42.0,3.0,21.9,12.1,2.1,3.4,0.9,0.1,1.6,0.421,0.378,0.866,2021
Lou Williams,PG,34.0,24.0,1.0,21.0,10.0,2.1,3.4,0.3,0.1,1.8,0.389,0.444,0.87,2021
Jae'Sean Tate,SF,25.0,70.0,58.0,29.2,11.3,5.3,2.5,1.2,0.5,1.4,0.506,0.308,0.694,2021
Wendell Carter Jr.,C,21.0,54.0,44.0,25.5,11.2,8.2,1.9,0.6,0.8,1.4,0.503,0.294,0.732,2021
Wendell Carter Jr.,C,21.0,32.0,25.0,24.8,10.9,7.8,2.2,0.6,0.8,1.5,0.512,0.364,0.739,2021
Wendell Carter Jr.,C,21.0,22.0,19.0,26.5,11.7,8.8,1.6,0.8,0.8,1.3,0.493,0.241,0.721,2021
Armoni Brooks,SG,22.0,20.0,5.0,26.0,11.2,3.4,1.5,0.6,0.3,1.1,0.406,0.382,0.583,2021
Enes Freedom,C,28.0,72.0,35.0,24.4,11.2,11.0,1.2,0.5,0.7,1.1,0.604,0.25,0.774,2021
Cam Reddish,SF,21.0,26.0,21.0,28.8,11.2,4.0,1.3,1.3,0.3,1.3,0.365,0.262,0.817,2021
Naz Reid,C,21.0,70.0,15.0,19.2,11.2,4.6,1.0,0.5,1.1,1.0,0.523,0.351,0.693,2021
Lonnie Walker IV,SG,22.0,60.0,38.0,25.4,11.2,2.6,1.7,0.5,0.3,1.1,0.42,0.355,0.814,2021
Serge Ibaka,C,31.0,41.0,39.0,23.3,11.1,6.7,1.8,0.2,1.1,1.1,0.51,0.339,0.811,2021
Blake Griffin,PF,31.0,46.0,30.0,25.8,11.0,4.9,3.0,0.7,0.3,1.3,0.423,0.341,0.744,2021
Blake Griffin,PF,31.0,20.0,20.0,31.3,12.3,5.2,3.9,0.7,0.1,1.6,0.365,0.315,0.71,2021
Blake Griffin,PF,31.0,26.0,10.0,21.5,10.0,4.7,2.4,0.7,0.5,1.2,0.492,0.383,0.782,2021
Nickeil Alexander-Walker,SG,22.0,46.0,13.0,21.9,11.0,3.1,2.2,1.0,0.5,1.5,0.419,0.347,0.727,2021
Jeff Green,PF,34.0,68.0,38.0,27.0,11.0,3.9,1.6,0.5,0.4,0.8,0.492,0.412,0.776,2021
Dwayne Bacon,SG,25.0,72.0,50.0,25.7,10.9,3.1,1.3,0.6,0.1,0.6,0.402,0.285,0.824,2021
Oshae Brissett,SF,22.0,21.0,16.0,24.7,10.9,5.5,0.9,0.9,1.0,0.5,0.483,0.423,0.769,2021
Reggie Bullock,SF,29.0,65.0,64.0,30.0,10.9,3.4,1.5,0.8,0.2,0.7,0.442,0.41,0.909,2021
Patty Mills,PG,32.0,68.0,1.0,24.8,10.8,1.7,2.4,0.6,0.0,1.0,0.412,0.375,0.91,2021
Reggie Jackson,SG,30.0,67.0,43.0,23.0,10.7,2.9,3.1,0.6,0.1,1.1,0.45,0.433,0.817,2021
Ty Jerome,SG,23.0,33.0,1.0,23.9,10.7,2.8,3.6,0.6,0.2,1.4,0.446,0.423,0.765,2021
Grayson Allen,SG,25.0,50.0,38.0,25.2,10.6,3.2,2.2,0.9,0.2,1.0,0.418,0.391,0.868,2021
Justin Holiday,SG,31.0,72.0,52.0,30.3,10.5,3.6,1.7,1.0,0.6,0.8,0.413,0.382,0.788,2021
Donte DiVincenzo,SG,24.0,66.0,66.0,27.5,10.4,5.8,3.1,1.1,0.2,1.4,0.42,0.379,0.718,2021
Cedi Osman,SF,25.0,59.0,26.0,25.6,10.4,3.4,2.9,0.9,0.2,1.4,0.374,0.306,0.8,2021
Mason Plumlee,C,30.0,56.0,56.0,26.8,10.4,9.3,3.6,0.8,0.9,1.9,0.614,0.0,0.669,2021
Brandon Clarke,PF,24.0,59.0,16.0,24.0,10.3,5.6,1.6,1.0,0.9,0.6,0.517,0.26,0.69,2021
Delon Wright,PG,28.0,63.0,39.0,27.7,10.2,4.3,4.4,1.6,0.5,1.3,0.463,0.372,0.802,2021
Delon Wright,PG,28.0,36.0,31.0,29.2,10.4,4.6,5.0,1.6,0.5,1.3,0.464,0.348,0.789,2021
Delon Wright,PG,28.0,27.0,8.0,25.8,10.0,3.9,3.6,1.6,0.4,1.3,0.462,0.398,0.833,2021
Monte Morris,PG,25.0,47.0,13.0,25.4,10.2,2.0,3.2,0.7,0.3,0.7,0.481,0.381,0.795,2021
Jae Crowder,PF,30.0,60.0,42.0,27.5,10.1,4.7,2.1,0.8,0.5,0.9,0.404,0.389,0.76,2021
Jeremy Lamb,SG,28.0,36.0,8.0,21.3,10.1,3.6,1.5,0.9,0.6,0.6,0.435,0.406,0.947,2021
Théo Maledon,PG,19.0,65.0,49.0,27.4,10.1,3.2,3.5,0.9,0.2,2.2,0.368,0.335,0.748,2021
Elfrid Payton,PG,26.0,63.0,63.0,23.6,10.1,3.4,3.2,0.7,0.1,1.6,0.432,0.286,0.682,2021
Bryn Forbes,SG,27.0,70.0,10.0,19.3,10.0,1.6,0.6,0.3,0.0,0.6,0.473,0.452,0.77,2021
Gary Harris,SG,26.0,39.0,38.0,27.7,9.9,2.0,2.0,0.7,0.3,0.9,0.4,0.34,0.821,2021
Gary Harris,SG,26.0,20.0,19.0,25.0,10.2,1.6,2.3,0.6,0.4,1.2,0.365,0.364,0.875,2021
