Player,Pos,Age,G,MP,PER,TS%,AST%,TRB%,BLK%,STL%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Luka Dončić,PG,23.0,66.0,2391.0,28.7,0.609,42.3,13.8,1.2,1.9,11.9,37.6,7.3,2.9,10.2,0.204,7.6,1.4,8.9,6.6,2023
OG Anunoby,SF,25.0,67.0,2386.0,14.6,0.586,8.0,7.9,2.0,2.7,12.1,19.5,1.8,2.9,4.7,0.094,-0.3,0.7,0.4,1.5,2023
Keegan Murray,SF,22.0,80.0,2382.0,12.3,0.597,5.5,8.9,1.5,1.2,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1.0,-0.6,0.8,2023
Kentavious Caldwell-Pope,SG,29.0,76.0,2381.0,11.5,0.598,9.8,5.0,1.3,2.3,11.1,14.1,2.0,2.5,4.5,0.091,-1.6,0.6,-1.0,0.6,2023
P.J. Washington,PF,24.0,73.0,2380.0,12.9,0.542,11.0,8.0,2.9,1.3,9.4,20.6,0.4,2.2,2.6,0.052,-1.0,-0.3,-1.3,0.4,2023
Jalen Brunson,PG,26.0,68.0,2379.0,21.2,0.597,28.7,5.6,0.6,1.3,9.4,27.2,6.9,1.8,8.7,0.175,4.4,-0.5,3.9,3.5,2023
Brook Lopez,C,34.0,78.0,2373.0,18.4,0.63,6.1,11.4,6.7,0.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,2023
Josh Giddey,PF,20.0,76.0,2367.0,17.1,0.533,29.9,13.6,1.2,1.1,15.1,24.6,1.3,2.7,4.0,0.081,1.5,-0.3,1.2,1.9,2023
Reggie Bullock,SF,31.0,78.0,2364.0,7.7,0.577,6.2,7.0,0.5,1.1,6.9,10.0,1.3,1.4,2.8,0.056,-2.3,-0.3,-2.6,-0.4,2023
Immanuel Quickley,SG,23.0,81.0,2344.0,16.3,0.578,17.4,7.9,0.6,1.7,8.7,20.9,4.4,2.3,6.7,0.137,1.3,0.4,1.7,2.1,2023
Tyler Herro,SG,23.0,67.0,2337.0,15.3,0.566,19.9,9.0,0.7,1.1,11.7,25.6,1.1,2.4,3.5,0.072,1.5,-0.8,0.6,1.6,2023
Patrick Williams,PF,21.0,82.0,2323.0,11.2,0.576,5.8,8.0,2.9,1.5,12.3,15.7,0.5,3.0,3.5,0.072,-1.7,0.4,-1.3,0.4,2023
Nikola Jokić,C,27.0,69.0,2323.0,31.5,0.701,46.6,20.2,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,2023
Derrick White,SG,28.0,82.0,2319.0,15.4,0.604,19.4,6.9,2.8,1.1,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6,2023
Jaden Ivey,SG,20.0,74.0,2304.0,12.1,0.528,26.2,6.9,0.7,1.3,17.2,25.4,-0.9,0.8,0.0,-0.001,-1.4,-1.9,-3.3,-0.7,2023
D'Angelo Russell,PG,26.0,71.0,2304.0,16.3,0.605,27.4,5.2,1.1,1.4,15.1,22.7,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2.0,2023
D'Angelo Russell,PG,26.0,54.0,1778.0,16.1,0.604,27.0,5.2,1.0,1.6,15.5,22.8,2.3,1.5,3.8,0.103,1.9,-0.7,1.2,1.4,2023
Draymond Green,PF,32.0,73.0,2297.0,12.2,0.592,27.8,12.6,2.3,1.5,28.1,13.2,1.6,3.1,4.7,0.098,-1.8,2.6,0.8,1.6,2023
KJ Martin,SF,22.0,82.0,2292.0,15.4,0.635,8.1,10.8,1.3,0.9,10.0,16.4,4.2,0.7,4.9,0.103,0.6,-1.3,-0.7,0.7,2023
Joel Embiid,C,28.0,66.0,2284.0,31.4,0.655,22.9,17.3,4.6,1.4,11.9,37.0,8.4,3.9,12.3,0.259,6.8,2.3,9.2,6.4,2023
Bruce Brown,SF,26.0,80.0,2280.0,13.3,0.571,15.7,8.3,2.0,1.9,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,2023
Klay Thompson,SF,32.0,69.0,2279.0,14.7,0.576,11.0,6.9,1.1,1.0,8.6,26.4,1.2,1.9,3.1,0.066,1.5,-1.7,-0.3,1.0,2023
Jalen Williams,SG,21.0,75.0,2276.0,15.6,0.601,15.4,7.9,1.4,2.1,12.3,18.4,3.0,2.6,5.6,0.119,-0.4,0.7,0.3,1.3,2023
Lauri Markkanen,PF,25.0,66.0,2273.0,22.1,0.64,8.6,13.6,1.4,0.9,8.8,26.6,6.3,1.9,8.2,0.173,4.9,-1.0,3.8,3.3,2023
Max Strus,SF,26.0,80.0,2272.0,10.8,0.557,11.2,6.7,0.5,0.9,7.8,17.6,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2,2023
Luguentz Dort,SF,23.0,74.0,2272.0,11.3,0.513,9.2,8.1,0.9,1.6,8.5,19.8,0.9,2.1,2.9,0.062,-2.0,-1.0,-3.0,-0.6,2023
Nic Claxton,C,23.0,76.0,2271.0,20.8,0.691,9.3,17.4,7.1,1.4,12.1,15.4,5.2,4.0,9.2,0.195,0.9,2.2,3.1,2.9,2023
Jerami Grant,PF,28.0,63.0,2246.0,16.0,0.606,10.3,7.2,2.1,1.1,9.8,22.8,3.1,1.0,4.1,0.087,1.2,-1.4,-0.2,1.0,2023
Kyrie Irving,SG,30.0,60.0,2241.0,22.4,0.613,25.4,7.7,1.7,1.4,8.8,28.9,5.4,2.0,7.4,0.159,4.8,-0.7,4.1,3.5,2023
Kyrie Irving,PG,30.0,40.0,1478.0,21.6,0.604,24.1,7.8,1.9,1.4,9.2,29.7,2.9,1.4,4.3,0.14,4.6,-0.8,3.8,2.2,2023
Kyrie Irving,SG,30.0,20.0,763.0,24.0,0.634,27.8,7.6,1.4,1.6,8.0,27.4,2.5,0.6,3.1,0.198,5.3,-0.4,4.9,1.3,2023
Kyle Kuzma,PF,27.0,64.0,2239.0,14.3,0.544,16.5,11.5,1.1,0.8,13.2,27.9,-1.0,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2,2023
Caris LeVert,SG,28.0,74.0,2237.0,12.4,0.546,18.0,7.4,1.0,1.6,12.4,18.7,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0,2023
Bennedict Mathurin,SG,20.0,78.0,2222.0,13.1,0.566,7.6,7.9,0.5,1.0,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0,2023
Terry Rozier,SG,28.0,63.0,2221.0,14.7,0.517,22.7,6.2,0.6,1.6,9.4,26.9,0.1,1.6,1.7,0.037,0.6,-1.1,-0.6,0.8,2023
Jarrett Allen,C,24.0,68.0,2220.0,19.9,0.67,7.5,17.7,3.5,1.2,11.4,16.4,5.5,4.0,9.5,0.205,1.3,1.0,2.4,2.4,2023
Dillon Brooks,SF,27.0,73.0,2214.0,9.4,0.494,11.7,5.8,0.7,1.4,8.9,21.8,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1,2023
Kevin Huerter,SG,24.0,75.0,2203.0,15.2,0.617,14.1,6.5,1.0,1.7,9.5,19.9,3.3,1.7,4.9,0.107,1.4,-0.3,1.0,1.7,2023
Jrue Holiday,PG,32.0,67.0,2183.0,19.2,0.586,34.4,8.1,0.9,1.7,15.2,25.0,3.9,2.8,6.7,0.148,3.0,0.1,3.1,2.8,2023
Alperen Şengün,C,20.0,75.0,2171.0,19.7,0.599,21.0,17.1,3.2,1.6,17.3,21.4,3.4,1.8,5.2,0.115,1.1,0.4,1.4,1.9,2023
Anfernee Simons,SG,23.0,62.0,2171.0,14.8,0.581,18.6,4.3,0.6,0.9,10.2,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5,2023
Ivica Zubac,C,25.0,76.0,2170.0,16.7,0.661,5.1,19.5,4.0,0.7,15.9,14.8,3.8,2.9,6.7,0.149,-1.1,0.2,-0.9,0.6,2023
Killian Hayes,PG,21.0,76.0,2154.0,10.2,0.455,32.3,5.7,1.1,2.3,16.7,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1.0,2023
Tim Hardaway Jr.,SF,30.0,71.0,2152.0,12.1,0.554,9.0,6.8,0.5,1.1,6.1,20.6,1.0,1.3,2.3,0.051,-0.3,-1.5,-1.8,0.1,2023
De'Anthony Melton,SG,24.0,77.0,2150.0,12.7,0.566,12.9,8.6,1.8,2.9,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6,2023
Rudy Gobert,C,30.0,70.0,2148.0,18.9,0.675,5.6,21.2,3.9,1.2,14.9,16.3,4.3,3.5,7.8,0.174,0.0,0.7,0.7,1.4,2023
Jimmy Butler,PF,33.0,64.0,2138.0,27.6,0.647,27.1,10.3,1.0,2.7,8.2,25.6,9.4,2.9,12.3,0.277,6.7,2.0,8.7,5.8,2023
James Harden,PG,33.0,58.0,2135.0,21.6,0.607,43.3,9.8,1.4,1.6,16.3,25.0,5.8,2.6,8.4,0.188,5.1,0.3,5.4,4.0,2023
Jamal Murray,PG,25.0,65.0,2133.0,18.0,0.571,27.5,6.9,0.7,1.5,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,2023
John Collins,PF,25.0,71.0,2130.0,13.6,0.593,5.3,11.9,2.9,0.9,9.1,17.1,2.1,2.1,4.2,0.095,-1.4,0.2,-1.3,0.4,2023
Saddiq Bey,SF,23.0,77.0,2129.0,14.6,0.564,8.1,9.4,0.5,1.6,7.0,20.2,2.6,1.2,3.9,0.087,0.9,-1.2,-0.3,0.9,2023
Saddiq Bey,SF,23.0,52.0,1500.0,14.3,0.552,8.5,8.9,0.7,1.6,7.2,21.3,1.5,0.8,2.3,0.074,0.5,-1.1,-0.7,0.5,2023
Saddiq Bey,SF,23.0,25.0,629.0,15.2,0.599,7.2,10.4,0.1,1.5,6.5,17.4,1.1,0.5,1.6,0.119,1.7,-1.2,0.5,0.4,2023
De'Andre Hunter,SF,25.0,67.0,2126.0,11.5,0.563,6.0,7.3,0.7,0.8,8.2,19.7,1.4,1.2,2.5,0.057,-1.9,-1.4,-3.3,-0.7,2023
Russell Westbrook,PG,34.0,73.0,2126.0,16.1,0.513,38.6,10.8,1.3,1.7,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,2023
Russell Westbrook,PG,34.0,52.0,1491.0,15.3,0.496,38.5,11.5,1.3,1.7,18.1,28.8,-1.2,1.9,0.7,0.023,-0.2,0.1,-0.1,0.7,2023
Russell Westbrook,PG,34.0,21.0,635.0,17.8,0.562,38.9,9.0,1.4,1.8,19.4,25.2,0.6,0.7,1.2,0.092,1.6,-0.8,0.8,0.5,2023
Quentin Grimes,SG,22.0,71.0,2121.0,11.7,0.619,9.7,5.9,1.2,1.1,9.7,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1.0,2023
Kristaps Porziņģis,C,27.0,65.0,2120.0,23.1,0.627,12.9,14.3,4.0,1.3,10.2,27.4,5.0,2.7,7.7,0.174,3.8,0.5,4.3,3.4,2023
Gary Trent Jr.,SG,24.0,66.0,2118.0,15.0,0.56,7.4,4.6,0.6,2.4,5.1,21.7,2.5,2.0,4.5,0.102,0.2,0.0,0.2,1.2,2023
Damian Lillard,PG,32.0,58.0,2107.0,26.7,0.645,35.0,7.6,0.8,1.2,11.7,33.8,8.2,0.8,9.0,0.205,8.3,-1.2,7.1,4.9,2023
Ayo Dosunmu,SG,23.0,80.0,2098.0,10.2,0.567,13.2,5.9,1.2,1.4,14.0,14.9,0.7,2.2,2.9,0.067,-3.0,0.6,-2.5,-0.2,2023
Corey Kispert,SF,23.0,74.0,2093.0,11.5,0.657,5.7,5.5,0.4,0.7,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2,2023
Malik Beasley,SG,26.0,81.0,2093.0,10.9,0.531,8.4,7.3,0.4,1.5,8.5,21.1,-0.2,1.6,1.4,0.032,-0.9,-1.0,-2.0,0.0,2023
Malik Beasley,SG,26.0,55.0,1472.0,11.5,0.535,9.0,7.2,0.5,1.4,8.0,21.2,0.3,1.0,1.2,0.04,-0.4,-1.2,-1.6,0.2,2023
Malik Beasley,SG,26.0,26.0,621.0,9.7,0.521,7.0,7.4,0.1,1.6,9.8,20.9,-0.5,0.6,0.2,0.012,-2.3,-0.6,-2.9,-0.1,2023
Caleb Martin,SF,27.0,71.0,2077.0,11.4,0.571,8.2,9.7,1.5,1.7,11.5,14.4,1.2,2.5,3.7,0.086,-1.8,0.5,-1.2,0.4,2023
Andrew Nembhard,SG,23.0,75.0,2073.0,10.0,0.528,22.4,5.3,0.5,1.6,15.8,16.1,0.4,0.8,1.2,0.029,-2.4,-0.8,-3.2,-0.6,2023
Keldon Johnson,SF,23.0,63.0,2063.0,15.3,0.551,13.7,8.4,0.4,1.1,9.6,27.9,0.7,0.5,1.3,0.03,0.7,-2.5,-1.8,0.1,2023
Aaron Gordon,PF,27.0,68.0,2055.0,19.5,0.617,14.2,12.5,2.2,1.3,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,2023
Mason Plumlee,C,32.0,79.0,2054.0,19.6,0.689,17.3,18.4,2.0,1.1,15.8,15.2,5.5,2.4,7.9,0.185,1.2,1.0,2.2,2.2,2023
Mason Plumlee,C,32.0,56.0,1597.0,20.0,0.673,18.7,18.1,1.9,1.0,14.6,15.7,4.3,1.8,6.1,0.183,1.5,0.9,2.4,1.8,2023
Mason Plumlee,C,32.0,23.0,457.0,18.2,0.761,12.3,19.5,2.3,1.2,21.0,13.7,1.2,0.6,1.8,0.19,0.1,1.2,1.4,0.4,2023
Grant Williams,PF,24.0,79.0,2045.0,10.3,0.605,8.4,9.7,1.3,1.0,13.4,13.1,1.9,2.6,4.4,0.104,-1.8,0.7,-1.1,0.5,2023
Deandre Ayton,C,24.0,67.0,2035.0,19.9,0.617,9.2,18.1,2.3,0.9,11.0,22.9,3.3,3.0,6.2,0.147,0.9,0.0,0.9,1.5,2023
Mike Conley,PG,35.0,67.0,2029.0,14.7,0.583,29.4,4.9,0.6,1.7,13.1,16.3,4.1,1.4,5.5,0.13,1.0,-0.1,0.9,1.5,2023
Mike Conley,PG,35.0,43.0,1276.0,13.9,0.552,34.0,4.5,0.7,1.6,15.1,16.1,2.2,0.8,3.0,0.113,0.7,-0.5,0.2,0.7,2023
Mike Conley,PG,35.0,24.0,753.0,16.1,0.631,21.5,5.6,0.5,1.8,9.8,16.8,1.8,0.7,2.5,0.158,1.5,0.6,2.0,0.7,2023
Giannis Antetokounmpo,PF,28.0,63.0,2024.0,29.0,0.605,33.2,19.1,2.1,1.2,13.2,38.8,4.9,3.7,8.6,0.204,5.8,2.7,8.5,5.4,2023
Kevin Porter Jr.,PG,22.0,59.0,2024.0,16.2,0.565,25.7,8.5,0.8,2.0,15.8,24.3,1.9,1.0,2.9,0.068,1.4,-0.8,0.6,1.3,2023
Deni Avdija,SF,22.0,76.0,2020.0,11.2,0.535,13.9,13.4,1.2,1.6,15.9,16.7,0.0,2.3,2.3,0.054,-2.8,0.5,-2.3,-0.1,2023
Tyrese Maxey,SG,22.0,60.0,2016.0,17.0,0.605,16.9,5.2,0.4,1.2,7.4,24.1,3.7,1.6,5.4,0.128,1.9,-1.2,0.6,1.3,2023
Dorian Finney-Smith,PF,29.0,66.0,2009.0,9.2,0.523,6.7,9.0,1.6,1.4,10.5,13.2,0.6,1.6,2.1,0.051,-1.7,-0.3,-2.0,0.0,2023
Dorian Finney-Smith,PF,29.0,40.0,1288.0,10.0,0.557,6.3,8.5,1.4,1.5,9.9,12.8,0.8,0.9,1.7,0.065,-0.9,-0.2,-1.1,0.3,2023
Dorian Finney-Smith,PF,29.0,26.0,721.0,7.7,0.466,7.4,10.0,1.9,1.2,11.5,13.9,-0.3,0.7,0.4,0.027,-3.3,-0.4,-3.7,-0.3,2023
Jordan Clarkson,SG,30.0,61.0,1988.0,14.7,0.558,20.9,6.7,0.6,0.8,14.0,27.8,0.9,0.8,1.7,0.042,1.0,-2.4,-1.4,0.3,2023
Dennis Schröder,PG,29.0,66.0,1986.0,11.5,0.545,20.1,4.4,0.4,1.2,12.8,18.6,1.3,1.5,2.8,0.068,-2.4,-0.5,-2.9,-0.4,2023
Tre Jones,PG,23.0,68.0,1984.0,16.0,0.534,31.5,6.7,0.4,2.1,11.8,19.3,2.6,0.8,3.4,0.082,-0.2,-0.8,-1.0,0.5,2023
Grayson Allen,SG,27.0,72.0,1972.0,12.3,0.612,10.9,6.3,0.6,1.5,10.5,14.6,2.8,2.2,5.1,0.123,-0.6,0.7,0.1,1.0,2023
Jonas Valančiūnas,C,30.0,79.0,1968.0,19.3,0.61,11.1,23.1,2.5,0.5,14.8,23.4,2.8,3.0,5.8,0.142,0.0,-0.4,-0.4,0.8,2023
Eric Gordon,SG,34.0,69.0,1965.0,11.8,0.587,13.4,3.8,1.2,1.1,12.5,17.8,1.8,0.5,2.3,0.056,-0.5,-1.4,-1.9,0.1,2023
Eric Gordon,SG,34.0,47.0,1418.0,11.4,0.572,13.8,3.8,1.2,1.0,13.4,18.1,1.0,0.1,1.1,0.037,-0.9,-1.7,-2.6,-0.2,2023
Eric Gordon,SG,34.0,22.0,547.0,13.1,0.629,12.2,3.8,1.3,1.2,9.9,17.0,0.8,0.4,1.2,0.105,0.5,-0.5,0.0,0.3,2023
Kevon Looney,C,26.0,82.0,1958.0,17.8,0.639,13.8,21.4,2.2,1.3,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2.0,2023
Kyle Anderson,PF,29.0,69.0,1957.0,14.8,0.583,22.6,10.5,2.8,1.9,15.7,14.4,2.5,2.6,5.1,0.125,0.2,2.3,2.5,2.2,2023
Marcus Smart,PG,28.0,61.0,1957.0,12.1,0.538,26.4,5.3,1.0,2.3,17.9,17.8,1.0,2.7,3.7,0.092,-1.8,0.8,-1.0,0.5,2023
LeBron James,PF,38.0,55.0,1954.0,23.9,0.583,33.5,12.5,1.4,1.2,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4.0,2023
Herbert Jones,PF,24.0,66.0,1951.0,12.1,0.567,11.1,7.8,2.1,2.6,13.3,14.5,1.5,2.7,4.2,0.104,-1.9,1.7,-0.3,0.8,2023
Torrey Craig,PF,32.0,79.0,1948.0,11.6,0.566,7.9,12.1,2.9,1.3,12.3,13.0,1.5,2.5,4.0,0.098,-1.3,0.7,-0.6,0.7,2023
Ja Morant,PG,23.0,61.0,1948.0,23.3,0.557,41.1,9.7,0.7,1.6,12.6,34.9,3.4,2.6,6.0,0.148,5.2,0.5,5.7,3.8,2023
Kelly Olynyk,C,31.0,68.0,1942.0,14.4,0.643,17.6,11.7,1.6,1.5,20.3,17.8,2.4,1.9,4.3,0.106,-0.4,0.9,0.4,1.2,2023
Stephen Curry,PG,34.0,56.0,1941.0,24.1,0.656,30.0,9.7,0.9,1.3,12.5,31.0,5.8,2.0,7.8,0.192,7.5,0.1,7.5,4.7,2023
Tyus Jones,PG,26.0,80.0,1940.0,16.0,0.546,28.8,5.5,0.3,2.0,8.9,17.7,3.4,2.3,5.7,0.141,1.2,0.3,1.6,1.7,2023
Paul George,SF,32.0,56.0,1939.0,19.6,0.588,24.2,9.9,0.9,2.1,13.4,29.5,2.3,2.3,4.6,0.114,2.4,0.3,2.8,2.3,2023
Al Horford,C,36.0,63.0,1922.0,13.8,0.631,13.2,11.1,2.7,0.8,7.0,11.9,3.6,2.7,6.3,0.157,1.6,1.7,3.3,2.5,2023
P.J. Tucker,PF,37.0,75.0,1920.0,5.7,0.566,3.9,9.1,0.7,1.0,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.2,-3.0,-0.5,2023
Jalen McDaniels,SF,25.0,80.0,1913.0,11.8,0.557,9.6,9.9,1.6,2.1,12.1,17.2,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,2023
