Player,Pos,Age,G,MP,PER,TS%,AST%,TRB%,BLK%,STL%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Buddy Hield,SG,29.0,26.0,925.0,14.5,0.563,20.3,8.0,0.9,1.3,13.0,22.4,0.8,0.3,1.1,0.059,1.1,-2.2,-1.1,0.2,2022
Nikola Jokić,C,26.0,74.0,2476.0,32.8,0.661,42.6,23.0,2.3,2.2,15.6,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,2022
Karl-Anthony Towns,C,26.0,74.0,2476.0,24.1,0.64,18.0,15.7,3.2,1.4,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,2022
Anthony Edwards,SG,20.0,72.0,2466.0,16.5,0.56,17.4,7.5,1.8,2.0,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2.0,2022
Fred VanVleet,PG,27.0,65.0,2462.0,17.3,0.552,26.7,6.4,1.4,2.3,12.5,23.7,3.9,2.8,6.7,0.131,3.1,0.5,3.6,3.5,2022
Terry Rozier,SG,27.0,73.0,2458.0,17.6,0.566,19.7,6.8,1.0,1.8,7.2,23.2,4.3,1.6,5.9,0.115,2.4,-0.7,1.7,2.3,2022
Gary Trent Jr.,SG,23.0,70.0,2448.0,14.7,0.546,8.8,4.2,0.8,2.5,5.8,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,2022
Darius Garland,PG,22.0,68.0,2430.0,19.0,0.576,39.9,5.1,0.3,1.8,16.2,27.8,3.8,2.5,6.3,0.125,3.4,-0.8,2.6,2.8,2022
Franz Wagner,SF,20.0,79.0,2429.0,14.7,0.559,15.7,7.7,1.3,1.4,10.0,21.2,2.1,1.9,4.0,0.079,-0.4,-0.3,-0.7,0.8,2022
LaMelo Ball,PG,20.0,75.0,2422.0,19.7,0.554,35.7,11.0,1.2,2.4,15.3,28.2,3.4,2.5,5.8,0.116,3.3,0.1,3.4,3.3,2022
James Harden,PG,32.0,65.0,2419.0,20.9,0.583,40.3,11.3,1.3,1.7,18.8,27.2,4.9,2.7,7.6,0.152,3.7,0.3,4.0,3.7,2022
James Harden,PG,32.0,44.0,1627.0,20.4,0.576,39.7,11.7,1.7,1.7,19.8,28.3,2.6,1.8,4.4,0.13,3.7,0.4,4.1,2.5,2022
James Harden,PG,32.0,21.0,792.0,21.8,0.601,41.4,10.5,0.6,1.6,16.4,24.9,2.3,0.9,3.3,0.197,3.8,0.1,3.8,1.2,2022
Nikola Vučević,C,31.0,73.0,2418.0,18.2,0.533,15.2,18.7,2.5,1.4,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,2022
RJ Barrett,SF,21.0,70.0,2417.0,13.7,0.511,14.9,9.1,0.7,0.9,9.9,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,2022
Royce O'Neale,SF,28.0,77.0,2406.0,10.3,0.608,10.5,8.4,1.2,1.8,14.4,9.9,2.7,2.8,5.5,0.109,-0.8,1.7,0.8,1.7,2022
Keldon Johnson,SF,22.0,75.0,2392.0,15.2,0.574,9.5,10.0,0.5,1.2,7.6,21.3,2.9,2.0,4.9,0.099,0.7,-1.2,-0.5,0.9,2022
Aaron Gordon,PF,26.0,75.0,2376.0,15.3,0.602,11.6,10.3,1.7,0.9,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,2022
Dejounte Murray,PG,25.0,68.0,2366.0,22.3,0.533,40.6,12.5,0.8,2.8,11.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4,2022
Evan Fournier,SG,29.0,80.0,2358.0,12.3,0.554,11.9,4.8,0.8,1.7,9.4,20.8,1.5,2.2,3.7,0.075,-0.4,-0.3,-0.7,0.7,2022
Patty Mills,SG,33.0,81.0,2346.0,10.4,0.563,10.6,3.6,0.6,1.1,8.2,16.4,1.9,0.9,2.8,0.058,-0.3,-1.4,-1.7,0.2,2022
Devin Booker,SG,25.0,68.0,2345.0,21.3,0.576,22.4,7.8,1.0,1.6,9.3,32.0,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,2022
Reggie Jackson,SG,31.0,75.0,2337.0,12.1,0.488,24.6,6.1,0.5,1.2,11.8,27.6,-1.7,2.0,0.4,0.008,-1.4,-1.6,-3.0,-0.6,2022
Herbert Jones,PF,23.0,78.0,2335.0,12.3,0.573,10.0,7.0,2.5,2.7,13.4,13.7,2.1,2.5,4.6,0.096,-2.0,1.5,-0.5,0.9,2022
Evan Mobley,PF,20.0,69.0,2331.0,16.1,0.549,11.6,13.5,4.4,1.2,12.4,20.4,1.5,3.7,5.2,0.107,-0.9,1.5,0.6,1.5,2022
Andrew Wiggins,SF,26.0,73.0,2330.0,15.0,0.56,10.8,7.6,2.1,1.6,9.0,23.1,1.8,3.4,5.1,0.105,0.3,0.1,0.4,1.4,2022
Kentavious Caldwell-Pope,SG,28.0,77.0,2329.0,12.6,0.568,9.1,6.2,0.9,1.8,9.8,19.0,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,2022
Zach LaVine,SG,26.0,67.0,2328.0,20.0,0.605,20.8,7.4,0.9,0.9,11.2,28.8,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6,2022
Alec Burks,SG,30.0,81.0,2318.0,13.7,0.559,15.7,9.2,1.1,1.8,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7,2022
Terance Mann,SF,25.0,81.0,2317.0,13.4,0.572,13.1,9.7,0.8,1.2,9.9,16.0,3.1,2.4,5.5,0.113,-0.8,0.2,-0.6,0.8,2022
Luka Dončić,PG,22.0,65.0,2301.0,25.1,0.571,46.0,14.3,1.4,1.6,15.3,37.4,3.8,3.8,7.6,0.159,6.4,1.8,8.2,5.9,2022
Joel Embiid,C,27.0,68.0,2297.0,31.2,0.616,23.5,19.4,3.9,1.7,11.3,37.2,7.9,4.1,12.0,0.252,7.2,2.0,9.2,6.5,2022
Marcus Smart,PG,27.0,71.0,2296.0,13.6,0.54,25.6,6.4,0.7,2.6,16.6,18.3,1.9,3.7,5.6,0.116,-1.2,1.7,0.5,1.5,2022
Jordan Poole,SG,22.0,76.0,2283.0,16.1,0.598,21.0,6.2,1.0,1.3,13.7,26.0,3.1,2.9,6.0,0.126,1.3,-0.3,1.0,1.7,2022
Will Barton,SG,31.0,71.0,2277.0,13.4,0.548,17.6,8.3,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,2022
Desmond Bane,SG,23.0,76.0,2266.0,17.6,0.592,13.5,7.7,1.1,1.9,8.7,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,2022
Donovan Mitchell,SG,25.0,67.0,2266.0,21.6,0.572,27.7,6.8,0.5,2.2,11.7,32.9,4.7,2.5,7.2,0.152,4.6,-0.3,4.3,3.6,2022
Jonas Valančiūnas,C,29.0,74.0,2240.0,21.2,0.617,14.0,20.8,2.6,0.9,14.4,23.8,4.6,2.7,7.3,0.156,2.0,-0.1,1.9,2.2,2022
Monte Morris,PG,26.0,75.0,2239.0,14.7,0.583,21.4,5.6,0.6,1.2,8.8,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0.0,1.1,2022
Jaylen Brown,SF,25.0,66.0,2220.0,18.9,0.574,17.9,9.8,0.7,1.6,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,2022
Stephen Curry,PG,33.0,64.0,2211.0,21.4,0.601,30.4,8.3,1.0,1.9,13.2,30.8,4.6,3.4,8.0,0.173,5.4,0.4,5.8,4.4,2022
Jrue Holiday,PG,31.0,67.0,2208.0,19.8,0.593,31.8,7.2,1.3,2.4,15.0,23.5,4.5,2.4,6.9,0.15,2.9,0.3,3.2,2.9,2022
Giannis Antetokounmpo,PF,27.0,67.0,2204.0,32.1,0.633,31.7,18.7,4.0,1.6,12.2,34.9,9.2,3.7,12.9,0.281,7.6,3.5,11.2,7.4,2022
Kyle Kuzma,PF,26.0,66.0,2204.0,15.2,0.547,16.3,14.1,2.2,0.9,14.1,24.2,0.0,2.0,2.0,0.044,0.2,-0.4,-0.2,1.0,2022
Derrick White,SG,27.0,75.0,2199.0,14.8,0.549,22.9,6.3,2.3,1.4,11.6,19.9,2.8,2.3,5.1,0.111,0.4,0.6,0.9,1.6,2022
Derrick White,SG,27.0,49.0,1486.0,15.7,0.551,25.2,6.1,2.4,1.6,12.0,20.7,2.0,1.3,3.3,0.107,1.2,0.6,1.8,1.4,2022
Derrick White,SG,27.0,26.0,713.0,12.9,0.544,18.2,6.7,2.0,1.0,10.8,18.2,0.9,0.9,1.8,0.121,-1.4,0.5,-0.9,0.2,2022
Kevin Huerter,SF,23.0,74.0,2188.0,11.9,0.57,13.2,6.4,1.1,1.2,10.4,17.5,1.8,1.0,2.8,0.062,-0.5,-0.7,-1.2,0.4,2022
Devonte' Graham,PG,26.0,76.0,2162.0,12.1,0.514,21.0,4.5,0.5,1.6,10.7,19.5,1.6,1.2,2.8,0.062,0.2,-1.2,-1.0,0.5,2022
Tyler Herro,SG,22.0,66.0,2151.0,16.2,0.561,20.9,8.7,0.4,1.0,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5,2022
CJ McCollum,PG,30.0,62.0,2145.0,18.3,0.553,26.1,6.9,1.0,1.6,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,2022
CJ McCollum,SG,30.0,36.0,1267.0,15.8,0.532,22.5,6.6,1.6,1.4,9.2,26.1,0.7,0.3,1.0,0.04,1.8,-1.7,0.1,0.7,2022
CJ McCollum,PG,30.0,26.0,878.0,21.9,0.58,31.3,7.3,0.1,1.9,9.5,29.4,1.9,0.7,2.6,0.14,5.3,-0.7,4.5,1.5,2022
Jordan Clarkson,SG,29.0,79.0,2141.0,14.9,0.532,14.5,7.0,0.7,1.5,9.8,26.8,1.5,2.0,3.5,0.079,0.5,-1.2,-0.6,0.7,2022
Khris Middleton,SF,30.0,66.0,2141.0,18.1,0.577,25.5,8.8,0.8,1.7,14.2,26.7,3.2,2.2,5.3,0.119,1.9,-0.3,1.6,1.9,2022
Malik Monk,SG,23.0,76.0,2139.0,14.4,0.597,15.2,6.4,1.2,1.4,12.2,20.1,2.3,1.4,3.6,0.081,0.5,-1.0,-0.5,0.8,2022
Chris Paul,PG,36.0,65.0,2139.0,20.8,0.581,44.5,7.1,0.8,2.7,15.6,19.7,5.8,3.6,9.4,0.21,3.1,2.3,5.4,4.0,2022
Jalen Green,SG,19.0,67.0,2138.0,12.5,0.547,13.1,5.8,0.8,1.0,11.3,23.7,0.5,0.2,0.7,0.015,-0.5,-2.4,-2.9,-0.5,2022
Domantas Sabonis,PF,25.0,62.0,2136.0,21.9,0.637,23.6,19.5,1.1,1.3,17.5,22.3,5.3,1.8,7.1,0.159,3.2,0.9,4.1,3.2,2022
Domantas Sabonis,PF,25.0,47.0,1632.0,22.2,0.649,22.2,19.4,1.2,1.4,17.3,21.7,4.4,1.3,5.7,0.168,3.6,1.0,4.6,2.7,2022
Seth Curry,SG,31.0,64.0,2135.0,13.7,0.615,16.3,5.2,0.6,1.2,12.3,18.5,2.7,1.5,4.2,0.095,0.3,-0.9,-0.6,0.8,2022
Seth Curry,SG,31.0,45.0,1566.0,13.3,0.603,17.7,5.4,0.6,1.1,13.0,18.5,1.7,1.1,2.9,0.088,-0.1,-0.9,-1.0,0.4,2022
Kyle Lowry,PG,35.0,63.0,2133.0,15.0,0.6,32.3,7.5,0.8,1.6,19.3,18.2,3.7,2.7,6.4,0.143,1.1,0.8,2.0,2.1,2022
Bojan Bogdanović,PF,32.0,69.0,2131.0,15.7,0.599,8.7,7.6,0.0,0.8,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0.0,1.1,2022
Jaren Jackson Jr.,PF,22.0,78.0,2126.0,17.0,0.535,5.8,11.2,7.4,1.6,9.9,25.4,1.7,3.7,5.4,0.121,-0.9,0.8,-0.1,1.0,2022
Rudy Gobert,C,29.0,66.0,2120.0,24.7,0.732,5.1,25.0,5.7,1.0,14.5,16.9,7.3,4.3,11.7,0.264,2.9,1.7,4.6,3.6,2022
Ayo Dosunmu,SG,22.0,77.0,2110.0,11.2,0.596,16.5,5.7,1.2,1.4,15.9,14.1,1.7,1.3,3.0,0.069,-1.9,-0.1,-2.0,0.0,2022
Christian Wood,C,26.0,68.0,2094.0,19.1,0.595,12.2,18.0,2.8,1.2,11.0,23.3,2.9,2.0,4.9,0.112,2.1,-0.4,1.6,1.9,2022
Cade Cunningham,SG,20.0,64.0,2088.0,13.1,0.504,29.1,9.2,1.9,1.8,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,2022
De'Aaron Fox,PG,24.0,59.0,2084.0,17.4,0.549,26.8,6.0,1.0,1.6,11.9,29.1,1.5,1.0,2.5,0.058,0.6,-1.2,-0.6,0.7,2022
LeBron James,C,37.0,56.0,2084.0,26.2,0.619,30.6,11.8,2.5,1.7,12.5,32.3,5.2,2.3,7.5,0.172,6.9,0.8,7.7,5.1,2022
D'Angelo Russell,PG,25.0,65.0,2077.0,16.3,0.544,33.1,5.6,1.0,1.4,13.2,25.1,2.9,1.5,4.4,0.101,2.2,-1.5,0.8,1.4,2022
Davion Mitchell,PG,23.0,75.0,2076.0,10.8,0.489,22.5,4.4,1.0,1.3,11.5,20.6,-0.5,0.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9,2022
Cole Anthony,PG,21.0,65.0,2059.0,13.5,0.519,28.9,8.9,0.8,1.1,14.2,25.1,-0.1,1.7,1.6,0.038,-0.6,-0.6,-1.2,0.4,2022
Mike Conley,PG,34.0,72.0,2058.0,17.2,0.572,27.7,5.8,0.9,2.3,12.5,20.9,4.4,2.3,6.7,0.157,2.4,0.7,3.1,2.7,2022
Justin Holiday,SF,32.0,74.0,2057.0,9.5,0.543,8.6,5.1,1.4,1.3,9.2,15.8,0.8,0.6,1.4,0.033,-1.4,-0.8,-2.2,-0.1,2022
Justin Holiday,SF,32.0,49.0,1416.0,10.3,0.568,8.8,5.3,1.1,1.2,9.3,15.9,1.0,0.3,1.4,0.047,-0.8,-0.8,-1.7,0.1,2022
Justin Holiday,SG,32.0,25.0,641.0,7.9,0.488,8.1,4.7,2.0,1.6,9.0,15.7,-0.3,0.3,0.0,0.004,-2.6,-0.8,-3.4,-0.2,2022
Jae'Sean Tate,PF,26.0,78.0,2056.0,14.3,0.567,16.9,11.2,1.8,1.7,14.6,19.6,1.9,1.1,3.0,0.071,-1.3,-0.5,-1.8,0.1,2022
Kevin Durant,PF,33.0,55.0,2047.0,25.6,0.634,29.1,10.8,2.3,1.1,12.9,31.2,6.4,2.0,8.4,0.198,6.4,0.7,7.2,4.8,2022
Duncan Robinson,SG,27.0,79.0,2043.0,10.6,0.573,9.3,5.6,0.7,1.0,7.4,17.7,1.9,2.0,3.9,0.092,-0.3,-0.3,-0.6,0.7,2022
Clint Capela,C,27.0,74.0,2042.0,21.4,0.604,6.6,23.5,4.1,1.3,6.1,15.5,5.6,2.7,8.3,0.195,2.1,-0.1,2.0,2.1,2022
Bobby Portis,C,26.0,72.0,2028.0,17.7,0.571,6.4,17.2,2.4,1.3,8.9,21.3,2.9,2.6,5.5,0.131,1.2,-1.0,0.2,1.1,2022
Al Horford,C,35.0,69.0,2005.0,16.7,0.574,16.4,14.3,4.2,1.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2,2022
Steven Adams,C,28.0,76.0,1999.0,17.6,0.56,16.1,19.9,2.7,1.6,19.6,12.0,3.8,3.0,6.8,0.163,1.0,1.0,2.0,2.0,2022
Kelly Oubre Jr.,SF,26.0,76.0,1999.0,14.9,0.56,6.2,8.0,1.5,1.8,6.2,23.0,1.8,1.4,3.3,0.079,0.2,-1.6,-1.4,0.3,2022
Deni Avdija,SF,21.0,82.0,1984.0,11.6,0.536,11.8,11.9,1.9,1.5,12.0,16.3,0.6,1.8,2.4,0.058,-2.1,0.4,-1.7,0.1,2022
P.J. Tucker,PF,36.0,71.0,1981.0,11.3,0.593,10.6,11.1,0.8,1.5,12.7,11.7,2.4,2.6,5.0,0.121,-0.8,1.4,0.6,1.3,2022
Isaac Okoro,SF,21.0,67.0,1981.0,10.4,0.589,8.5,5.6,1.0,1.4,10.4,12.4,2.4,1.9,4.2,0.103,-2.4,0.7,-1.7,0.1,2022
Spencer Dinwiddie,PG,28.0,67.0,1980.0,15.1,0.543,25.7,7.8,0.6,1.1,10.9,21.4,2.7,1.4,4.1,0.098,0.8,-0.4,0.3,1.1,2022
Spencer Dinwiddie,PG,28.0,44.0,1330.0,13.2,0.501,27.5,8.6,0.4,1.0,11.6,21.0,0.9,0.7,1.6,0.058,-0.2,-0.7,-0.9,0.3,2022
Spencer Dinwiddie,PG,28.0,23.0,650.0,19.0,0.624,22.0,6.2,0.8,1.3,9.6,22.3,1.8,0.7,2.5,0.182,2.8,0.1,2.9,0.8,2022
Malik Beasley,SG,25.0,79.0,1976.0,11.9,0.544,8.5,6.2,0.6,1.0,4.7,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7,2022
Jakob Poeltl,C,26.0,68.0,1970.0,20.8,0.613,14.0,16.9,5.0,1.1,12.7,18.3,4.4,2.5,6.9,0.168,0.9,0.7,1.6,1.7,2022
Shai Gilgeous-Alexander,PG,23.0,56.0,1942.0,20.9,0.557,31.1,7.4,2.2,1.8,11.1,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7,2022
Robert Covington,PF,31.0,71.0,1940.0,12.4,0.572,6.8,11.0,4.4,2.6,12.4,13.5,0.8,2.4,3.2,0.08,-1.6,1.7,0.2,1.1,2022
Robert Covington,PF,31.0,48.0,1431.0,10.0,0.519,6.7,10.5,4.3,2.5,14.2,12.4,-0.3,1.4,1.1,0.037,-2.8,1.6,-1.2,0.3,2022
Robert Covington,PF,31.0,23.0,509.0,19.4,0.677,7.0,12.2,4.7,2.8,8.8,16.7,1.1,1.0,2.1,0.2,1.9,2.2,4.1,0.8,2022
Devin Vassell,SF,21.0,71.0,1937.0,13.3,0.54,9.7,8.3,1.8,1.9,6.7,18.9,1.3,2.0,3.3,0.082,-0.5,0.0,-0.5,0.7,2022
Jimmy Butler,SF,32.0,57.0,1931.0,23.6,0.592,26.4,9.9,1.5,2.4,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4.0,2022
Darius Bazley,PF,21.0,69.0,1924.0,12.6,0.515,7.7,11.6,3.4,1.5,11.1,18.3,-0.5,2.2,1.8,0.044,-2.1,0.3,-1.8,0.1,2022
Luke Kennard,SG,25.0,70.0,1919.0,13.3,0.619,11.2,6.3,0.3,1.1,8.2,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2,2022
Kevin Porter Jr.,PG,21.0,61.0,1907.0,13.5,0.531,30.7,7.7,1.0,1.7,17.7,24.1,0.0,0.8,0.8,0.021,-0.1,-1.6,-1.6,0.2,2022
Reggie Bullock,SF,30.0,68.0,1902.0,9.2,0.558,6.1,7.0,0.7,1.1,7.1,13.3,1.2,2.0,3.2,0.08,-1.4,0.0,-1.4,0.3,2022
Ja Morant,PG,22.0,57.0,1889.0,24.4,0.575,34.1,9.0,1.0,1.7,12.6,33.7,4.6,2.1,6.7,0.171,6.2,-0.1,6.1,3.9,2022
Jae Crowder,PF,31.0,67.0,1886.0,11.3,0.541,8.3,10.1,1.4,2.4,8.6,14.6,0.9,3.4,4.3,0.11,-1.3,2.4,1.1,1.5,2022
Jarred Vanderbilt,PF,22.0,74.0,1880.0,15.3,0.612,6.7,17.8,2.4,2.5,14.8,10.9,3.1,2.9,6.0,0.153,-0.8,1.0,0.2,1.1,2022
Lauri Markkanen,SF,24.0,61.0,1878.0,14.7,0.582,6.6,10.2,1.4,1.2,6.5,19.5,2.7,2.3,5.0,0.127,0.4,-0.1,0.4,1.1,2022
Grant Williams,PF,23.0,77.0,1875.0,11.2,0.635,5.7,7.9,2.8,1.0,11.6,12.6,2.4,2.6,5.1,0.13,-1.4,1.1,-0.4,0.8,2022
Brandon Ingram,SF,24.0,55.0,1869.0,18.7,0.554,27.8,9.5,1.3,0.9,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2.0,1.9,2022
Cody Martin,SF,26.0,71.0,1866.0,12.7,0.579,12.4,8.1,1.6,2.3,11.5,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,2022
Ivica Zubac,C,24.0,76.0,1852.0,19.2,0.66,9.8,18.4,3.5,1.0,16.1,16.8,4.3,2.9,7.2,0.187,-0.1,0.8,0.7,1.3,2022
Wendell Carter Jr.,PF,22.0,62.0,1852.0,18.4,0.601,15.4,18.5,2.1,0.9,13.1,20.9,2.6,2.4,5.0,0.129,1.0,0.6,1.6,1.7,2022
Jeff Green,PF,35.0,75.0,1849.0,12.5,0.627,7.3,7.0,1.3,0.7,10.3,16.3,2.7,1.2,3.9,0.101,-1.2,-1.3,-2.5,-0.2,2022
Mitchell Robinson,C,23.0,72.0,1848.0,20.7,0.722,3.2,17.9,7.1,1.6,12.4,11.4,5.3,3.2,8.5,0.221,1.0,1.2,2.2,2.0,2022
Bogdan Bogdanović,SG,29.0,63.0,1848.0,15.4,0.562,15.5,7.4,0.7,1.8,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,2022
Dennis Schröder,PG,28.0,64.0,1837.0,13.0,0.539,24.2,6.3,0.4,1.4,15.1,22.6,1.0,1.9,2.9,0.076,-1.5,-0.4,-1.9,0.0,2022
Dennis Schröder,PG,28.0,49.0,1433.0,13.5,0.543,22.0,6.2,0.3,1.4,13.8,23.1,1.0,1.8,2.8,0.092,-1.2,0.0,-1.2,0.3,2022
Bam Adebayo,C,24.0,56.0,1825.0,21.8,0.608,17.5,17.5,2.6,2.2,14.4,25.0,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,2022
Mo Bamba,C,23.0,71.0,1824.0,16.5,0.582,7.4,16.5,5.9,1.0,10.6,17.2,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,2022
Isaiah Stewart,C,20.0,71.0,1816.0,14.0,0.55,6.9,18.4,3.9,0.6,13.7,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,2022
Jarrett Allen,C,23.0,56.0,1810.0,23.0,0.698,8.2,18.4,3.7,1.2,12.7,18.1,5.4,3.0,8.5,0.224,2.7,1.2,3.9,2.7,2022
Grayson Allen,SG,26.0,66.0,1805.0,12.7,0.609,7.6,6.5,1.0,1.2,6.7,15.2,2.8,1.4,4.2,0.11,0.6,-0.2,0.4,1.1,2022
Robert Williams,C,24.0,61.0,1804.0,22.1,0.745,9.7,17.6,6.8,1.5,13.4,11.5,6.0,3.9,9.9,0.262,2.4,3.1,5.5,3.4,2022
Jaden McDaniels,PF,21.0,70.0,1803.0,10.3,0.553,6.1,8.7,2.9,1.4,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,2022
Immanuel Quickley,PG,22.0,78.0,1802.0,14.6,0.543,24.5,7.4,0.2,1.5,10.9,22.2,2.5,1.8,4.2,0.113,0.2,0.0,0.2,1.0,2022
Corey Kispert,SF,22.0,77.0,1801.0,10.9,0.586,6.7,6.4,1.0,1.0,8.5,14.6,1.6,0.7,2.3,0.061,-0.8,-1.5,-2.3,-0.1,2022
Dwight Powell,C,30.0,82.0,1798.0,18.1,0.725,8.1,12.5,2.0,1.0,11.5,14.0,6.0,2.2,8.2,0.219,0.4,0.5,0.9,1.3,2022
