Player,season,cluster_kmeans,archetype,silhouette_val,PC1,PC2,PER,TS_pct,BPM,VORP,ast_pct,reb_pct,blk_pct,stl_pct,tov_pct
Danilo Gallinari,2017,2,Defensive Anchor,0.32577724955032555,1.3611556125781203,-0.15801101995691608,17.4,0.622,1.4,1.9,9.1,8.4,0.5,0.9,8.2
Danilo Gallinari,2018,2,Defensive Anchor,0.3666225581011958,-0.3953266699135303,-0.5482495882336461,13.8,0.545,-0.5,0.3,8.9,8.3,1.2,0.9,8.1
Danilo Gallinari,2019,1,3-and-D Wing,0.15767141793652145,3.2150350083888797,0.33993639581972124,21.0,0.633,4.3,3.3,13.2,10.7,0.9,1.1,8.5
Danilo Gallinari,2020,2,Defensive Anchor,0.1308978175331477,2.1516589393644785,0.2281542304815469,19.5,0.612,3.3,2.4,10.3,9.7,0.2,1.1,7.4
Danilo Gallinari,2021,2,Defensive Anchor,0.3561355740718584,0.9174347087582474,-0.33750778434051804,16.3,0.613,1.1,1.0,9.2,9.5,0.7,1.2,7.2
Danilo Gallinari,2022,2,Defensive Anchor,0.39196651391108517,0.11632482783756229,-0.7256036801934722,14.3,0.579,-0.2,0.8,8.5,10.1,0.6,0.8,5.4
Danilo Gallinari,2024,2,Defensive Anchor,0.3870494465432982,-0.37915170820709354,-0.49939194307008,13.4,0.601,-1.9,0.0,11.6,9.3,0.8,1.1,9.0
Danilo Gallinari,2024,2,Defensive Anchor,0.3870494465432982,-0.37915170820709354,-0.49939194307008,13.4,0.601,-1.9,0.0,11.6,9.3,0.8,1.1,9.0
Danilo Gallinari,2024,2,Defensive Anchor,0.2958343419088498,-0.6941556090623876,-0.9188347967605599,13.4,0.581,-2.6,-0.1,10.8,10.6,0.6,0.7,7.2
Danilo Gallinari,2024,2,Defensive Anchor,0.2958343419088498,-0.6941556090623876,-0.9188347967605599,13.4,0.581,-2.6,-0.1,10.8,10.6,0.6,0.7,7.2
Danny Green,2016,0,Elite Scorer,0.09790999936851746,0.05100433511482781,0.4153921059168276,10.5,0.492,1.1,1.6,9.3,8.4,2.4,2.0,11.4
Danny Green,2017,0,Elite Scorer,0.12610737662818622,0.07626845214136198,0.38190833133914015,10.1,0.537,0.8,1.3,9.6,7.0,2.6,2.0,14.1
Danny Green,2018,0,Elite Scorer,0.03344705885636724,0.05980255456022015,-0.25654886841515456,11.3,0.509,0.4,1.1,8.9,7.7,3.7,1.8,11.2
Danny Green,2019,2,Defensive Anchor,0.13692811332609406,1.4264078948933048,-0.08843252521805796,13.0,0.632,2.0,2.2,7.7,7.7,2.0,1.6,10.4
Danny Green,2020,0,Elite Scorer,0.19738433583584725,-0.006418910903578281,0.47716257422477687,10.8,0.552,0.5,1.1,7.1,7.3,1.7,2.4,11.3
Danny Green,2021,0,Elite Scorer,0.14884047590238614,1.0550227256073432,0.3384376503103209,12.1,0.582,1.9,1.9,8.3,7.4,2.6,2.3,10.7
Danny Green,2022,0,Elite Scorer,0.12055477897489947,-0.4661631530950994,-0.027915692149518466,9.5,0.561,-0.5,0.5,6.5,6.5,2.5,2.2,12.1
Dante Cunningham,2016,4,Stretch Big,0.018744717510896777,-1.8063570379945324,-0.8135465343723671,8.6,0.54,-2.8,-0.4,5.6,6.6,1.4,1.1,8.4
Dante Cunningham,2017,2,Defensive Anchor,0.29270688157326347,-0.7740211499231348,-1.1574573113118127,10.2,0.586,-1.6,0.2,3.2,8.9,1.4,1.2,7.0
Dante Cunningham,2018,2,Defensive Anchor,0.1704951991990458,-1.0278340957890342,-1.0739014692943316,10.0,0.539,-1.7,0.1,4.3,10.3,1.5,1.2,7.9
Dante Cunningham,2018,2,Defensive Anchor,0.1704951991990458,-1.0278340957890342,-1.0739014692943316,10.0,0.539,-1.7,0.1,4.3,10.3,1.5,1.2,7.9
Dante Cunningham,2018,2,Defensive Anchor,0.1704951991990458,-1.0278340957890342,-1.0739014692943316,10.0,0.539,-1.7,0.1,4.3,10.3,1.5,1.2,7.9
Dante Cunningham,2018,2,Defensive Anchor,0.05957191955499142,-1.5362421501579262,-1.0208929515617422,8.4,0.525,-2.0,0.0,3.0,9.4,1.1,1.2,6.2
Dante Cunningham,2018,2,Defensive Anchor,0.05957191955499142,-1.5362421501579262,-1.0208929515617422,8.4,0.525,-2.0,0.0,3.0,9.4,1.1,1.2,6.2
Dante Cunningham,2018,2,Defensive Anchor,0.05957191955499142,-1.5362421501579262,-1.0208929515617422,8.4,0.525,-2.0,0.0,3.0,9.4,1.1,1.2,6.2
Dante Cunningham,2018,2,Defensive Anchor,0.3046139369113291,0.02638625349362062,-1.1479015725106883,13.8,0.561,-0.9,0.1,7.6,12.5,2.3,1.3,10.4
Dante Cunningham,2018,2,Defensive Anchor,0.3046139369113291,0.02638625349362062,-1.1479015725106883,13.8,0.561,-0.9,0.1,7.6,12.5,2.3,1.3,10.4
Dante Cunningham,2018,2,Defensive Anchor,0.3046139369113291,0.02638625349362062,-1.1479015725106883,13.8,0.561,-0.9,0.1,7.6,12.5,2.3,1.3,10.4
Dante Cunningham,2019,2,Defensive Anchor,0.29799223922128043,-0.3621404355525359,-0.6617046377459167,10.2,0.585,-0.6,0.3,6.8,11.0,1.2,1.4,11.7
Danté Exum,2017,4,Stretch Big,0.1814933827176773,-2.008104822559983,0.24105058163533283,8.5,0.521,-3.3,-0.4,14.1,6.2,0.8,0.9,16.8
Danté Exum,2019,3,Playmaking Guard,0.22262790529820006,-1.2425593906904673,1.265729749746297,11.2,0.516,-2.1,0.0,24.1,5.5,0.6,1.0,15.7
Danté Exum,2020,4,Stretch Big,0.031897568179535284,-1.0708037697986523,-0.05885755253904475,10.3,0.576,-2.9,-0.1,11.5,7.7,1.4,1.3,18.4
Danté Exum,2020,4,Stretch Big,0.031897568179535284,-1.0708037697986523,-0.05885755253904475,10.3,0.576,-2.9,-0.1,11.5,7.7,1.4,1.3,18.4
Danté Exum,2020,2,Defensive Anchor,0.1386781740256246,-0.7066397084645342,-0.014813642489097752,11.5,0.592,-2.4,0.0,11.4,7.6,1.3,1.5,15.6
Danté Exum,2020,2,Defensive Anchor,0.1386781740256246,-0.7066397084645342,-0.014813642489097752,11.5,0.592,-2.4,0.0,11.4,7.6,1.3,1.5,15.6
Danté Exum,2024,2,Defensive Anchor,0.22553049265940112,0.2849248483839654,0.42591529440963066,13.7,0.645,-0.6,0.4,19.3,7.5,0.4,1.0,12.9
Danuel House Jr.,2018,2,Defensive Anchor,0.24506716794206818,-0.8380027441300449,-0.85842660080511,12.4,0.533,-1.6,0.0,9.4,10.1,1.2,0.8,7.2
Danuel House Jr.,2019,2,Defensive Anchor,0.37386825945979807,0.024804386397173434,-0.757888124531964,12.2,0.646,-0.5,0.4,5.9,7.9,1.0,1.1,11.0
Danuel House Jr.,2020,2,Defensive Anchor,0.3130067611339023,-0.3956574725576009,-0.3542133400254779,11.3,0.572,-0.7,0.6,6.1,7.3,1.5,1.6,8.5
Danuel House Jr.,2021,4,Stretch Big,0.14932293772476607,-1.7792729147164785,-0.5115123822575214,9.1,0.525,-3.5,-0.3,10.6,7.5,1.5,1.0,10.7
Danuel House Jr.,2022,2,Defensive Anchor,0.1795394953868745,-0.6226778581767476,-0.4733652594092375,10.6,0.555,-1.1,0.2,8.4,8.4,2.1,1.4,12.9
Danuel House Jr.,2022,2,Defensive Anchor,0.1795394953868745,-0.6226778581767476,-0.4733652594092375,10.6,0.555,-1.1,0.2,8.4,8.4,2.1,1.4,12.9
Danuel House Jr.,2022,2,Defensive Anchor,0.22936608688911744,0.39799835363816094,-0.5430226094574409,12.5,0.61,1.2,0.4,7.0,7.6,2.2,1.6,9.7
Danuel House Jr.,2022,2,Defensive Anchor,0.22936608688911744,0.39799835363816094,-0.5430226094574409,12.5,0.61,1.2,0.4,7.0,7.6,2.2,1.6,9.7
Danuel House Jr.,2023,2,Defensive Anchor,0.1776929536432727,-1.327942142352831,-0.8025198271803203,9.4,0.6,-3.0,-0.2,7.5,6.9,1.0,0.9,10.4
Danuel House Jr.,2024,4,Stretch Big,0.09269779347874409,-1.784311969362544,-0.261296797917055,8.5,0.575,-4.0,-0.3,7.2,6.3,0.9,1.5,13.2
Dario Šarić,2017,4,Stretch Big,0.041539681034276965,-0.8068528952238355,-0.16596542146856666,12.8,0.508,-2.3,-0.2,14.3,13.3,1.1,1.3,15.2
Dario Šarić,2018,2,Defensive Anchor,0.23692858373593945,1.2769786477689966,0.14437820799950485,15.8,0.582,1.3,1.9,13.0,12.1,0.7,1.1,13.1
Dario Šarić,2019,2,Defensive Anchor,0.29104095271928865,-0.462208018809328,-0.5711155596573354,13.1,0.563,-1.6,0.2,8.8,12.1,0.4,1.1,11.3
Dario Šarić,2019,2,Defensive Anchor,0.29104095271928865,-0.462208018809328,-0.5711155596573354,13.1,0.563,-1.6,0.2,8.8,12.1,0.4,1.1,11.3
Dario Šarić,2019,2,Defensive Anchor,0.3803762042611071,0.03790723065572122,-0.467649069564857,14.3,0.579,-0.8,0.5,8.8,12.2,0.3,1.2,10.5
Dario Šarić,2019,2,Defensive Anchor,0.3803762042611071,0.03790723065572122,-0.467649069564857,14.3,0.579,-0.8,0.5,8.8,12.2,0.3,1.2,10.5
Dario Šarić,2020,2,Defensive Anchor,0.31275814568864707,0.483362826226235,-0.6066927190217204,14.2,0.592,-0.4,0.7,10.8,13.8,0.9,1.1,12.9
Dario Šarić,2021,2,Defensive Anchor,0.16754169404208952,-0.32315540631517,-0.13258483949633046,14.3,0.567,-2.0,0.0,10.4,12.4,0.4,1.7,12.9
Dario Šarić,2023,2,Defensive Anchor,0.22600021960247826,-0.01300125050683571,-0.47084146464570614,13.5,0.583,-1.4,0.1,12.7,14.1,0.8,1.2,15.1
Dario Šarić,2023,2,Defensive Anchor,0.22600021960247826,-0.01300125050683571,-0.47084146464570614,13.5,0.583,-1.4,0.1,12.7,14.1,0.8,1.2,15.1
Dario Šarić,2023,2,Defensive Anchor,0.22600021960247826,-0.01300125050683571,-0.47084146464570614,13.5,0.583,-1.4,0.1,12.7,14.1,0.8,1.2,15.1
Dario Šarić,2023,2,Defensive Anchor,0.08100503306977154,-0.45774187884932305,-0.3180383809604559,12.3,0.545,-2.0,0.0,14.6,14.8,0.8,1.2,15.4
Dario Šarić,2023,2,Defensive Anchor,0.08100503306977154,-0.45774187884932305,-0.3180383809604559,12.3,0.545,-2.0,0.0,14.6,14.8,0.8,1.2,15.4
Dario Šarić,2023,2,Defensive Anchor,0.08100503306977154,-0.45774187884932305,-0.3180383809604559,12.3,0.545,-2.0,0.0,14.6,14.8,0.8,1.2,15.4
Dario Šarić,2023,2,Defensive Anchor,0.21502210461008056,0.7314088450011542,-0.7691290814283454,15.9,0.65,-0.2,0.1,8.9,12.8,0.7,1.2,14.4
Dario Šarić,2023,2,Defensive Anchor,0.21502210461008056,0.7314088450011542,-0.7691290814283454,15.9,0.65,-0.2,0.1,8.9,12.8,0.7,1.2,14.4
Dario Šarić,2023,2,Defensive Anchor,0.21502210461008056,0.7314088450011542,-0.7691290814283454,15.9,0.65,-0.2,0.1,8.9,12.8,0.7,1.2,14.4
Dario Šarić,2024,2,Defensive Anchor,0.11985698171705729,1.1525670299102544,0.27984929018332777,15.3,0.6,1.0,0.9,17.8,13.9,0.8,1.4,15.4
Darius Bazley,2020,4,Stretch Big,0.04586065278847806,-0.9642250644231696,-1.490001397765881,9.6,0.497,-1.6,0.1,5.1,12.0,3.1,1.0,11.6
Darius Bazley,2021,4,Stretch Big,0.2718357612518686,-2.17093296796293,-1.0723500294225023,9.7,0.491,-4.4,-1.0,8.9,12.0,1.3,0.8,13.7
Darius Bazley,2022,2,Defensive Anchor,0.07937428557091361,-0.4130857143573394,-1.1356662552068697,12.6,0.515,-1.8,0.1,7.7,11.6,3.4,1.5,11.1
Darius Bazley,2023,5,Utility Bench,-0.038821059232963806,0.22774354844342778,-1.4886132309357158,13.1,0.524,-1.0,0.2,8.3,12.1,5.1,1.7,11.2
Darius Bazley,2023,5,Utility Bench,-0.038821059232963806,0.22774354844342778,-1.4886132309357158,13.1,0.524,-1.0,0.2,8.3,12.1,5.1,1.7,11.2
Darius Bazley,2023,5,Utility Bench,-0.07643367406436202,0.07862730600751608,-1.5315294477156987,12.9,0.525,-1.0,0.1,7.6,11.8,4.8,1.6,10.5
Darius Bazley,2023,5,Utility Bench,-0.07643367406436202,0.07862730600751608,-1.5315294477156987,12.9,0.525,-1.0,0.1,7.6,11.8,4.8,1.6,10.5
Darius Garland,2020,4,Stretch Big,0.11169566665417556,-3.221324506952473,0.8280645536165894,8.5,0.498,-5.5,-1.7,18.5,3.4,0.2,1.1,17.1
Darius Garland,2021,3,Playmaking Guard,0.39005301132211023,-0.657628827968258,2.360235330227347,14.2,0.547,-2.1,-0.1,30.9,4.0,0.3,1.8,16.0
Darius Garland,2022,1,3-and-D Wing,0.15050032244419367,2.2802424256067235,3.651575204520575,19.0,0.576,2.6,2.8,39.9,5.1,0.3,1.8,16.2
Darius Garland,2023,1,3-and-D Wing,0.18296024487477988,2.0907337952764977,3.0641650531201745,18.8,0.587,2.4,2.7,34.1,4.5,0.3,1.7,13.5
Darius Garland,2024,3,Playmaking Guard,0.3533814965366446,-0.0919446037635012,2.4068330312005166,14.5,0.56,-1.0,0.5,29.4,4.5,0.3,1.9,16.1
Darius Miller,2018,2,Defensive Anchor,0.24390187135691532,-1.1326335809443724,-0.5687583447934353,9.3,0.617,-1.9,0.1,7.5,4.6,0.7,0.7,10.1
Darius Miller,2019,4,Stretch Big,0.03831747731103896,-1.9137169541491368,-0.08840750707800081,8.4,0.55,-2.9,-0.4,10.4,3.8,1.1,1.1,10.3
Darrell Arthur,2016,0,Elite Scorer,-0.010150911184390474,-0.23480605188568962,-0.33919771020112804,12.5,0.514,-0.8,0.4,10.0,10.7,2.6,1.8,11.4
Darrell Arthur,2017,2,Defensive Anchor,0.1637564477114881,0.19863863524731337,-0.569301442387281,12.8,0.583,-0.1,0.3,9.3,9.7,2.5,1.5,13.8
Darren Collison,2016,3,Playmaking Guard,-0.02447219618655409,0.4894388543038184,1.7519447583857406,15.9,0.591,0.1,1.2,21.7,4.1,0.1,1.6,12.9
Darren Collison,2017,3,Playmaking Guard,0.10261733417188648,-0.013502019372255836,1.7270700858944759,15.3,0.57,-0.9,0.6,24.5,4.3,0.4,1.6,12.6
Darren Collison,2018,1,3-and-D Wing,0.15597021945623615,2.2032183691515193,2.4945094870127567,18.8,0.61,2.7,2.4,26.4,5.0,0.7,2.3,10.9
Darren Collison,2019,1,3-and-D Wing,-0.02814235660573204,1.5689523199480886,2.9996089527837846,16.7,0.574,1.8,2.1,29.9,6.0,0.4,2.5,14.4
Darrun Hilliard,2016,4,Stretch Big,0.05901087054762345,-1.6368228566229837,0.31044204803679776,10.7,0.511,-2.5,0.0,10.9,6.4,0.2,1.2,11.3
Darrun Hilliard,2017,4,Stretch Big,0.27332351679946554,-3.2961326907921986,0.7904864279206129,5.9,0.459,-6.0,-0.4,12.3,4.7,0.4,1.5,16.8
David Duke Jr.,2022,4,Stretch Big,0.20105384389288444,-1.9281400672695719,-0.44256884273594227,10.0,0.444,-3.9,-0.2,6.6,10.7,1.8,2.0,7.1
David Duke Jr.,2023,4,Stretch Big,0.16603353310457303,-2.7391990376924964,0.8382901536866106,8.3,0.497,-7.3,-0.3,13.1,7.1,0.4,2.1,17.4
David Lee,2016,5,Utility Bench,0.2001628030801651,1.8846709948174591,-0.8461440222998677,19.6,0.568,1.3,0.7,15.5,18.3,2.5,1.2,14.9
David Lee,2016,5,Utility Bench,0.2001628030801651,1.8846709948174591,-0.8461440222998677,19.6,0.568,1.3,0.7,15.5,18.3,2.5,1.2,14.9
David Lee,2016,5,Utility Bench,0.2001628030801651,1.8846709948174591,-0.8461440222998677,19.6,0.568,1.3,0.7,15.5,18.3,2.5,1.2,14.9
David Lee,2016,3,Playmaking Guard,-0.04830847289942714,0.33681600991588456,-0.16335072911798904,15.5,0.499,0.0,0.2,18.3,14.7,2.2,1.2,15.1
David Lee,2016,3,Playmaking Guard,-0.04830847289942714,0.33681600991588456,-0.16335072911798904,15.5,0.499,0.0,0.2,18.3,14.7,2.2,1.2,15.1
David Lee,2016,3,Playmaking Guard,-0.04830847289942714,0.33681600991588456,-0.16335072911798904,15.5,0.499,0.0,0.2,18.3,14.7,2.2,1.2,15.1
David Lee,2016,5,Utility Bench,0.3180178850295685,3.4080870210338974,-1.801674898894759,24.0,0.66,2.8,0.5,12.5,22.2,2.9,1.2,14.8
David Lee,2016,5,Utility Bench,0.3180178850295685,3.4080870210338974,-1.801674898894759,24.0,0.66,2.8,0.5,12.5,22.2,2.9,1.2,14.8
David Lee,2016,5,Utility Bench,0.3180178850295685,3.4080870210338974,-1.801674898894759,24.0,0.66,2.8,0.5,12.5,22.2,2.9,1.2,14.8
David Lee,2017,5,Utility Bench,0.17258999213542275,2.215736575974292,-0.8526097015285922,18.5,0.613,1.8,1.4,13.0,16.9,2.2,1.1,14.9
David Nwaba,2017,2,Defensive Anchor,0.2958247813410427,-0.49984997919451274,-0.8012232899497183,12.2,0.611,-2.2,0.0,5.0,8.7,1.4,1.6,10.1
David Nwaba,2018,2,Defensive Anchor,0.048966587739335855,-0.8219028413711138,-0.37568812199216667,12.2,0.542,-2.5,-0.2,9.4,10.6,1.6,1.7,13.1
David Nwaba,2019,2,Defensive Anchor,0.2262946409298656,-0.6559747578244077,-0.4010984175115365,12.5,0.558,-2.1,0.0,8.1,9.2,1.5,1.8,8.8
David Nwaba,2020,2,Defensive Anchor,0.05028792208007323,0.8769687901909456,-1.236290189688567,14.0,0.627,1.1,0.2,4.3,8.7,3.7,1.9,8.8
David Nwaba,2021,0,Elite Scorer,-0.033212404589437035,0.09434912287313625,-0.6744945838342067,14.4,0.557,-0.8,0.2,6.9,9.3,2.8,2.1,6.4
David Nwaba,2022,0,Elite Scorer,0.10921183262148723,0.6250075781293534,-0.8422650054223368,15.3,0.567,-0.6,0.2,8.5,13.6,2.9,2.2,9.3
David Roddy,2023,4,Stretch Big,0.24526573283123992,-2.0888569654015385,-0.8364482763040642,8.8,0.519,-3.9,-0.6,6.1,8.1,1.4,1.1,11.3
David Roddy,2024,4,Stretch Big,0.3474932313758341,-2.5360303296547557,-0.5412653398547647,8.7,0.484,-5.0,-0.9,10.3,9.8,0.9,1.1,11.5
David Roddy,2024,4,Stretch Big,0.3474932313758341,-2.5360303296547557,-0.5412653398547647,8.7,0.484,-5.0,-0.9,10.3,9.8,0.9,1.1,11.5
David Roddy,2024,4,Stretch Big,0.3463510805679881,-2.4889560503029338,-0.5176763610394092,8.7,0.485,-5.0,-0.8,10.4,9.8,0.9,1.1,11.5
David Roddy,2024,4,Stretch Big,0.3463510805679881,-2.4889560503029338,-0.5176763610394092,8.7,0.485,-5.0,-0.8,10.4,9.8,0.9,1.1,11.5
David West,2016,5,Utility Bench,0.0008582055360523242,2.1400328044791537,-0.05479060758916815,17.6,0.573,2.9,1.7,15.4,12.5,3.0,1.6,12.3
David West,2017,0,Elite Scorer,0.06344501400691896,2.263064370632869,0.8097472608553872,16.6,0.571,2.8,1.0,24.1,13.0,4.4,2.4,22.0
David West,2018,5,Utility Bench,0.10082952185311116,3.2727351384378833,-0.2113881784692454,20.9,0.6,3.1,1.3,20.5,13.3,5.9,2.3,16.2
Davion Mitchell,2022,4,Stretch Big,0.07752126789754064,-2.1170813109974476,0.9769874624954759,10.8,0.489,-3.8,-0.9,22.5,4.4,1.0,1.3,11.5
Davion Mitchell,2023,4,Stretch Big,0.06693349495196346,-1.6203354718761074,0.7704685094232223,9.4,0.545,-2.8,-0.3,16.5,4.1,0.9,1.5,13.1
Davion Mitchell,2024,4,Stretch Big,0.002565769212081093,-1.9027806805858856,0.23626626964157388,9.3,0.555,-3.4,-0.4,16.0,4.8,0.2,0.7,11.2
Davon Reed,2018,4,Stretch Big,0.3476880291610152,-3.6435383391014637,0.3185703757582191,4.8,0.388,-6.4,-0.3,7.6,8.6,0.7,2.0,11.0
Davon Reed,2022,2,Defensive Anchor,0.2270289694612308,0.161473028028815,-0.17733956183896615,12.2,0.624,-0.3,0.3,10.7,9.0,1.2,1.8,8.7
Davon Reed,2023,4,Stretch Big,0.2738668424449902,-2.5965122565786514,0.2414935769615402,6.2,0.471,-5.3,-0.3,8.2,9.9,1.0,2.1,17.5
Davon Reed,2023,4,Stretch Big,0.2738668424449902,-2.5965122565786514,0.2414935769615402,6.2,0.471,-5.3,-0.3,8.2,9.9,1.0,2.1,17.5
Davon Reed,2023,4,Stretch Big,0.27981456455288045,-2.9555408228597035,0.11584217293759892,5.2,0.456,-6.1,-0.3,7.3,10.0,1.1,2.0,18.4
Davon Reed,2023,4,Stretch Big,0.27981456455288045,-2.9555408228597035,0.11584217293759892,5.2,0.456,-6.1,-0.3,7.3,10.0,1.1,2.0,18.4
Day'Ron Sharpe,2022,5,Utility Bench,0.2897352684698734,1.3417576972148886,-2.564592644039512,20.7,0.593,-2.8,-0.1,6.7,22.3,3.4,1.2,15.2
Day'Ron Sharpe,2023,5,Utility Bench,0.3311308690095863,1.283609132585318,-2.418326535316662,17.8,0.581,-2.3,0.0,9.7,20.4,5.0,1.3,17.7
Day'Ron Sharpe,2024,5,Utility Bench,0.3670696413942312,2.3704096843068427,-2.013640116999839,20.0,0.596,0.0,0.5,14.0,23.1,4.3,1.3,16.7
De'Aaron Fox,2018,3,Playmaking Guard,0.1486098618675001,-2.1297357020152483,1.4392158706844922,11.2,0.478,-4.2,-1.1,24.6,5.7,0.9,1.7,16.4
De'Aaron Fox,2019,1,3-and-D Wing,0.012676407039069868,1.7969445371045654,2.9774720388748537,18.1,0.544,1.5,2.3,33.2,6.2,1.5,2.4,15.0
De'Aaron Fox,2020,1,3-and-D Wing,0.02867938174834917,1.9969786368673503,2.753561782558191,20.6,0.558,1.8,1.6,35.3,6.8,1.5,2.2,14.1
De'Aaron Fox,2021,1,3-and-D Wing,0.12833985373420262,1.9982408504006557,2.7220207227093183,20.7,0.565,1.8,2.0,32.7,5.5,1.1,2.1,11.9
De'Aaron Fox,2022,3,Playmaking Guard,0.11646394818537908,0.4254148242175894,1.6388970810473826,17.4,0.549,-0.6,0.7,26.8,6.0,1.0,1.6,11.9
De'Aaron Fox,2023,1,3-and-D Wing,0.3203262979270903,2.668475415579092,2.146147537606609,21.8,0.599,2.5,2.7,29.6,7.2,0.8,1.6,10.6
De'Aaron Fox,2024,1,3-and-D Wing,0.17770202849973663,2.616312671158523,2.602902579389787,20.1,0.567,2.7,3.2,25.2,7.2,1.1,2.7,10.1
De'Andre Hunter,2020,4,Stretch Big,0.27788892181503455,-2.675535865687422,-0.6848324103364944,8.6,0.521,-4.7,-1.4,8.0,7.6,0.7,1.0,12.1
De'Andre Hunter,2021,2,Defensive Anchor,0.31731005377562743,0.7571450402577752,-0.3800982666838751,15.7,0.603,1.2,0.5,9.7,8.9,1.6,1.4,9.2
De'Andre Hunter,2022,4,Stretch Big,0.05995070633555833,-1.9457597328488525,-0.7822950055290988,10.6,0.547,-3.9,-0.8,6.1,6.1,1.2,1.1,9.6
De'Andre Hunter,2023,2,Defensive Anchor,0.1189021621625186,-1.6450159997079525,-0.9854856997259687,11.5,0.563,-3.3,-0.7,6.0,7.3,0.7,0.8,8.2
De'Andre Hunter,2024,2,Defensive Anchor,0.3093679900428667,-0.8570645461337453,-0.6497093749274625,12.7,0.595,-2.4,-0.2,7.3,7.2,0.9,1.1,10.0
De'Anthony Melton,2019,3,Playmaking Guard,0.046414317923070846,-1.280462856839886,2.2774976725202483,9.9,0.466,-2.7,-0.2,22.3,7.5,1.9,3.3,21.8
De'Anthony Melton,2020,0,Elite Scorer,0.19074138384109918,0.0798217924739064,1.827870140449086,13.5,0.501,-0.2,0.5,20.1,9.9,1.5,3.1,15.6
De'Anthony Melton,2021,0,Elite Scorer,0.31217498298531177,1.3683326707505794,1.1632997134022596,15.2,0.568,2.3,1.1,17.5,8.2,2.7,2.7,13.7
De'Anthony Melton,2022,0,Elite Scorer,0.34672856453916445,1.2920431995527146,1.3939961174611688,15.2,0.529,1.9,1.6,16.0,10.4,2.1,3.0,13.0
De'Anthony Melton,2023,0,Elite Scorer,0.33708813193691106,0.8350427160402552,1.1811688676001706,12.7,0.566,0.9,1.6,12.9,8.6,1.8,2.9,12.9
De'Anthony Melton,2024,0,Elite Scorer,0.28807228333488466,0.19554101281115224,1.3373132870300428,13.4,0.533,0.5,0.7,15.4,7.6,1.4,2.9,9.0
DeAndre Jordan,2016,5,Utility Bench,0.28357720253445595,4.112987939850041,-2.6517021750545777,20.6,0.628,2.8,3.2,5.3,22.2,5.4,1.0,12.1
DeAndre Jordan,2017,5,Utility Bench,0.21608679264450834,4.696252910183424,-2.504526287039752,21.8,0.673,3.3,3.5,5.7,24.2,4.3,1.0,13.1
DeAndre Jordan,2018,5,Utility Bench,0.2864575509244453,3.308597154257599,-2.3608431402520553,20.2,0.648,1.4,2.1,7.1,26.5,2.4,0.8,16.1
DeAndre Jordan,2019,5,Utility Bench,0.2783967556609892,3.4949396521244163,-1.67115243153331,19.0,0.674,2.1,2.1,11.6,23.5,3.0,1.0,21.4
DeAndre Jordan,2019,5,Utility Bench,0.2783967556609892,3.4949396521244163,-1.67115243153331,19.0,0.674,2.1,2.1,11.6,23.5,3.0,1.0,21.4
DeAndre Jordan,2019,5,Utility Bench,0.29863509223484297,2.9766044120447996,-1.9605494990226855,18.0,0.672,1.7,1.4,9.5,23.6,2.9,1.0,21.3
DeAndre Jordan,2019,5,Utility Bench,0.29863509223484297,2.9766044120447996,-1.9605494990226855,18.0,0.672,1.7,1.4,9.5,23.6,2.9,1.0,21.3
DeAndre Jordan,2020,5,Utility Bench,0.3208580252770088,3.6319181133330796,-2.1618248819796797,19.9,0.682,3.0,1.5,12.6,23.5,3.5,0.7,17.8
DeAndre Jordan,2021,5,Utility Bench,0.2787868399904278,2.9182644249334113,-2.4700453990675157,17.1,0.736,1.0,0.9,10.1,18.9,4.6,0.7,22.7
DeAndre Jordan,2022,5,Utility Bench,0.3477663223512724,1.8276656263950422,-3.351368332816874,17.2,0.641,-1.4,0.1,4.9,23.1,5.0,0.9,18.7
DeAndre Jordan,2022,5,Utility Bench,0.3477663223512724,1.8276656263950422,-3.351368332816874,17.2,0.641,-1.4,0.1,4.9,23.1,5.0,0.9,18.7
DeAndre Jordan,2022,5,Utility Bench,0.3704409708871908,2.265795076720411,-3.4127418781316905,17.5,0.657,-0.6,0.2,4.5,22.7,5.7,1.2,17.3
DeAndre Jordan,2022,5,Utility Bench,0.3704409708871908,2.265795076720411,-3.4127418781316905,17.5,0.657,-0.6,0.2,4.5,22.7,5.7,1.2,17.3
DeAndre Jordan,2023,5,Utility Bench,0.2126463644820577,1.637359769596335,-2.4061320838649016,14.7,0.731,-1.8,0.0,7.7,19.8,3.5,1.0,26.1
DeAndre Jordan,2024,5,Utility Bench,0.2780322830113391,1.1267559028732657,-2.5935700318018884,16.0,0.61,-1.7,0.0,8.5,22.0,3.4,0.8,16.5
DeAndre Liggins,2017,0,Elite Scorer,0.09238276560165296,-1.6536128211031533,1.2528198017027095,7.5,0.476,-2.2,0.0,9.2,7.7,1.5,3.0,20.8
DeAndre Liggins,2017,0,Elite Scorer,0.09238276560165296,-1.6536128211031533,1.2528198017027095,7.5,0.476,-2.2,0.0,9.2,7.7,1.5,3.0,20.8
DeAndre Liggins,2017,0,Elite Scorer,0.06401753261181647,-1.7752529974671614,1.316398115310613,7.2,0.473,-2.3,-0.1,9.5,7.4,1.5,3.0,21.6
DeAndre Liggins,2017,0,Elite Scorer,0.06401753261181647,-1.7752529974671614,1.316398115310613,7.2,0.473,-2.3,-0.1,9.5,7.4,1.5,3.0,21.6
