rank,Player,archetype,Age,salary,salary_pct_cap,PER_predicted,PTS_predicted,WS_predicted,output_score,salary_score,age_factor,archetype_bonus,trade_value,tv_tier
11,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
12,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
13,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
14,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
15,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
16,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
17,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
18,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,19.053560430981538,21.82188299221128,5.629422208115834,0.861099938891847,1.0,0.93,0.1,98.99430573451733,Highly Undervalued
19,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
20,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
21,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
22,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
23,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
24,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
25,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
26,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
27,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,18.972105894278997,21.13655076180816,5.62575039400927,0.8499148630592462,1.0,0.93,0.1,96.81600786236665,Highly Undervalued
28,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
29,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
30,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
31,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
32,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
33,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
34,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
35,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
36,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.447763517497627,11.118102798959102,6.350752282929474,0.7896407624687922,1.0,1.0,-0.05,90.0939012157269,Highly Undervalued
37,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
38,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
39,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
40,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
41,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
42,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
43,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
44,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
45,Pascal Siakam,Defensive Anchor,29.0,1000000.0,0.0073518059711368,20.131212913739343,20.97765301025897,4.144712956665876,0.8147825621467808,1.0,0.93,0.1,89.97397858453857,Highly Undervalued
46,Daniel Gafford,Utility Bench,25.0,1000000.0,0.0073518059711368,20.43609239046085,11.043999640015327,6.327295833725332,0.7873684623287645,1.0,1.0,-0.05,89.65136987897154,Highly Undervalued
